Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
B488_RS04600,B488_RS04600,1032740,1033694,B488_RS04600-MONOMER,B488_09590,CP003789.1
B488_RS06480,B488_RS06480,1444108,1445041,B488_RS06480-MONOMER,B488_13310,CP003789.1
B488_RS03480,B488_RS03480,802764,803199,B488_RS03480-MONOMER,B488_07200,CP003789.1
B488_RS04205,B488_RS04205,958071,958287,B488_RS04205-MONOMER,B488_08790,CP003789.1
B488_RS01110,B488_RS01110,259286,260406,B488_RS01110-MONOMER,B488_02250,CP003789.1
B488_RS05450,B488_RS05450,1220249,1221218,B488_RS05450-MONOMER,B488_11200,CP003789.1
B488_RS01545,B488_RS01545,356408,357362,B488_RS01545-MONOMER,B488_03100,CP003789.1
B488_RS04710,B488_RS04710,1058144,1059626,B488_RS04710-MONOMER,B488_09780,CP003789.1
B488_RS04045,B488_RS04045,929500,929875,B488_RS04045-MONOMER,B488_08450,CP003789.1
B488_RS05800,B488_RS05800,1301787,1303293,B488_RS05800-MONOMER,B488_11930,CP003789.1
B488_RS05730,B488_RS05730,1284206,1285094,B488_RS05730-MONOMER,B488_11780,CP003789.1
B488_RS04990,B488_RS04990,1124719,1126066,B488_RS04990-MONOMER,B488_10280,CP003789.1
B488_RS00220,B488_RS00220,56822,57566,B488_RS00220-MONOMER,B488_00440,CP003789.1
B488_RS02070,B488_RS02070,482159,482552,B488_RS02070-MONOMER,B488_04240,CP003789.1
B488_RS05275,B488_RS05275,1180934,1181405,B488_RS05275-MONOMER,B488_10840,CP003789.1
B488_RS02340,B488_RS02340,535089,535980,B488_RS02340-MONOMER,B488_04830,CP003789.1
B488_RS00440,B488_RS00440,105461,105534,B488_RS00440-tRNA,B488_13800,CP003789.1
B488_RS01115,B488_RS01115,260565,261012,B488_RS01115-MONOMER,B488_02260,CP003789.1
B488_RS04450,B488_RS04450,1002174,1002708,B488_RS04450-MONOMER,B488_09290,CP003789.1
B488_RS03860,B488_RS03860,880623,881082,B488_RS03860-MONOMER,B488_08090,CP003789.1
B488_RS02940,B488_RS02940,667065,668115,B488_RS02940-MONOMER,B488_06040,CP003789.1
B488_RS06675,B488_RS06675,1487141,1490681,B488_RS06675-MONOMER,B488_13640,CP003789.1
B488_RS04665,B488_RS04665,1050345,1050417,B488_RS04665-tRNA,B488_14070,CP003789.1
B488_RS03200,B488_RS03200,727907,728576,B488_RS03200-MONOMER,B488_06580,CP003789.1
B488_RS01840,B488_RS01840,424637,426323,B488_RS01840-MONOMER,B488_03720,CP003789.1
B488_RS04305,B488_RS04305,972281,972614,B488_RS04305-MONOMER,B488_08970,CP003789.1
B488_RS03350,B488_RS03350,770142,772329,B488_RS03350-MONOMER,B488_06930,CP003789.1
B488_RS02825,B488_RS02825,635721,636780,B488_RS02825-MONOMER,B488_05800,CP003789.1
B488_RS06120,B488_RS06120,1372828,1373326,B488_RS06120-MONOMER,B488_12580,CP003789.1
B488_RS03620,B488_RS03620,835412,837266,B488_RS03620-MONOMER,B488_07490,CP003789.1
B488_RS01120,B488_RS01120,0,1377,B488_RS01120-MONOMER,,B488_RS01120
B488_RS06350,B488_RS06350,1416272,1417115,B488_RS06350-MONOMER,B488_13050,CP003789.1
B488_RS01700,B488_RS01700,394765,395275,B488_RS01700-MONOMER,B488_03430,CP003789.1
B488_RS00570,B488_RS00570,134087,135207,B488_RS00570-MONOMER,B488_01140,CP003789.1
B488_RS00960,B488_RS00960,232989,233154,B488_RS00960-MONOMER,B488_01940,CP003789.1
B488_RS04995,B488_RS04995,1126068,1126971,B488_RS04995-MONOMER,B488_10290,CP003789.1
B488_RS00225,B488_RS00225,57562,58345,B488_RS00225-MONOMER,B488_00450,CP003789.1
B488_RS02075,B488_RS02075,482591,483128,B488_RS02075-MONOMER,B488_04250,CP003789.1
B488_RS05280,B488_RS05280,1181414,1181891,B488_RS05280-MONOMER,B488_10850,CP003789.1
B488_RS02505,B488_RS02505,561760,562474,B488_RS02505-MONOMER,B488_05190,CP003789.1
B488_RS06800,B488_RS06800,0,435,B488_RS06800-MONOMER,,B488_RS06800
B488_RS00535,B488_RS00535,127520,127593,B488_RS00535-tRNA,B488_13810,CP003789.1
B488_RS01125,B488_RS01125,262520,263084,B488_RS01125-MONOMER,B488_02280,CP003789.1
B488_RS06990,B488_RS06990,586981,587803,B488_RS06990-MONOMER,B488_05430,CP003789.1
B488_RS04715,B488_RS04715,1059679,1059967,B488_RS04715-MONOMER,B488_09790,CP003789.1
B488_RS04580,B488_RS04580,1028152,1029075,B488_RS04580-MONOMER,B488_09550,CP003789.1
B488_RS02945,B488_RS02945,668894,669941,B488_RS02945-MONOMER,B488_06060,CP003789.1
B488_RS00675,B488_RS00675,166428,167658,B488_RS00675-MONOMER,B488_01350,CP003789.1
B488_RS03205,B488_RS03205,729004,732433,B488_RS03205-MONOMER,B488_06590,CP003789.1
B488_RS05715,B488_RS05715,1281915,1281999,B488_RS05715-tRNA,B488_14210,CP003789.1
B488_RS05945,B488_RS05945,1334718,1335084,B488_RS05945-MONOMER,B488_12210,CP003789.1
B488_RS06005,B488_RS06005,1348599,1349223,B488_RS06005-MONOMER,B488_12310,CP003789.1
B488_RS03485,B488_RS03485,804182,805223,B488_RS03485-MONOMER,B488_07220,CP003789.1
B488_RS01130,B488_RS01130,263340,264684,B488_RS01130-MONOMER,B488_02290,CP003789.1
B488_RS05455,B488_RS05455,1221231,1221843,B488_RS05455-MONOMER,B488_11210,CP003789.1
B488_RS01550,B488_RS01550,357485,358865,B488_RS01550-MONOMER,B488_03110,CP003789.1
B488_RS00575,B488_RS00575,135261,135864,B488_RS00575-MONOMER,B488_01150,CP003789.1
B488_RS05735,B488_RS05735,1285122,1286652,B488_RS05735-MONOMER,B488_11790,CP003789.1
B488_RS04155,B488_RS04155,947171,947543,B488_RS04155-MONOMER,B488_08690,CP003789.1
B488_RS05315,B488_RS05315,1187976,1188990,B488_RS05315-MONOMER,B488_10930,CP003789.1
B488_RS00230,B488_RS00230,58443,59565,B488_RS00230-MONOMER,B488_00460,CP003789.1
B488_RS02080,B488_RS02080,483137,483500,B488_RS02080-MONOMER,B488_04260,CP003789.1
B488_RS05285,B488_RS05285,1181967,1182582,B488_RS05285-MONOMER,B488_10860,CP003789.1
B488_RS02350,B488_RS02350,536710,536941,B488_RS02350-MONOMER,B488_04850,CP003789.1
B488_RS04360,B488_RS04360,981275,982616,B488_RS04360-MONOMER,B488_09110,CP003789.1
B488_RS00560,B488_RS00560,132260,132347,B488_RS00560-tRNA,B488_13820,CP003789.1
B488_RS06210,B488_RS06210,1389897,1390302,B488_RS06210-MONOMER,B488_12750,CP003789.1
B488_RS01135,B488_RS01135,264716,265487,B488_RS01135-MONOMER,B488_02300,CP003789.1
B488_RS07000,B488_RS07000,600353,601280,B488_RS07000-MONOMER,B488_05540,CP003789.1
B488_RS04720,B488_RS04720,1060004,1060709,B488_RS04720-MONOMER,B488_09800,CP003789.1
B488_RS03865,B488_RS03865,881143,881512,B488_RS03865-MONOMER,B488_08100,CP003789.1
B488_RS02950,B488_RS02950,670428,671220,B488_RS02950-MONOMER,B488_06070,CP003789.1
B488_RS06680,B488_RS06680,1490742,1491063,B488_RS06680-MONOMER,B488_13650,CP003789.1
B488_RS07055,B488_RS07055,1404887,1405010,B488_RS07055-MONOMER,B488_12930,CP003789.1
B488_RS06410,B488_RS06410,1430286,1431363,B488_RS06410-MONOMER,B488_13170,CP003789.1
B488_RS03210,B488_RS03210,732592,733072,B488_RS03210-MONOMER,B488_06600,CP003789.1
B488_RS06785,B488_RS06785,426506,430184,B488_RS06785-MONOMER,B488_03730,CP003789.1
B488_RS03355,B488_RS03355,772445,772835,B488_RS03355-MONOMER,B488_06940,CP003789.1
B488_RS01460,B488_RS01460,0,438,B488_RS01460-MONOMER,,B488_RS01460
B488_RS04010,B488_RS04010,914720,915227,B488_RS04010-MONOMER,B488_08380,CP003789.1
B488_RS03625,B488_RS03625,837268,837649,B488_RS03625-MONOMER,B488_07500,CP003789.1
B488_RS01140,B488_RS01140,0,360,B488_RS01140-MONOMER,,B488_RS01140
B488_RS01705,B488_RS01705,395324,395936,B488_RS01705-MONOMER,B488_03440,CP003789.1
B488_RS04515,B488_RS04515,1014130,1014580,B488_RS04515-MONOMER,B488_09420,CP003789.1
B488_RS00580,B488_RS00580,135925,136645,B488_RS00580-MONOMER,B488_01160,CP003789.1
B488_RS00820,B488_RS00820,197368,198743,B488_RS00820-MONOMER,B488_01650,CP003789.1
B488_RS00965,B488_RS00965,0,1242,B488_RS00965-MONOMER,,B488_RS00965
B488_RS03975,B488_RS03975,908732,909341,B488_RS03975-MONOMER,B488_08310,CP003789.1
B488_RS05005,B488_RS05005,1127872,1128223,B488_RS05005-MONOMER,B488_10310,CP003789.1
B488_RS00235,B488_RS00235,59725,62062,B488_RS00235-MONOMER,B488_00470,CP003789.1
B488_RS02085,B488_RS02085,483560,484133,B488_RS02085-MONOMER,B488_04270,CP003789.1
B488_RS05290,B488_RS05290,1182554,1183661,B488_RS05290-MONOMER,B488_10870,CP003789.1
B488_RS02510,B488_RS02510,562558,562816,B488_RS02510-MONOMER,B488_05200,CP003789.1
B488_RS03750,B488_RS03750,857197,858193,B488_RS03750-MONOMER,B488_07800,CP003789.1
B488_RS02355,B488_RS02355,536927,537158,B488_RS02355-MONOMER,B488_04860,CP003789.1
B488_RS00880,B488_RS00880,215118,215192,B488_RS00880-tRNA,B488_13830,CP003789.1
B488_RS01145,B488_RS01145,266019,266250,B488_RS01145-MONOMER,B488_02320,CP003789.1
B488_RS06485,B488_RS06485,1445070,1445583,B488_RS06485-MONOMER,B488_13320,CP003789.1
B488_RS05995,B488_RS05995,0,567,B488_RS05995-MONOMER,,B488_RS05995
B488_RS03490,B488_RS03490,805219,806242,B488_RS03490-MONOMER,B488_07230,CP003789.1
B488_RS04210,B488_RS04210,958419,959229,B488_RS04210-MONOMER,B488_08800,CP003789.1
B488_RS01150,B488_RS01150,266359,267709,B488_RS01150-MONOMER,B488_02330,CP003789.1
B488_RS01555,B488_RS01555,359008,359734,B488_RS01555-MONOMER,B488_03120,CP003789.1
B488_RS00585,B488_RS00585,136711,138571,B488_RS00585-MONOMER,B488_01170,CP003789.1
B488_RS00680,B488_RS00680,167771,168791,B488_RS00680-MONOMER,B488_01360,CP003789.1
B488_RS05010,B488_RS05010,1128660,1129362,B488_RS05010-MONOMER,B488_10320,CP003789.1
B488_RS00240,B488_RS00240,62105,63173,B488_RS00240-MONOMER,B488_00480,CP003789.1
B488_RS02090,B488_RS02090,484140,484335,B488_RS02090-MONOMER,B488_04280,CP003789.1
B488_RS05295,B488_RS05295,1183829,1185125,B488_RS05295-MONOMER,B488_10890,CP003789.1
B488_RS02360,B488_RS02360,0,318,B488_RS02360-MONOMER,,B488_RS02360
B488_RS00980,B488_RS00980,235870,235944,B488_RS00980-tRNA,B488_13840,CP003789.1
B488_RS01155,B488_RS01155,267732,268458,B488_RS01155-MONOMER,B488_02340,CP003789.1
B488_RS04550,B488_RS04550,1020115,1021399,B488_RS04550-MONOMER,B488_09490,CP003789.1
B488_RS04455,B488_RS04455,1002808,1003132,B488_RS04455-MONOMER,B488_09300,CP003789.1
B488_RS03870,B488_RS03870,881508,882381,B488_RS03870-MONOMER,B488_08110,CP003789.1
B488_RS02955,B488_RS02955,671281,671935,B488_RS02955-MONOMER,B488_06080,CP003789.1
B488_RS06685,B488_RS06685,1491092,1492457,B488_RS06685-MONOMER,B488_13660,CP003789.1
B488_RS04670,B488_RS04670,1050789,1050863,B488_RS04670-tRNA,B488_14080,CP003789.1
B488_RS03215,B488_RS03215,733635,735283,B488_RS03215-MONOMER,B488_06610,CP003789.1
B488_RS01850,B488_RS01850,0,3198,B488_RS01850-MONOMER,B488_03740,B488_RS01850
B488_RS04310,B488_RS04310,972634,972964,B488_RS04310-MONOMER,B488_08980,CP003789.1
B488_RS03360,B488_RS03360,773163,773748,B488_RS03360-MONOMER,B488_06950,CP003789.1
B488_RS04620,B488_RS04620,1038488,1040249,B488_RS04620-MONOMER,B488_09630,CP003789.1
B488_RS01465,B488_RS01465,334880,337151,B488_RS01465-MONOMER,B488_02900,CP003789.1
B488_RS06130,B488_RS06130,1374463,1375180,B488_RS06130-MONOMER,B488_12600,CP003789.1
B488_RS03630,B488_RS03630,837668,838064,B488_RS03630-MONOMER,B488_07510,CP003789.1
B488_RS01160,B488_RS01160,268479,269505,B488_RS01160-MONOMER,B488_02350,CP003789.1
B488_RS04260,B488_RS04260,966264,967098,B488_RS04260-MONOMER,B488_08880,CP003789.1
B488_RS01710,B488_RS01710,395974,396991,B488_RS01710-MONOMER,B488_03450,CP003789.1
B488_RS00825,B488_RS00825,198755,199298,B488_RS00825-MONOMER,B488_01660,CP003789.1
B488_RS00590,B488_RS00590,138921,139704,B488_RS00590-MONOMER,B488_01180,CP003789.1
B488_RS06735,B488_RS06735,1501563,1502616,B488_RS06735-MONOMER,B488_13760,CP003789.1
B488_RS04085,B488_RS04085,933599,934775,B488_RS04085-MONOMER,B488_08520,CP003789.1
B488_RS05600,B488_RS05600,1248049,1248706,B488_RS05600-MONOMER,B488_11510,CP003789.1
B488_RS00970,B488_RS00970,234450,234960,B488_RS00970-MONOMER,B488_01960,CP003789.1
B488_RS05015,B488_RS05015,1129487,1129874,B488_RS05015-MONOMER,B488_10330,CP003789.1
B488_RS00245,B488_RS00245,63165,63645,B488_RS00245-MONOMER,B488_00490,CP003789.1
B488_RS02095,B488_RS02095,484351,484810,B488_RS02095-MONOMER,B488_04290,CP003789.1
B488_RS05300,B488_RS05300,1185272,1186607,B488_RS05300-MONOMER,B488_10900,CP003789.1
B488_RS02515,B488_RS02515,562888,563371,B488_RS02515-MONOMER,B488_05210,CP003789.1
B488_RS04330,B488_RS04330,975936,976209,B488_RS04330-MONOMER,B488_09010,CP003789.1
B488_RS02365,B488_RS02365,0,237,B488_RS02365-MONOMER,,B488_RS02365
B488_RS01065,B488_RS01065,0,77,B488_RS01065-tRNA,,B488_RS01065
B488_RS01165,B488_RS01165,269498,269720,B488_RS01165-MONOMER,B488_02360,CP003789.1
B488_RS02635,B488_RS02635,587970,588780,B488_RS02635-MONOMER,B488_05440,CP003789.1
B488_RS06255,B488_RS06255,1399296,1400718,B488_RS06255-MONOMER,B488_12840,CP003789.1
B488_RS02960,B488_RS02960,672509,673508,B488_RS02960-MONOMER,B488_06090,CP003789.1
B488_RS03220,B488_RS03220,735795,736521,B488_RS03220-MONOMER,B488_06620,CP003789.1
B488_RS05840,B488_RS05840,1310340,1310412,B488_RS05840-tRNA,B488_14220,CP003789.1
B488_RS05880,B488_RS05880,1318867,1319875,B488_RS05880-MONOMER,B488_12070,CP003789.1
B488_RS06000,B488_RS06000,1343571,1348317,B488_RS06000-MONOMER,B488_12300,CP003789.1
B488_RS01170,B488_RS01170,269766,271617,B488_RS01170-MONOMER,B488_02370,CP003789.1
B488_RS05460,B488_RS05460,1221882,1222652,B488_RS05460-MONOMER,B488_11220,CP003789.1
B488_RS01560,B488_RS01560,359751,361239,B488_RS01560-MONOMER,B488_03130,CP003789.1
B488_RS00595,B488_RS00595,140102,141545,B488_RS00595-MONOMER,B488_01190,CP003789.1
B488_RS00685,B488_RS00685,169014,169767,B488_RS00685-MONOMER,B488_01370,CP003789.1
B488_RS05745,B488_RS05745,1288041,1290240,B488_RS05745-MONOMER,B488_11810,CP003789.1
B488_RS05020,B488_RS05020,1129998,1130643,B488_RS05020-MONOMER,B488_10340,CP003789.1
B488_RS00250,B488_RS00250,63641,64469,B488_RS00250-MONOMER,B488_00500,CP003789.1
B488_RS02100,B488_RS02100,484942,486283,B488_RS02100-MONOMER,B488_04300,CP003789.1
B488_RS05305,B488_RS05305,1186775,1187291,B488_RS05305-MONOMER,B488_10910,CP003789.1
B488_RS02370,B488_RS02370,0,357,B488_RS02370-MONOMER,,B488_RS02370
B488_RS01235,B488_RS01235,285631,285713,B488_RS01235-tRNA,B488_13850,CP003789.1
B488_RS06215,B488_RS06215,1390510,1391014,B488_RS06215-MONOMER,B488_12760,CP003789.1
B488_RS01175,B488_RS01175,271742,272579,B488_RS01175-MONOMER,B488_02380,CP003789.1
B488_RS06820,B488_RS06820,601464,604053,B488_RS06820-MONOMER,B488_05550,CP003789.1
B488_RS07030,B488_RS07030,0,600,B488_RS07030-MONOMER,,B488_RS07030
B488_RS02965,B488_RS02965,673504,674506,B488_RS02965-MONOMER,B488_06100,CP003789.1
B488_RS06690,B488_RS06690,1492453,1493308,B488_RS06690-MONOMER,B488_13670,CP003789.1
B488_RS06415,B488_RS06415,1431473,1432547,B488_RS06415-MONOMER,B488_13180,CP003789.1
B488_RS03225,B488_RS03225,736943,738083,B488_RS03225-MONOMER,B488_06640,CP003789.1
B488_RS01855,B488_RS01855,433977,434661,B488_RS01855-MONOMER,B488_03760,CP003789.1
B488_RS07040,B488_RS07040,0,816,B488_RS07040-MONOMER,,B488_RS07040
B488_RS06110,B488_RS06110,1370398,1370749,B488_RS06110-MONOMER,B488_12560,CP003789.1
B488_RS06135,B488_RS06135,1375215,1376022,B488_RS06135-MONOMER,B488_12610,CP003789.1
B488_RS03635,B488_RS03635,838256,838688,B488_RS03635-MONOMER,B488_07520,CP003789.1
B488_RS01180,B488_RS01180,272578,273601,B488_RS01180-MONOMER,B488_02390,CP003789.1
B488_RS01715,B488_RS01715,397296,397998,B488_RS01715-MONOMER,B488_03460,CP003789.1
B488_RS00600,B488_RS00600,142036,144739,B488_RS00600-MONOMER,B488_01200,CP003789.1
B488_RS00830,B488_RS00830,199866,201057,B488_RS00830-MONOMER,B488_01670,CP003789.1
B488_RS05605,B488_RS05605,1249370,1251296,B488_RS05605-MONOMER,B488_11520,CP003789.1
B488_RS00975,B488_RS00975,234956,235712,B488_RS00975-MONOMER,B488_01970,CP003789.1
B488_RS03980,B488_RS03980,909560,910091,B488_RS03980-MONOMER,B488_08320,CP003789.1
B488_RS05025,B488_RS05025,1130807,1131422,B488_RS05025-MONOMER,B488_10350,CP003789.1
B488_RS00255,B488_RS00255,64461,65325,B488_RS00255-MONOMER,B488_00510,CP003789.1
B488_RS02105,B488_RS02105,486279,486867,B488_RS02105-MONOMER,B488_04310,CP003789.1
B488_RS05310,B488_RS05310,1187461,1187824,B488_RS05310-MONOMER,B488_10920,CP003789.1
B488_RS02520,B488_RS02520,0,231,B488_RS02520-MONOMER,,B488_RS02520
B488_RS06870,B488_RS06870,858257,859205,B488_RS06870-MONOMER,B488_07810,CP003789.1
B488_RS02375,B488_RS02375,538233,539286,B488_RS02375-MONOMER,B488_04890,CP003789.1
B488_RS01245,B488_RS01245,286996,287069,B488_RS01245-tRNA,B488_13860,CP003789.1
B488_RS04400,B488_RS04400,990785,991925,B488_RS04400-MONOMER,B488_09190,CP003789.1
B488_RS01185,B488_RS01185,273616,274552,B488_RS01185-MONOMER,B488_02400,CP003789.1
B488_RS02970,B488_RS02970,674502,675321,B488_RS02970-MONOMER,B488_06110,CP003789.1
B488_RS03230,B488_RS03230,738264,738453,B488_RS03230-MONOMER,B488_06650,CP003789.1
B488_RS06490,B488_RS06490,1445743,1446844,B488_RS06490-MONOMER,B488_13330,CP003789.1
B488_RS03495,B488_RS03495,0,1158,B488_RS03495-MONOMER,,B488_RS03495
B488_RS04215,B488_RS04215,959303,959540,B488_RS04215-MONOMER,B488_08810,CP003789.1
B488_RS01190,B488_RS01190,274616,276950,B488_RS01190-MONOMER,B488_02410,CP003789.1
B488_RS00605,B488_RS00605,145126,146113,B488_RS00605-MONOMER,B488_01210,CP003789.1
B488_RS05465,B488_RS05465,1222884,1223886,B488_RS05465-MONOMER,B488_11230,CP003789.1
B488_RS01565,B488_RS01565,361405,361954,B488_RS01565-MONOMER,B488_03140,CP003789.1
B488_RS00690,B488_RS00690,170015,170222,B488_RS00690-MONOMER,B488_01380,CP003789.1
B488_RS05750,B488_RS05750,1290557,1291349,B488_RS05750-MONOMER,B488_11820,CP003789.1
B488_RS05030,B488_RS05030,1131538,1131823,B488_RS05030-MONOMER,B488_10360,CP003789.1
B488_RS00260,B488_RS00260,65318,66500,B488_RS00260-MONOMER,B488_00520,CP003789.1
B488_RS02110,B488_RS02110,487005,487374,B488_RS02110-MONOMER,B488_04320,CP003789.1
B488_RS02380,B488_RS02380,539260,539734,B488_RS02380-MONOMER,B488_04900,CP003789.1
B488_RS01275,B488_RS01275,292144,292216,B488_RS01275-tRNA,B488_13870,CP003789.1
B488_RS06695,B488_RS06695,1493685,1494267,B488_RS06695-MONOMER,B488_13680,CP003789.1
B488_RS01195,B488_RS01195,276952,277951,B488_RS01195-MONOMER,B488_02420,CP003789.1
B488_RS04460,B488_RS04460,1003154,1004006,B488_RS04460-MONOMER,B488_09310,CP003789.1
B488_RS07100,B488_RS07100,883156,883375,B488_RS07100-MONOMER,B488_08130,CP003789.1
B488_RS02975,B488_RS02975,675675,676335,B488_RS02975-MONOMER,B488_06120,CP003789.1
B488_RS04315,B488_RS04315,973207,974212,B488_RS04315-MONOMER,B488_08990,CP003789.1
B488_RS04745,B488_RS04745,1066267,1066341,B488_RS04745-tRNA,B488_14090,CP003789.1
B488_RS06845,B488_RS06845,738652,739141,B488_RS06845-MONOMER,B488_06660,CP003789.1
B488_RS01860,B488_RS01860,434793,436188,B488_RS01860-MONOMER,B488_03770,CP003789.1
B488_RS03365,B488_RS03365,773943,774557,B488_RS03365-MONOMER,B488_06960,CP003789.1
B488_RS01470,B488_RS01470,337140,338502,B488_RS01470-MONOMER,B488_02910,CP003789.1
B488_RS03640,B488_RS03640,838699,839689,B488_RS03640-MONOMER,B488_07530,CP003789.1
B488_RS00610,B488_RS00610,146863,149488,B488_RS00610-MONOMER,B488_01220,CP003789.1
B488_RS05875,B488_RS05875,1318257,1318524,B488_RS05875-MONOMER,B488_12060,CP003789.1
B488_RS01720,B488_RS01720,398036,398501,B488_RS01720-MONOMER,B488_03470,CP003789.1
B488_RS06740,B488_RS06740,1502615,1503152,B488_RS06740-MONOMER,B488_13770,CP003789.1
B488_RS00835,B488_RS00835,201225,202377,B488_RS00835-MONOMER,B488_01680,CP003789.1
B488_RS05610,B488_RS05610,1251374,1251971,B488_RS05610-MONOMER,B488_11530,CP003789.1
B488_RS00985,B488_RS00985,236238,236622,B488_RS00985-MONOMER,B488_01980,CP003789.1
B488_RS05035,B488_RS05035,1132054,1133629,B488_RS05035-MONOMER,B488_10370,CP003789.1
B488_RS00265,B488_RS00265,66567,67701,B488_RS00265-MONOMER,B488_00530,CP003789.1
B488_RS02115,B488_RS02115,487506,487896,B488_RS02115-MONOMER,B488_04330,CP003789.1
B488_RS02525,B488_RS02525,563584,563803,B488_RS02525-MONOMER,B488_05220,CP003789.1
B488_RS04365,B488_RS04365,982628,983237,B488_RS04365-MONOMER,B488_09120,CP003789.1
B488_RS06140,B488_RS06140,1376039,1377344,B488_RS06140-MONOMER,B488_12620,CP003789.1
B488_RS01200,B488_RS01200,278092,279187,B488_RS01200-MONOMER,B488_02430,CP003789.1
B488_RS02640,B488_RS02640,589087,589546,B488_RS02640-MONOMER,B488_05450,CP003789.1
B488_RS02980,B488_RS02980,676400,677201,B488_RS02980-MONOMER,B488_06130,CP003789.1
B488_RS06850,B488_RS06850,739228,739858,B488_RS06850-MONOMER,B488_06670,CP003789.1
B488_RS05865,B488_RS05865,1317549,1317636,B488_RS05865-tRNA,B488_14230,CP003789.1
B488_RS05885,B488_RS05885,1319970,1321026,B488_RS05885-MONOMER,B488_12080,CP003789.1
B488_RS06010,B488_RS06010,1349262,1350879,B488_RS06010-MONOMER,B488_12320,CP003789.1
B488_RS04640,B488_RS04640,1042824,1043628,B488_RS04640-MONOMER,B488_09670,CP003789.1
B488_RS07020,B488_RS07020,0,1011,B488_RS07020-MONOMER,,B488_RS07020
B488_RS05470,B488_RS05470,1223891,1224818,B488_RS05470-MONOMER,B488_11240,CP003789.1
B488_RS01570,B488_RS01570,361977,363369,B488_RS01570-MONOMER,B488_03150,CP003789.1
B488_RS00005,B488_RS00005,26,1349,B488_RS00005-MONOMER,B488_00000,CP003789.1
B488_RS00695,B488_RS00695,170282,171161,B488_RS00695-MONOMER,B488_01390,CP003789.1
B488_RS05040,B488_RS05040,1133740,1135246,B488_RS05040-MONOMER,B488_10380,CP003789.1
B488_RS06950,B488_RS06950,1291680,1292307,B488_RS06950-MONOMER,B488_11830,CP003789.1
B488_RS00270,B488_RS00270,67724,68576,B488_RS00270-MONOMER,B488_00540,CP003789.1
B488_RS02385,B488_RS02385,539748,540249,B488_RS02385-MONOMER,B488_04910,CP003789.1
B488_RS02120,B488_RS02120,487995,489006,B488_RS02120-MONOMER,B488_04340,CP003789.1
B488_RS05320,B488_RS05320,1189055,1191295,B488_RS05320-MONOMER,B488_10940,CP003789.1
B488_RS01280,B488_RS01280,292575,292649,B488_RS01280-tRNA,B488_13880,CP003789.1
B488_RS01205,B488_RS01205,279430,280912,B488_RS01205-MONOMER,B488_02440,CP003789.1
B488_RS00615,B488_RS00615,149659,150034,B488_RS00615-MONOMER,B488_01230,CP003789.1
B488_RS02700,B488_RS02700,604542,604809,B488_RS02700-MONOMER,B488_05570,CP003789.1
B488_RS02985,B488_RS02985,677293,678349,B488_RS02985-MONOMER,B488_06140,CP003789.1
B488_RS03885,B488_RS03885,883665,884616,B488_RS03885-MONOMER,B488_08140,CP003789.1
B488_RS06420,B488_RS06420,1433290,1433425,B488_RS06420-MONOMER,B488_13190,CP003789.1
B488_RS06290,B488_RS06290,0,396,B488_RS06290-MONOMER,,B488_RS06290
B488_RS04585,B488_RS04585,1029096,1030392,B488_RS04585-MONOMER,B488_09560,CP003789.1
B488_RS03240,B488_RS03240,739910,742076,B488_RS03240-MONOMER,B488_06680,CP003789.1
B488_RS01865,B488_RS01865,436276,437317,B488_RS01865-MONOMER,B488_03780,CP003789.1
B488_RS03370,B488_RS03370,774516,775419,B488_RS03370-MONOMER,B488_06970,CP003789.1
B488_RS04015,B488_RS04015,915331,916789,B488_RS04015-MONOMER,B488_08390,CP003789.1
B488_RS03645,B488_RS03645,839685,840777,B488_RS03645-MONOMER,B488_07540,CP003789.1
B488_RS01725,B488_RS01725,398512,399553,B488_RS01725-MONOMER,B488_03480,CP003789.1
B488_RS00010,B488_RS00010,1380,3273,B488_RS00010-MONOMER,B488_00010,CP003789.1
B488_RS00840,B488_RS00840,202411,203779,B488_RS00840-MONOMER,B488_01690,CP003789.1
B488_RS05615,B488_RS05615,1252461,1254180,B488_RS05615-MONOMER,B488_11540,CP003789.1
B488_RS05045,B488_RS05045,1135354,1135954,B488_RS05045-MONOMER,B488_10390,CP003789.1
B488_RS00990,B488_RS00990,236626,237031,B488_RS00990-MONOMER,B488_01990,CP003789.1
B488_RS00275,B488_RS00275,68592,69348,B488_RS00275-MONOMER,B488_00550,CP003789.1
B488_RS03765,B488_RS03765,860402,862340,B488_RS03765-MONOMER,B488_07830,CP003789.1
B488_RS02125,B488_RS02125,489054,489471,B488_RS02125-MONOMER,B488_04350,CP003789.1
B488_RS05325,B488_RS05325,1191768,1193058,B488_RS05325-MONOMER,B488_10950,CP003789.1
B488_RS02530,B488_RS02530,564096,566457,B488_RS02530-MONOMER,B488_05230,CP003789.1
B488_RS06150,B488_RS06150,1378872,1379931,B488_RS06150-MONOMER,B488_12640,CP003789.1
B488_RS01210,B488_RS01210,280911,281382,B488_RS01210-MONOMER,B488_02450,CP003789.1
B488_RS06700,B488_RS06700,1494271,1496692,B488_RS06700-MONOMER,B488_13690,CP003789.1
B488_RS02830,B488_RS02830,0,558,B488_RS02830-MONOMER,,B488_RS02830
B488_RS02990,B488_RS02990,678368,679418,B488_RS02990-MONOMER,B488_06150,CP003789.1
