Gene Name,Accession-2,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
CLJU_RS15945,CLJU_RS15945,3536583,3537354,CLJU_RS15945-MONOMER,CLJU_c32340,NC_014328.1
CLJU_RS10490,CLJU_RS10490,2326929,2328327,CLJU_RS10490-MONOMER,CLJU_c21370,NC_014328.1
CLJU_RS14805,CLJU_RS14805,3310749,3311400,CLJU_RS14805-MONOMER,CLJU_c30010,NC_014328.1
CLJU_RS19150,CLJU_RS19150,4231460,4232912,CLJU_RS19150-MONOMER,CLJU_c38900,NC_014328.1
CLJU_RS16220,CLJU_RS16220,3598625,3599585,CLJU_RS16220-MONOMER,CLJU_c32910,NC_014328.1
CLJU_RS17995,CLJU_RS17995,3984155,3985307,CLJU_RS17995-MONOMER,CLJU_c36570,NC_014328.1
CLJU_RS04980,CLJU_RS04980,1126766,1127099,CLJU_RS04980-MONOMER,CLJU_c10150,NC_014328.1
CLJU_RS11660,CLJU_RS11660,2609532,2610756,CLJU_RS11660-MONOMER,CLJU_c23710,NC_014328.1
CLJU_RS22705,CLJU_RS22705,4143000,4143156,CLJU_RS22705-MONOMER,CLJU_RS22705,NC_014328.1
CLJU_RS15455,CLJU_RS15455,3450838,3451123,CLJU_RS15455-MONOMER,CLJU_c31340,NC_014328.1
CLJU_RS22125,CLJU_RS22125,0,101,CLJU_RS22125-MONOMER,CLJU_RS22125,CLJU_RS22125
CLJU_RS05275,CLJU_RS05275,1183985,1184519,CLJU_RS05275-MONOMER,CLJU_c10740,NC_014328.1
CLJU_RS11000,CLJU_RS11000,2449579,2450059,CLJU_RS11000-MONOMER,CLJU_c22380,NC_014328.1
CLJU_RS15160,CLJU_RS15160,3401640,3402810,CLJU_RS15160-MONOMER,CLJU_c30740,NC_014328.1
CLJU_RS07685,CLJU_RS07685,1703251,1704232,CLJU_RS07685-MONOMER,CLJU_c15680,NC_014328.1
CLJU_RS19600,CLJU_RS19600,4327821,4328127,CLJU_RS19600-MONOMER,CLJU_c39790,NC_014328.1
CLJU_RS18205,CLJU_RS18205,4006672,4008667,CLJU_RS18205-MONOMER,CLJU_c36970,NC_014328.1
CLJU_RS15730,CLJU_RS15730,3491516,3492599,CLJU_RS15730-MONOMER,CLJU_c31920,NC_014328.1
CLJU_RS00105,CLJU_RS00105,22790,23966,CLJU_RS00105-MONOMER,CLJU_c00210,NC_014328.1
CLJU_RS07070,CLJU_RS07070,1543843,1545109,CLJU_RS07070-MONOMER,CLJU_c14410,NC_014328.1
CLJU_RS20610,CLJU_RS20610,4524804,4524880,CLJU_RS20610-tRNA,CLJU_c41830,NC_014328.1
CLJU_RS17460,CLJU_RS17460,3867585,3868434,CLJU_RS17460-MONOMER,CLJU_c35460,NC_014328.1
CLJU_RS09405,CLJU_RS09405,2086522,2087374,CLJU_RS09405-MONOMER,CLJU_c19200,NC_014328.1
CLJU_RS07775,CLJU_RS07775,1726158,1727559,CLJU_RS07775-MONOMER,CLJU_c15860,NC_014328.1
CLJU_RS00980,CLJU_RS00980,205494,205704,CLJU_RS00980-MONOMER,CLJU_c02010,NC_014328.1
CLJU_RS20775,CLJU_RS20775,4558164,4559103,CLJU_RS20775-MONOMER,CLJU_c42180,NC_014328.1
CLJU_RS03810,CLJU_RS03810,857019,857697,CLJU_RS03810-MONOMER,CLJU_c07750,NC_014328.1
CLJU_RS09660,CLJU_RS09660,2134727,2135477,CLJU_RS09660-MONOMER,CLJU_c19710,NC_014328.1
CLJU_RS17380,CLJU_RS17380,3847627,3848278,CLJU_RS17380-MONOMER,CLJU_c35270,NC_014328.1
CLJU_RS17195,CLJU_RS17195,3809497,3810109,CLJU_RS17195-MONOMER,CLJU_c34880,NC_014328.1
CLJU_RS18895,CLJU_RS18895,4166024,4167455,CLJU_RS18895-MONOMER,CLJU_c38360,NC_014328.1
CLJU_RS11890,CLJU_RS11890,2675729,2676110,CLJU_RS11890-MONOMER,CLJU_c24170,NC_014328.1
CLJU_RS21525,CLJU_RS21525,79921,80187,CLJU_RS21525-ncRNA,CLJU_RS21525,NC_014328.1
CLJU_RS09975,CLJU_RS09975,2211572,2212376,CLJU_RS09975-MONOMER,CLJU_c20330,NC_014328.1
CLJU_RS01890,CLJU_RS01890,402730,404044,CLJU_RS01890-MONOMER,CLJU_c03870,NC_014328.1
CLJU_RS02050,CLJU_RS02050,441602,442115,CLJU_RS02050-MONOMER,CLJU_c04200,NC_014328.1
CLJU_RS03605,CLJU_RS03605,810724,811576,CLJU_RS03605-MONOMER,CLJU_c07320,NC_014328.1
CLJU_RS13895,CLJU_RS13895,3113834,3115184,CLJU_RS13895-MONOMER,CLJU_c28130,NC_014328.1
CLJU_RS11170,CLJU_RS11170,2489574,2490114,CLJU_RS11170-MONOMER,CLJU_c22700,NC_014328.1
CLJU_RS08310,CLJU_RS08310,1839889,1840282,CLJU_RS08310-MONOMER,CLJU_c16930,NC_014328.1
CLJU_RS03095,CLJU_RS03095,695043,695883,CLJU_RS03095-MONOMER,CLJU_c06300,NC_014328.1
CLJU_RS14440,CLJU_RS14440,3232899,3233427,CLJU_RS14440-MONOMER,CLJU_c29280,NC_014328.1
CLJU_RS06205,CLJU_RS06205,1365210,1365861,CLJU_RS06205-MONOMER,CLJU_c12640,NC_014328.1
CLJU_RS15165,CLJU_RS15165,3402842,3404816,CLJU_RS15165-MONOMER,CLJU_c30750,NC_014328.1
CLJU_RS10495,CLJU_RS10495,2328576,2329158,CLJU_RS10495-MONOMER,CLJU_c21380,NC_014328.1
CLJU_RS14335,CLJU_RS14335,3207198,3208713,CLJU_RS14335-MONOMER,CLJU_c29060,NC_014328.1
CLJU_RS12120,CLJU_RS12120,2726142,2726688,CLJU_RS12120-MONOMER,CLJU_c24620,NC_014328.1
CLJU_RS16870,CLJU_RS16870,3741208,3742669,CLJU_RS16870-MONOMER,CLJU_c34220,NC_014328.1
CLJU_RS19380,CLJU_RS19380,4282139,4283432,CLJU_RS19380-MONOMER,CLJU_c39360,NC_014328.1
CLJU_RS08985,CLJU_RS08985,1982841,1983321,CLJU_RS08985-MONOMER,CLJU_c18300,NC_014328.1
CLJU_RS15470,CLJU_RS15470,3452726,3454202,CLJU_RS15470-MONOMER,CLJU_c31370,NC_014328.1
CLJU_RS18060,CLJU_RS18060,3991621,3991698,CLJU_RS18060-tRNA,CLJU_c36690,NC_014328.1
CLJU_RS01370,CLJU_RS01370,285133,285664,CLJU_RS01370-MONOMER,CLJU_c02800,NC_014328.1
CLJU_RS18390,CLJU_RS18390,4053410,4055201,CLJU_RS18390-MONOMER,CLJU_c37350,NC_014328.1
CLJU_RS12890,CLJU_RS12890,2899707,2900535,CLJU_RS12890-MONOMER,CLJU_c26160,NC_014328.1
CLJU_RS21325,CLJU_RS21325,2450557,2453038,CLJU_RS21325-MONOMER,CLJU_c22390,NC_014328.1
CLJU_RS12450,CLJU_RS12450,2803525,2803984,CLJU_RS12450-MONOMER,CLJU_c25270,NC_014328.1
CLJU_RS12390,CLJU_RS12390,2786995,2787667,CLJU_RS12390-MONOMER,CLJU_c25150,NC_014328.1
CLJU_RS09980,CLJU_RS09980,2212380,2213379,CLJU_RS09980-MONOMER,CLJU_c20340,NC_014328.1
CLJU_RS20470,CLJU_RS20470,4497933,4499340,CLJU_RS20470-MONOMER,CLJU_c41550,NC_014328.1
CLJU_RS11805,CLJU_RS11805,2650370,2651429,CLJU_RS11805-MONOMER,CLJU_c24000,NC_014328.1
CLJU_RS01350,CLJU_RS01350,282980,283055,CLJU_RS01350-tRNA,CLJU_c02760,NC_014328.1
CLJU_RS21710,CLJU_RS21710,0,144,CLJU_RS21710-MONOMER,CLJU_RS21710,CLJU_RS21710
CLJU_RS06905,CLJU_RS06905,<1505075,1505498,CLJU_RS06905-MONOMER,CLJU_c14080,NC_014328.1
CLJU_RS13410,CLJU_RS13410,3003115,3005704,CLJU_RS13410-MONOMER,CLJU_c27200,NC_014328.1
CLJU_RS16315,CLJU_RS16315,3615077,3616448,CLJU_RS16315-MONOMER,CLJU_c33100,NC_014328.1
CLJU_RS09250,CLJU_RS09250,2044572,2045301,CLJU_RS09250-MONOMER,CLJU_c18870,NC_014328.1
CLJU_RS20335,CLJU_RS20335,4468344,4469037,CLJU_RS20335-MONOMER,CLJU_c41280,NC_014328.1
CLJU_RS16450,CLJU_RS16450,3648251,3649064,CLJU_RS16450-MONOMER,CLJU_c33370,NC_014328.1
CLJU_RS14905,CLJU_RS14905,3338568,3339513,CLJU_RS14905-MONOMER,CLJU_c30220,NC_014328.1
CLJU_RS18040,CLJU_RS18040,3988972,3989173,CLJU_RS18040-MONOMER,CLJU_c36660,NC_014328.1
CLJU_RS02570,CLJU_RS02570,568422,569748,CLJU_RS02570-MONOMER,CLJU_c05240,NC_014328.1
CLJU_RS18430,CLJU_RS18430,4066701,4067463,CLJU_RS18430-MONOMER,CLJU_c37430,NC_014328.1
CLJU_RS08625,CLJU_RS08625,1906475,1907327,CLJU_RS08625-MONOMER,CLJU_c17560,NC_014328.1
CLJU_RS17030,CLJU_RS17030,3773260,3774412,CLJU_RS17030-MONOMER,CLJU_c34540,NC_014328.1
CLJU_RS09985,CLJU_RS09985,2213402,2214809,CLJU_RS09985-MONOMER,CLJU_c20350,NC_014328.1
CLJU_RS15390,CLJU_RS15390,3442432,3444628,CLJU_RS15390-MONOMER,CLJU_c31220,NC_014328.1
CLJU_RS16160,CLJU_RS16160,3585423,3586866,CLJU_RS16160-MONOMER,CLJU_c32790,NC_014328.1
CLJU_RS15170,CLJU_RS15170,3404843,3406013,CLJU_RS15170-MONOMER,CLJU_c30760,NC_014328.1
CLJU_RS00480,CLJU_RS00480,91631,92576,CLJU_RS00480-MONOMER,CLJU_c00990,NC_014328.1
CLJU_RS20835,CLJU_RS20835,4564759,4564834,CLJU_RS20835-tRNA,CLJU_c42300,NC_014328.1
CLJU_RS08315,CLJU_RS08315,1840624,1840975,CLJU_RS08315-MONOMER,CLJU_c16940,NC_014328.1
CLJU_RS21170,CLJU_RS21170,4629433,4629568,CLJU_RS21170-MONOMER,CLJU_c42970,NC_014328.1
CLJU_RS10500,CLJU_RS10500,2329273,2330083,CLJU_RS10500-MONOMER,CLJU_c21390,NC_014328.1
CLJU_RS02765,CLJU_RS02765,610750,612142,CLJU_RS02765-MONOMER,CLJU_c05630,NC_014328.1
CLJU_RS05700,CLJU_RS05700,1263138,1264062,CLJU_RS05700-MONOMER,CLJU_c11620,NC_014328.1
CLJU_RS11415,CLJU_RS11415,2544943,2545921,CLJU_RS11415-MONOMER,CLJU_c23200,NC_014328.1
CLJU_RS02150,CLJU_RS02150,462826,463876,CLJU_RS02150-MONOMER,CLJU_c04400,NC_014328.1
CLJU_RS13660,CLJU_RS13660,3058802,3059627,CLJU_RS13660-MONOMER,CLJU_c27660,NC_014328.1
CLJU_RS04225,CLJU_RS04225,946045,946660,CLJU_RS04225-MONOMER,CLJU_c08580,NC_014328.1
CLJU_RS11015,CLJU_RS11015,2454443,2454770,CLJU_RS11015-MONOMER,CLJU_c22400,NC_014328.1
CLJU_RS21580,CLJU_RS21580,1629860,1630022,CLJU_RS21580-MONOMER,CLJU_c15040,NC_014328.1
CLJU_RS12590,CLJU_RS12590,2833449,2834127,CLJU_RS12590-MONOMER,CLJU_c25550,NC_014328.1
CLJU_RS09990,CLJU_RS09990,2214930,2215839,CLJU_RS09990-MONOMER,CLJU_c20360,NC_014328.1
CLJU_RS00840,CLJU_RS00840,169844,171779,CLJU_RS00840-MONOMER,CLJU_c01730,NC_014328.1
CLJU_RS15735,CLJU_RS15735,3492624,3493245,CLJU_RS15735-MONOMER,CLJU_c31930,NC_014328.1
CLJU_RS04015,CLJU_RS04015,903525,904089,CLJU_RS04015-MONOMER,CLJU_c08150,NC_014328.1
CLJU_RS07075,CLJU_RS07075,1545110,1545875,CLJU_RS07075-MONOMER,CLJU_c14420,NC_014328.1
CLJU_RS05340,CLJU_RS05340,1197884,1199399,CLJU_RS05340-MONOMER,CLJU_c10900,NC_014328.1
CLJU_RS01465,CLJU_RS01465,305368,305719,CLJU_RS01465-MONOMER,CLJU_c02990,NC_014328.1
CLJU_RS09410,CLJU_RS09410,2087668,2088376,CLJU_RS09410-MONOMER,CLJU_c19210,NC_014328.1
CLJU_RS00400,CLJU_RS00400,79350,79539,CLJU_RS00400-MONOMER,CLJU_c00830,NC_014328.1
CLJU_RS07780,CLJU_RS07780,1727654,1728260,CLJU_RS07780-MONOMER,CLJU_c15870,NC_014328.1
CLJU_RS19830,CLJU_RS19830,4377305,4377989,CLJU_RS19830-MONOMER,CLJU_c40270,NC_014328.1
CLJU_RS20340,CLJU_RS20340,4469040,4470168,CLJU_RS20340-MONOMER,CLJU_c41290,NC_014328.1
CLJU_RS09665,CLJU_RS09665,2135479,2136271,CLJU_RS09665-MONOMER,CLJU_c19720,NC_014328.1
CLJU_RS05625,CLJU_RS05625,1244713,1245013,CLJU_RS05625-MONOMER,CLJU_c11470,NC_014328.1
CLJU_RS02260,CLJU_RS02260,491743,493018,CLJU_RS02260-MONOMER,CLJU_c04620,NC_014328.1
CLJU_RS03385,CLJU_RS03385,759971,762599,CLJU_RS03385-MONOMER,CLJU_c06890,NC_014328.1
CLJU_RS13530,CLJU_RS13530,3028845,3029115,CLJU_RS13530-MONOMER,CLJU_c27400,NC_014328.1
CLJU_RS09995,CLJU_RS09995,2216006,2217923,CLJU_RS09995-MONOMER,CLJU_c20370,NC_014328.1
CLJU_RS19525,CLJU_RS19525,4315412,4315772,CLJU_RS19525-MONOMER,CLJU_c39650,NC_014328.1
CLJU_RS15175,CLJU_RS15175,3406287,3407853,CLJU_RS15175-MONOMER,CLJU_c30770,NC_014328.1
CLJU_RS18725,CLJU_RS18725,4121192,4122323,CLJU_RS18725-MONOMER,CLJU_c38020,NC_014328.1
CLJU_RS12015,CLJU_RS12015,2706194,2707760,CLJU_RS12015-MONOMER,CLJU_c24420,NC_014328.1
CLJU_RS14100,CLJU_RS14100,3162495,3162693,CLJU_RS14100-MONOMER,CLJU_c28580,NC_014328.1
CLJU_RS17255,CLJU_RS17255,3819006,3819885,CLJU_RS17255-MONOMER,CLJU_c35020,NC_014328.1
CLJU_RS19330,CLJU_RS19330,4271595,4272834,CLJU_RS19330-MONOMER,CLJU_c39260,NC_014328.1
CLJU_RS03285,CLJU_RS03285,737692,738343,CLJU_RS03285-MONOMER,CLJU_c06680,NC_014328.1
CLJU_RS18480,CLJU_RS18480,4075229,4077164,CLJU_RS18480-MONOMER,CLJU_c37530,NC_014328.1
CLJU_RS10505,CLJU_RS10505,2330353,2331109,CLJU_RS10505-MONOMER,CLJU_c21400,NC_014328.1
CLJU_RS15465,CLJU_RS15465,3451375,3452734,CLJU_RS15465-MONOMER,CLJU_c31360,NC_014328.1
CLJU_RS11020,CLJU_RS11020,2454895,2455207,CLJU_RS11020-MONOMER,CLJU_c22410,NC_014328.1
CLJU_RS20380,CLJU_RS20380,4478271,4478511,CLJU_RS20380-MONOMER,CLJU_c41370,NC_014328.1
CLJU_RS11235,CLJU_RS11235,2503497,2504280,CLJU_RS11235-MONOMER,CLJU_c22840,NC_014328.1
CLJU_RS05035,CLJU_RS05035,1137217,1137655,CLJU_RS05035-MONOMER,CLJU_c10260,NC_014328.1
CLJU_RS09125,CLJU_RS09125,2011029,2012484,CLJU_RS09125-MONOMER,CLJU_c18600,NC_014328.1
CLJU_RS10000,CLJU_RS10000,2218189,2219128,CLJU_RS10000-MONOMER,CLJU_c20380,NC_014328.1
CLJU_RS11285,CLJU_RS11285,2514629,2515406,CLJU_RS11285-MONOMER,CLJU_c22940,NC_014328.1
CLJU_RS15740,CLJU_RS15740,3493283,3494360,CLJU_RS15740-MONOMER,CLJU_c31940,NC_014328.1
CLJU_RS20155,CLJU_RS20155,4439542,4440088,CLJU_RS20155-MONOMER,CLJU_c40920,NC_014328.1
CLJU_RS06535,CLJU_RS06535,1430751,1431612,CLJU_RS06535-MONOMER,CLJU_c13310,NC_014328.1
CLJU_RS13020,CLJU_RS13020,2924972,2925608,CLJU_RS13020-MONOMER,CLJU_c26420,NC_014328.1
CLJU_RS05395,CLJU_RS05395,1206513,1207071,CLJU_RS05395-MONOMER,CLJU_c11010,NC_014328.1
CLJU_RS06785,CLJU_RS06785,1481914,1482655,CLJU_RS06785-MONOMER,CLJU_c13820,NC_014328.1
CLJU_RS16630,CLJU_RS16630,3687410,3688286,CLJU_RS16630-MONOMER,CLJU_c33740,NC_014328.1
CLJU_RS04785,CLJU_RS04785,1082645,1083002,CLJU_RS04785-MONOMER,CLJU_c09700,NC_014328.1
CLJU_RS11665,CLJU_RS11665,2610761,2611169,CLJU_RS11665-MONOMER,CLJU_c23720,NC_014328.1
CLJU_RS14660,CLJU_RS14660,3279122,3279317,CLJU_RS14660-MONOMER,CLJU_c29720,NC_014328.1
CLJU_RS17275,CLJU_RS17275,3823056,3823854,CLJU_RS17275-MONOMER,CLJU_c35060,NC_014328.1
CLJU_RS00685,CLJU_RS00685,142584,142914,CLJU_RS00685-MONOMER,CLJU_c01400,NC_014328.1
CLJU_RS02365,CLJU_RS02365,514071,515127,CLJU_RS02365-MONOMER,CLJU_c04830,NC_014328.1
CLJU_RS05695,CLJU_RS05695,1261586,1263107,CLJU_RS05695-MONOMER,CLJU_c11610,NC_014328.1
CLJU_RS08630,CLJU_RS08630,1907459,1908074,CLJU_RS08630-MONOMER,CLJU_c17570,NC_014328.1
CLJU_RS16945,CLJU_RS16945,3755567,3756032,CLJU_RS16945-MONOMER,CLJU_c34370,NC_014328.1
CLJU_RS10005,CLJU_RS10005,2220564,2221578,CLJU_RS10005-MONOMER,CLJU_c20390,NC_014328.1
CLJU_RS04480,CLJU_RS04480,1008830,1010093,CLJU_RS04480-MONOMER,CLJU_c09090,NC_014328.1
CLJU_RS16075,CLJU_RS16075,3561743,3563285,CLJU_RS16075-MONOMER,CLJU_c32620,NC_014328.1
CLJU_RS15030,CLJU_RS15030,3369969,3371511,CLJU_RS15030-MONOMER,CLJU_c30470,NC_014328.1
CLJU_RS07035,CLJU_RS07035,1535279,1537949,CLJU_RS07035-MONOMER,CLJU_c14340,NC_014328.1
CLJU_RS22565,CLJU_RS22565,1841204,1841369,CLJU_RS22565-MONOMER,CLJU_c16950,NC_014328.1
CLJU_RS19640,CLJU_RS19640,4336070,4336337,CLJU_RS19640-MONOMER,CLJU_c39870,NC_014328.1
CLJU_RS10510,CLJU_RS10510,2331183,2331786,CLJU_RS10510-MONOMER,CLJU_c21410,NC_014328.1
CLJU_RS02620,CLJU_RS02620,579127,580006,CLJU_RS02620-MONOMER,CLJU_c05330,NC_014328.1
CLJU_RS06655,CLJU_RS06655,1457410,1457638,CLJU_RS06655-MONOMER,CLJU_c13550,NC_014328.1
CLJU_RS16225,CLJU_RS16225,3599589,3600246,CLJU_RS16225-MONOMER,CLJU_c32920,NC_014328.1
CLJU_RS18845,CLJU_RS18845,4143342,4144329,CLJU_RS18845-MONOMER,CLJU_c38260,NC_014328.1
CLJU_RS12455,CLJU_RS12455,2804069,2804366,CLJU_RS12455-MONOMER,CLJU_c25280,NC_014328.1
CLJU_RS20585,CLJU_RS20585,4519687,4521058,CLJU_RS20585-MONOMER,CLJU_c41780,NC_014328.1
CLJU_RS21330,CLJU_RS21330,2455361,2458493,CLJU_RS21330-MONOMER,CLJU_c22420,NC_014328.1
CLJU_RS16905,CLJU_RS16905,3747670,3747859,CLJU_RS16905-MONOMER,CLJU_c34290,NC_014328.1
CLJU_RS14230,CLJU_RS14230,3190191,3191085,CLJU_RS14230-MONOMER,CLJU_c28840,NC_014328.1
CLJU_RS18300,CLJU_RS18300,4027686,4029219,CLJU_RS18300-MONOMER,CLJU_c37170,NC_014328.1
CLJU_RS03660,CLJU_RS03660,820255,821155,CLJU_RS03660-MONOMER,CLJU_c07430,NC_014328.1
CLJU_RS07375,CLJU_RS07375,1630421,1632335,CLJU_RS07375-MONOMER,CLJU_c15050,NC_014328.1
CLJU_RS10010,CLJU_RS10010,2221956,2222970,CLJU_RS10010-MONOMER,CLJU_c20400,NC_014328.1
CLJU_RS18210,CLJU_RS18210,4008699,4010940,CLJU_RS18210-MONOMER,CLJU_c36980,NC_014328.1
CLJU_RS15875,CLJU_RS15875,3526509,3527265,CLJU_RS15875-MONOMER,CLJU_c32210,NC_014328.1
CLJU_RS15180,CLJU_RS15180,3408041,3408674,CLJU_RS15180-MONOMER,CLJU_c30780,NC_014328.1
CLJU_RS21180,CLJU_RS21180,24695,25259,CLJU_RS21180-MONOMER,CLJU_c00220,NC_014328.1
CLJU_RS07080,CLJU_RS07080,1545861,1547748,CLJU_RS07080-MONOMER,CLJU_c14430,NC_014328.1
CLJU_RS09415,CLJU_RS09415,2088656,2090042,CLJU_RS09415-MONOMER,CLJU_c19220,NC_014328.1
CLJU_RS17925,CLJU_RS17925,3968254,3968923,CLJU_RS17925-MONOMER,CLJU_c36440,NC_014328.1
CLJU_RS00985,CLJU_RS00985,205741,206509,CLJU_RS00985-MONOMER,CLJU_c02020,NC_014328.1
CLJU_RS01540,CLJU_RS01540,321920,323123,CLJU_RS01540-MONOMER,CLJU_c03140,NC_014328.1
CLJU_RS20960,CLJU_RS20960,4591897,4593340,CLJU_RS20960-MONOMER,CLJU_c42540,NC_014328.1
CLJU_RS09670,CLJU_RS09670,2136512,2137592,CLJU_RS09670-MONOMER,CLJU_c19730,NC_014328.1
CLJU_RS19675,CLJU_RS19675,4342942,4343494,CLJU_RS19675-MONOMER,CLJU_c39940,NC_014328.1
CLJU_RS06060,CLJU_RS06060,1335714,1336170,CLJU_RS06060-MONOMER,CLJU_c12350,NC_014328.1
CLJU_RS08010,CLJU_RS08010,1774472,1775816,CLJU_RS08010-MONOMER,CLJU_c16340,NC_014328.1
CLJU_RS19155,CLJU_RS19155,4232865,4234374,CLJU_RS19155-MONOMER,CLJU_c38910,NC_014328.1
CLJU_RS11895,CLJU_RS11895,2676126,2677233,CLJU_RS11895-MONOMER,CLJU_c24180,NC_014328.1
CLJU_RS04125,CLJU_RS04125,924163,926071,CLJU_RS04125-MONOMER,CLJU_c08390,NC_014328.1
CLJU_RS06480,CLJU_RS06480,1417751,1418015,CLJU_RS06480-MONOMER,CLJU_c13200,NC_014328.1
CLJU_RS01160,CLJU_RS01160,243354,244038,CLJU_RS01160-MONOMER,CLJU_c02370,NC_014328.1
CLJU_RS19575,CLJU_RS19575,4324152,4324899,CLJU_RS19575-MONOMER,CLJU_c39740,NC_014328.1
CLJU_RS16200,CLJU_RS16200,3592630,3594034,CLJU_RS16200-MONOMER,CLJU_c32870,NC_014328.1
CLJU_RS03555,CLJU_RS03555,801034,802045,CLJU_RS03555-MONOMER,CLJU_c07220,NC_014328.1
CLJU_RS21940,CLJU_RS21940,0,84,CLJU_RS21940-MONOMER,CLJU_RS21940,CLJU_RS21940
CLJU_RS03110,CLJU_RS03110,696408,697323,CLJU_RS03110-MONOMER,CLJU_c06330,NC_014328.1
CLJU_RS10015,CLJU_RS10015,2223525,2225184,CLJU_RS10015-MONOMER,CLJU_c20410,NC_014328.1
CLJU_RS10515,CLJU_RS10515,2332028,2333048,CLJU_RS10515-MONOMER,CLJU_c21420,NC_014328.1
CLJU_RS13945,CLJU_RS13945,3126619,3126736,CLJU_RS13945-rRNA,CLJU_c28240,NC_014328.1
CLJU_RS12125,CLJU_RS12125,2726735,2727179,CLJU_RS12125-MONOMER,CLJU_c24630,NC_014328.1
CLJU_RS04275,CLJU_RS04275,956349,957810,CLJU_RS04275-MONOMER,CLJU_c08670,NC_014328.1
CLJU_RS06240,CLJU_RS06240,1372405,1372900,CLJU_RS06240-MONOMER,CLJU_c12720,NC_014328.1
CLJU_RS11030,CLJU_RS11030,2459142,2459469,CLJU_RS11030-MONOMER,CLJU_c22430,NC_014328.1
CLJU_RS21860,CLJU_RS21860,3815925,3816087,CLJU_RS21860-MONOMER,CLJU_RS21860,NC_014328.1
CLJU_RS20910,CLJU_RS20910,4579689,4580553,CLJU_RS20910-MONOMER,CLJU_c42440,NC_014328.1
CLJU_RS22305,CLJU_RS22305,0,444,CLJU_RS22305-MONOMER,CLJU_RS22305,CLJU_RS22305
CLJU_RS03180,CLJU_RS03180,713104,713854,CLJU_RS03180-MONOMER,CLJU_c06470,NC_014328.1
CLJU_RS08990,CLJU_RS08990,1983744,1984560,CLJU_RS08990-MONOMER,CLJU_c18310,NC_014328.1
CLJU_RS17075,CLJU_RS17075,3781788,3782286,CLJU_RS17075-MONOMER,CLJU_c34630,NC_014328.1
CLJU_RS12895,CLJU_RS12895,2900824,2901856,CLJU_RS12895-MONOMER,CLJU_c26170,NC_014328.1
CLJU_RS01070,CLJU_RS01070,227449,227755,CLJU_RS01070-MONOMER,CLJU_c02190,NC_014328.1
CLJU_RS20080,CLJU_RS20080,4431501,4432449,CLJU_RS20080-MONOMER,CLJU_c40770,NC_014328.1
CLJU_RS02845,CLJU_RS02845,633823,634879,CLJU_RS02845-MONOMER,CLJU_c05790,NC_014328.1
CLJU_RS05110,CLJU_RS05110,1150731,1151457,CLJU_RS05110-MONOMER,CLJU_c10410,NC_014328.1
CLJU_RS11810,CLJU_RS11810,2651431,2652745,CLJU_RS11810-MONOMER,CLJU_c24010,NC_014328.1
CLJU_RS15745,CLJU_RS15745,3494450,3495785,CLJU_RS15745-MONOMER,CLJU_c31950,NC_014328.1
CLJU_RS06425,CLJU_RS06425,1407857,1408868,CLJU_RS06425-MONOMER,CLJU_c13090,NC_014328.1
CLJU_RS04665,CLJU_RS04665,1057203,1057605,CLJU_RS04665-MONOMER,CLJU_c09460,NC_014328.1
CLJU_RS13130,CLJU_RS13130,2946706,2947618,CLJU_RS13130-MONOMER,CLJU_c26640,NC_014328.1
CLJU_RS20665,CLJU_RS20665,4534687,4535473,CLJU_RS20665-MONOMER,CLJU_c41940,NC_014328.1
CLJU_RS14605,CLJU_RS14605,3268197,3268623,CLJU_RS14605-MONOMER,CLJU_c29620,NC_014328.1
CLJU_RS11355,CLJU_RS11355,2530915,2531122,CLJU_RS11355-MONOMER,CLJU_c23080,NC_014328.1
CLJU_RS13765,CLJU_RS13765,3080988,3082035,CLJU_RS13765-MONOMER,CLJU_c27860,NC_014328.1
CLJU_RS09255,CLJU_RS09255,2045707,2047687,CLJU_RS09255-MONOMER,CLJU_c18880,NC_014328.1
CLJU_RS06760,CLJU_RS06760,1476916,1478329,CLJU_RS06760-MONOMER,CLJU_c13770,NC_014328.1
CLJU_RS20230,CLJU_RS20230,4447656,4449726,CLJU_RS20230-MONOMER,CLJU_c41070,NC_014328.1
CLJU_RS04345,CLJU_RS04345,972988,973726,CLJU_RS04345-MONOMER,CLJU_c08810,NC_014328.1
CLJU_RS21500,CLJU_RS21500,3989374,3990319,CLJU_RS21500-MONOMER,CLJU_c36670,NC_014328.1
CLJU_RS17525,CLJU_RS17525,3879227,3879605,CLJU_RS17525-MONOMER,CLJU_c35590,NC_014328.1
CLJU_RS02575,CLJU_RS02575,569858,570749,CLJU_RS02575-MONOMER,CLJU_c05250,NC_014328.1
CLJU_RS08635,CLJU_RS08635,1908070,1908574,CLJU_RS08635-MONOMER,CLJU_c17580,NC_014328.1
CLJU_RS20030,CLJU_RS20030,4422814,4424557,CLJU_RS20030-MONOMER,CLJU_c40670,NC_014328.1
CLJU_RS14735,CLJU_RS14735,3294085,3294982,CLJU_RS14735-MONOMER,CLJU_c29870,NC_014328.1
CLJU_RS04170,CLJU_RS04170,935187,936624,CLJU_RS04170-MONOMER,CLJU_c08480,NC_014328.1
CLJU_RS08320,CLJU_RS08320,1841399,1841720,CLJU_RS08320-MONOMER,CLJU_c16960,NC_014328.1
CLJU_RS10020,CLJU_RS10020,2225967,2227578,CLJU_RS10020-MONOMER,CLJU_c20420,NC_014328.1
