Gene Name	Accession-2	Left-End-Position	Right-End-Position	Product	Accession-1
GMET_RS09760	GMET_RS09760	2157306	2158586	GMET_RS09760-MONOMER	Gmet_1932
GMET_RS01295	GMET_RS01295	289629	290624	GMET_RS01295-MONOMER	Gmet_0258
GMET_RS12325	GMET_RS12325	2771878	2772210	GMET_RS12325-MONOMER	Gmet_2447
GMET_RS07380	GMET_RS07380	1648261	1648641	GMET_RS07380-MONOMER	Gmet_1466
GMET_RS16060	GMET_RS16060	3604842	3606179	GMET_RS16060-MONOMER	Gmet_3205
GMET_RS09765	GMET_RS09765	2158593	2158886	GMET_RS09765-MONOMER	Gmet_1933
GMET_RS04180	GMET_RS04180	920928	921263	GMET_RS04180-MONOMER	Gmet_0835
GMET_RS12330	GMET_RS12330	2772278	2773450	GMET_RS12330-MONOMER	Gmet_2448
GMET_RS18775	GMET_RS18775	1648726	1648878	GMET_RS18775-MONOMER	
GMET_RS18225	GMET_RS18225	533869	534825	GMET_RS18225-MONOMER	Gmet_0488
GMET_RS09770	GMET_RS09770	2158962	2160839	GMET_RS09770-MONOMER	Gmet_1934
GMET_RS03025	GMET_RS03025	676252	676986	GMET_RS03025-MONOMER	Gmet_0605
GMET_RS12335	GMET_RS12335	2773838	2774248	GMET_RS12335-MONOMER	Gmet_2450
GMET_RS07385	GMET_RS07385	1648909	1649826	GMET_RS07385-MONOMER	Gmet_1467
GMET_RS17750	GMET_RS17750	3971978	3972397	GMET_RS17750-MONOMER	Gmet_3538
GMET_RS19115	GMET_RS19115	3852174	3854564	GMET_RS19115-MONOMER	Gmet_3432
GMET_RS09775	GMET_RS09775	2160839	2161732	GMET_RS09775-MONOMER	Gmet_1935
GMET_RS01260	GMET_RS01260	282136	282432	GMET_RS01260-MONOMER	Gmet_0251
GMET_RS16065	GMET_RS16065	3606213	3606698	GMET_RS16065-MONOMER	Gmet_3206
GMET_RS12340	GMET_RS12340	2774253	2774981	GMET_RS12340-MONOMER	Gmet_2451
GMET_RS07390	GMET_RS07390	1649978	1651018	GMET_RS07390-MONOMER	Gmet_1468
GMET_RS03480	GMET_RS03480	760597	761346	GMET_RS03480-MONOMER	Gmet_0693
GMET_RS16940	GMET_RS16940	3794128	3794973	GMET_RS16940-MONOMER	Gmet_3380
GMET_RS00335	GMET_RS00335	82324	82989	GMET_RS00335-MONOMER	Gmet_0067
GMET_RS12345	GMET_RS12345	2775127	2775639	GMET_RS12345-MONOMER	Gmet_2452
GMET_RS07395	GMET_RS07395	1651182	1652999	GMET_RS07395-MONOMER	Gmet_1469
GMET_RS01700	GMET_RS01700	379793	379993	GMET_RS01700-MONOMER	Gmet_0340
GMET_RS16070	GMET_RS16070	3606730	3607458	GMET_RS16070-MONOMER	Gmet_3207
GMET_RS09780	GMET_RS09780	2161777	2162007	GMET_RS09780-MONOMER	Gmet_1936
GMET_RS04185	GMET_RS04185	921351	921941	GMET_RS04185-MONOMER	Gmet_0836
GMET_RS02440	GMET_RS02440	535134	536492	GMET_RS02440-MONOMER	Gmet_0489
GMET_RS12350	GMET_RS12350	2775636	2777021	GMET_RS12350-MONOMER	Gmet_2453
GMET_RS18780	GMET_RS18780	1653047	1653193	GMET_RS18780-MONOMER	Gmet_3617
GMET_RS16075	GMET_RS16075	3607551	3608369	GMET_RS16075-MONOMER	Gmet_3208
GMET_RS09785	GMET_RS09785	2162062	2162739	GMET_RS09785-MONOMER	Gmet_1937
GMET_RS01255	GMET_RS01255	281341	281943	GMET_RS01255-MONOMER	Gmet_0250
GMET_RS12355	GMET_RS12355	2777032	2778135	GMET_RS12355-MONOMER	Gmet_2454
GMET_RS07400	GMET_RS07400	1653221	1653532	GMET_RS07400-MONOMER	Gmet_1470
GMET_RS09790	GMET_RS09790	2162802	2163350	GMET_RS09790-MONOMER	Gmet_1938
GMET_RS16080	GMET_RS16080	3608388	3608876	GMET_RS16080-MONOMER	Gmet_3209
GMET_RS00810	GMET_RS00810	191547	192536	GMET_RS00810-MONOMER	Gmet_0161
GMET_RS12360	GMET_RS12360	2778262	2779230	GMET_RS12360-MONOMER	Gmet_2455
GMET_RS07405	GMET_RS07405	1653598	1654572	GMET_RS07405-MONOMER	Gmet_1471
GMET_RS03485	GMET_RS03485	761373	761711	GMET_RS03485-MONOMER	Gmet_0694
GMET_RS17215	GMET_RS17215	3854628	3855803	GMET_RS17215-MONOMER	Gmet_3433
GMET_RS09795	GMET_RS09795	2163368	2164768	GMET_RS09795-MONOMER	Gmet_1939
GMET_RS00340	GMET_RS00340	83027	83611	GMET_RS00340-MONOMER	Gmet_0068
GMET_RS16085	GMET_RS16085	3608873	3609487	GMET_RS16085-MONOMER	Gmet_3210
GMET_RS12365	GMET_RS12365	2779523	2780197	GMET_RS12365-MONOMER	Gmet_2456
GMET_RS07410	GMET_RS07410	1654569	1655783	GMET_RS07410-MONOMER	Gmet_1472
GMET_RS09800	GMET_RS09800	2164828	2165655	GMET_RS09800-MONOMER	Gmet_1940
GMET_RS04190	GMET_RS04190	921938	924112	GMET_RS04190-MONOMER	Gmet_0837
GMET_RS02445	GMET_RS02445	536527	536991	GMET_RS02445-MONOMER	Gmet_0490
GMET_RS12370	GMET_RS12370	2780198	2781154	GMET_RS12370-MONOMER	Gmet_2457
GMET_RS07415	GMET_RS07415	1656147	1656671	GMET_RS07415-MONOMER	Gmet_1473
GMET_RS09805	GMET_RS09805	2165657	2168647	GMET_RS09805-MONOMER	Gmet_1941
GMET_RS03030	GMET_RS03030	677088	677519	GMET_RS03030-MONOMER	Gmet_0606
GMET_RS12375	GMET_RS12375	2781173	2782762	GMET_RS12375-MONOMER	Gmet_2458
GMET_RS07420	GMET_RS07420	1657130	1657891	GMET_RS07420-MONOMER	Gmet_1474
GMET_RS16090	GMET_RS16090	3609549	3609917	GMET_RS16090-MONOMER	Gmet_3211
GMET_RS01725	GMET_RS01725	384597	385616	GMET_RS01725-MONOMER	Gmet_0346
GMET_RS09810	GMET_RS09810	2168648	2169730	GMET_RS09810-MONOMER	Gmet_1942
GMET_RS12380	GMET_RS12380	2782825	2783955	GMET_RS12380-MONOMER	Gmet_2459
GMET_RS03490	GMET_RS03490	761746	763212	GMET_RS03490-MONOMER	Gmet_0695
GMET_RS07425	GMET_RS07425	1658153	1665037	GMET_RS07425-MONOMER	Gmet_1475
GMET_RS12385	GMET_RS12385	2784467	2786287	GMET_RS12385-MONOMER	Gmet_2460
GMET_RS18535	GMET_RS18535	1665034	1665453	GMET_RS18535-MONOMER	
GMET_RS09815	GMET_RS09815	2169723	2171018	GMET_RS09815-MONOMER	Gmet_1943
GMET_RS02450	GMET_RS02450	537175	538131	GMET_RS02450-MONOMER	Gmet_0491
GMET_RS04195	GMET_RS04195	924109	924573	GMET_RS04195-MONOMER	Gmet_0838
GMET_RS00815	GMET_RS00815	192666	193091	GMET_RS00815-MONOMER	Gmet_0162
GMET_RS17755	GMET_RS17755	3972394	3973149	GMET_RS17755-MONOMER	Gmet_3539
GMET_RS16095	GMET_RS16095	3610020	3610877	GMET_RS16095-MONOMER	Gmet_3212
GMET_RS12390	GMET_RS12390	2786373	2786606	GMET_RS12390-MONOMER	Gmet_2461
GMET_RS07430	GMET_RS07430	1665443	1666261	GMET_RS07430-MONOMER	Gmet_1476
GMET_RS09820	GMET_RS09820	2171092	2171862	GMET_RS09820-MONOMER	Gmet_1944
GMET_RS12395	GMET_RS12395	2786669	2786887	GMET_RS12395-MONOMER	Gmet_2462
GMET_RS07435	GMET_RS07435	1666289	1667371	GMET_RS07435-MONOMER	Gmet_1477
GMET_RS16945	GMET_RS16945	3794963	3795694	GMET_RS16945-MONOMER	Gmet_3381
GMET_RS16100	GMET_RS16100	3610982	3611971	GMET_RS16100-MONOMER	Gmet_3213
GMET_RS09825	GMET_RS09825	2171991	2173940	GMET_RS09825-MONOMER	Gmet_1945
GMET_RS01270	GMET_RS01270	283347	284162	GMET_RS01270-MONOMER	Gmet_0253
GMET_RS03495	GMET_RS03495	763433	764179	GMET_RS03495-MONOMER	Gmet_0696
GMET_RS17225	GMET_RS17225	3856614	3857573	GMET_RS17225-MONOMER	Gmet_3435
GMET_RS12400	GMET_RS12400	2787216	2788583	GMET_RS12400-MONOMER	Gmet_2463
GMET_RS07440	GMET_RS07440	1667419	1668951	GMET_RS07440-MONOMER	Gmet_1478
GMET_RS09830	GMET_RS09830	2174289	2175284	GMET_RS09830-MONOMER	Gmet_1946
GMET_RS00350	GMET_RS00350	84643	85314	GMET_RS00350-MONOMER	Gmet_0070
GMET_RS12405	GMET_RS12405	2788867	2790255	GMET_RS12405-MONOMER	Gmet_2464
GMET_RS07445	GMET_RS07445	1668981	1671113	GMET_RS07445-MONOMER	Gmet_1479
GMET_RS01705	GMET_RS01705	380788	382131	GMET_RS01705-MONOMER	Gmet_0342
GMET_RS02455	GMET_RS02455	538122	538892	GMET_RS02455-MONOMER	Gmet_0492
GMET_RS09835	GMET_RS09835	2175397	2176593	GMET_RS09835-MONOMER	Gmet_1947
GMET_RS16105	GMET_RS16105	3611968	3614439	GMET_RS16105-MONOMER	Gmet_3214
GMET_RS04200	GMET_RS04200	924607	925224	GMET_RS04200-MONOMER	Gmet_0839
GMET_RS12410	GMET_RS12410	2790657	2792021	GMET_RS12410-MONOMER	Gmet_2465
GMET_RS18985	GMET_RS18985	1671170	1671823	GMET_RS18985-MONOMER	
GMET_RS09840	GMET_RS09840	2176614	2177369	GMET_RS09840-MONOMER	Gmet_1948
GMET_RS03125	GMET_RS03125	691466	695644	GMET_RS03125-MONOMER	Gmet_0620
GMET_RS16110	GMET_RS16110	3614439	3614891	GMET_RS16110-MONOMER	Gmet_3215
GMET_RS12415	GMET_RS12415	2792209	2793897	GMET_RS12415-MONOMER	Gmet_2466
GMET_RS18355	GMET_RS18355	2177454	2177849	GMET_RS18355-MONOMER	Gmet_1949
GMET_RS16115	GMET_RS16115	3615370	3617301	GMET_RS16115-MONOMER	Gmet_3216
GMET_RS00940	GMET_RS00940	217180	218112	GMET_RS00940-MONOMER	Gmet_0187
GMET_RS12420	GMET_RS12420	2793894	2794550	GMET_RS12420-MONOMER	Gmet_2467
GMET_RS03500	GMET_RS03500	764398	765177	GMET_RS03500-MONOMER	Gmet_0697
GMET_RS18990	GMET_RS18990	1671824	1672360	GMET_RS18990-MONOMER	
GMET_RS17230	GMET_RS17230	3857647	3857910	GMET_RS17230-MONOMER	Gmet_3436
GMET_RS18805	GMET_RS18805	2178332	2178634	GMET_RS18805-MONOMER	
GMET_RS02460	GMET_RS02460	538889	539707	GMET_RS02460-MONOMER	Gmet_0493
GMET_RS16120	GMET_RS16120	3617404	3617589	GMET_RS16120-MONOMER	Gmet_3217
GMET_RS12425	GMET_RS12425	2794574	2795377	GMET_RS12425-MONOMER	Gmet_2468
GMET_RS07455	GMET_RS07455	1673675	1674232	GMET_RS07455-MONOMER	Gmet_1481
GMET_RS18360	GMET_RS18360	2178872	2179060	GMET_RS18360-MONOMER	Gmet_1951
GMET_RS04205	GMET_RS04205	925363	926598	GMET_RS04205-MONOMER	Gmet_0840
GMET_RS03505	GMET_RS03505	765466	766641	GMET_RS03505-MONOMER	Gmet_0698
GMET_RS12430	GMET_RS12430	2795421	2805869	GMET_RS12430-MONOMER	Gmet_2469
GMET_RS07460	GMET_RS07460	1674548	1675591	GMET_RS07460-MONOMER	Gmet_1482
GMET_RS17220	GMET_RS17220	3855808	3856608	GMET_RS17220-MONOMER	Gmet_3434
GMET_RS09860	GMET_RS09860	2179075	2179668	GMET_RS09860-MONOMER	Gmet_1952
GMET_RS00360	GMET_RS00360	88502	89542	GMET_RS00360-MONOMER	Gmet_0072
GMET_RS12435	GMET_RS12435	2805938	2810461	GMET_RS12435-MONOMER	Gmet_2470
GMET_RS07465	GMET_RS07465	1675609	1676607	GMET_RS07465-MONOMER	Gmet_1483
GMET_RS16125	GMET_RS16125	3617851	3618303	GMET_RS16125-MONOMER	Gmet_3218
GMET_RS01710	GMET_RS01710	382226	382630	GMET_RS01710-MONOMER	Gmet_0343
GMET_RS09865	GMET_RS09865	2179681	2180292	GMET_RS09865-MONOMER	Gmet_1953
GMET_RS03545	GMET_RS03545	776204	776860	GMET_RS03545-MONOMER	Gmet_0706
GMET_RS12440	GMET_RS12440	2810956	2811333	GMET_RS12440-MONOMER	Gmet_2471
GMET_RS07470	GMET_RS07470	1676604	1679042	GMET_RS07470-MONOMER	Gmet_1484
GMET_RS02465	GMET_RS02465	539787	540206	GMET_RS02465-MONOMER	Gmet_0494
GMET_RS09870	GMET_RS09870	2180498	2182093	GMET_RS09870-MONOMER	Gmet_1954
GMET_RS17760	GMET_RS17760	3973146	3974435	GMET_RS17760-MONOMER	Gmet_3540
GMET_RS16645	GMET_RS16645	3737201	3737452	GMET_RS16645-MONOMER	Gmet_3321
GMET_RS00365	GMET_RS00365	89602	91041	GMET_RS00365-MONOMER	Gmet_0073
GMET_RS12445	GMET_RS12445	2811352	2812194	GMET_RS12445-MONOMER	Gmet_2472
GMET_RS07475	GMET_RS07475	1679137	1679373	GMET_RS07475-MONOMER	
GMET_RS17235	GMET_RS17235	3857970	3859388	GMET_RS17235-MONOMER	Gmet_3437
GMET_RS09875	GMET_RS09875	2182106	2182402	GMET_RS09875-MONOMER	Gmet_1955
GMET_RS04210	GMET_RS04210	926669	927349	GMET_RS04210-MONOMER	Gmet_0841
GMET_RS16950	GMET_RS16950	3795711	3797123	GMET_RS16950-MONOMER	Gmet_3382
GMET_RS16130	GMET_RS16130	3618425	3620422	GMET_RS16130-MONOMER	Gmet_3219
GMET_RS12450	GMET_RS12450	2812191	2813267	GMET_RS12450-MONOMER	Gmet_2473
GMET_RS07480	GMET_RS07480	1679627	1679812	GMET_RS07480-MONOMER	Gmet_3600
GMET_RS09880	GMET_RS09880	2182402	2182611	GMET_RS09880-MONOMER	Gmet_1956
GMET_RS03020	GMET_RS03020	675149	676168	GMET_RS03020-MONOMER	Gmet_0604
GMET_RS03040	GMET_RS03040	678076	679116	GMET_RS03040-MONOMER	Gmet_0608
GMET_RS12455	GMET_RS12455	2813316	2815409	GMET_RS12455-MONOMER	Gmet_2474
GMET_RS07485	GMET_RS07485	1679853	1680845	GMET_RS07485-MONOMER	Gmet_1486
GMET_RS09885	GMET_RS09885	2182661	2183464	GMET_RS09885-MONOMER	Gmet_1957
GMET_RS03510	GMET_RS03510	766676	767812	GMET_RS03510-MONOMER	Gmet_0699
GMET_RS02470	GMET_RS02470	540281	540769	GMET_RS02470-MONOMER	Gmet_0495
GMET_RS12460	GMET_RS12460	2815423	2816697	GMET_RS12460-MONOMER	Gmet_2475
GMET_RS07490	GMET_RS07490	1680833	1682662	GMET_RS07490-MONOMER	Gmet_1487
GMET_RS16135	GMET_RS16135	3620439	3621140	GMET_RS16135-MONOMER	Gmet_3220
GMET_RS09890	GMET_RS09890	2183532	2184119	GMET_RS09890-MONOMER	Gmet_1958
GMET_RS12465	GMET_RS12465	2816816	2817658	GMET_RS12465-MONOMER	Gmet_2476
GMET_RS01715	GMET_RS01715	382633	383805	GMET_RS01715-MONOMER	Gmet_0344
GMET_RS07495	GMET_RS07495	1682727	1683776	GMET_RS07495-MONOMER	Gmet_1488
GMET_RS12470	GMET_RS12470	2817743	2818552	GMET_RS12470-MONOMER	Gmet_2477
GMET_RS09895	GMET_RS09895	2184106	2184906	GMET_RS09895-MONOMER	Gmet_1959
GMET_RS04215	GMET_RS04215	927499	928689	GMET_RS04215-MONOMER	Gmet_0842
GMET_RS02720	GMET_RS02720	582467	583444	GMET_RS02720-MONOMER	Gmet_0545
GMET_RS07500	GMET_RS07500	1683769	1684935	GMET_RS07500-MONOMER	Gmet_1489
GMET_RS17240	GMET_RS17240	3859566	3860156	GMET_RS17240-MONOMER	Gmet_3438
GMET_RS09900	GMET_RS09900	2184903	2185889	GMET_RS09900-MONOMER	Gmet_1960
GMET_RS12475	GMET_RS12475	2818594	2820795	GMET_RS12475-MONOMER	Gmet_2478
GMET_RS01275	GMET_RS01275	284197	284814	GMET_RS01275-MONOMER	Gmet_0254
GMET_RS16140	GMET_RS16140	3621151	3622401	GMET_RS16140-MONOMER	Gmet_3221
GMET_RS07505	GMET_RS07505	1684932	1686485	GMET_RS07505-MONOMER	Gmet_1490
GMET_RS09905	GMET_RS09905	2185921	2186601	GMET_RS09905-MONOMER	Gmet_1961
GMET_RS12480	GMET_RS12480	2820909	2822813	GMET_RS12480-MONOMER	Gmet_2479
GMET_RS00835	GMET_RS00835	194652	194936	GMET_RS00835-MONOMER	Gmet_0166
GMET_RS03515	GMET_RS03515	768036	770498	GMET_RS03515-MONOMER	Gmet_0700
GMET_RS02475	GMET_RS02475	540780	541067	GMET_RS02475-MONOMER	Gmet_0496
GMET_RS12485	GMET_RS12485	2822810	2823313	GMET_RS12485-MONOMER	Gmet_2480
GMET_RS07510	GMET_RS07510	1686544	1687242	GMET_RS07510-MONOMER	Gmet_1491
GMET_RS09910	GMET_RS09910	2186983	2189655	GMET_RS09910-MONOMER	Gmet_1962
GMET_RS12490	GMET_RS12490	2823456	2824103	GMET_RS12490-MONOMER	Gmet_2481
GMET_RS01720	GMET_RS01720	383805	384248	GMET_RS01720-MONOMER	Gmet_0345
GMET_RS09915	GMET_RS09915	2189729	2190529	GMET_RS09915-MONOMER	Gmet_1963
GMET_RS12495	GMET_RS12495	2824488	2825678	GMET_RS12495-MONOMER	Gmet_2482
GMET_RS04220	GMET_RS04220	928693	929511	GMET_RS04220-MONOMER	Gmet_0843
GMET_RS16145	GMET_RS16145	3622483	3623148	GMET_RS16145-MONOMER	Gmet_3222
GMET_RS12500	GMET_RS12500	2825811	2826296	GMET_RS12500-MONOMER	Gmet_2483
GMET_RS07515	GMET_RS07515	1687332	1688375	GMET_RS07515-MONOMER	Gmet_1492
GMET_RS09920	GMET_RS09920	2190613	2193360	GMET_RS09920-MONOMER	Gmet_1964
GMET_RS03045	GMET_RS03045	679126	680937	GMET_RS03045-MONOMER	Gmet_0609
GMET_RS12505	GMET_RS12505	2826470	2826736	GMET_RS12505-MONOMER	
GMET_RS00370	GMET_RS00370	91103	91540	GMET_RS00370-MONOMER	Gmet_0074
GMET_RS07520	GMET_RS07520	1688360	1689220	GMET_RS07520-MONOMER	Gmet_1493
GMET_RS17765	GMET_RS17765	3974548	3975129	GMET_RS17765-MONOMER	Gmet_3541
GMET_RS09925	GMET_RS09925	2193370	2195184	GMET_RS09925-MONOMER	Gmet_1965
GMET_RS17245	GMET_RS17245	3860153	3860476	GMET_RS17245-MONOMER	Gmet_3439
GMET_RS00320	GMET_RS00320	78552	79322	GMET_RS00320-MONOMER	Gmet_0064
GMET_RS07525	GMET_RS07525	1689242	1690594	GMET_RS07525-MONOMER	Gmet_1494
GMET_RS02480	GMET_RS02480	541064	541708	GMET_RS02480-MONOMER	Gmet_0497
GMET_RS12510	GMET_RS12510	2826935	2828188	GMET_RS12510-MONOMER	Gmet_2484
GMET_RS03520	GMET_RS03520	770651	772618	GMET_RS03520-MONOMER	Gmet_0701
GMET_RS16150	GMET_RS16150	3623160	3626387	GMET_RS16150-MONOMER	Gmet_3223
GMET_RS09930	GMET_RS09930	2195195	2195734	GMET_RS09930-MONOMER	Gmet_1966
GMET_RS16955	GMET_RS16955	3797128	3797802	GMET_RS16955-MONOMER	Gmet_3383
GMET_RS07530	GMET_RS07530	1690548	1691789	GMET_RS07530-MONOMER	Gmet_1495
GMET_RS12515	GMET_RS12515	2828112	2828870	GMET_RS12515-MONOMER	Gmet_2485
GMET_RS09935	GMET_RS09935	2195749	2197128	GMET_RS09935-MONOMER	Gmet_1967
GMET_RS04225	GMET_RS04225	929504	930313	GMET_RS04225-MONOMER	Gmet_0844
GMET_RS17180	GMET_RS17180	3845085	3847082	GMET_RS17180-MONOMER	Gmet_3426
GMET_RS00840	GMET_RS00840	194952	195260	GMET_RS00840-MONOMER	Gmet_0167
GMET_RS12520	GMET_RS12520	2829240	2830160	GMET_RS12520-MONOMER	Gmet_2486
GMET_RS07535	GMET_RS07535	1691786	1692910	GMET_RS07535-MONOMER	Gmet_1496
GMET_RS09940	GMET_RS09940	2197125	2198117	GMET_RS09940-MONOMER	Gmet_1968
GMET_RS18405	GMET_RS18405	2830174	2830536	GMET_RS18405-MONOMER	Gmet_2487
GMET_RS16155	GMET_RS16155	3626592	3627977	GMET_RS16155-MONOMER	Gmet_3224
GMET_RS07540	GMET_RS07540	1692922	1693908	GMET_RS07540-MONOMER	Gmet_1497
GMET_RS09945	GMET_RS09945	2198159	2199634	GMET_RS09945-MONOMER	Gmet_1969
GMET_RS01290	GMET_RS01290	287871	289124	GMET_RS01290-MONOMER	Gmet_0257
GMET_RS03525	GMET_RS03525	772657	774039	GMET_RS03525-MONOMER	Gmet_0702
GMET_RS02485	GMET_RS02485	541792	542397	GMET_RS02485-MONOMER	Gmet_0498
GMET_RS12525	GMET_RS12525	2830722	2831798	GMET_RS12525-MONOMER	Gmet_2488
GMET_RS07545	GMET_RS07545	1693923	1695038	GMET_RS07545-MONOMER	Gmet_1498
GMET_RS09950	GMET_RS09950	2199634	2201004	GMET_RS09950-MONOMER	Gmet_1970
GMET_RS18410	GMET_RS18410	2831957	2832703	GMET_RS18410-MONOMER	Gmet_2489
GMET_RS17250	GMET_RS17250	3860486	3860683	GMET_RS17250-MONOMER	Gmet_3440
GMET_RS01730	GMET_RS01730	385713	386165	GMET_RS01730-MONOMER	Gmet_0347
GMET_RS07550	GMET_RS07550	1695065	1696150	GMET_RS07550-MONOMER	Gmet_1499
GMET_RS18185	GMET_RS18185	2832925	2833722	GMET_RS18185-MONOMER	Gmet_2490
GMET_RS04230	GMET_RS04230	930371	931558	GMET_RS04230-MONOMER	Gmet_0845
GMET_RS16160	GMET_RS16160	3628008	3629708	GMET_RS16160-MONOMER	Gmet_3225
GMET_RS19075	GMET_RS19075	2833943	2834128	GMET_RS19075-MONOMER	
GMET_RS07555	GMET_RS07555	1696251	1698380	GMET_RS07555-MONOMER	Gmet_1500
GMET_RS09955	GMET_RS09955	2201172	2202497	GMET_RS09955-MONOMER	Gmet_1971
GMET_RS19080	GMET_RS19080	2834110	2834319	GMET_RS19080-MONOMER	
GMET_RS01285	GMET_RS01285	286197	287843	GMET_RS01285-MONOMER	Gmet_0256
GMET_RS00375	GMET_RS00375	91513	92970	GMET_RS00375-MONOMER	Gmet_0075
GMET_RS07560	GMET_RS07560	1698536	1700077	GMET_RS07560-MONOMER	Gmet_1501
GMET_RS12540	GMET_RS12540	2834485	2835093	GMET_RS12540-MONOMER	Gmet_2492
GMET_RS09960	GMET_RS09960	2202631	2203497	GMET_RS09960-MONOMER	Gmet_1972
GMET_RS07565	GMET_RS07565	1700231	1701493	GMET_RS07565-MONOMER	Gmet_1502
GMET_RS16165	GMET_RS16165	3629874	3630566	GMET_RS16165-MONOMER	Gmet_3226
GMET_RS09965	GMET_RS09965	2203609	2204265	GMET_RS09965-MONOMER	Gmet_1973
GMET_RS12545	GMET_RS12545	2835098	2836453	GMET_RS12545-MONOMER	Gmet_2493
GMET_RS01735	GMET_RS01735	386219	388291	GMET_RS01735-MONOMER	Gmet_0348
GMET_RS07570	GMET_RS07570	1701614	1703194	GMET_RS07570-MONOMER	Gmet_1503
GMET_RS04235	GMET_RS04235	931626	931901	GMET_RS04235-MONOMER	Gmet_0846
GMET_RS09970	GMET_RS09970	2204262	2204492	GMET_RS09970-MONOMER	Gmet_1974
GMET_RS12550	GMET_RS12550	2836618	2837418	GMET_RS12550-MONOMER	Gmet_2494
GMET_RS17770	GMET_RS17770	3975210	3976025	GMET_RS17770-MONOMER	Gmet_3542
GMET_RS03530	GMET_RS03530	774474	774665	GMET_RS03530-MONOMER	Gmet_0703
GMET_RS12555	GMET_RS12555	2837470	2838522	GMET_RS12555-MONOMER	Gmet_2495
GMET_RS07575	GMET_RS07575	1703273	1704421	GMET_RS07575-MONOMER	Gmet_1504
GMET_RS17255	GMET_RS17255	3860758	3861348	GMET_RS17255-MONOMER	Gmet_3441
GMET_RS09975	GMET_RS09975	2204697	2205578	GMET_RS09975-MONOMER	Gmet_1975
GMET_RS12560	GMET_RS12560	2838519	2839088	GMET_RS12560-MONOMER	Gmet_2496
GMET_RS16960	GMET_RS16960	3797852	3798661	GMET_RS16960-MONOMER	Gmet_3384
GMET_RS16170	GMET_RS16170	3630568	3633549	GMET_RS16170-MONOMER	Gmet_3227
GMET_RS07580	GMET_RS07580	1704425	1706062	GMET_RS07580-MONOMER	Gmet_1505
GMET_RS09980	GMET_RS09980	2205590	2205796	GMET_RS09980-MONOMER	Gmet_1976
GMET_RS12565	GMET_RS12565	2839090	2840565	GMET_RS12565-MONOMER	Gmet_2497
GMET_RS02490	GMET_RS02490	542401	542952	GMET_RS02490-MONOMER	Gmet_0499
GMET_RS12570	GMET_RS12570	2840812	2842764	GMET_RS12570-MONOMER	Gmet_2498
GMET_RS07585	GMET_RS07585	1706070	1708259	GMET_RS07585-MONOMER	Gmet_1506
GMET_RS09985	GMET_RS09985	2205917	2207140	GMET_RS09985-MONOMER	Gmet_1977
GMET_RS12575	GMET_RS12575	2842903	2843172	GMET_RS12575-MONOMER	Gmet_2499
GMET_RS07590	GMET_RS07590	1708413	1710203	GMET_RS07590-MONOMER	Gmet_1507
GMET_RS04240	GMET_RS04240	932026	933003	GMET_RS04240-MONOMER	Gmet_0847
GMET_RS18415	GMET_RS18415	2843184	2843441	GMET_RS18415-MONOMER	Gmet_2500
GMET_RS09990	GMET_RS09990	2207266	2208519	GMET_RS09990-MONOMER	Gmet_1978
GMET_RS16175	GMET_RS16175	3633756	3635600	GMET_RS16175-MONOMER	Gmet_3228
GMET_RS00845	GMET_RS00845	195257	197134	GMET_RS00845-MONOMER	Gmet_0168
GMET_RS07595	GMET_RS07595	1710379	1711200	GMET_RS07595-MONOMER	Gmet_1508
GMET_RS03050	GMET_RS03050	681011	681820	GMET_RS03050-MONOMER	Gmet_0610
GMET_RS18420	GMET_RS18420	2843469	2843594	GMET_RS18420-MONOMER	Gmet_2501
GMET_RS07600	GMET_RS07600	1711208	1711696	GMET_RS07600-MONOMER	Gmet_1509
GMET_RS12580	GMET_RS12580	2843788	2844042	GMET_RS12580-MONOMER	Gmet_2502
GMET_RS09995	GMET_RS09995	2208607	2209428	GMET_RS09995-MONOMER	Gmet_1979
GMET_RS17265	GMET_RS17265	3861603	3861884	GMET_RS17265-MONOMER	Gmet_3442
GMET_RS02495	GMET_RS02495	542971	544071	GMET_RS02495-MONOMER	Gmet_0500
GMET_RS12585	GMET_RS12585	2844036	2844359	GMET_RS12585-MONOMER	Gmet_2503
GMET_RS07605	GMET_RS07605	1711699	1711884	GMET_RS07605-MONOMER	Gmet_1510
GMET_RS16180	GMET_RS16180	3635640	3636152	GMET_RS16180-MONOMER	Gmet_3229
GMET_RS18620	GMET_RS18620	2844507	2844674	GMET_RS18620-MONOMER	Gmet_2504
GMET_RS01745	GMET_RS01745	389178	390608	GMET_RS01745-MONOMER	Gmet_0350
GMET_RS07610	GMET_RS07610	1711934	1712692	GMET_RS07610-MONOMER	Gmet_1511
GMET_RS04245	GMET_RS04245	933000	933962	GMET_RS04245-MONOMER	Gmet_0848
GMET_RS12590	GMET_RS12590	2844932	2845459	GMET_RS12590-MONOMER	Gmet_2505
GMET_RS10000	GMET_RS10000	2209556	2210137	GMET_RS10000-MONOMER	Gmet_1980
GMET_RS02840	GMET_RS02840	611904	612458	GMET_RS02840-MONOMER	Gmet_0569
GMET_RS03535	GMET_RS03535	774788	775039	GMET_RS03535-MONOMER	Gmet_0704
GMET_RS12595	GMET_RS12595	2845490	2846440	GMET_RS12595-MONOMER	Gmet_2506
GMET_RS07615	GMET_RS07615	1712792	1713688	GMET_RS07615-MONOMER	Gmet_1512
