complex_id,name,genes,mod,replace
USA300HOU_RS09495-MONOMER,,,LI(4) AND cd2(1),
USA300HOU_RS09495-MONOMER,,,LI(4) AND ni2(1),
USA300HOU_RS09495-MONOMER,,,LI(4) AND ca2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND mg2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND mn2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND cobalt2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND zn2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND cd2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND ni2(1),
USA300HOU_RS09495-MONOMER,,,na1(4) AND ca2(1),
USA300HOU_RS01890-MONOMER,,,zn2(1),
USA300HOU_RS10880-MONOMER,,,zn2(1),
USA300HOU_RS00795-MONOMER,,,fe2(1),
USA300HOU_RS02930-MONOMER,,,zn2(2),
USA300HOU_RS04200-MONOMER,,,mn2(1),
USA300HOU_RS04670-MONOMER,,,zn2(1),
USA300HOU_RS09025-MONOMER,,,mn2(1),
USA300HOU_RS09025-MONOMER,,,mg2(1),
USA300HOU_RS09500-MONOMER,,,mg2(1),
USA300HOU_RS09500-MONOMER,,,ca2(1),
USA300HOU_RS09500-MONOMER,,,mn2(1),
USA300HOU_RS03775-MONOMER,,,mg2(1),
USA300HOU_RS04205-MONOMER,,,mg2(4),
USA300HOU_RS05615-MONOMER,,,mg2(1),
USA300HOU_RS14040-MONOMER,,,fmn(1),
USA300HOU_RS10125-MONOMER,,,mg2(1),
USA300HOU_RS03910-MONOMER,,,pydx5p(1),
USA300HOU_RS11400-MONOMER,,,nad(1),
USA300HOU_RS03790-MONOMER,,,zn2(1),
USA300HOU_RS01895-MONOMER,,,zn2(1) AND cbl1(1),
USA300HOU_RS08695-MONOMER,,,mn2(1),
USA300HOU_RS13495-MONOMER,,,mg2(1),
USA300HOU_RS13495-MONOMER,,,mn2(1),
CPLX2KSB-34,,,mg2(1),
USA300HOU_RS08210-MONOMER,,,mg2(1),
USA300HOU_RS08210-MONOMER,,,mn2(1),
USA300HOU_RS08210-MONOMER,,,cobalt2(1),
USA300HOU_RS08210-MONOMER,,,fe2(1),
USA300HOU_RS08210-MONOMER,,,ca2(1),
USA300HOU_RS08210-MONOMER,,,k(1),
USA300HOU_RS14080-MONOMER,,,mg2(1) AND k(1),
USA300HOU_RS14080-MONOMER,,,mg2(1) AND nh4(1),
USA300HOU_RS14080-MONOMER,,,mn2(1) AND k(1),
USA300HOU_RS14080-MONOMER,,,mn2(1) AND nh4(1),
USA300HOU_RS06590-MONOMER,,,mn2(1),
USA300HOU_RS14085-MONOMER,,,mg2(1),
USA300HOU_RS04580-MONOMER,,,4fe4s(2),
USA300HOU_RS08130-MONOMER,,,mg2(1),
USA300HOU_RS08130-MONOMER,,,mn2(1),
CPLX2KSB-90,,,fe2(1) AND fad(1),
USA300HOU_RS08915-MONOMER,,,zn2(1),
CPLX2KSB-25,,,pydx5p(1),
USA300HOU_RS14115-MONOMER,,,pydx5p(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND ac(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND mal(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND but2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND act(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND but(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ha(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND egme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND ogme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND gme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND hgme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND thex2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ohex(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND hex(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hhex(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND pim(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND epme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND opme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND pme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND hpme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND toct2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ooct(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND oc(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hoct(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND tdec2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND cdec3e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3odec(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND dca(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hdec(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND t3c5ddece(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND tddec2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND cddec5e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3oddec(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND ddca(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hddec(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND t3c7mrse(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND tde(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND tmrs2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3omrs(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND myrs(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hmrs(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND t3c9palme(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND hde(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND tpalm2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3opalm(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND palm(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hpalm(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND t3c11vace(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND toctd2e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND octe(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3ooctd(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND ocdca(1),
USA300HOU_RS06195-MONOMER,,,pan4p(1) AND 3hocta(1),
USA300HOU_RS06350-MONOMER,,,mg2(1),
USA300HOU_RS07130-MONOMER,,,pydx5p(1),
USA300HOU_RS05180-MONOMER,,,mg2(1),
USA300HOU_RS06075-MONOMER,,,mg2(1),
USA300HOU_RS13575-MONOMER,,,mg2(1),
USA300HOU_RS06355-MONOMER,,,mg2(1) AND k(1),
USA300HOU_RS00275-MONOMER,,,zn2(1),
USA300HOU_RS09075-MONOMER,,,mg2(1),
USA300HOU_RS08700-MONOMER,,,mg2(1),
USA300HOU_RS08700-MONOMER,,,mn2(1),
USA300HOU_RS08105-MONOMER,,,thmpp(1),
USA300HOU_RS04940-MONOMER,,,mg2(1),
USA300HOU_RS02320-MONOMER,,,pydx5p(1),
USA300HOU_RS08980-MONOMER,,,mn2(1),
USA300HOU_RS08980-MONOMER,,,mg2(1),
USA300HOU_RS07495-MONOMER,,,cobalt2(1) AND nad(1),
USA300HOU_RS06085-MONOMER,,,fmn(1),
USA300HOU_RS06085-MONOMER,,,mg2(1),
CPLX2KSB-14,,,mg2(1),
CPLX2KSB-14,,,mn2(1),
CPLX2KSB-14,,,cobalt2(1),
CPLX2KSB-14,,,cd2(1),
CPLX2KSB-14,,,zn2(1),
USA300HOU_RS07510-MONOMER,,,mg2(1),
USA300HOU_RS07510-MONOMER,,,mn2(1),
USA300HOU_RS07510-MONOMER,,,ca2(1),
USA300HOU_RS04770-MONOMER,,,mg2(1),
USA300HOU_RS02455-MONOMER,,,mg2(1),
USA300HOU_RS08810-MONOMER,,,mg2(1),
USA300HOU_RS07500-MONOMER,,,fmnh2(1),
USA300HOU_RS07500-MONOMER,,,fadh2(1),
USA300HOU_RS12560-MONOMER,,,mg2(1),
USA300HOU_RS11480-MONOMER,,,mg2(1),
USA300HOU_RS13070-MONOMER,,,23bpg(1),
USA300HOU_RS09390-MONOMER,,,mg2(1),
USA300HOU_RS05995-MONOMER,,,zn2(2),
USA300HOU_RS03000-MONOMER,,,mg2(1) AND cl(1),
USA300HOU_RS14530-MONOMER,,,mg2(1),
USA300HOU_RS14530-MONOMER,,,mn2(1),
USA300HOU_RS07515-MONOMER,,,mg2(1),
USA300HOU_RS14540-MONOMER,,,mn2(1),
USA300HOU_RS12800-MONOMER,,,fad(1),
USA300HOU_RS01150-MONOMER,,,glycyl(1),
USA300HOU_RS01235-MONOMER,,,fad(1) AND pheme(1),
USA300HOU_RS02580-MONOMER,,,mg2(1),
USA300HOU_RS05185-MONOMER,,,mg2(1),
USA300HOU_RS13680-MONOMER,,,fad(1),
USA300HOU_RS06465-MONOMER,,,mg2(1),
USA300HOU_RS07570-MONOMER,,,mg2(1),
USA300HOU_RS06200-MONOMER,,,mg2(2),
USA300HOU_RS13690-MONOMER,,,mg2(1),
USA300HOU_RS08495-MONOMER,,,mg2(1),
USA300HOU_RS08720-MONOMER,,,zn2(6),
USA300HOU_RS03995-MONOMER,,,fad(1),
USA300HOU_RS01205-MONOMER,,,mg2(1),
USA300HOU_RS05325-MONOMER,,,mg2(1),
USA300HOU_RS02505-MONOMER,,,zn2(2),
USA300HOU_RS06015-MONOMER,,,mg2(1),
USA300HOU_RS05330-MONOMER,,,mg2(1),
USA300HOU_RS06110-MONOMER,,,mg2(1) AND k(1),
USA300HOU_RS04760-MONOMER,,,ca2(1),
USA300HOU_RS05335-MONOMER,,,k(1) AND mg2(1),
USA300HOU_RS14280-MONOMER,,,zn2(1) AND mg2(1),
USA300HOU_RS05190-MONOMER,,,mg2(1) AND mn2(1) AND thmpp(1),
USA300HOU_RS13725-MONOMER,,,4fe4s(1),
USA300HOU_RS11440-MONOMER,,,mg2(1),
USA300HOU_RS08830-MONOMER,,,pydx5p(1),
USA300HOU_RS05350-MONOMER,,,mg2(1),
USA300HOU_RS02530-MONOMER,,,mg2(1),
USA300HOU_RS00045-MONOMER,,,mg2(1),
USA300HOU_RS08845-MONOMER,,,dpm(1),
USA300HOU_RS06120-MONOMER,,,4fe4s(1),
USA300HOU_RS01305-MONOMER,,,mg2(1),
USA300HOU_RS01305-MONOMER,,,mn2(1),
USA300HOU_RS01305-MONOMER,,,cobalt2(1),
USA300HOU_RS09005-MONOMER,,,mg2(1) AND k(1),
USA300HOU_RS09005-MONOMER,,,mn2(1) AND k(1),
USA300HOU_RS05200-MONOMER,,,hco3(1),
USA300HOU_RS06035-MONOMER,,,cobalt2(1) AND zn2(1),
USA300HOU_RS06035-MONOMER,,,mn2(1) AND zn2(1),
USA300HOU_RS06035-MONOMER,,,ni2(1) AND zn2(1),
USA300HOU_RS09245-MONOMER,,,mg2(1),
USA300HOU_RS04990-MONOMER,,,mg2(1),
USA300HOU_RS09010-MONOMER,,,mg2(1),
USA300HOU_RS02560-MONOMER,,,mg2(1) AND pi(1),
USA300HOU_RS02560-MONOMER,,,mn2(1) AND pi(1),
USA300HOU_RS11060-MONOMER,,,4fe4s(1),
USA300HOU_RS04530-MONOMER,,,fe2(1),
USA300HOU_RS04530-MONOMER,,,fe2(2),
USA300HOU_RS13770-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
USA300HOU_RS08835-MONOMER,,,zn2(1),
USA300HOU_RS11295-MONOMER,,,mg2(1),
USA300HOU_RS06760-MONOMER,,,k(1) AND mg2(1),
USA300HOU_RS00635-MONOMER,,,mg2(1),
USA300HOU_RS10340-MONOMER,,,mg2(1),
USA300HOU_RS11075-MONOMER,,,mg2(1),
USA300HOU_RS00890-MONOMER,,,mg2(1),
USA300HOU_RS01400-MONOMER,,,k(1) AND mg2(1),
USA300HOU_RS00085-MONOMER,,,mg2(1),
USA300HOU_RS05725-MONOMER,,,Oxidized(1),
USA300HOU_RS06510-MONOMER,,,4fe4s(1),
USA300HOU_RS02590-MONOMER,,,mg2(1),
USA300HOU_RS11670-MONOMER,,,mn2(2),
