complex,name,genes,source
CPLX0-3951_G6561-MONOMER,default_name,b1069(1) AND b0149(2),M_recon
RplN_mono,50S ribosomal subunit protein L14,b3310(1),2011_Updated_E_recon
NICONUCADENYLYLTRAN-MONOMER,default_name,b0639(1),M_recon
CPLX0-237,default_name,b3607(6),M_recon
GLUTCYSLIG-MONOMER,default_name,b2688(1),M_recon
CPLX0-3641,default_name,b1444(4),M_recon
PORPHOBILSYNTH-CPLX,default_name,b0369(8),M_recon
EG10456-MONOMER,default_name,b2552(1),M_recon
CPLX0-7684,default_name,b2682(1) AND b2683(1),M_recon
CPLX0-7718,default_name,b2255(6),M_recon
ATPSYN-CPLX,default_name,b3733(1) AND b3738(1) AND b3732(3) AND b3736(2) AND b3731(1) AND b3735(1) AND b3737(10) AND b3734(3),M_recon
EG12287-MONOMER,default_name,b3583(1),M_recon
MENF-CPLX,default_name,b2265(2),M_recon
PRPPAMIDOTRANS-CPLX,default_name,b2312(4),M_recon
FLAVODOXIN2-MONOMER,default_name,b2895(1),M_recon
RpmF_mono,50S ribosomal subunit protein L32,b1089(1),2011_Updated_E_recon
CPLX0-7641,default_name,b3915(2),M_recon
PUTP-MONOMER,default_name,b1015(1),M_recon
EG11595-MONOMER_EG11666-MONOMER,default_name,b0783(1) AND b0781(1),M_recon
CPLX0-1667,default_name,b2342(1),M_recon
UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER,default_name,b2311(1) AND b2232(1),M_recon
G6967-MONOMER,default_name,b1781(1),M_recon
NACMURLALAAMI1-MONOMER,default_name,b2435(1),M_recon
EG13236-MONOMER,default_name,b0732(1),M_recon
PYRUVFORMLY-INACTIVE-CPLX,default_name,b0903(2),M_recon
GALACTARDEHYDRA-MONOMER,default_name,b3128(1),M_recon
CPLX0-761,default_name,b2868(1) AND b2866(1) AND b2867(1),M_recon
YIDK-MONOMER,default_name,b3679(1),M_recon
GlnS_mono,glutamyl-tRNA synthetase (EC:6.1.1.18),b0680(1),2011_Updated_E_recon
N-ACETYLTRANSFER-CPLX,default_name,b2818(6),M_recon
RpmI_mono,50S ribosomal subunit protein L35,b1717(1),2011_Updated_E_recon
CPLX0-7532,default_name,b0451(3),M_recon
2-ISOPROPYLMALATESYN-MONOMER,default_name,b0074(1),M_recon
DnaK_mono,molecular chaperone DnaK,b0014(1),2011_Updated_E_recon
EG11341-MONOMER,default_name,b3632(1),M_recon
SUCCORNTRANSAM-CPLX,default_name,b1748(2),M_recon
G7164-MONOMER,default_name,b2251(1),M_recon
CFA-CPLX,default_name,b1661(2),M_recon
EG11239-MONOMER,default_name,b0766(1),M_recon
KETOBUTFORMLY-INACT-MONOMER,default_name,b3114(1),M_recon
TilS_mono,tRNA(Ile)-lysidine synthetase (EC:6.1.1.5),b0188(1),2011_Updated_E_recon
ALPHAGALACTOSID-CPLX,default_name,b4119(2),M_recon
METNIQ-METHIONINE-ABC-CPLX,default_name,b0197(1) AND b0198(1) AND b0199(2),M_recon
EG10341-MONOMER,default_name,b0084(1),M_recon
EG10943-MONOMER,default_name,b1764(1),M_recon
G6880-MONOMER,default_name,b1640(1),M_recon
EG10043-MONOMER,default_name,b4214(1),M_recon
GLUCOKIN-MONOMER,default_name,b2388(1),M_recon
InfC_mono,protein chain initiation factor IF-3,b1718(1),2011_Updated_E_recon
ABC-53-CPLX,default_name,b4261(1) AND b4262(1) AND b3201(2) AND b3199(1) AND b3200(1),M_recon
XASA-MONOMER,default_name,b1492(1),M_recon
RIBF-MONOMER,default_name,b0025(1),M_recon
RpsM_mono,30S ribosomal subunit protein S13,b3298(1),2011_Updated_E_recon
G7169-MONOMER,default_name,b2256(1),M_recon
CYCA-MONOMER,default_name,b4208(1),M_recon
RIBULOKIN-CPLX,default_name,b0063(2),M_recon
CPLX0-721,default_name,b2746(3),M_recon
LTAA-CPLX,default_name,b0870(4),M_recon
YfiC_mono,tRNA m6A37 methyltransferase,b2575(1),2011_Updated_E_recon
GLUCOSE-1-PHOSPHAT-CPLX,default_name,b1002(2),M_recon
SUCCARGDIHYDRO-MONOMER,default_name,b1745(1),M_recon
MHPCHYDROL-MONOMER,default_name,b0349(1),M_recon
B2975-MONOMER,default_name,b2975(1),M_recon
MONOMER0-148,default_name,b3012(1),M_recon
G7502-MONOMER,default_name,b2883(1),M_recon
EG11736-MONOMER,default_name,b0200(1),M_recon
RpsC_mono,30S ribosomal subunit protein S3,b3314(1),2011_Updated_E_recon
MnmG_dim,glucose-inhibited cell-division protein,b3741(2),2011_Updated_E_recon
IPPISOM-MONOMER,default_name,b2889(1),M_recon
ABC-19-CPLX,default_name,b0764(2) AND b0765(2) AND b0763(1),M_recon
ORNCARBAMTRANSFERI-CPLX,default_name,b4254(3),M_recon
ABC-6-CPLX,default_name,b0887(2) AND b0886(2),M_recon
CPLX0-7642,default_name,b4111(2),M_recon
CPLX0-3943,default_name,b1298(2),M_recon
GPH-MONOMER,default_name,b3385(1),M_recon
RpsE_mono,30S ribosomal subunit protein S5,b3303(1),2011_Updated_E_recon
FLAVODOXIN1-MONOMER,default_name,b0684(1),M_recon
MHPDHYDROL-MONOMER,default_name,b0350(1),M_recon
G7800-MONOMER,default_name,b4481(1),M_recon
EG12134-MONOMER,default_name,b0813(1),M_recon
FMNREDUCT-MONOMER,default_name,b3844(1),M_recon
TYRB-DIMER,default_name,b4054(2),M_recon
DnaJ_dim,molecular chaperone DnaJ,b0015(2),2011_Updated_E_recon
CARDIOLIPSYN-MONOMER,default_name,b1249(1),M_recon
ORNDECARBOX-BIO-CPLX,default_name,b2965(2),M_recon
FecI_mono,"KpLE2 phage-like element; RNA polymerase, sigma 19 factor",b4293(1),2011_Updated_E_recon
ABC-16-CPLX,default_name,b4034(1) AND b4035(2) AND b4033(1) AND b4032(1),M_recon
G7814-MONOMER,default_name,b3875(1),M_recon
TrmJ_dim,tRNA Um32 methyltransferase / tRNA Cm32 methyltransferase,b2532(2),2011_Updated_E_recon
CPLX0-1,default_name,b2710(4),M_recon
PKII-CPLX,default_name,b1854(4),M_recon
CPLX0-1923_EG10155-MONOMER,default_name,b3005(1) AND b1252(1) AND b2155(1) AND b3006(1),M_recon
EG10370-MONOMER,default_name,b2515(1),M_recon
ALDHDEHYDROG-MONOMER,default_name,b1300(1),M_recon
YrdC_mono,"predicted ribosome maturation factor, rimN",b3282(1),2011_Updated_E_recon
RsmC_mono,16S rRNA m(2)G1207 methyltransferase (EC:2.1.1.52),b4371(1),2011_Updated_E_recon
EG11671-MONOMER,default_name,b2223(1),M_recon
G6340-MONOMER,default_name,b0614(1),M_recon
2-DEHYDROPANTOATE-REDUCT-MONOMER,default_name,b0425(1),M_recon
ABC-46-CPLX,default_name,b4485(1) AND b4231(1) AND b4227(1) AND b4230(2),M_recon
PTSI-MONOMER,default_name,b2416(1),M_recon
COADTRI-CPLX,default_name,b3634(6),M_recon
CPLX0-3936,default_name,b3058(8),M_recon
UDP-NACMURALGLDAPLIG-MONOMER,default_name,b0085(1),M_recon
CPLX0-7888,default_name,b2290(2),M_recon
CPLX-171,default_name,b0508(2),M_recon
CPLX0-1943,default_name,b4291(1) AND b1252(1) AND b3005(1) AND b3006(1),M_recon
HISTCYCLOPRATPPHOS,default_name,b2026(1),M_recon
LDC2-CPLX,default_name,b0186(10),M_recon
G7517-MONOMER,default_name,b2920(1),M_recon
CMPKI-MONOMER,default_name,b0910(1),M_recon
GSAAMINOTRANS-CPLX,default_name,b0154(2),M_recon
ACETYLORNTRANSAM-CPLX,default_name,b3359(2),M_recon
ARGDECARBOXDEG-CPLX,default_name,b4117(10),M_recon
RNase_BN_dim,"binuclear zinc phosphodiesterase, rbn",b2268(2),2011_Updated_E_recon
ISOCITHASE-CPLX,default_name,b1136(2),M_recon
SPERMACTRAN-CPLX,default_name,b1584(4),M_recon
YJIZ-MONOMER,default_name,b4356(1),M_recon
YqcB_mono,tRNA U65 pseudouridine synthase (EC:4.2.1.70),b2791(1),2011_Updated_E_recon
EG11350-MONOMER,default_name,b3629(1),M_recon
ABC-9-CPLX,default_name,b4287(2) AND b4290(1) AND b4288(1) AND b4289(1),M_recon
H2PTERIDINEPYROPHOSPHOKIN-MONOMER,default_name,b0142(1),M_recon
FEOB-MONOMER,default_name,b3409(1),M_recon
S-ADENMETSYN-CPLX,default_name,b2942(4),M_recon
RplF_mono,50S ribosomal subunit protein L6,b3305(1),2011_Updated_E_recon
TMAOREDUCTI-CPLX,default_name,b0996(1) AND b0997(2),M_recon
YggH_mono,"tRNA m(7)G46 methyltransferase, SAM-dependent (EC:2.1.1.33)",b2960(1),2011_Updated_E_recon
XANTHOSINEPHOSPHORY-CPLX,default_name,b2407(6),M_recon
G6576-MONOMER,default_name,b1119(1),M_recon
CPLX0-7695,default_name,b1524(2),M_recon
GLCNACPTRANS-MONOMER,default_name,b3784(1),M_recon
IleS_mono,isoleucyl-tRNA synthetase (EC:6.1.1.5),b0026(1),2011_Updated_E_recon
GLUTATHIONE-REDUCT-NADPH-CPLX,default_name,b3500(2),M_recon
UDP-NACMURALGLDAPAALIG-MONOMER,default_name,b0086(1),M_recon
NRDACTMULTI-CPLX,default_name,b4237(2) AND b4238(2) AND b3924(1),M_recon
KDO-8PPHOSPHAT-CPLX,default_name,b3198(4),M_recon
G6708-MONOMER,default_name,b1387(1),M_recon
DTDPGLUCOSEPP2-MONOMER,default_name,b3789(1),M_recon
PAPSSULFOTRANS-CPLX,default_name,b2762(2),M_recon
GLYCRIBONUCSYN-MONOMER,default_name,b4005(1),M_recon
YICE-MONOMER,default_name,b3654(1),M_recon
RpsQ_mono,30S ribosomal subunit protein S17,b3311(1),2011_Updated_E_recon
EG11985-MONOMER,default_name,b2032(1),M_recon
CPLX0-7741,default_name,b2917(2),M_recon
ABC-59-CPLX,default_name,b1487(1) AND b1486(1) AND b1485(1) AND b1484(1) AND b1483(1),M_recon
EG11352-MONOMER,default_name,b3627(1),M_recon
RplP_mono,50S ribosomal subunit protein L16,b3313(1),2011_Updated_E_recon
EG10544-MONOMER,default_name,b1677(1),M_recon
DIAMINOPIMEPIM-MONOMER,default_name,b3809(1),M_recon
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,default_name,b4477(1),M_recon
EG12310-MONOMER,default_name,b2523(1),M_recon
NACMURLALAAMI2-MONOMER,default_name,b4169(1),M_recon
PPK-CPLX,default_name,b2501(4),M_recon
CPLX0-7521,default_name,b0126(4),M_recon
ABC-64-CPLX,default_name,b0365(1) AND b0366(2) AND b0367(2),M_recon
ASPCARBCAT-TRIMER,default_name,b4245(3),M_recon
G6701-MONOMER,default_name,b1378(1),M_recon
CPLX0-224,default_name,b0937(2),M_recon
Sra_mono,30S ribosomal subunit protein S22,b1480(1),2011_Updated_E_recon
ACSERLYA-CPLX,default_name,b2414(2),M_recon
FOCB-MONOMER,default_name,b2492(1),M_recon
G6502-MONOMER,default_name,b0968(1),M_recon
RpoD_mono,"RNA polymerase, sigma 70 (sigma D) factor",b3067(1),2011_Updated_E_recon
CPLX0-1924,default_name,b3966(1) AND b1252(1) AND b3005(1) AND b3006(1),M_recon
EG10374-MONOMER,default_name,b3447(1),M_recon
G6246-MONOMER,default_name,b0446(1),M_recon
THIC-MONOMER,default_name,b3994(1),M_recon
RsuA_mono,16S rRNA pseudouridylate 516 synthase (EC:4.2.1.70),b2183(1),2011_Updated_E_recon
G6657-MONOMER,default_name,b1319(1),M_recon
LeuS_mono,leucyl-tRNA synthetase (EC:6.1.1.4),b0642(1),2011_Updated_E_recon
GALPMUT-MONOMER,default_name,b2036(1),M_recon
ASPKINIHOMOSERDEHYDROGI-CPLX,default_name,b0002(4),M_recon
UDP-NACMURALA-GLU-LIG-MONOMER,default_name,b0088(1),M_recon
EG12440-MONOMER,default_name,b4233(1),M_recon
His_RS_dim,histidyl tRNA synthetase (EC:6.1.1.21),b2514(2),2011_Updated_E_recon
YHFM-MONOMER,default_name,b3370(1),M_recon
RFFTRANS-MONOMER,default_name,b3791(1),M_recon
YADQ-MONOMER,default_name,b0155(1),M_recon
LACY-MONOMER,default_name,b0343(1),M_recon
GLUTATHIONE-SYN-CPLX,default_name,b2947(4),M_recon
ANGLYC3PDEHYDROG-CPLX,default_name,b2241(1) AND b2242(1) AND b2243(1),M_recon
EG11674-MONOMER,default_name,b3059(1),M_recon
YIDT-MONOMER,default_name,b3691(1),M_recon
CPLX0-1261,default_name,b2465(1),M_recon
SAICARSYN-CPLX,default_name,b2476(3),M_recon
GLUTRACE-CPLX,default_name,b3967(2),M_recon
cisGroES_hepta,cisGroES_hepta,b4142(7),2011_Updated_E_recon
YheLMN_cplx,default_name,b3343(2) AND b3344(2) AND b3345(2),2011_Updated_E_recon
MnmEG_cplx,default_name,b3706(2) AND b3741(2),2011_Updated_E_recon
TatA_MONOMER,default_name,b3836(1),2011_Updated_E_recon
TatE_MONOMER,defualt_name,b0627(1),2011_Updated_E_recon
TatBC_octa,default_name,b3838(8) AND b3839(8),2011_Updated_E_recon
SecA_MONOMER,default_name,b0098(1),2011_Updated_E_recon
SecB_tetra,default_name,b3609(4),2011_Updated_E_recon
SRP-CPLX,default_name,b2610(1) AND b0455(1),2011_Updated_E_recon
Sec-CPLX,default_name,b3300(1) AND b3981(1) AND b3175(1) AND b0408(1) AND b0409(1),2011_Updated_E_recon
SecYE-CPLX,Sec CPLX without secG,b3300(1) AND b3981(1) AND b0408(1) AND b0409(1),2011_Updated_E_recon
LolA_MONOMER,default_name,b0891(1),2011_Updated_E_recon
LolB_MONOMER,default_name,b1209(1),2011_Updated_E_recon
LolCDE-CPLX,default_name,b1116(2) AND b1117(1) AND b1118(1),2011_Updated_E_recon
Bam-CPLX,default_name,b0177(1) AND b2512(1) AND b2477(1) AND b2595(1) AND b2617(1),2011_Updated_E_recon
BamAD-CPLX,Minimal Bam CPLX needed for insertion,b0177(1) AND b2595(1),2011_Updated_E_recon
YidC_MONOMER,default_name,b3705(1),2011_Updated_E_recon
SurA_MONOMER,default_name,b0053(1),2011_Updated_E_recon
Lgt_MONOMER,Diacylglycerol transferase,b2828(1),2011_Updated_E_recon
LspA_MONOMER,Signal peptidase II,b0027(1),2011_Updated_E_recon
FtsY_MONOMER,SRP receptor,b3464(1),2011_Updated_E_recon
CPLX0-7617,iron-sulfur cluster insertion protein ErpA,b0156(2),Manual
EG11910-MONOMER_dimer_EG11911-MONOMER,default_name,b3951(2) AND b3952(1),Manual
YdaO_dim,predicted C32 tRNA thiolase,b1344(2),2011_Updated_E_recon
RsmJ_mono,16S rRNA (guanine1516-N2)-methyltransferase,b3497(1),Manual
TapT_mono,tRNA 3-amino-3-carboxypropyltransferase,b2583(1),Manual
TsaA_mono,tRNA m6t6A37 methyltransferase,b0195(1),Manual
TsaB_mono,"N6-L-threonylcarbamoyladenine synthase, TsaB subunit",b1807(1),Manual
TsaC_mono,L-threonylcarbamoyladenylate synthase,b3282(1),Manual
TsaD_mono,"N6-L-threonylcarbamoyladenine synthase, TsaD subunit",b3064(1),Manual
TsaE_mono,"N6-L-threonylcarbamoyladenine synthase, TsaE subunit",b4168(1),Manual
RimI_mono,ribosomal-protein-S18-alanine N-acetyltransferase,b4373(1),Manual
NfuA_dim,iron-sulfur cluster carrier protein NfuA,b3414(2),Manual
HypC_dim,hydrogenase maturation factor HypC,b2728(2),Manual
hypD_mono,Fe-(CN)2CO cofactor assembly scaffold protein HypD,b2729(1),Manual
hypCD,HypC-HypD heterodimer,b2728(1) AND b2729(1),
hypE,carbamoyl dehydratase HypE,b2730(1),Manual
hypCDE,HypC-HypD-HypE heterotetramer,b2728(1) AND b2729(1) AND b2730(2),
hypF,carbamoyl--[HypE] ligase,b2712(1),Manual
hypA,hydrogenase 3 nickel incorporation protein HypA,b2726(1),Manual
hypB,hydrogenase isozymes nickel incorporation protein HypB,b2727(1),Manual
hypAB,HypA-HypB heterodimer,b2726(1) AND b2727(1),Manual
G6119-MONOMER,G6119-MONOMER,b0235(),Sync
EG10634-MONOMER,EG10634-MONOMER,b0675(),Sync
G0-16653-MONOMER,G0-16653-MONOMER,b4644(),Sync
ASPCARBCAT-MONOMER,ASPCARBCAT-MONOMER,b4245(),Sync
EG11778-MONOMER,EG11778-MONOMER,b0691(),Sync
PRPPAMIDOTRANS-MONOMER,PRPPAMIDOTRANS-MONOMER,b2312(),Sync
G7482-MONOMER,G7482-MONOMER,b2862(),Sync
SAICARSYN-MONOMER,SAICARSYN-MONOMER,b2476(),Sync
G6686-MONOMER,G6686-MONOMER,b1362(),Sync
G6102-MONOMER,G6102-MONOMER,b0218(),Sync
AIRS-MONOMER,AIRS-MONOMER,b2499(),Sync
PURK-MONOMER,PURK-MONOMER,b0522(),Sync
PURE-MONOMER,PURE-MONOMER,b0523(),Sync
EG11279-MONOMER,EG11279-MONOMER,b4246(),Sync
OROPRIBTRANS-MONOMER,OROPRIBTRANS-MONOMER,b3642(),Sync
EG11646-MONOMER,EG11646-MONOMER,b2166(),Sync
G7486-MONOMER,G7486-MONOMER,b2867(),Sync
DIHYDROOROT-MONOMER,DIHYDROOROT-MONOMER,b1062(),Sync
G7185-MONOMER,G7185-MONOMER,b2291(),Sync
G7487-MONOMER,G7487-MONOMER,b2868(),Sync
G7500-MONOMER,G7500-MONOMER,b2881(),Sync
G7485-MONOMER,G7485-MONOMER,b2866(),Sync
EG11234-MONOMER,EG11234-MONOMER,b1692(),Sync
AROF-MONOMER,AROF-MONOMER,b2601(),Sync
AROC-MONOMER,AROC-MONOMER,b2329(),Sync
G6236-MONOMER,G6236-MONOMER,b0419(),Sync
EG10611-MONOMER,EG10611-MONOMER,b2113(),Sync
AROD-MONOMER,AROD-MONOMER,b1693(),Sync
G7324-MONOMER,G7324-MONOMER,b2529(),Sync
EG11270-MONOMER,EG11270-MONOMER,b3766(),Sync
EG11828-MONOMER,EG11828-MONOMER,b3856(),Sync
THREDEHYDSYN-MONOMER,THREDEHYDSYN-MONOMER,b3772(),Sync
SMALLILVM-MONOMER,SMALLILVM-MONOMER,b3769(),Sync
LARGEILVB-MONOMER,LARGEILVB-MONOMER,b3671(),Sync
EG11275-MONOMER,EG11275-MONOMER,b3672(),Sync
SMALLILVN-MONOMER,SMALLILVN-MONOMER,b3670(),Sync
ACETOLACTSYNIII-HCHAIN-MONOMER,ACETOLACTSYNIII-HCHAIN-MONOMER,b0078(),Sync
KETOLREDUCTOISOM-MONOMER,KETOLREDUCTOISOM-MONOMER,b3774(),Sync
ACETOLACTSYNIII-ICHAIN-MONOMER,ACETOLACTSYNIII-ICHAIN-MONOMER,b0077(),Sync
DIHYDROXYACIDDEHYDRAT-MONOMER,DIHYDROXYACIDDEHYDRAT-MONOMER,b3771(),Sync
EG11025-MONOMER,EG11025-MONOMER,b1261(),Sync
EG11026-MONOMER,EG11026-MONOMER,b1262(),Sync
EG11274-MONOMER,EG11274-MONOMER,b1265(),Sync
EG11024-MONOMER,EG11024-MONOMER,b1260(),Sync
AROH-MONOMER,AROH-MONOMER,b1704(),Sync
ANTHRANSYNCOMPI-MONOMER,ANTHRANSYNCOMPI-MONOMER,b1264(),Sync
HOMOSERKIN-MONOMER,HOMOSERKIN-MONOMER,b0003(),Sync
ACSERLYB-MONOMER,ACSERLYB-MONOMER,b2421(),Sync
SERINE-O-ACETTRAN-MONOMER,SERINE-O-ACETTRAN-MONOMER,b3607(),Sync
EG11237-MONOMER,EG11237-MONOMER,b3338(),Sync
ACSERLYA-MONOMER,ACSERLYA-MONOMER,b2414(),Sync
EG12033-MONOMER,EG12033-MONOMER,b2165(),Sync
GDHA-MONOMER,GDHA-MONOMER,b1761(),Sync
G6359-MONOMER,G6359-MONOMER,b0655(),Sync
GLTL-MONOMER,GLTL-MONOMER,b0652(),Sync
LEUC-MONOMER,LEUC-MONOMER,b0072(),Sync
G6529-MONOMER,G6529-MONOMER,b1022(),Sync
3-ISOPROPYLMALDEHYDROG-MONOMER,3-ISOPROPYLMALDEHYDROG-MONOMER,b0073(),Sync
EG12259-MONOMER,EG12259-MONOMER,b3532(),Sync
EG11280-MONOMER,EG11280-MONOMER,b0075(),Sync
EG11924-MONOMER,EG11924-MONOMER,b4027(),Sync
LIVJ-MONOMER,LIVJ-MONOMER,b3460(),Sync
EG10609-MONOMER,EG10609-MONOMER,b3250(),Sync
LEUD-MONOMER,LEUD-MONOMER,b0071(),Sync
G6530-MONOMER,G6530-MONOMER,b1023(),Sync
LIVK-MONOMER,LIVK-MONOMER,b3458(),Sync
EG12260-MONOMER,EG12260-MONOMER,b3533(),Sync
HISTDEHYD-MONOMER,HISTDEHYD-MONOMER,b2020(),Sync
EG11925-MONOMER,EG11925-MONOMER,b4028(),Sync
YDCS-MONOMER,YDCS-MONOMER,b1440(),Sync
EG10451-MONOMER,EG10451-MONOMER,b2026(),Sync
G6528-MONOMER,G6528-MONOMER,b1021(),Sync
CYCLASE-MONOMER,CYCLASE-MONOMER,b2025(),Sync
EG11926-MONOMER,EG11926-MONOMER,b4029(),Sync
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,b2022(),Sync
ATPPHOSRIBOSTRANS-MONOMER,ATPPHOSRIBOSTRANS-MONOMER,b2019(),Sync
HISTPHOSTRANS-MONOMER,HISTPHOSTRANS-MONOMER,b2021(),Sync
EG11269-MONOMER,EG11269-MONOMER,b2018(),Sync
GLUTAMIDOTRANS-MONOMER,GLUTAMIDOTRANS-MONOMER,b2023(),Sync
HOMSUCTRAN-MONOMER,HOMSUCTRAN-MONOMER,b4013(),Sync
CYSTATHIONINE-BETA-LYASE-MONOMER,CYSTATHIONINE-BETA-LYASE-MONOMER,b3008(),Sync
EG11271-MONOMER,EG11271-MONOMER,b2598(),Sync
AROG-MONOMER,AROG-MONOMER,b0754(),Sync
LTAA-MONOMER,LTAA-MONOMER,b0870(),Sync
ASNSYNA-MONOMER,ASNSYNA-MONOMER,b3744(),Sync
1-PFK-MONOMER,1-PFK-MONOMER,b2168(),Sync
CHAINI-MONOMER,CHAINI-MONOMER,b4254(),Sync
G6903-MONOMER,G6903-MONOMER,b1675(),Sync
N-ACETYLTRANSFER-MONOMER,N-ACETYLTRANSFER-MONOMER,b2818(),Sync
ARTJ-MONOMER,ARTJ-MONOMER,b0860(),Sync
ARTP-MONOMER,ARTP-MONOMER,b0864(),Sync
EG10135-MONOMER,EG10135-MONOMER,b0033(),Sync
ACETYLGLUTKIN-MONOMER,ACETYLGLUTKIN-MONOMER,b3959(),Sync
ARGSUCCINSYN-MONOMER,ARGSUCCINSYN-MONOMER,b3172(),Sync
ACETYLORNDEACET-MONOMER,ACETYLORNDEACET-MONOMER,b3957(),Sync
EG10703-MONOMER,EG10703-MONOMER,b2926(),Sync
EG10134-MONOMER,EG10134-MONOMER,b0032(),Sync
MALATE-DEHASE-MONOMER,MALATE-DEHASE-MONOMER,b3236(),Sync
ARTI-MONOMER,ARTI-MONOMER,b0863(),Sync
G7040-MONOMER,G7040-MONOMER,b1932(),Sync
GLNQ-MONOMER,GLNQ-MONOMER,b0809(),Sync
GAPDH-A-MONOMER,GAPDH-A-MONOMER,b1779(),Sync
GLNH-MONOMER,GLNH-MONOMER,b0811(),Sync
EG11685-MONOMER,EG11685-MONOMER,b3656(),Sync
BRANCHED-CHAINAMINOTRANSFER-MONOMER,BRANCHED-CHAINAMINOTRANSFER-MONOMER,b3770(),Sync
EG11245-MONOMER,EG11245-MONOMER,b2930(),Sync
G7242-MONOMER,G7242-MONOMER,b2379(),Sync
PEPSYNTH-MONOMER,PEPSYNTH-MONOMER,b1702(),Sync
MALIC-NADP-MONOMER,MALIC-NADP-MONOMER,b2463(),Sync
ERYTH4PDEHYDROG-MONOMER,ERYTH4PDEHYDROG-MONOMER,b2927(),Sync
G7184-MONOMER,G7184-MONOMER,b2290(),Sync
GPMA-MONOMER,GPMA-MONOMER,b0755(),Sync
CHORISMUTPREPHENDEHYDRAT-MONOMER,CHORISMUTPREPHENDEHYDRAT-MONOMER,b2599(),Sync
ENOLASE-MONOMER,ENOLASE-MONOMER,b2779(),Sync
CHORISMUTPREPHENDEHYDROG-MONOMER,CHORISMUTPREPHENDEHYDROG-MONOMER,b2600(),Sync
MALIC-NAD-MONOMER,MALIC-NAD-MONOMER,b1479(),Sync
TYRB-MONOMER,TYRB-MONOMER,b4054(),Sync
EG10702-MONOMER,EG10702-MONOMER,b4025(),Sync
ASPKINIIHOMOSERDEHYDROGII-MONOMER,ASPKINIIHOMOSERDEHYDROGII-MONOMER,b3940(),Sync
DIAMINOPIMDECARB-MONOMER,DIAMINOPIMDECARB-MONOMER,b2838(),Sync
MONOMER0-4195,MONOMER0-4195,b3447(),Sync
MONOMER0-2001,MONOMER0-2001,b0166(),Sync
ACETYLORNTRANSAM-MONOMER,ACETYLORNTRANSAM-MONOMER,b3359(),Sync
F16B-MONOMER,F16B-MONOMER,b4232(),Sync
ASPKINIHOMOSERDEHYDROGI-MONOMER,ASPKINIHOMOSERDEHYDROGI-MONOMER,b0002(),Sync
EG11517-MONOMER,EG11517-MONOMER,b3925(),Sync
ASPKINIII-MONOMER,ASPKINIII-MONOMER,b4024(),Sync
MONOMER0-1981,MONOMER0-1981,b2472(),Sync
DIHYDRODIPICSYN-MONOMER,DIHYDRODIPICSYN-MONOMER,b2478(),Sync
ARGT-MONOMER,ARGT-MONOMER,b2310(),Sync
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER,ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER,b3433(),Sync
PSERTRANSAM-MONOMER,PSERTRANSAM-MONOMER,b0907(),Sync
PGLYCDEHYDROG-MONOMER,PGLYCDEHYDROG-MONOMER,b2913(),Sync
GLUTKIN-MONOMER,GLUTKIN-MONOMER,b0242(),Sync
PYRROLINECARBREDUCT-MONOMER,PYRROLINECARBREDUCT-MONOMER,b0386(),Sync
GLUTSEMIALDEHYDROG-MONOMER,GLUTSEMIALDEHYDROG-MONOMER,b0243(),Sync
BCCP-MONOMER,BCCP-MONOMER,b3255(),Sync
G6554-MONOMER,G6554-MONOMER,b1057(),Sync
CCMA-MONOMER,CCMA-MONOMER,b2201(),Sync
EG12688-MONOMER,EG12688-MONOMER,b1064(),Sync
OX-THIOREDOXIN2-MONOMER,OX-THIOREDOXIN2-MONOMER,b2582(),Sync
G7401-MONOMER,G7401-MONOMER,b2673(),Sync
EG12181-MONOMER,EG12181-MONOMER,b1654(),Sync
EG12294-MONOMER,EG12294-MONOMER,b3610(),Sync
OX-THIOREDOXIN-MONOMER,OX-THIOREDOXIN-MONOMER,b3781(),Sync
G7662-MONOMER,G7662-MONOMER,b3197(),Sync
EG10973-MONOMER,EG10973-MONOMER,b2708(),Sync
G6106-MONOMER,G6106-MONOMER,b0222(),Sync
G7165-MONOMER,G7165-MONOMER,b2252(),Sync
EG10838-MONOMER,EG10838-MONOMER,b3619(),Sync
KDO-8PSYNTH-MONOMER,KDO-8PSYNTH-MONOMER,b1215(),Sync
G6918-MONOMER,G6918-MONOMER,b1695(),Sync
G7590-MONOMER,G7590-MONOMER,b3052(),Sync
EG12244-MONOMER,EG12244-MONOMER,b3518(),Sync
EG11562-MONOMER,EG11562-MONOMER,b0041(),Sync
EG11563-MONOMER,EG11563-MONOMER,b0042(),Sync
EG12180-MONOMER,EG12180-MONOMER,b0622(),Sync
MONOMER0-12,MONOMER0-12,b4513(),Sync
G7737-MONOMER,G7737-MONOMER,b3393(),Sync
G6421-MONOMER,G6421-MONOMER,b0818(),Sync
G7288-MONOMER,G7288-MONOMER,b2458(),Sync
YAGC-MONOMER,YAGC-MONOMER,b0262(),Sync
EG12113-MONOMER,EG12113-MONOMER,b3391(),Sync
YBBP-MONOMER,YBBP-MONOMER,b0496(),Sync
