Gene Name	Accession-2	Left-End-Position	Right-End-Position	Product	Accession-1
CLJU_RS08630	CLJU_RS08630	1907460	1908074	CLJU_RS08630-MONOMER	CLJU_c17570
CLJU_RS16945	CLJU_RS16945	3755568	3756032	CLJU_RS16945-MONOMER	CLJU_c34370
CLJU_RS10005	CLJU_RS10005	2220565	2221578	CLJU_RS10005-MONOMER	CLJU_c20390
CLJU_RS04480	CLJU_RS04480	1008831	1010093	CLJU_RS04480-MONOMER	CLJU_c09090
CLJU_RS16075	CLJU_RS16075	3561744	3563285	CLJU_RS16075-MONOMER	CLJU_c32620
CLJU_RS15030	CLJU_RS15030	3369970	3371511	CLJU_RS15030-MONOMER	CLJU_c30470
CLJU_RS07035	CLJU_RS07035	1535280	1537949	CLJU_RS07035-MONOMER	CLJU_c14340
CLJU_RS22565	CLJU_RS22565	1841205	1841369	CLJU_RS22565-MONOMER	CLJU_c16950
CLJU_RS19640	CLJU_RS19640	4336071	4336337	CLJU_RS19640-MONOMER	CLJU_c39870
CLJU_RS10510	CLJU_RS10510	2331184	2331786	CLJU_RS10510-MONOMER	CLJU_c21410
CLJU_RS02620	CLJU_RS02620	579128	580006	CLJU_RS02620-MONOMER	CLJU_c05330
CLJU_RS06655	CLJU_RS06655	1457411	1457635	CLJU_RS06655-MONOMER	CLJU_c13550
CLJU_RS16225	CLJU_RS16225	3599590	3600246	CLJU_RS16225-MONOMER	CLJU_c32920
CLJU_RS18845	CLJU_RS18845	4143343	4144329	CLJU_RS18845-MONOMER	CLJU_c38260
CLJU_RS12455	CLJU_RS12455	2804070	2804366	CLJU_RS12455-MONOMER	CLJU_c25280
CLJU_RS20585	CLJU_RS20585	4519688	4521058	CLJU_RS20585-MONOMER	CLJU_c41780
CLJU_RS21330	CLJU_RS21330	2455362	2458106	CLJU_RS21330-MONOMER	CLJU_c22420
CLJU_RS16905	CLJU_RS16905	3747671	3747859	CLJU_RS16905-MONOMER	CLJU_c34290
CLJU_RS14230	CLJU_RS14230	3190192	3191085	CLJU_RS14230-MONOMER	CLJU_c28840
CLJU_RS18300	CLJU_RS18300	4027687	4029219	CLJU_RS18300-MONOMER	CLJU_c37170
CLJU_RS03660	CLJU_RS03660	820256	821155	CLJU_RS03660-MONOMER	CLJU_c07430
CLJU_RS07375	CLJU_RS07375	1630422	1632335	CLJU_RS07375-MONOMER	CLJU_c15050
CLJU_RS10010	CLJU_RS10010	2221957	2222970	CLJU_RS10010-MONOMER	CLJU_c20400
CLJU_RS18210	CLJU_RS18210	4008700	4010940	CLJU_RS18210-MONOMER	CLJU_c36980
CLJU_RS15875	CLJU_RS15875	3526510	3527265	CLJU_RS15875-MONOMER	CLJU_c32210
CLJU_RS15180	CLJU_RS15180	3408042	3408674	CLJU_RS15180-MONOMER	CLJU_c30780
CLJU_RS21180	CLJU_RS21180	24696	25259	CLJU_RS21180-MONOMER	CLJU_c00220
CLJU_RS07080	CLJU_RS07080	1545862	1547748	CLJU_RS07080-MONOMER	CLJU_c14430
CLJU_RS09415	CLJU_RS09415	2088657	2090042	CLJU_RS09415-MONOMER	CLJU_c19220
CLJU_RS17925	CLJU_RS17925	3968255	3968923	CLJU_RS17925-MONOMER	CLJU_c36440
CLJU_RS00985	CLJU_RS00985	205742	206509	CLJU_RS00985-MONOMER	CLJU_c02020
CLJU_RS01540	CLJU_RS01540	321921	323123	CLJU_RS01540-MONOMER	CLJU_c03140
CLJU_RS20960	CLJU_RS20960	4591898	4593340	CLJU_RS20960-MONOMER	CLJU_c42540
CLJU_RS09670	CLJU_RS09670	2136513	2137592	CLJU_RS09670-MONOMER	CLJU_c19730
CLJU_RS19675	CLJU_RS19675	4342943	4343494	CLJU_RS19675-MONOMER	CLJU_c39940
CLJU_RS06060	CLJU_RS06060	1335715	1336170	CLJU_RS06060-MONOMER	CLJU_c12350
CLJU_RS08010	CLJU_RS08010	1774473	1775816	CLJU_RS08010-MONOMER	CLJU_c16340
CLJU_RS19155	CLJU_RS19155	4232866	4234374	CLJU_RS19155-MONOMER	CLJU_c38910
CLJU_RS11895	CLJU_RS11895	2676127	2677233	CLJU_RS11895-MONOMER	CLJU_c24180
CLJU_RS04125	CLJU_RS04125	924164	926071	CLJU_RS04125-MONOMER	CLJU_c08390
CLJU_RS06480	CLJU_RS06480	1417752	1418015	CLJU_RS06480-MONOMER	CLJU_c13200
CLJU_RS01160	CLJU_RS01160	243355	244038	CLJU_RS01160-MONOMER	CLJU_c02370
CLJU_RS19575	CLJU_RS19575	4324153	4324899	CLJU_RS19575-MONOMER	CLJU_c39740
CLJU_RS16200	CLJU_RS16200	3592631	3594034	CLJU_RS16200-MONOMER	CLJU_c32870
CLJU_RS03555	CLJU_RS03555	801035	802045	CLJU_RS03555-MONOMER	CLJU_c07220
CLJU_RS21940	CLJU_RS21940	4305537	4305620	CLJU_RS21940-MONOMER	
CLJU_RS03110	CLJU_RS03110	696409	697323	CLJU_RS03110-MONOMER	CLJU_c06330
CLJU_RS10015	CLJU_RS10015	2223526	2225184	CLJU_RS10015-MONOMER	CLJU_c20410
CLJU_RS10515	CLJU_RS10515	2332029	2333048	CLJU_RS10515-MONOMER	CLJU_c21420
CLJU_RS13945	CLJU_RS13945	3126620	3126736	CLJU_RS13945-rRNA	CLJU_c28240
CLJU_RS12125	CLJU_RS12125	2726736	2727179	CLJU_RS12125-MONOMER	CLJU_c24630
CLJU_RS04275	CLJU_RS04275	956350	957810	CLJU_RS04275-MONOMER	CLJU_c08670
CLJU_RS06240	CLJU_RS06240	1372406	1372900	CLJU_RS06240-MONOMER	CLJU_c12720
CLJU_RS11030	CLJU_RS11030	2459143	2459469	CLJU_RS11030-MONOMER	CLJU_c22430
CLJU_RS21860	CLJU_RS21860	3815926	3816069	CLJU_RS21860-MONOMER	
CLJU_RS20910	CLJU_RS20910	4579690	4580553	CLJU_RS20910-MONOMER	CLJU_c42440
CLJU_RS22305	CLJU_RS22305	2981466	2981909	CLJU_RS22305-MONOMER	
CLJU_RS03180	CLJU_RS03180	713105	713854	CLJU_RS03180-MONOMER	CLJU_c06470
CLJU_RS08990	CLJU_RS08990	1983745	1984560	CLJU_RS08990-MONOMER	CLJU_c18310
CLJU_RS17075	CLJU_RS17075	3781789	3782286	CLJU_RS17075-MONOMER	CLJU_c34630
CLJU_RS12895	CLJU_RS12895	2900825	2901856	CLJU_RS12895-MONOMER	CLJU_c26170
CLJU_RS01070	CLJU_RS01070	227450	227755	CLJU_RS01070-MONOMER	CLJU_c02190
CLJU_RS20080	CLJU_RS20080	4431502	4432449	CLJU_RS20080-MONOMER	CLJU_c40770
CLJU_RS02845	CLJU_RS02845	633824	634879	CLJU_RS02845-MONOMER	CLJU_c05790
CLJU_RS05110	CLJU_RS05110	1150732	1151457	CLJU_RS05110-MONOMER	CLJU_c10410
CLJU_RS11810	CLJU_RS11810	2651432	2652745	CLJU_RS11810-MONOMER	CLJU_c24010
CLJU_RS15745	CLJU_RS15745	3494451	3495785	CLJU_RS15745-MONOMER	CLJU_c31950
CLJU_RS06425	CLJU_RS06425	1407858	1408868	CLJU_RS06425-MONOMER	CLJU_c13090
CLJU_RS04665	CLJU_RS04665	1057204	1057605	CLJU_RS04665-MONOMER	CLJU_c09460
CLJU_RS13130	CLJU_RS13130	2946707	2947618	CLJU_RS13130-MONOMER	CLJU_c26640
CLJU_RS20665	CLJU_RS20665	4534688	4535473	CLJU_RS20665-MONOMER	CLJU_c41940
CLJU_RS14605	CLJU_RS14605	3268198	3268623	CLJU_RS14605-MONOMER	CLJU_c29620
CLJU_RS11355	CLJU_RS11355	2530916	2531122	CLJU_RS11355-MONOMER	CLJU_c23080
CLJU_RS13765	CLJU_RS13765	3080989	3082035	CLJU_RS13765-MONOMER	CLJU_c27860
CLJU_RS09255	CLJU_RS09255	2045708	2047687	CLJU_RS09255-MONOMER	CLJU_c18880
CLJU_RS06760	CLJU_RS06760	1476917	1478329	CLJU_RS06760-MONOMER	CLJU_c13770
CLJU_RS20230	CLJU_RS20230	4447657	4449726	CLJU_RS20230-MONOMER	CLJU_c41070
CLJU_RS04345	CLJU_RS04345	972989	973726	CLJU_RS04345-MONOMER	CLJU_c08810
CLJU_RS21500	CLJU_RS21500	3989375	3990319	CLJU_RS21500-MONOMER	CLJU_c36670
CLJU_RS17525	CLJU_RS17525	3879231	3879605	CLJU_RS17525-MONOMER	CLJU_c35590
CLJU_RS02575	CLJU_RS02575	569859	570749	CLJU_RS02575-MONOMER	CLJU_c05250
CLJU_RS08635	CLJU_RS08635	1908071	1908574	CLJU_RS08635-MONOMER	CLJU_c17580
CLJU_RS20030	CLJU_RS20030	4422815	4424557	CLJU_RS20030-MONOMER	CLJU_c40670
CLJU_RS14735	CLJU_RS14735	3294086	3294982	CLJU_RS14735-MONOMER	CLJU_c29870
CLJU_RS04170	CLJU_RS04170	935188	936624	CLJU_RS04170-MONOMER	CLJU_c08480
CLJU_RS08320	CLJU_RS08320	1841400	1841720	CLJU_RS08320-MONOMER	CLJU_c16960
CLJU_RS10020	CLJU_RS10020	2225968	2227578	CLJU_RS10020-MONOMER	CLJU_c20420
CLJU_RS10520	CLJU_RS10520	2333084	2335078	CLJU_RS10520-MONOMER	CLJU_c21430
CLJU_RS15185	CLJU_RS15185	3408921	3409502	CLJU_RS15185-MONOMER	CLJU_c30790
CLJU_RS17680	CLJU_RS17680	3911690	3912835	CLJU_RS17680-MONOMER	CLJU_c35930
CLJU_RS12355	CLJU_RS12355	2779606	2781540	CLJU_RS12355-MONOMER	CLJU_c25080
CLJU_RS11420	CLJU_RS11420	2546014	2547645	CLJU_RS11420-MONOMER	CLJU_c23210
CLJU_RS02155	CLJU_RS02155	463921	467127	CLJU_RS02155-MONOMER	CLJU_c04410
CLJU_RS13665	CLJU_RS13665	3059678	3060340	CLJU_RS13665-MONOMER	CLJU_c27670
CLJU_RS07325	CLJU_RS07325	1619450	1619567	CLJU_RS07325-rRNA	CLJU_c14950
CLJU_RS03460	CLJU_RS03460	782263	782748	CLJU_RS03460-MONOMER	CLJU_c07030
CLJU_RS04145	CLJU_RS04145	929430	930668	CLJU_RS04145-MONOMER	CLJU_c08430
CLJU_RS11035	CLJU_RS11035	2459534	2459857	CLJU_RS11035-MONOMER	CLJU_c22440
CLJU_RS17430	CLJU_RS17430	3859995	3861182	CLJU_RS17430-MONOMER	CLJU_c35390
CLJU_RS07380	CLJU_RS07380	1632428	1633468	CLJU_RS07380-MONOMER	CLJU_c15060
CLJU_RS12250	CLJU_RS12250	2757227	2759125	CLJU_RS12250-MONOMER	CLJU_c24870
CLJU_RS12595	CLJU_RS12595	2834193	2835512	CLJU_RS12595-MONOMER	CLJU_c25560
CLJU_RS19200	CLJU_RS19200	4245044	4245493	CLJU_RS19200-MONOMER	CLJU_c39000
CLJU_RS00845	CLJU_RS00845	172062	172838	CLJU_RS00845-MONOMER	CLJU_c01740
CLJU_RS15950	CLJU_RS15950	3537957	3538178	CLJU_RS15950-MONOMER	CLJU_c32350
CLJU_RS18090	CLJU_RS18090	3992159	3992233	CLJU_RS18090-tRNA	CLJU_c36750
CLJU_RS07085	CLJU_RS07085	1548002	1548373	CLJU_RS07085-MONOMER	CLJU_c14440
CLJU_RS03735	CLJU_RS03735	839130	839672	CLJU_RS03735-MONOMER	CLJU_c07580
CLJU_RS18505	CLJU_RS18505	4082204	4083148	CLJU_RS18505-MONOMER	CLJU_c37580
CLJU_RS09420	CLJU_RS09420	2090062	2091330	CLJU_RS09420-MONOMER	CLJU_c19230
CLJU_RS07785	CLJU_RS07785	1728244	1728624	CLJU_RS07785-MONOMER	CLJU_c15880
CLJU_RS19515	CLJU_RS19515	4313173	4314279	CLJU_RS19515-MONOMER	CLJU_c39630
CLJU_RS09675	CLJU_RS09675	2137982	2139220	CLJU_RS09675-MONOMER	CLJU_c19740
CLJU_RS01980	CLJU_RS01980	422422	422796	CLJU_RS01980-MONOMER	CLJU_c04050
CLJU_RS08015	CLJU_RS08015	1775937	1776605	CLJU_RS08015-MONOMER	CLJU_c16350
CLJU_RS21975	CLJU_RS21975	4605541	4606187	CLJU_RS21975-MONOMER	
CLJU_RS05885	CLJU_RS05885	1298298	1298594	CLJU_RS05885-MONOMER	CLJU_c11990
CLJU_RS03970	CLJU_RS03970	892709	893863	CLJU_RS03970-MONOMER	
CLJU_RS02265	CLJU_RS02265	493194	493580	CLJU_RS02265-MONOMER	CLJU_c04630
CLJU_RS01605	CLJU_RS01605	341393	341626	CLJU_RS01605-MONOMER	CLJU_c03280
CLJU_RS20290	CLJU_RS20290	4462025	4462174	CLJU_RS20290-MONOMER	CLJU_c41190
CLJU_RS14270	CLJU_RS14270	3195773	3196237	CLJU_RS14270-MONOMER	CLJU_c28920
CLJU_RS18380	CLJU_RS18380	4049149	4050837	CLJU_RS18380-MONOMER	CLJU_c37330
CLJU_RS05960	CLJU_RS05960	1313692	1316331	CLJU_RS05960-MONOMER	CLJU_c12150
CLJU_RS14425	CLJU_RS14425	3228903	3230261	CLJU_RS14425-MONOMER	CLJU_c29250
CLJU_RS08325	CLJU_RS08325	1841772	1842437	CLJU_RS08325-MONOMER	CLJU_c16970
CLJU_RS05160	CLJU_RS05160	1162826	1163434	CLJU_RS05160-MONOMER	CLJU_c10510
CLJU_RS20810	CLJU_RS20810	4564195	4564271	CLJU_RS20810-tRNA	CLJU_c42250
CLJU_RS19335	CLJU_RS19335	4273450	4274094	CLJU_RS19335-MONOMER	CLJU_c39270
CLJU_RS18285	CLJU_RS18285	4022232	4023584	CLJU_RS18285-MONOMER	CLJU_c37130
CLJU_RS14070	CLJU_RS14070	3154732	3155433	CLJU_RS14070-MONOMER	CLJU_c28510
CLJU_RS10025	CLJU_RS10025	2227609	2228085	CLJU_RS10025-MONOMER	CLJU_c20430
CLJU_RS10525	CLJU_RS10525	2335236	2335874	CLJU_RS10525-MONOMER	CLJU_c21440
CLJU_RS16720	CLJU_RS16720	3705933	3706454	CLJU_RS16720-MONOMER	CLJU_c33920
CLJU_RS11670	CLJU_RS11670	2611175	2613262	CLJU_RS11670-MONOMER	CLJU_c23730
CLJU_RS15190	CLJU_RS15190	3409893	3410099	CLJU_RS15190-MONOMER	CLJU_c30800
CLJU_RS15475	CLJU_RS15475	3454202	3455547	CLJU_RS15475-MONOMER	CLJU_c31380
CLJU_RS01330	CLJU_RS01330	277531	278217	CLJU_RS01330-MONOMER	CLJU_c02720
CLJU_RS17080	CLJU_RS17080	3782451	3783173	CLJU_RS17080-MONOMER	CLJU_c34640
CLJU_RS06780	CLJU_RS06780	1480941	1481672	CLJU_RS06780-MONOMER	CLJU_c13810
CLJU_RS13365	CLJU_RS13365	2995213	2995650	CLJU_RS13365-MONOMER	CLJU_c27120
CLJU_RS04565	CLJU_RS04565	1030891	1032264	CLJU_RS04565-MONOMER	CLJU_c09260
CLJU_RS20435	CLJU_RS20435	4490389	4491900	CLJU_RS20435-MONOMER	CLJU_c41480
CLJU_RS02850	CLJU_RS02850	634893	635675	CLJU_RS02850-MONOMER	CLJU_c05800
CLJU_RS09130	CLJU_RS09130	2012759	2014627	CLJU_RS09130-MONOMER	CLJU_c18610
CLJU_RS06430	CLJU_RS06430	1408910	1409959	CLJU_RS06430-MONOMER	CLJU_c13100
CLJU_RS21685	CLJU_RS21685	3032677	3032949	CLJU_RS21685-MONOMER	
CLJU_RS06910	CLJU_RS06910	1505658	1506875	CLJU_RS06910-MONOMER	CLJU_c14090
CLJU_RS21665	CLJU_RS21665	2848592	2848776	CLJU_RS21665-MONOMER	
CLJU_RS05560	CLJU_RS05560	1234214	1234693	CLJU_RS05560-MONOMER	CLJU_c11340
CLJU_RS21840	CLJU_RS21840	3665520	3665710	CLJU_RS21840-RNA	
CLJU_RS13200	CLJU_RS13200	2963124	2964302	CLJU_RS13200-MONOMER	CLJU_c26780
CLJU_RS00690	CLJU_RS00690	142931	143875	CLJU_RS00690-MONOMER	CLJU_c01410
CLJU_RS16340	CLJU_RS16340	3620877	3622589	CLJU_RS16340-MONOMER	CLJU_c33150
CLJU_RS19955	CLJU_RS19955	4406193	4406951	CLJU_RS19955-MONOMER	CLJU_c40520
CLJU_RS16455	CLJU_RS16455	3649065	3650033	CLJU_RS16455-MONOMER	CLJU_c33380
CLJU_RS13830	CLJU_RS13830	3096621	3097571	CLJU_RS13830-MONOMER	CLJU_c28000
CLJU_RS14665	CLJU_RS14665	3279773	3283072	CLJU_RS14665-MONOMER	CLJU_c29730
CLJU_RS05470	CLJU_RS05470	1216426	1218300	CLJU_RS05470-MONOMER	CLJU_c11160
CLJU_RS04060	CLJU_RS04060	913114	913803	CLJU_RS04060-MONOMER	CLJU_c08240
CLJU_RS08640	CLJU_RS08640	1908677	1909261	CLJU_RS08640-MONOMER	CLJU_c17590
CLJU_RS04485	CLJU_RS04485	1010090	1010545	CLJU_RS04485-MONOMER	CLJU_c09100
CLJU_RS15035	CLJU_RS15035	3371504	3372406	CLJU_RS15035-MONOMER	CLJU_c30480
CLJU_RS08330	CLJU_RS08330	1842516	1843007	CLJU_RS08330-MONOMER	CLJU_c16980
CLJU_RS10030	CLJU_RS10030	2228335	2228601	CLJU_RS10030-MONOMER	CLJU_c20440
CLJU_RS14190	CLJU_RS14190	3182335	3183102	CLJU_RS14190-MONOMER	CLJU_c28760
CLJU_RS14540	CLJU_RS14540	3256151	3256513	CLJU_RS14540-MONOMER	CLJU_c29480
CLJU_RS10530	CLJU_RS10530	2336082	2337485	CLJU_RS10530-MONOMER	CLJU_c21450
CLJU_RS02625	CLJU_RS02625	580027	580914	CLJU_RS02625-MONOMER	CLJU_c05340
CLJU_RS14810	CLJU_RS14810	3311471	3312391	CLJU_RS14810-MONOMER	CLJU_c30020
CLJU_RS20515	CLJU_RS20515	4504039	4504449	CLJU_RS20515-MONOMER	CLJU_c41640
CLJU_RS11425	CLJU_RS11425	2547792	2548865	CLJU_RS11425-MONOMER	CLJU_c23220
CLJU_RS06100	CLJU_RS06100	1343218	1343874	CLJU_RS06100-MONOMER	CLJU_c12430
CLJU_RS02480	CLJU_RS02480	548446	549582	CLJU_RS02480-MONOMER	CLJU_c05060
CLJU_RS21485	CLJU_RS21485	3924262	3925449	CLJU_RS21485-MONOMER	CLJU_c36050
CLJU_RS05280	CLJU_RS05280	1184834	1186570	CLJU_RS05280-MONOMER	CLJU_c10750
CLJU_RS12460	CLJU_RS12460	2804443	2804958	CLJU_RS12460-MONOMER	CLJU_c25290
CLJU_RS07385	CLJU_RS07385	1633558	1634742	CLJU_RS07385-MONOMER	CLJU_c15070
CLJU_RS21335	CLJU_RS21335	2459994	2462294	CLJU_RS21335-MONOMER	CLJU_c22450
CLJU_RS00115	CLJU_RS00115	25405	25608	CLJU_RS00115-MONOMER	CLJU_c00230
CLJU_RS07090	CLJU_RS07090	1548514	1549584	CLJU_RS07090-MONOMER	CLJU_c14450
CLJU_RS04935	CLJU_RS04935	1114111	1116360	CLJU_RS04935-MONOMER	CLJU_c10060
CLJU_RS09425	CLJU_RS09425	2091490	2091879	CLJU_RS09425-MONOMER	CLJU_c19240
CLJU_RS07790	CLJU_RS07790	1729012	1729515	CLJU_RS07790-MONOMER	CLJU_c15890
CLJU_RS05655	CLJU_RS05655	1249444	1249686	CLJU_RS05655-MONOMER	CLJU_c11530
CLJU_RS18545	CLJU_RS18545	4090368	4091150	CLJU_RS18545-MONOMER	CLJU_c37660
CLJU_RS15750	CLJU_RS15750	3495809	3496783	CLJU_RS15750-MONOMER	CLJU_c31960
CLJU_RS09680	CLJU_RS09680	2139304	2140650	CLJU_RS09680-MONOMER	CLJU_c19750
CLJU_RS03815	CLJU_RS03815	857815	858720	CLJU_RS03815-MONOMER	CLJU_c07760
CLJU_RS03350	CLJU_RS03350	751471	752034	CLJU_RS03350-MONOMER	CLJU_c06810
CLJU_RS01245	CLJU_RS01245	256878	256953	CLJU_RS01245-tRNA	CLJU_c02550
CLJU_RS17200	CLJU_RS17200	3810115	3810657	CLJU_RS17200-MONOMER	CLJU_c34890
CLJU_RS13025	CLJU_RS13025	2925605	2926780	CLJU_RS13025-MONOMER	CLJU_c26430
CLJU_RS08020	CLJU_RS08020	1776634	1778058	CLJU_RS08020-MONOMER	CLJU_c16360
CLJU_RS11900	CLJU_RS11900	2677563	2678831	CLJU_RS11900-MONOMER	CLJU_c24190
CLJU_RS12330	CLJU_RS12330	2776269	2777297	CLJU_RS12330-MONOMER	CLJU_c25030
CLJU_RS02055	CLJU_RS02055	442112	442561	CLJU_RS02055-MONOMER	CLJU_c04210
CLJU_RS05375	CLJU_RS05375	1203026	1203760	CLJU_RS05375-MONOMER	CLJU_c10970
CLJU_RS01895	CLJU_RS01895	404434	404883	CLJU_RS01895-MONOMER	CLJU_c03880
CLJU_RS03610	CLJU_RS03610	811700	813553	CLJU_RS03610-MONOMER	CLJU_c07330
CLJU_RS20520	CLJU_RS20520	4504476	4504766	CLJU_RS20520-MONOMER	CLJU_c41650
CLJU_RS03115	CLJU_RS03115	697454	698272	CLJU_RS03115-MONOMER	CLJU_c06340
CLJU_RS03265	CLJU_RS03265	731182	732465	CLJU_RS03265-MONOMER	CLJU_c06640
CLJU_RS19405	CLJU_RS19405	4287681	4288469	CLJU_RS19405-MONOMER	CLJU_c39410
CLJU_RS10035	CLJU_RS10035	2228682	2230643	CLJU_RS10035-MONOMER	CLJU_c20450
CLJU_RS10535	CLJU_RS10535	2337871	2339394	CLJU_RS10535-MONOMER	CLJU_c21460
CLJU_RS17175	CLJU_RS17175	3804376	3805383	CLJU_RS17175-MONOMER	CLJU_c34840
CLJU_RS06660	CLJU_RS06660	1457811	1458962	CLJU_RS06660-MONOMER	CLJU_c13560
CLJU_RS12135	CLJU_RS12135	2727807	2729759	CLJU_RS12135-MONOMER	CLJU_c24640
CLJU_RS11200	CLJU_RS11200	2497710	2498684	CLJU_RS11200-MONOMER	CLJU_c22770
CLJU_RS08995	CLJU_RS08995	1984583	1985362	CLJU_RS08995-MONOMER	CLJU_c18320
CLJU_RS18455	CLJU_RS18455	4071193	4072647	CLJU_RS18455-MONOMER	CLJU_c37480
CLJU_RS01230	CLJU_RS01230	255905	256453	CLJU_RS01230-MONOMER	CLJU_c02520
CLJU_RS12900	CLJU_RS12900	2901964	2902875	CLJU_RS12900-MONOMER	CLJU_c26180
CLJU_RS02855	CLJU_RS02855	636052	637002	CLJU_RS02855-MONOMER	CLJU_c05820
CLJU_RS20475	CLJU_RS20475	4499768	4502155	CLJU_RS20475-MONOMER	CLJU_c41560
CLJU_RS11815	CLJU_RS11815	2652876	2653331	CLJU_RS11815-MONOMER	CLJU_c24020
CLJU_RS06195	CLJU_RS06195	1362390	1364297	CLJU_RS06195-MONOMER	CLJU_c12620
CLJU_RS04670	CLJU_RS04670	1057633	1058628	CLJU_RS04670-MONOMER	CLJU_c09470
CLJU_RS20795	CLJU_RS20795	4562085	4563083	CLJU_RS20795-MONOMER	CLJU_c42220
CLJU_RS12670	CLJU_RS12670	2848843	2849526	CLJU_RS12670-MONOMER	CLJU_c25720
CLJU_RS01140	CLJU_RS01140	239910	240320	CLJU_RS01140-MONOMER	CLJU_c02330
CLJU_RS16325	CLJU_RS16325	3617630	3618589	CLJU_RS16325-MONOMER	CLJU_c33120
CLJU_RS17020	CLJU_RS17020	3772257	3772330	CLJU_RS17020-tRNA	CLJU_c34520
CLJU_RS09260	CLJU_RS09260	2047937	2048371	CLJU_RS09260-MONOMER	CLJU_c18890
CLJU_RS04350	CLJU_RS04350	973811	974299	CLJU_RS04350-MONOMER	CLJU_c08820
CLJU_RS02580	CLJU_RS02580	570781	571302	CLJU_RS02580-MONOMER	CLJU_c05260
CLJU_RS13275	CLJU_RS13275	2975934	2976410	CLJU_RS13275-MONOMER	CLJU_c26930
CLJU_RS22065	CLJU_RS22065	3340028	3340816	CLJU_RS22065-MONOMER	CLJU_c30240
CLJU_RS08645	CLJU_RS08645	1909387	1909836	CLJU_RS08645-MONOMER	CLJU_c17600
CLJU_RS17035	CLJU_RS17035	3774517	3775269	CLJU_RS17035-MONOMER	CLJU_c34550
CLJU_RS16595	CLJU_RS16595	3679105	3680355	CLJU_RS16595-MONOMER	CLJU_c33670
CLJU_RS16085	CLJU_RS16085	3565882	3566259	CLJU_RS16085-MONOMER	CLJU_c32640
CLJU_RS00505	CLJU_RS00505	98167	98661	CLJU_RS00505-MONOMER	CLJU_c01040
CLJU_RS18130	CLJU_RS18130	3992934	3993009	CLJU_RS18130-tRNA	CLJU_c36830
CLJU_RS01255	CLJU_RS01255	257056	257140	CLJU_RS01255-tRNA	CLJU_c02570
CLJU_RS10040	CLJU_RS10040	2230920	2232071	CLJU_RS10040-MONOMER	CLJU_c20460
CLJU_RS10540	CLJU_RS10540	2339466	2340719	CLJU_RS10540-MONOMER	CLJU_c21470
CLJU_RS15195	CLJU_RS15195	3410203	3411015	CLJU_RS15195-MONOMER	CLJU_c30810
CLJU_RS22130	CLJU_RS22130	612135	612269	CLJU_RS22130-MONOMER	
CLJU_RS16230	CLJU_RS16230	3600239	3600580	CLJU_RS16230-MONOMER	CLJU_c32930
CLJU_RS17685	CLJU_RS17685	3913004	3914209	CLJU_RS17685-MONOMER	CLJU_c35940
CLJU_RS11430	CLJU_RS11430	2549056	2550996	CLJU_RS11430-MONOMER	CLJU_c23230
CLJU_RS02160	CLJU_RS02160	467260	468432	CLJU_RS02160-MONOMER	CLJU_c04420
CLJU_RS13670	CLJU_RS13670	3060373	3061341	CLJU_RS13670-MONOMER	CLJU_c27680
CLJU_RS11045	CLJU_RS11045	2463257	2464069	CLJU_RS11045-MONOMER	CLJU_c22460
CLJU_RS07095	CLJU_RS07095	1550454	1551710	CLJU_RS07095-MONOMER	CLJU_c14460
CLJU_RS21655	CLJU_RS21655	2835620	2835763	CLJU_RS21655-MONOMER	CLJU_c25570
CLJU_RS07390	CLJU_RS07390	1634732	1635463	CLJU_RS07390-MONOMER	CLJU_c15080
CLJU_RS00850	CLJU_RS00850	173164	174204	CLJU_RS00850-MONOMER	CLJU_c01750
CLJU_RS21815	CLJU_RS21815	3538396	3538560	CLJU_RS21815-MONOMER	CLJU_c32360
CLJU_RS18120	CLJU_RS18120	3992700	3992776	CLJU_RS18120-tRNA	CLJU_c36810
CLJU_RS17810	CLJU_RS17810	3938113	3939825	CLJU_RS17810-MONOMER	CLJU_c36200
CLJU_RS19770	CLJU_RS19770	4365825	4366349	CLJU_RS19770-MONOMER	CLJU_c40140
CLJU_RS16810	CLJU_RS16810	3724999	3726315	CLJU_RS16810-MONOMER	CLJU_c34100
CLJU_RS00410	CLJU_RS00410	80282	81943	CLJU_RS00410-MONOMER	CLJU_c00850
CLJU_RS01470	CLJU_RS01470	305846	306250	CLJU_RS01470-MONOMER	CLJU_c03000
CLJU_RS21620	CLJU_RS21620	2092024	2092185	CLJU_RS21620-MONOMER	
CLJU_RS00565	CLJU_RS00565	114814	114930	CLJU_RS00565-rRNA	CLJU_c01160
CLJU_RS04095	CLJU_RS04095	920057	920254	CLJU_RS04095-MONOMER	CLJU_c08320
CLJU_RS05630	CLJU_RS05630	1245026	1245490	CLJU_RS05630-MONOMER	CLJU_c11480
CLJU_RS19745	CLJU_RS19745	4359950	4360711	CLJU_RS19745-MONOMER	CLJU_c40090
CLJU_RS02270	CLJU_RS02270	493603	494739	CLJU_RS02270-MONOMER	CLJU_c04640
CLJU_RS18580	CLJU_RS18580	4096270	4097115	CLJU_RS18580-MONOMER	CLJU_c37730
CLJU_RS20785	CLJU_RS20785	4560147	4560623	CLJU_RS20785-MONOMER	CLJU_c42200
CLJU_RS16605	CLJU_RS16605	3682400	3682999	CLJU_RS16605-MONOMER	CLJU_c33690
CLJU_RS12020	CLJU_RS12020	2707786	2708700	CLJU_RS12020-MONOMER	CLJU_c24430
