Reaction	Metabolites	Stoichiometry
EAR140x1	EG50003-MONOMER_mod_pan4p(1)_mod_tmrs2e(1)	-1
EAR140x1	h_c	-1
EAR140x1	nadh_c	-1
EAR140x1	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	1
EAR140x1	nad_c	1
EAR140y1	EG50003-MONOMER_mod_pan4p(1)_mod_tmrs2e(1)	-1
EAR140y1	h_c	-1
EAR140y1	nadph_c	-1
EAR140y1	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	1
EAR140y1	nadp_c	1
EAR141x1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1)	-1
EAR141x1	h_c	-1
EAR141x1	nadh_c	-1
EAR141x1	EG50003-MONOMER_mod_pan4p(1)_mod_tde(1)	1
EAR141x1	nad_c	1
EAR141y1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1)	-1
EAR141y1	h_c	-1
EAR141y1	nadph_c	-1
EAR141y1	EG50003-MONOMER_mod_pan4p(1)_mod_tde(1)	1
EAR141y1	nadp_c	1
EAR160x1	EG50003-MONOMER_mod_pan4p(1)_mod_tpalm2e(1)	-1
EAR160x1	h_c	-1
EAR160x1	nadh_c	-1
EAR160x1	EG50003-MONOMER_mod_pan4p(1)_mod_palm(1)	1
EAR160x1	nad_c	1
EAR160y1	EG50003-MONOMER_mod_pan4p(1)_mod_tpalm2e(1)	-1
EAR160y1	h_c	-1
EAR160y1	nadph_c	-1
EAR160y1	EG50003-MONOMER_mod_pan4p(1)_mod_palm(1)	1
EAR160y1	nadp_c	1
EAR161x1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c9palme(1)	-1
EAR161x1	h_c	-1
EAR161x1	nadh_c	-1
EAR161x1	EG50003-MONOMER_mod_pan4p(1)_mod_hde(1)	1
EAR161x1	nad_c	1
EAR161y1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c9palme(1)	-1
EAR161y1	h_c	-1
EAR161y1	nadph_c	-1
EAR161y1	EG50003-MONOMER_mod_pan4p(1)_mod_hde(1)	1
EAR161y1	nadp_c	1
EAR180x1	EG50003-MONOMER_mod_pan4p(1)_mod_toctd2e(1)	-1
EAR180x1	h_c	-1
EAR180x1	nadh_c	-1
EAR180x1	EG50003-MONOMER_mod_pan4p(1)_mod_ocdca(1)	1
EAR180x1	nad_c	1
EAR180y1	EG50003-MONOMER_mod_pan4p(1)_mod_toctd2e(1)	-1
EAR180y1	h_c	-1
EAR180y1	nadph_c	-1
EAR180y1	EG50003-MONOMER_mod_pan4p(1)_mod_ocdca(1)	1
EAR180y1	nadp_c	1
EAR181x1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c11vace(1)	-1
EAR181x1	h_c	-1
EAR181x1	nadh_c	-1
EAR181x1	EG50003-MONOMER_mod_pan4p(1)_mod_octe(1)	1
EAR181x1	nad_c	1
EAR181y1	EG50003-MONOMER_mod_pan4p(1)_mod_t3c11vace(1)	-1
EAR181y1	h_c	-1
EAR181y1	nadph_c	-1
EAR181y1	EG50003-MONOMER_mod_pan4p(1)_mod_octe(1)	1
EAR181y1	nadp_c	1
EAR40x1	EG50003-MONOMER_mod_pan4p(1)_mod_but2e(1)	-1
EAR40x1	h_c	-1
EAR40x1	nadh_c	-1
EAR40x1	EG50003-MONOMER_mod_pan4p(1)_mod_but(1)	1
EAR40x1	nad_c	1
EAR40y1	EG50003-MONOMER_mod_pan4p(1)_mod_but2e(1)	-1
EAR40y1	h_c	-1
EAR40y1	nadph_c	-1
EAR40y1	EG50003-MONOMER_mod_pan4p(1)_mod_but(1)	1
EAR40y1	nadp_c	1
EAR60x1	EG50003-MONOMER_mod_pan4p(1)_mod_thex2e(1)	-1
EAR60x1	h_c	-1
EAR60x1	nadh_c	-1
EAR60x1	EG50003-MONOMER_mod_pan4p(1)_mod_hex(1)	1
EAR60x1	nad_c	1
EAR60y1	EG50003-MONOMER_mod_pan4p(1)_mod_thex2e(1)	-1
EAR60y1	h_c	-1
EAR60y1	nadph_c	-1
EAR60y1	EG50003-MONOMER_mod_pan4p(1)_mod_hex(1)	1
EAR60y1	nadp_c	1
EAR80x1	EG50003-MONOMER_mod_pan4p(1)_mod_toct2e(1)	-1
EAR80x1	h_c	-1
EAR80x1	nadh_c	-1
EAR80x1	EG50003-MONOMER_mod_pan4p(1)_mod_oc(1)	1
EAR80x1	nad_c	1
EAR80y1	EG50003-MONOMER_mod_pan4p(1)_mod_toct2e(1)	-1
EAR80y1	h_c	-1
EAR80y1	nadph_c	-1
EAR80y1	EG50003-MONOMER_mod_pan4p(1)_mod_oc(1)	1
EAR80y1	nadp_c	1
EDTXS11	EG50003-MONOMER_mod_pan4p(1)_mod_ddca(1)	-1
EDTXS11	kdo2lipid4_c	-1
EDTXS11	EG50003-MONOMER_mod_pan4p(1)	1
EDTXS11	kdo2lipid4L_c	1
EDTXS21	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	-1
EDTXS21	kdo2lipid4L_c	-1
EDTXS21	EG50003-MONOMER_mod_pan4p(1)	1
EDTXS21	lipa_c	1
EDTXS31	EG50003-MONOMER_mod_pan4p(1)_mod_hde(1)	-1
EDTXS31	kdo2lipid4_c	-1
EDTXS31	EG50003-MONOMER_mod_pan4p(1)	1
EDTXS31	kdo2lipid4p_c	1
EDTXS41	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	-1
EDTXS41	kdo2lipid4p_c	-1
EDTXS41	EG50003-MONOMER_mod_pan4p(1)	1
EDTXS41	lipa_cold_c	1
EGMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_egme(1)	-1
EGMEACPR1	h_c	-1
EGMEACPR1	nadph_c	-1
EGMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_gme(1)	1
EGMEACPR1	nadp_c	1
EPMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_epme(1)	-1
EPMEACPR1	h_c	-1
EPMEACPR1	nadph_c	-1
EPMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_pme(1)	1
EPMEACPR1	nadp_c	1
FA100ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_dca(1)	-1
FA100ACPHi1	h2o_c	-1
FA100ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA100ACPHi1	dca_c	1
FA100ACPHi1	h_c	1
FA120ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_ddca(1)	-1
FA120ACPHi1	h2o_c	-1
FA120ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA120ACPHi1	ddca_c	1
FA120ACPHi1	h_c	1
FA140ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	-1
FA140ACPHi1	h2o_c	-1
FA140ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA140ACPHi1	h_c	1
FA140ACPHi1	ttdca_c	1
FA141ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_tde(1)	-1
FA141ACPHi1	h2o_c	-1
FA141ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA141ACPHi1	h_c	1
FA141ACPHi1	ttdcea_c	1
FA160ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_palm(1)	-1
FA160ACPHi1	h2o_c	-1
FA160ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA160ACPHi1	h_c	1
FA160ACPHi1	hdca_c	1
FA161ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_hde(1)	-1
FA161ACPHi1	h2o_c	-1
FA161ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA161ACPHi1	h_c	1
FA161ACPHi1	hdcea_c	1
FA80ACPHi1	EG50003-MONOMER_mod_pan4p(1)_mod_oc(1)	-1
FA80ACPHi1	h2o_c	-1
FA80ACPHi1	EG50003-MONOMER_mod_pan4p(1)	1
FA80ACPHi1	h_c	1
FA80ACPHi1	octa_c	1
FLDR21	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	-2
FLDR21	nadph_c	-1
FLDR21	h_c	1
FLDR21	nadp_c	1
FLDR21	FLAVODOXIN1-MONOMER	2
FLDR22	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	-2
FLDR22	nadph_c	-1
FLDR22	h_c	1
FLDR22	nadp_c	1
FLDR22	FLAVODOXIN2-MONOMER	2
Fe_transfer_CyaY_mod_fe2(1)_to_IscU	EG11653-MONOMER_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU	IscU	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU	EG11653-MONOMER	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU	IscU_mod_fe2(1)	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)	EG11653-MONOMER_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)	IscU_mod_2fe2s(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)	EG11653-MONOMER	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)	IscU_mod_2fe2s(1)_mod_fe2(1)	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)_mod_fe2(1)	EG11653-MONOMER_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)_mod_fe2(1)	IscU_mod_2fe2s(1)_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)_mod_fe2(1)	EG11653-MONOMER	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_2Fe2S(1)_mod_fe2(1)	IscU_mod_2fe2s(1)_mod_fe2(2)	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_fe2(1)	EG11653-MONOMER_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_fe2(1)	IscU_mod_fe2(1)	-1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_fe2(1)	EG11653-MONOMER	1
Fe_transfer_CyaY_mod_fe2(1)_to_IscU_mod_fe2(1)	IscU_mod_fe2(2)	1
G3PAT1201	EG50003-MONOMER_mod_pan4p(1)_mod_ddca(1)	-1
G3PAT1201	glyc3p_c	-1
G3PAT1201	1ddecg3p_c	1
G3PAT1201	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1401	EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1)	-1
G3PAT1401	glyc3p_c	-1
G3PAT1401	1tdecg3p_c	1
G3PAT1401	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1411	EG50003-MONOMER_mod_pan4p(1)_mod_tde(1)	-1
G3PAT1411	glyc3p_c	-1
G3PAT1411	1tdec7eg3p_c	1
G3PAT1411	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1601	EG50003-MONOMER_mod_pan4p(1)_mod_palm(1)	-1
G3PAT1601	glyc3p_c	-1
G3PAT1601	1hdecg3p_c	1
G3PAT1601	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1611	EG50003-MONOMER_mod_pan4p(1)_mod_hde(1)	-1
G3PAT1611	glyc3p_c	-1
G3PAT1611	1hdec9eg3p_c	1
G3PAT1611	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1801	EG50003-MONOMER_mod_pan4p(1)_mod_ocdca(1)	-1
G3PAT1801	glyc3p_c	-1
G3PAT1801	1odecg3p_c	1
G3PAT1801	EG50003-MONOMER_mod_pan4p(1)	1
G3PAT1811	EG50003-MONOMER_mod_pan4p(1)_mod_octe(1)	-1
G3PAT1811	glyc3p_c	-1
G3PAT1811	1odec11eg3p_c	1
G3PAT1811	EG50003-MONOMER_mod_pan4p(1)	1
GLUTRR	generic_tRNA_GAG_glu__L_c	-1
GLUTRR	glu__L_c	-1
GLUTRR	h_c	-1
GLUTRR	nadph_c	-1
GLUTRR	glu1sa_c	1
GLUTRR	nadp_c	1
GLUTRR_GAA	generic_tRNA_GAA_glu__L_c	-1
GLUTRR_GAA	glu__L_c	-1
GLUTRR_GAA	h_c	-1
GLUTRR_GAA	nadph_c	-1
GLUTRR_GAA	glu1sa_c	1
GLUTRR_GAA	nadp_c	1
GRXR1	gthrd_c	-2
GRXR1	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	-1
GRXR1	GLUTAREDOXIN-MONOMER	1
GRXR1	gthox_c	1
GRXR2	gthrd_c	-2
GRXR2	GRXB-MONOMER_mod_Oxidized(1)	-1
GRXR2	GRXB-MONOMER	1
GRXR2	gthox_c	1
GRXR3	gthrd_c	-2
GRXR3	CPLX0-7817_mod_Oxidized(1)	-1
GRXR3	CPLX0-7817	1
GRXR3	gthox_c	1
GRXR4	gthrd_c	-2
GRXR4	GRXC-MONOMER_mod_Oxidized(1)	-1
GRXR4	GRXC-MONOMER	1
GRXR4	gthox_c	1
I4FE4SR1	h_c	2
I4FE4SR1	IscU_mod_2fe2s(2)	-1
I4FE4SR1	fadh2_c	-1
I4FE4SR1	IscU_mod_4fe4s(1)	1
I4FE4SR1	fad_c	1
ICYSDS1	IscS_mod_pydx5p(2)	-1
ICYSDS1	cys__L_c	-1
ICYSDS1	IscS_mod_pydx5p(2)_mod_SH(1)	1
ICYSDS1	ala__L_c	1
IscU_Fe_loading	IscU	-1
IscU_Fe_loading	fe2_c	-1
IscU_Fe_loading	IscU_mod_fe2(1)	1
IscU_mod_fe2(1)_Fe_loading	IscU_mod_fe2(1)	-1
IscU_mod_fe2(1)_Fe_loading	fe2_c	-1
IscU_mod_fe2(1)_Fe_loading	IscU_mod_fe2(2)	1
KAS141	EG50003-MONOMER_mod_pan4p(1)_mod_ac(1)	-1
KAS141	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	-1
KAS141	h_c	-1
KAS141	EG50003-MONOMER_mod_pan4p(1)	1
KAS141	EG50003-MONOMER_mod_pan4p(1)_mod_act(1)	1
KAS141	co2_c	1
KAS151	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	-1
KAS151	accoa_c	-1
KAS151	h_c	-1
KAS151	EG50003-MONOMER_mod_pan4p(1)_mod_act(1)	1
KAS151	co2_c	1
KAS151	coa_c	1
MACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	-1
MACPD1	h_c	-1
MACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_ac(1)	1
MACPD1	co2_c	1
MCOATA1	EG50003-MONOMER_mod_pan4p(1)	-1
MCOATA1	malcoa_c	-1
MCOATA1	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	1
MCOATA1	coa_c	1
MECDPDH51	FLAVODOXIN1-MONOMER	-2
MECDPDH51	2mecdp_c	-1
MECDPDH51	h_c	-1
MECDPDH51	h2mb4p_c	1
MECDPDH51	h2o_c	1
MECDPDH51	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	2
MECDPDH52	FLAVODOXIN2-MONOMER	-2
MECDPDH52	2mecdp_c	-1
MECDPDH52	h_c	-1
MECDPDH52	h2mb4p_c	1
MECDPDH52	h2o_c	1
MECDPDH52	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	2
METSOXR11	RED-THIOREDOXIN-MONOMER	-1
METSOXR11	metsox__S__L_c	-1
METSOXR11	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
METSOXR11	h2o_c	1
METSOXR11	met__L_c	1
METSOXR12	RED-THIOREDOXIN2-MONOMER	-1
METSOXR12	metsox__S__L_c	-1
METSOXR12	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
METSOXR12	h2o_c	1
METSOXR12	met__L_c	1
METSOXR21	RED-THIOREDOXIN-MONOMER	-1
METSOXR21	metsox__R__L_c	-1
METSOXR21	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
METSOXR21	h2o_c	1
METSOXR21	met__L_c	1
METSOXR22	RED-THIOREDOXIN2-MONOMER	-1
METSOXR22	metsox__R__L_c	-1
METSOXR22	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
METSOXR22	h2o_c	1
METSOXR22	met__L_c	1
MOADSUx1	EG11597-MONOMER_mod_amp(1)	-1
MOADSUx1	IscS_mod_pydx5p(2)_mod_SH(1)	-1
MOADSUx1	nadh_c	-1
MOADSUx1	EG11597-MONOMER_mod_cosh(1)	1
MOADSUx1	IscS_mod_pydx5p(2)	1
MOADSUx1	amp_c	1
MOADSUx1	nad_c	1
MPTS1	EG11597-MONOMER_mod_cosh(1)	-2
MPTS1	cpmp_c	-1
MPTS1	cu2_c	-1
MPTS1	mpt_c	1
MPTS1	EG11597-MONOMER	2
MPTS1	h_c	5
MPTSS1	EG11597-MONOMER	-1
MPTSS1	atp_c	-1
MPTSS1	h_c	-1
MPTSS1	EG11597-MONOMER_mod_amp(1)	1
MPTSS1	ppi_c	1
#NHFRBO	EG12450-MONOMER	-1
#NHFRBO	no_c	-2
#NHFRBO	h_c	-1
#NHFRBO	nadh_c	-1
#NHFRBO	h2o_c	1
#NHFRBO	n2o_c	1
#NHFRBO	nad_c	1
OGMEACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_hgme(1)	-1
OGMEACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_egme(1)	1
OGMEACPD1	h2o_c	1
OGMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_ogme(1)	-1
OGMEACPR1	h_c	-1
OGMEACPR1	nadph_c	-1
OGMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_hgme(1)	1
OGMEACPR1	nadp_c	1
OGMEACPS1	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	-1
OGMEACPS1	h_c	-1
OGMEACPS1	malcoame_c	-1
OGMEACPS1	EG50003-MONOMER_mod_pan4p(1)_mod_ogme(1)	1
OGMEACPS1	co2_c	1
OGMEACPS1	coa_c	1
OPMEACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_hpme(1)	-1
OPMEACPD1	EG50003-MONOMER_mod_pan4p(1)_mod_epme(1)	1
OPMEACPD1	h2o_c	1
OPMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_opme(1)	-1
OPMEACPR1	h_c	-1
OPMEACPR1	nadph_c	-1
OPMEACPR1	EG50003-MONOMER_mod_pan4p(1)_mod_hpme(1)	1
OPMEACPR1	nadp_c	1
OPMEACPS1	EG50003-MONOMER_mod_pan4p(1)_mod_gme(1)	-1
OPMEACPS1	EG50003-MONOMER_mod_pan4p(1)_mod_mal(1)	-1
OPMEACPS1	h_c	-1
OPMEACPS1	EG50003-MONOMER_mod_pan4p(1)	1
OPMEACPS1	EG50003-MONOMER_mod_pan4p(1)_mod_opme(1)	1
OPMEACPS1	co2_c	1
PAPSR1	RED-THIOREDOXIN-MONOMER	-1
PAPSR1	paps_c	-1
PAPSR1	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
PAPSR1	pap_c	1
PAPSR1	so3_c	1
PAPSR1	h_c	2
PAPSR2	RED-THIOREDOXIN2-MONOMER	-1
PAPSR2	paps_c	-1
PAPSR2	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
PAPSR2	pap_c	1
PAPSR2	so3_c	1
PAPSR2	h_c	2
PAPSR21	GLUTAREDOXIN-MONOMER	-1
PAPSR21	paps_c	-1
PAPSR21	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	1
PAPSR21	pap_c	1
PAPSR21	so3_c	1
PAPSR21	h_c	2
PAPSR22	GRXB-MONOMER	-1
PAPSR22	paps_c	-1
PAPSR22	GRXB-MONOMER_mod_Oxidized(1)	1
PAPSR22	pap_c	1
PAPSR22	so3_c	1
PAPSR22	h_c	2
PAPSR23	CPLX0-7817	-1
PAPSR23	paps_c	-1
PAPSR23	CPLX0-7817_mod_Oxidized(1)	1
PAPSR23	pap_c	1
PAPSR23	so3_c	1
PAPSR23	h_c	2
PAPSR24	GRXC-MONOMER	-1
PAPSR24	paps_c	-1
PAPSR24	GRXC-MONOMER_mod_Oxidized(1)	1
PAPSR24	pap_c	1
PAPSR24	so3_c	1
PAPSR24	h_c	2
PDX5PS1	nad_c	-1
PDX5PS1	phthr_c	-1
PDX5PS1	3a1hac1p_c	1
PDX5PS1	co2_c	1
PDX5PS1	nadh_c	1
PDX5PS2	3a1hac1p_c	-1
PDX5PS2	dxyl5p_c	-1
PDX5PS2	h_c	1
PDX5PS2	pdx5p_c	1
PDX5PS2	pi_c	1
PDX5PS2	h2o_c	2
PMEACPE1	EG50003-MONOMER_mod_pan4p(1)_mod_pme(1)	-1
PMEACPE1	h2o_c	-1
PMEACPE1	EG50003-MONOMER_mod_pan4p(1)_mod_pim(1)	1
PMEACPE1	meoh_c	1
POR51	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	-2
POR51	coa_c	-1
POR51	pyr_c	-1
POR51	accoa_c	1
POR51	co2_c	1
POR51	h_c	1
POR51	FLAVODOXIN1-MONOMER	2
POR52	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	-2
POR52	coa_c	-1
POR52	pyr_c	-1
POR52	accoa_c	1
POR52	co2_c	1
POR52	h_c	1
POR52	FLAVODOXIN2-MONOMER	2
RNDR11	RED-THIOREDOXIN-MONOMER	-1
RNDR11	adp_c	-1
RNDR11	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR11	dadp_c	1
RNDR11	h2o_c	1
RNDR12	RED-THIOREDOXIN2-MONOMER	-1
RNDR12	adp_c	-1
RNDR12	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
RNDR12	dadp_c	1
RNDR12	h2o_c	1
RNDR1b1	GLUTAREDOXIN-MONOMER	-1
RNDR1b1	adp_c	-1
RNDR1b1	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR1b1	dadp_c	1
RNDR1b1	h2o_c	1
RNDR1b2	GRXB-MONOMER	-1
RNDR1b2	adp_c	-1
RNDR1b2	GRXB-MONOMER_mod_Oxidized(1)	1
RNDR1b2	dadp_c	1
RNDR1b2	h2o_c	1
RNDR1b3	CPLX0-7817	-1
RNDR1b3	adp_c	-1
RNDR1b3	CPLX0-7817_mod_Oxidized(1)	1
RNDR1b3	dadp_c	1
RNDR1b3	h2o_c	1
RNDR1b4	GRXC-MONOMER	-1
RNDR1b4	adp_c	-1
RNDR1b4	GRXC-MONOMER_mod_Oxidized(1)	1
RNDR1b4	dadp_c	1
RNDR1b4	h2o_c	1
RNDR21	RED-THIOREDOXIN-MONOMER	-1
RNDR21	gdp_c	-1
RNDR21	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR21	dgdp_c	1
RNDR21	h2o_c	1
RNDR22	RED-THIOREDOXIN2-MONOMER	-1
RNDR22	gdp_c	-1
RNDR22	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
RNDR22	dgdp_c	1
RNDR22	h2o_c	1
RNDR2b1	GLUTAREDOXIN-MONOMER	-1
RNDR2b1	gdp_c	-1
RNDR2b1	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR2b1	dgdp_c	1
RNDR2b1	h2o_c	1
RNDR2b2	GRXB-MONOMER	-1
RNDR2b2	gdp_c	-1
RNDR2b2	GRXB-MONOMER_mod_Oxidized(1)	1
RNDR2b2	dgdp_c	1
RNDR2b2	h2o_c	1
RNDR2b3	CPLX0-7817	-1
RNDR2b3	gdp_c	-1
RNDR2b3	CPLX0-7817_mod_Oxidized(1)	1
RNDR2b3	dgdp_c	1
RNDR2b3	h2o_c	1
RNDR2b4	GRXC-MONOMER	-1
RNDR2b4	gdp_c	-1
RNDR2b4	GRXC-MONOMER_mod_Oxidized(1)	1
RNDR2b4	dgdp_c	1
RNDR2b4	h2o_c	1
RNDR31	RED-THIOREDOXIN-MONOMER	-1
RNDR31	cdp_c	-1
RNDR31	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR31	dcdp_c	1
RNDR31	h2o_c	1
RNDR32	RED-THIOREDOXIN2-MONOMER	-1
RNDR32	cdp_c	-1
RNDR32	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
RNDR32	dcdp_c	1
RNDR32	h2o_c	1
RNDR3b1	GLUTAREDOXIN-MONOMER	-1
RNDR3b1	cdp_c	-1
RNDR3b1	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR3b1	dcdp_c	1
RNDR3b1	h2o_c	1
RNDR3b2	GRXB-MONOMER	-1
RNDR3b2	cdp_c	-1
RNDR3b2	GRXB-MONOMER_mod_Oxidized(1)	1
RNDR3b2	dcdp_c	1
RNDR3b2	h2o_c	1
RNDR3b3	CPLX0-7817	-1
RNDR3b3	cdp_c	-1
RNDR3b3	CPLX0-7817_mod_Oxidized(1)	1
RNDR3b3	dcdp_c	1
RNDR3b3	h2o_c	1
RNDR3b4	GRXC-MONOMER	-1
RNDR3b4	cdp_c	-1
RNDR3b4	GRXC-MONOMER_mod_Oxidized(1)	1
RNDR3b4	dcdp_c	1
RNDR3b4	h2o_c	1
RNDR41	RED-THIOREDOXIN-MONOMER	-1
RNDR41	udp_c	-1
RNDR41	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR41	dudp_c	1
RNDR41	h2o_c	1
RNDR42	RED-THIOREDOXIN2-MONOMER	-1
RNDR42	udp_c	-1
RNDR42	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
RNDR42	dudp_c	1
RNDR42	h2o_c	1
RNDR4b1	GLUTAREDOXIN-MONOMER	-1
RNDR4b1	udp_c	-1
RNDR4b1	GLUTAREDOXIN-MONOMER_mod_Oxidized(1)	1
RNDR4b1	dudp_c	1
RNDR4b1	h2o_c	1
RNDR4b2	GRXB-MONOMER	-1
RNDR4b2	udp_c	-1
RNDR4b2	GRXB-MONOMER_mod_Oxidized(1)	1
RNDR4b2	dudp_c	1
RNDR4b2	h2o_c	1
RNDR4b3	CPLX0-7817	-1
RNDR4b3	udp_c	-1
RNDR4b3	CPLX0-7817_mod_Oxidized(1)	1
RNDR4b3	dudp_c	1
RNDR4b3	h2o_c	1
RNDR4b4	GRXC-MONOMER	-1
RNDR4b4	udp_c	-1
RNDR4b4	GRXC-MONOMER_mod_Oxidized(1)	1
RNDR4b4	dudp_c	1
RNDR4b4	h2o_c	1
RNTR1c21	FLAVODOXIN1-MONOMER	-2
RNTR1c21	h_c	-2
RNTR1c21	atp_c	-1
RNTR1c21	datp_c	1
RNTR1c21	h2o_c	1
RNTR1c21	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	2
RNTR1c22	FLAVODOXIN2-MONOMER	-2
RNTR1c22	h_c	-2
RNTR1c22	atp_c	-1
RNTR1c22	datp_c	1
RNTR1c22	h2o_c	1
RNTR1c22	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	2
RNTR2c21	FLAVODOXIN1-MONOMER	-2
RNTR2c21	h_c	-2
RNTR2c21	gtp_c	-1
RNTR2c21	dgtp_c	1
RNTR2c21	h2o_c	1
RNTR2c21	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	2
RNTR2c22	FLAVODOXIN2-MONOMER	-2
RNTR2c22	h_c	-2
RNTR2c22	gtp_c	-1
RNTR2c22	dgtp_c	1
RNTR2c22	h2o_c	1
RNTR2c22	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	2
RNTR3c21	FLAVODOXIN1-MONOMER	-2
RNTR3c21	h_c	-2
RNTR3c21	ctp_c	-1
RNTR3c21	dctp_c	1
RNTR3c21	h2o_c	1
RNTR3c21	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	2
RNTR3c22	FLAVODOXIN2-MONOMER	-2
RNTR3c22	h_c	-2
