Transcription-Units,Genes of transcription unit,Direction
TU271D-963,CLJU_RS08295 // CLJU_RS08290,+
TU271D-2639,CLJU_RS14460,+
TU271D-167,CLJU_RS01290 // CLJU_RS01285,+
TU271D-2830,CLJU_RS05165,-
TU271D-2758,CLJU_RS09200,+
TU271D-2879,CLJU_RS01425,-
TU271D-2612,CLJU_RS15150,-
TU271D-844,CLJU_RS07270,+
TU271D-2317,CLJU_RS19645 // CLJU_RS19640,-
TU271D-1939,CLJU_RS16445,+
TU271D-1087,CLJU_RS09285,+
TU271D-2258,CLJU_RS19060,-
TU271D-817,CLJU_RS07035 // CLJU_RS07030,+
TU271D-2638,CLJU_RS21400,-
TU271D-1342,CLJU_RS11390,+
TU271D-1236,CLJU_RS10460,-
TU271D-2419,CLJU_RS20540 // CLJU_RS20535,-
TU271D-843,CLJU_RS21275,+
TU271D-1584,CLJU_RS13530,+
TU271D-40,CLJU_RS00310,+
TU271D-816,CLJU_RS07025,-
TU271D-2121,CLJU_RS17895,-
TU271D-1715,CLJU_RS14505,-
TU271D-221,CLJU_RS01780,+
TU271D-624,CLJU_RS05300,-
TU271D-522,CLJU_RS04365,-
TU271D-2757,CLJU_RS09215,+
TU271D-1852,CLJU_RS15790 // CLJU_RS15785,-
TU271D-463,CLJU_RS03900,+
TU271D-1399,CLJU_RS11920,-
TU271D-1627,CLJU_RS21380,-
TU271D-2610,CLJU_RS15175,+
TU271D-1038,CLJU_RS08880,+
TU271D-186,CLJU_RS01455,+
TU271D-2814,CLJU_RS06610,-
TU271D-815,CLJU_RS07020,-
TU271D-2028,CLJU_RS17185 // CLJU_RS17180 // CLJU_RS17175,-
TU271D-1673,CLJU_RS14150,-
TU271D-1307,CLJU_RS11050,-
TU271D-394,CLJU_RS03305,-
TU271D-962,CLJU_RS08285,+
TU271D-2418,CLJU_RS20530,-
TU271D-341,CLJU_RS02820 // CLJU_RS02815,+
TU271D-1654,CLJU_RS14010,-
TU271D-814,CLJU_RS07015 // CLJU_RS07010,-
TU271D-2206,CLJU_RS18690,-
TU271D-1155,CLJU_RS09810,-
TU271D-623,CLJU_RS05295,-
TU271D-2756,CLJU_RS09220,-
TU271D-114,CLJU_RS00895,+
TU271D-2159,CLJU_RS18305 // CLJU_RS18300,-
TU271D-2608,CLJU_RS15220,-
TU271D-1645,CLJU_RS13925,-
TU271D-1424,CLJU_RS12120,-
TU271D-2316,CLJU_RS19635 // CLJU_RS19630,-
TU271D-1181,CLJU_RS10000,+
TU271D-1034,CLJU_RS08840,+
TU271D-2257,CLJU_RS22715,+
TU271D-813,CLJU_RS22170,-
TU271D-2023,CLJU_RS17150,+
TU271D-1782,CLJU_RS15060,+
TU271D-961,CLJU_RS08280,+
TU271D-2417,CLJU_RS20525,-
TU271D-1578,CLJU_RS13500 // CLJU_RS13495,-
TU271D-2607,CLJU_RS15225,+
TU271D-248,CLJU_RS01985,+
TU271D-39,CLJU_RS00305,+
TU271D-812,CLJU_RS07000,-
TU271D-622,CLJU_RS05290 // CLJU_RS05285,+
TU271D-521,CLJU_RS04360,-
TU271D-1851,CLJU_RS15780,-
TU271D-1911,CLJU_RS16230 // CLJU_RS16225 // CLJU_RS16220,-
TU271D-462,CLJU_RS03895,+
TU271D-2755,CLJU_RS09250,-
TU271D-2606,CLJU_RS15230,-
TU271D-133,CLJU_RS01030,+
TU271D-1486,CLJU_RS12625,-
TU271D-2826,CLJU_RS05555,+
TU271D-811,CLJU_RS06995,-
TU271D-411,CLJU_RS03440,+
TU271D-960,CLJU_RS08275,+
TU271D-364,CLJU_RS03030,+
TU271D-2416,CLJU_RS20520 // CLJU_RS20515,-
TU271D-75,CLJU_RS00600,+
TU271D-2605,CLJU_RS15235,+
TU271D-2754,CLJU_RS09290,-
TU271D-2105,CLJU_RS17795 // CLJU_RS17790,-
TU271D-810,CLJU_RS06990 // CLJU_RS06985,+
TU271D-326,CLJU_RS02610,+
TU271D-2031,CLJU_RS17215 // CLJU_RS17210,-
TU271D-621,CLJU_RS05280,-
TU271D-1108,CLJU_RS09440 // CLJU_RS09435,-
TU271D-2604,CLJU_RS15250,+
TU271D-2315,CLJU_RS19625,-
TU271D-1938,CLJU_RS16440 // CLJU_RS16435,-
TU271D-809,CLJU_RS06980,+
TU271D-2256,CLJU_RS19055 // CLJU_RS19050,+
TU271D-1458,CLJU_RS12405,-
TU271D-2789,CLJU_RS07930,-
TU271D-1884,CLJU_RS16030,+
TU271D-2753,CLJU_RS09295,+
TU271D-1554,CLJU_RS13315,+
TU271D-1235,CLJU_RS10455,-
TU271D-1193,CLJU_RS10130 // CLJU_RS10125,+
TU271D-1685,CLJU_RS14240,-
TU271D-2415,CLJU_RS20510,-
TU271D-2603,CLJU_RS15255,-
TU271D-101,CLJU_RS00795,+
TU271D-1768,CLJU_RS14965 // CLJU_RS14960,-
TU271D-2846,CLJU_RS04015,-
TU271D-273,CLJU_RS02195 // CLJU_RS02190,+
TU271D-38,CLJU_RS00300,+
TU271D-808,CLJU_RS06975,+
TU271D-233,CLJU_RS01885,+
TU271D-220,CLJU_RS01775 // CLJU_RS01770 // CLJU_RS01765 // CLJU_RS01760 // CLJU_RS01755,+
TU271D-620,CLJU_RS05275,-
TU271D-520,CLJU_RS04345 // CLJU_RS04340 // CLJU_RS04335 // CLJU_RS04330,+
TU271D-1368,CLJU_RS11585,-
TU271D-2058,CLJU_RS17430,-
TU271D-1850,CLJU_RS15775 // CLJU_RS22405 // CLJU_RS15770 // CLJU_RS15765 // CLJU_RS15760 // CLJU_RS15755 // CLJU_RS15750 // CLJU_RS15745,-
TU271D-461,CLJU_RS03890,+
TU271D-934,CLJU_RS08035 // CLJU_RS08030,-
TU271D-1626,CLJU_RS13815,-
TU271D-2602,CLJU_RS15260,+
TU271D-2043,CLJU_RS17300,-
TU271D-807,CLJU_RS06965 // CLJU_RS06960 // CLJU_RS22165 // CLJU_RS06955 // CLJU_RS06950,+
TU271D-1093,CLJU_RS09335,+
TU271D-393,CLJU_RS03300 // CLJU_RS03295,+
TU271D-1575,CLJU_RS13465 // CLJU_RS13460 // CLJU_RS13455,-
TU271D-958,CLJU_RS08265 // CLJU_RS08260 // CLJU_RS08255,+
TU271D-2414,CLJU_RS20505,-
TU271D-2601,CLJU_RS15275,+
TU271D-339,CLJU_RS02780 // CLJU_RS02775,+
TU271D-806,CLJU_RS06945,+
TU271D-2827,CLJU_RS05325,-
TU271D-2205,CLJU_RS18685 // CLJU_RS18680,-
TU271D-174,CLJU_RS01350 // CLJU_RS01345,-
TU271D-619,CLJU_RS05270,-
TU271D-1794,CLJU_RS22380 // CLJU_RS15140,+
TU271D-2752,CLJU_RS09300,-
TU271D-2600,CLJU_RS15280,-
TU271D-1423,CLJU_RS12115,-
TU271D-2314,CLJU_RS19620 // CLJU_RS19615,-
TU271D-2764,CLJU_RS08850,+
TU271D-2255,CLJU_RS19045,+
TU271D-805,CLJU_RS06940,+
TU271D-146,CLJU_RS01115,+
TU271D-1893,CLJU_RS16090 // CLJU_RS16085,-
TU271D-2751,CLJU_RS09310,-
TU271D-2007,CLJU_RS16995,-
TU271D-2413,CLJU_RS20500 // CLJU_RS20495 // CLJU_RS20490 // CLJU_RS20485 // CLJU_RS20480,-
TU271D-1403,CLJU_RS11960 // CLJU_RS11955,-
TU271D-2599,CLJU_RS15305,-
TU271D-2135,CLJU_RS18040 // CLJU_RS18035 // CLJU_RS18030 // CLJU_RS21895 // CLJU_RS18025 // CLJU_RS18020,-
TU271D-37,CLJU_RS00295,+
TU271D-804,CLJU_RS06935,+
TU271D-618,CLJU_RS05265 // CLJU_RS05260 // CLJU_RS05255,+
TU271D-519,CLJU_RS04325,+
TU271D-1052,CLJU_RS09020 // CLJU_RS09015 // CLJU_RS09010,+
TU271D-1406,CLJU_RS12000 // CLJU_RS11995 // CLJU_RS11990,-
TU271D-1849,CLJU_RS15740 // CLJU_RS15735 // CLJU_RS15730 // CLJU_RS15725 // CLJU_RS15720,-
TU271D-1392,CLJU_RS11865 // CLJU_RS11860 // CLJU_RS11855 // CLJU_RS11850 // CLJU_RS11845,-
TU271D-959,CLJU_RS08270,+
TU271D-460,CLJU_RS03880 // CLJU_RS03875,+
TU271D-264,CLJU_RS02105 // CLJU_RS02100,+
TU271D-2598,CLJU_RS15310,+
TU271D-1364,CLJU_RS21650,-
TU271D-1980,CLJU_RS16760,+
TU271D-299,CLJU_RS02370,+
TU271D-1284,CLJU_RS10880 // CLJU_RS10875 // CLJU_RS10870,-
TU271D-1732,CLJU_RS14650 // CLJU_RS14645 // CLJU_RS14640,-
TU271D-803,CLJU_RS06930,+
TU271D-1454,CLJU_RS12380 // CLJU_RS12375 // CLJU_RS12370,-
TU271D-1800,CLJU_RS15205 // CLJU_RS15200,-
TU271D-410,CLJU_RS21535,+
TU271D-956,CLJU_RS08245,+
TU271D-1618,CLJU_RS13755 // CLJU_RS13750,-
TU271D-363,CLJU_RS03025 // CLJU_RS03020,+
TU271D-2412,CLJU_RS20475,-
TU271D-74,CLJU_RS00595,-
TU271D-2597,CLJU_RS15495,+
TU271D-1183,CLJU_RS10030,+
TU271D-198,CLJU_RS01545 // CLJU_RS01540,+
TU271D-802,CLJU_RS21570,-
TU271D-1023,CLJU_RS08750,-
TU271D-121,CLJU_RS00935,+
TU271D-2559,CLJU_RS17370,+
TU271D-2187,CLJU_RS18510 // CLJU_RS18505 // CLJU_RS18500,-
TU271D-617,CLJU_RS05250 // CLJU_RS05245 // CLJU_RS05240 // CLJU_RS05235 // CLJU_RS05230,+
TU271D-2750,CLJU_RS09345,-
TU271D-1539,CLJU_RS13175,-
TU271D-2087,CLJU_RS17655 // CLJU_RS17650,-
TU271D-2596,CLJU_RS15655,-
TU271D-2313,CLJU_RS19610 // CLJU_RS19605 // CLJU_RS19600 // CLJU_RS19595 // CLJU_RS19590 // CLJU_RS19585 // CLJU_RS19580 // CLJU_RS19575,-
TU271D-2744,CLJU_RS09560,-
TU271D-1937,CLJU_RS16430,+
TU271D-801,CLJU_RS06925,-
TU271D-2254,CLJU_RS19040,-
TU271D-1456,CLJU_RS12390,+
TU271D-2411,CLJU_RS20470 // CLJU_RS20465,-
TU271D-2595,CLJU_RS15860,-
TU271D-1437,CLJU_RS12235 // CLJU_RS12230,-
TU271D-678,CLJU_RS05810,+
TU271D-1300,CLJU_RS11015,-
TU271D-36,CLJU_RS00290,+
TU271D-800,CLJU_RS06915 // CLJU_RS06910,-
TU271D-2120,CLJU_RS17890,-
TU271D-1713,CLJU_RS21395,-
TU271D-219,CLJU_RS01750,+
TU271D-616,CLJU_RS05225 // CLJU_RS05220 // CLJU_RS05215 // CLJU_RS05210,+
TU271D-518,CLJU_RS04320 // CLJU_RS04315,-
TU271D-1125,CLJU_RS09595,+
TU271D-1848,CLJU_RS15715 // CLJU_RS15710 // CLJU_RS15705 // CLJU_RS15700 // CLJU_RS15695 // CLJU_RS15690 // CLJU_RS15685,-
TU271D-2361,CLJU_RS19945,-
TU271D-459,CLJU_RS03870,+
TU271D-2749,CLJU_RS09385,-
TU271D-1625,CLJU_RS13810,-
TU271D-2594,CLJU_RS15865,+
TU271D-1590,CLJU_RS13560,-
TU271D-1962,CLJU_RS16600,-
TU271D-1916,CLJU_RS16280,-
TU271D-799,CLJU_RS06905 // CLJU_RS06900,+
TU271D-392,CLJU_RS03290 // CLJU_RS03285 // CLJU_RS03280,+
TU271D-1573,CLJU_RS22310,-
TU271D-2410,CLJU_RS20460,-
TU271D-1688,CLJU_RS14265 // CLJU_RS14260,+
TU271D-2405,CLJU_RS20415,-
TU271D-340,CLJU_RS02810 // CLJU_RS02805 // CLJU_RS02800 // CLJU_RS02795 // CLJU_RS02790 // CLJU_RS02785,+
TU271D-798,CLJU_RS06895 // CLJU_RS06890,+
TU271D-2204,CLJU_RS18665 // CLJU_RS18660,+
TU271D-1129,CLJU_RS09635 // CLJU_RS09630,+
TU271D-615,CLJU_RS05205,+
TU271D-1202,CLJU_RS10205 // CLJU_RS10200,-
TU271D-2096,CLJU_RS21485,-
TU271D-2825,CLJU_RS05560,-
TU271D-2592,CLJU_RS15880,-
TU271D-1644,CLJU_RS13920,-
TU271D-1422,CLJU_RS12110 // CLJU_RS21355 // CLJU_RS21350,-
TU271D-1759,CLJU_RS14895,+
TU271D-2226,CLJU_RS18830,-
TU271D-159,CLJU_RS01215,+
TU271D-2875,CLJU_RS01990,-
TU271D-797,CLJU_RS06880 // CLJU_RS06875,+
TU271D-2253,CLJU_RS19035 // CLJU_RS19030 // CLJU_RS19025 // CLJU_RS19020,-
TU271D-1455,CLJU_RS12385,-
TU271D-1357,CLJU_RS11515,-
TU271D-1255,CLJU_RS10640,-
TU271D-953,CLJU_RS08220,+
TU271D-2016,CLJU_RS17080,-
TU271D-1233,CLJU_RS22595,+
TU271D-2409,CLJU_RS20455 // CLJU_RS20450,-
TU271D-2591,CLJU_RS15885,+
TU271D-247,CLJU_RS01980,+
TU271D-796,CLJU_RS06870,+
TU271D-1081,CLJU_RS09235,+
TU271D-614,CLJU_RS05200 // CLJU_RS05195 // CLJU_RS05190,+
TU271D-1738,CLJU_RS14675,-
TU271D-1847,CLJU_RS15680,-
TU271D-458,CLJU_RS03860 // CLJU_RS03855,+
TU271D-2747,CLJU_RS09410,-
TU271D-2590,CLJU_RS15890,-
TU271D-869,CLJU_RS07460,+
TU271D-995,CLJU_RS08545,+
TU271D-795,CLJU_RS06865 // CLJU_RS06860 // CLJU_RS06855,+
TU271D-409,CLJU_RS03430 // CLJU_RS03425 // CLJU_RS03420 // CLJU_RS03415,+
TU271D-952,CLJU_RS08215 // CLJU_RS08210 // CLJU_RS08205,+
TU271D-362,CLJU_RS21980,+
TU271D-2408,CLJU_RS20445,-
TU271D-1071,CLJU_RS09155,+
TU271D-73,CLJU_RS00590 // CLJU_RS00585,-
TU271D-2589,CLJU_RS15920,-
TU271D-2104,CLJU_RS17785,+
TU271D-181,CLJU_RS01415 // CLJU_RS01410,-
TU271D-1589,CLJU_RS21690,-
TU271D-794,CLJU_RS06850 // CLJU_RS06845,+
TU271D-1022,CLJU_RS08735,+
TU271D-1745,CLJU_RS14740 // CLJU_RS14735,-
TU271D-613,CLJU_RS05185 // CLJU_RS05180 // CLJU_RS05175,+
TU271D-1983,CLJU_RS16785 // CLJU_RS16780,-
TU271D-2824,CLJU_RS05640,+
TU271D-2746,CLJU_RS09470,-
TU271D-1107,CLJU_RS22035,+
TU271D-2588,CLJU_RS15965,-
TU271D-2311,CLJU_RS19560 // CLJU_RS19555,-
TU271D-1936,CLJU_RS16425 // CLJU_RS16420,+
TU271D-2252,CLJU_RS19015,-
TU271D-793,CLJU_RS06840 // CLJU_RS06835,-
TU271D-966,CLJU_RS08315,+
TU271D-1883,CLJU_RS16025,+
TU271D-951,CLJU_RS08200,+
TU271D-1778,CLJU_RS15040 // CLJU_RS15035 // CLJU_RS15030,-
TU271D-1521,CLJU_RS13000 // CLJU_RS12995,-
TU271D-1634,CLJU_RS13860,-
TU271D-2407,CLJU_RS20440 // CLJU_RS20435 // CLJU_RS20430 // CLJU_RS20425,-
TU271D-232,CLJU_RS01880 // CLJU_RS01875,+
TU271D-2587,CLJU_RS15970,+
TU271D-100,CLJU_RS00790,+
TU271D-272,CLJU_RS02185 // CLJU_RS02180,+
TU271D-34,CLJU_RS00275,+
TU271D-792,CLJU_RS06830,-
TU271D-2061,CLJU_RS17450,+
TU271D-1712,CLJU_RS14450 // CLJU_RS14445,-
TU271D-218,CLJU_RS01745,+
TU271D-612,CLJU_RS05170,+
TU271D-516,CLJU_RS04300,+
TU271D-2057,CLJU_RS17415 // CLJU_RS17410,+
TU271D-1846,CLJU_RS15675,-
TU271D-457,CLJU_RS03850 // CLJU_RS03845,+
TU271D-2743,CLJU_RS09615,+
TU271D-2586,CLJU_RS16210,+
TU271D-791,CLJU_RS06825 // CLJU_RS06820 // CLJU_RS06815,+
TU271D-1972,CLJU_RS16695,-
TU271D-391,CLJU_RS03275,+
TU271D-1571,CLJU_RS13440,-
TU271D-2406,CLJU_RS20420,-
TU271D-1968,CLJU_RS16650,-
TU271D-2718,CLJU_RS10735,+
TU271D-128,CLJU_RS01000,+
TU271D-1044,CLJU_RS08935,-
TU271D-2091,CLJU_RS22460,-
TU271D-790,CLJU_RS06795,+
TU271D-2203,CLJU_RS18655,-
TU271D-611,CLJU_RS05160,+
TU271D-2156,CLJU_RS18285,-
TU271D-2823,CLJU_RS05665,-
TU271D-2584,CLJU_RS22430,-
TU271D-1709,CLJU_RS14430,+
TU271D-1421,CLJU_RS12100,-
TU271D-2310,CLJU_RS19550 // CLJU_RS19545,+
TU271D-789,CLJU_RS06790,+
TU271D-1453,CLJU_RS12365 // CLJU_RS12360,-
TU271D-1145,CLJU_RS09755,+
TU271D-2468,CLJU_RS20940,-
TU271D-1556,CLJU_RS13325,-
TU271D-949,CLJU_RS08190 // CLJU_RS08185 // CLJU_RS08180 // CLJU_RS08175,+
TU271D-1318,CLJU_RS11155 // CLJU_RS11150 // CLJU_RS11145,-
TU271D-2006,CLJU_RS16990 // CLJU_RS16985 // CLJU_RS16980,-
TU271D-1232,CLJU_RS10445,+
TU271D-1292,CLJU_RS21310,-
TU271D-2583,CLJU_RS16360,+
TU271D-33,CLJU_RS00270 // CLJU_RS00265,+
TU271D-788,CLJU_RS06780 // CLJU_RS06775 // CLJU_RS06770,+
TU271D-1148,CLJU_RS09770,+
TU271D-1080,CLJU_RS09230,+
TU271D-610,CLJU_RS05150,+
TU271D-515,CLJU_RS04295,+
TU271D-1234,CLJU_RS10450,+
TU271D-1391,CLJU_RS11840,-
TU271D-1845,CLJU_RS15670 // CLJU_RS15665,+
TU271D-456,CLJU_RS03835,+
TU271D-263,CLJU_RS02095,-
TU271D-297,CLJU_RS02360 // CLJU_RS02355,-
TU271D-1283,CLJU_RS10865,-
TU271D-1731,CLJU_RS14630 // CLJU_RS14625,-
TU271D-787,CLJU_RS06765,-
TU271D-408,CLJU_RS03410 // CLJU_RS03405 // CLJU_RS03400,+
TU271D-1570,CLJU_RS13435,-
TU271D-2041,CLJU_RS17285,-
TU271D-948,CLJU_RS08170,+
TU271D-1870,CLJU_RS15925,+
TU271D-361,CLJU_RS03015 // CLJU_RS03010,+
TU271D-2400,CLJU_RS20375,-
TU271D-72,CLJU_RS00575,+
TU271D-1761,CLJU_RS21775 // CLJU_RS22065 // CLJU_RS22060 // CLJU_RS14905,-
TU271D-197,CLJU_RS01535,+
TU271D-1498,CLJU_RS12765 // CLJU_RS12760 // CLJU_RS12755 // CLJU_RS12750,-
TU271D-786,CLJU_RS06760,-
TU271D-2002,CLJU_RS16955,-
TU271D-609,CLJU_RS22540,+
TU271D-166,CLJU_RS01280,+
TU271D-2742,CLJU_RS09650,-
TU271D-1994,CLJU_RS16900,-
TU271D-2580,CLJU_RS16570,+
TU271D-2309,CLJU_RS19540,+
TU271D-1935,CLJU_RS16415 // CLJU_RS16410,-
TU271D-1197,CLJU_RS10175,-
TU271D-2250,CLJU_RS19005 // CLJU_RS19000,+
TU271D-1311,CLJU_RS22250,-
TU271D-785,CLJU_RS06755,+
TU271D-1340,CLJU_RS11380,-
TU271D-2403,CLJU_RS20405 // CLJU_RS20400 // CLJU_RS20395 // CLJU_RS20390,-
TU271D-2579,CLJU_RS16585,+
TU271D-1299,CLJU_RS21325,-
TU271D-1988,CLJU_RS16850 // CLJU_RS16845 // CLJU_RS16840 // CLJU_RS16835 // CLJU_RS16830,-
TU271D-32,CLJU_RS00260,+
TU271D-784,CLJU_RS06750,+
TU271D-1398,CLJU_RS11910,-
TU271D-217,CLJU_RS01740 // CLJU_RS01735 // CLJU_RS01730 // CLJU_RS01725 // CLJU_RS01720,+
TU271D-608,CLJU_RS05125 // CLJU_RS05120,+
TU271D-514,CLJU_RS04290,+
TU271D-1576,CLJU_RS13480 // CLJU_RS13475,-
TU271D-1660,CLJU_RS14055,-
TU271D-1844,CLJU_RS22400,+
TU271D-455,CLJU_RS03830 // CLJU_RS03825,+
TU271D-2741,CLJU_RS09655,+
TU271D-1623,CLJU_RS13795 // CLJU_RS13790 // CLJU_RS13785 // CLJU_RS13780 // CLJU_RS13775,-
TU271D-2578,CLJU_RS16690,+
TU271D-1037,CLJU_RS08875,+
TU271D-185,CLJU_RS01445,+
TU271D-1165,CLJU_RS09875,+
TU271D-783,CLJU_RS06745 // CLJU_RS06740,+
TU271D-1191,CLJU_RS10110,-
TU271D-1362,CLJU_RS11545,-
TU271D-1306,CLJU_RS11045,-
TU271D-303,CLJU_RS02400,+
TU271D-1569,CLJU_RS13410 // CLJU_RS13405,+
TU271D-2402,CLJU_RS20385,-
TU271D-597,CLJU_RS04965,+
TU271D-2577,CLJU_RS16720,+
TU271D-1653,CLJU_RS14000 // CLJU_RS13995,-
TU271D-782,CLJU_RS06735,+
TU271D-2202,CLJU_RS18650 // CLJU_RS18645,-
TU271D-1153,CLJU_RS09800,+
TU271D-145,CLJU_RS01110,+
TU271D-607,CLJU_RS05115 // CLJU_RS05110 // CLJU_RS05105 // CLJU_RS05100 // CLJU_RS05095 // CLJU_RS05090 // CLJU_RS05085 // CLJU_RS05080 // CLJU_RS05075 // CLJU_RS05070 // CLJU_RS05065,+
TU271D-1051,CLJU_RS09005 // CLJU_RS09000 // CLJU_RS08995 // CLJU_RS08990,+
TU271D-113,CLJU_RS00885,+
TU271D-2155,CLJU_RS18275,-
TU271D-2821,CLJU_RS06215,-
TU271D-2740,CLJU_RS09695,-
TU271D-2576,CLJU_RS16725,-
TU271D-1643,CLJU_RS13915,-
TU271D-1420,CLJU_RS12090,-
TU271D-2854,CLJU_RS03385,+
TU271D-2308,CLJU_RS19525,+
TU271D-1648,CLJU_RS13950,-
TU271D-1263,CLJU_RS10690 // CLJU_RS10685,-
TU271D-781,CLJU_RS06730,+
TU271D-2249,CLJU_RS18995,+
TU271D-1451,CLJU_RS12350,-
TU271D-2897,CLJU_RS22110,+
TU271D-983,CLJU_RS08465,+
TU271D-1254,CLJU_RS21635 // CLJU_RS10635 // CLJU_RS10630,+
TU271D-945,CLJU_RS08145,+
TU271D-2013,CLJU_RS17065,+
TU271D-1135,CLJU_RS09685,+
TU271D-1500,CLJU_RS12790,-
TU271D-2401,CLJU_RS20380,-
TU271D-2575,CLJU_RS16730,+
TU271D-2739,CLJU_RS09765,-
TU271D-941,CLJU_RS08100 // CLJU_RS08095,+
TU271D-246,CLJU_RS01975,+
TU271D-1959,CLJU_RS16580,-
TU271D-31,CLJU_RS00255 // CLJU_RS00250 // CLJU_RS00245,+
TU271D-780,CLJU_RS06725,+
TU271D-1079,CLJU_RS09225,+
TU271D-606,CLJU_RS05060,+
TU271D-1536,CLJU_RS13135,-
TU271D-513,CLJU_RS04285 // CLJU_RS04280,-
TU271D-1098,CLJU_RS09380 // CLJU_RS09375 // CLJU_RS09370 // CLJU_RS09365,+
TU271D-1843,CLJU_RS15650,+
TU271D-454,CLJU_RS03820 // CLJU_RS03815,+
TU271D-2574,CLJU_RS16935,+
TU271D-132,CLJU_RS01025 // CLJU_RS01020,+
TU271D-1484,CLJU_RS12610,-
TU271D-1978,CLJU_RS16750,-
TU271D-296,CLJU_RS02350,+
TU271D-2689,CLJU_RS21660,-
TU271D-779,CLJU_RS06720 // CLJU_RS06715,+
TU271D-407,CLJU_RS03395,-
TU271D-1568,CLJU_RS13400 // CLJU_RS13395 // CLJU_RS13390,+
TU271D-1914,CLJU_RS16270 // CLJU_RS16265,-
TU271D-944,CLJU_RS08140 // CLJU_RS08135,+
TU271D-360,CLJU_RS03000,+
TU271D-71,CLJU_RS00570 // CLJU_RS00565,+
TU271D-2573,CLJU_RS17025,-
TU271D-2103,CLJU_RS17780,+
TU271D-2822,CLJU_RS05890,-
TU271D-778,CLJU_RS06705 // CLJU_RS06700,+
TU271D-324,CLJU_RS02580 // CLJU_RS02575,+
TU271D-2819,CLJU_RS06575,-
TU271D-2184,CLJU_RS18485 // CLJU_RS18480,-
TU271D-605,CLJU_RS05055,+
TU271D-291,CLJU_RS02325,+
TU271D-2738,CLJU_RS09960,-
TU271D-2820,CLJU_RS06560,-
TU271D-1106,CLJU_RS09430,+
TU271D-2572,CLJU_RS17030,+
TU271D-2621,CLJU_RS14745,+
TU271D-2307,CLJU_RS19520,+
TU271D-1934,CLJU_RS16405,+
TU271D-777,CLJU_RS06695,+
TU271D-2248,CLJU_RS18985 // CLJU_RS18980,+
TU271D-1450,CLJU_RS12345 // CLJU_RS12340 // CLJU_RS12335,-
TU271D-1755,CLJU_RS14855,-
TU271D-1882,CLJU_RS16020 // CLJU_RS16015 // CLJU_RS16010,+
TU271D-2891,CLJU_RS00810,+
TU271D-1381,CLJU_RS22605,+
TU271D-2399,CLJU_RS20370 // CLJU_RS20365 // CLJU_RS20360,-
TU271D-231,CLJU_RS01870 // CLJU_RS01865,+
TU271D-2571,CLJU_RS17085,+
TU271D-99,CLJU_RS00785,+
TU271D-1767,CLJU_RS14955,-
TU271D-1068,CLJU_RS09140,-
TU271D-2732,CLJU_RS10215,-
TU271D-271,CLJU_RS02175,+
TU271D-776,CLJU_RS06690 // CLJU_RS06685,+
TU271D-2119,CLJU_RS17885,+
TU271D-1562,CLJU_RS13355,-
TU271D-216,CLJU_RS01715,+
TU271D-604,CLJU_RS05050 // CLJU_RS05045 // CLJU_RS05040 // CLJU_RS05035 // CLJU_RS05030 // CLJU_RS05025 // CLJU_RS05020 // CLJU_RS05015 // CLJU_RS05010 // CLJU_RS05005 // CLJU_RS05000,+
TU271D-512,CLJU_RS04275,-
TU271D-1842,CLJU_RS15645,+
TU271D-453,CLJU_RS03810,+
TU271D-2737,CLJU_RS10035,-
TU271D-1622,CLJU_RS13770,-
TU271D-2570,CLJU_RS17090,-
TU271D-1377,CLJU_RS11725 // CLJU_RS11720 // CLJU_RS11715 // CLJU_RS11710 // CLJU_RS11705,-
TU271D-2029,CLJU_RS17190,-
TU271D-775,CLJU_RS06680,+
TU271D-389,CLJU_RS03250,+
TU271D-1567,CLJU_RS13385 // CLJU_RS13380 // CLJU_RS13375,+
TU271D-942,CLJU_RS08105,+
TU271D-342,CLJU_RS02825,+
TU271D-1230,CLJU_RS10435 // CLJU_RS10430 // CLJU_RS10425 // CLJU_RS10420,-
TU271D-2398,CLJU_RS20355 // CLJU_RS20350,-
TU271D-2569,CLJU_RS17095,+
TU271D-1198,CLJU_RS10180,-
TU271D-774,CLJU_RS06675,+
TU271D-2201,CLJU_RS18640 // CLJU_RS18635,+
TU271D-173,CLJU_RS01330 // CLJU_RS01325,+
TU271D-603,CLJU_RS04995,+
TU271D-2736,CLJU_RS10040,+
TU271D-2881,CLJU_RS01340,+
TU271D-1793,CLJU_RS15130,+
TU271D-2154,CLJU_RS18270 // CLJU_RS18265,-
TU271D-2735,CLJU_RS22215,-
TU271D-2568,CLJU_RS17125,+
TU271D-2306,CLJU_RS19515,-
TU271D-1419,CLJU_RS12085,-
TU271D-2247,CLJU_RS18970,+
TU271D-773,CLJU_RS06670 // CLJU_RS06665,+
TU271D-1892,CLJU_RS16080,-
TU271D-2005,CLJU_RS16975,-
TU271D-1520,CLJU_RS12975,-
TU271D-2397,CLJU_RS20340 // CLJU_RS20335,-
TU271D-2567,CLJU_RS17130,-
TU271D-2133,CLJU_RS17980,-
TU271D-1774,CLJU_RS15010,-
TU271D-1320,CLJU_RS11170 // CLJU_RS11165,-
TU271D-29,CLJU_RS00235,+
TU271D-772,CLJU_RS06660,+
TU271D-1078,CLJU_RS09210,-
TU271D-511,CLJU_RS21210 // CLJU_RS04260,-
TU271D-602,CLJU_RS04990,+
TU271D-1405,CLJU_RS11985 // CLJU_RS11980,+
TU271D-1390,CLJU_RS11835,-
TU271D-1841,CLJU_RS22070,+
