complex_id,name,genes,mod,replace
SYNPCC7942_2063-MONOMER,,,cobalt2(1),
SYNPCC7942_0189-MONOMER,,,mg2(1),
SYNPCC7942_0173-MONOMER,,,mg2(1),
SYNPCC7942_0525-MONOMER,,,cobalt2(1) AND nad(1),
SYNPCC7942_0876-MONOMER,,,zn2(4),
SYNPCC7942_2613-MONOMER,,,mg2(1) AND cl(1),
SYNPCC7942_2213-MONOMER,,,mg2(1),
SYNPCC7942_2197-MONOMER,,,mg2(1),
SYNPCC7942_2501-MONOMER,,,fe2(2),
SYNPCC7942_2437-MONOMER,,,zn2(2),
SYNPCC7942_1791-MONOMER,,,ca2(1) AND pqq(1),
SYNPCC7942_1541-MONOMER,,,Oxidized(1),
CPLX490-55,,,pydx5p(1),
CPLX490-3651,,,zn2(1),
CPLX490-3538,,,btn(1),
CPLX490-3499,,,mg2(1),
CPLX490-3598,,,mn2(1),
CPLX490-27,,,mg2(1),
CPLX490-3570,,,mg2(1) AND cu(1) AND fad(1),
CPLX490-3500,,,mn2(1),
CPLX490-3497,,,pheme(1),
CPLX490-3599,,,mn2(1),
CPLX490-16,,,mg2(1),
CPLX490-16,,,mn2(1),
CPLX490-16,,,cobalt2(1),
CPLX490-16,,,cd2(1),
CPLX490-16,,,zn2(1),
CPLX490-3511,,,fe2(1),
CPLX490-3511,,,fe2(2),
SYNPCC7942_1740-MONOMER,,,fad(1),
SYNPCC7942_0538-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
SYNPCC7942_2290-MONOMER,,,mg2(1),
SYNPCC7942_2258-MONOMER,,,pydx5p(1),
SYNPCC7942_1964-MONOMER,,,mg2(1),
SYNPCC7942_0073-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
SYNPCC7942_0009-MONOMER,,,mg2(1),
SYNPCC7942_1466-MONOMER,,,pydx5p(2),
SYNPCC7942_1383-MONOMER,,,mg2(1),
SYNPCC7942_0631-MONOMER,,,acetyl(1),
SYNPCC7942_2335-MONOMER,,,mg2(1),
SYNPCC7942_2303-MONOMER,,,mg2(1),
SYNPCC7942_0918-MONOMER,,,mg2(1),
SYNPCC7942_1577-MONOMER,,,mg2(1),
SYNPCC7942_0455-MONOMER,,,zn2(6),
SYNPCC7942_1881-MONOMER,,,fad(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,k(4) AND ca2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,nh4(4) AND ca2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,tl(4) AND ca2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,cs(4) AND ca2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,LI(4) AND ca2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND mg2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND mn2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND cobalt2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND zn2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND cd2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND ni2(1),
SYNPCC7942_2463-MONOMER,,,na1(4) AND ca2(1),
SYNPCC7942_1447-MONOMER,,,zn2(1),
SYNPCC7942_1030-MONOMER,,,pydx5p(1),
SYNPCC7942_0244-MONOMER,,,pydx5p(1),
SYNPCC7942_1351-MONOMER,,,mg2(1),
SYNPCC7942_1335-MONOMER,,,pydx5p(1),
SYNPCC7942_0212-MONOMER,,,fmnh2(1),
SYNPCC7942_0212-MONOMER,,,fadh2(1),
SYNPCC7942_2252-MONOMER,,,mg2(1),
SYNPCC7942_2588-MONOMER,,,mn2(1),
SYNPCC7942_1191-MONOMER,,,mg2(1),
SYNPCC7942_2188-MONOMER,,,mg2(1),
SYNPCC7942_0801-MONOMER,,,fe3(1),
SYNPCC7942_2156-MONOMER,,,mn2(1),
SYNPCC7942_0003-MONOMER,,,mg2(1),
SYNPCC7942_1830-MONOMER,,,Oxidized(1),
SYNPCC7942_0292-MONOMER,,,fmn(1),
SYNPCC7942_0292-MONOMER,,,mg2(1),
SYNPCC7942_2409-MONOMER,,,mg2(1),
SYNPCC7942_2393-MONOMER,,,mg2(1) AND zn2(1),
SYNPCC7942_0241-MONOMER,,,4fe4s(1),
SYNPCC7942_1667-MONOMER,,,k(1) AND mg2(1),
SYNPCC7942_0449-MONOMER,,,mg2(1),
SYNPCC7942_RS12470-MONOMER,,,mg2(1),
SYNPCC7942_RS12470-MONOMER,,,mn2(1),
