Transcription-Units	Genes of transcription unit	Direction
TU1R65-4880	STM3441 // STM3440 // STM3439 // STM3438 // STM3437 // STM3436 // STM3435 // STM3434 // STM3433 // STM3432 // STM3431	-
TU1R65-3763	STM1262 // STM1261	+
TU1R65-5270	STM4196	-
TU1R65-4131	STM1908 // STM1907	-
TU1R65-4496	STM2676 // STM2675 // STM2674 // STM2673	-
TU1R65-5638	STM3208	-
TU1R65-3382	STM0536 // STM0535 // STM0534 // STM0533	-
TU1R65-4864	STM3387	+
TU1R65-3747	STM1239	+
TU1R65-5254	STM4171 // STM4170	+
TU1R65-4115	STM1880	-
TU1R65-4480	STM2653 // STM2652	+
TU1R65-5622	STM3290	+
TU1R65-3366	STM0503	+
TU1R65-4848	STM3362	+
TU1R65-3731	STM1207 // STM1206 // STM1205	+
TU1R65-5238	STM4139	-
TU1R65-4099	STM1855	-
TU1R65-4464	STM2613	-
TU1R65-5606	STM3500	+
TU1R65-3350	STM0479	-
TU1R65-5971	STM0094	+
TU1R65-4832	STM3334 // STM3333	+
TU1R65-3715	STM1170	+
TU1R65-5222	STM4110 // STM4109 // STM4108	-
TU1R65-4083	STM1833	+
TU1R65-4448	STM2581 // STM2580 // STM2579 // STM2578 // STM2577	-
TU1R65-5590	STM3606	-
TU1R65-3334	STM0451	+
TU1R65-5955	STM0316	-
TU1R65-4816	STM3304 // STM3303	-
TU1R65-3699	STM1145	+
TU1R65-5206	STM4085	-
TU1R65-4067	STM1808	+
TU1R65-4432	STM2546	+
TU1R65-5574	STM3739	-
TU1R65-3318	STM0424 // STM0423 // STM0422	-
TU1R65-5939	STM0425	+
TU1R65-4800	STM3276	+
TU1R65-3680	STM1116 // STM1115 // STM1114	+
TU1R65-5187	STM4049	+
TU1R65-4048	STM1765	-
TU1R65-4413	STM2515	-
TU1R65-5555	STM3908	-
TU1R65-3299	STM0391	+
TU1R65-5920	STM0569	-
TU1R65-4781	STM3230 // STM3229 // STM3228	+
TU1R65-3664	STM1083 // STM1082 // STM1081	+
TU1R65-5171	STM4007	-
TU1R65-4032	STM1729	+
TU1R65-4397	STM2489 // STM2488 // STM2487	-
TU1R65-5539	STM4051	+
TU1R65-3283	STM0356	+
TU1R65-5904	STM0764	-
TU1R65-4765	STM3203	+
TU1R65-3648	STM1054	-
TU1R65-5155	STM3981	+
TU1R65-4016	STM1702	+
TU1R65-4381	STM2449 // STM2448	-
TU1R65-5523	STM4264	+
TU1R65-3267	STM0326	+
TU1R65-5888	STM0869	+
TU1R65-4749	STM3171 // STM3170 // STM3169	+
TU1R65-3635	STM1032	+
TU1R65-5139	STM3952	+
TU1R65-4000	STM1672	+
TU1R65-4365	STM2419 // STM2418 // STM2417 // STM2416	+
TU1R65-5507	STM4402	+
TU1R65-3251	STM0304	+
TU1R65-5872	STM1072	+
TU1R65-4733	STM3144 // STM3143	-
TU1R65-3619	STM1011	-
TU1R65-5123	STM3912	+
TU1R65-3984	STM1648	+
TU1R65-5491	STM4507	+
TU1R65-4352	STM2389 // STM2388	-
TU1R65-3235	STM0274 // STM0273	+
TU1R65-5856	STM1260	-
TU1R65-4717	STM3113 // STM3112	+
TU1R65-3603	STM0984 // STM0983	+
TU1R65-5107	STM3873	-
TU1R65-3968	STM1619 // STM1618 // STM1617 // STM1616	+
TU1R65-5475	STM4583	+
TU1R65-4336	STM2360	-
TU1R65-3219	STM0248	+
TU1R65-5840	STM1429	+
TU1R65-4701	STM3083 // STM3082 // STM3081 // STM3080	-
TU1R65-3587	STM0960	+
TU1R65-5069	STM3793 // STM3792 // STM3791	-
TU1R65-5091	STM3836 // STM3835	-
TU1R65-3952	STM1589	-
TU1R65-5459	STM4556	-
TU1R65-4320	STM2333	-
TU1R65-3203	STM0218	+
TU1R65-5824	STM1552	+
TU1R65-4685	STM3050	-
TU1R65-3571	STM0930	+
TU1R65-5053	STM3763	-
TU1R65-3936	STM1564	+
TU1R65-5443	STM4529	+
TU1R65-4304	STM2292 // STM2291	-
TU1R65-3187	STM0188 // STM0187	-
TU1R65-5808	STM1654	+
TU1R65-4669	STM3021	+
TU1R65-3555	STM0899	+
TU1R65-5037	STM3732	+
TU1R65-3920	STM1541 // STM1540	+
TU1R65-5427	STM4505	+
TU1R65-4288	STM2260 // STM2259 // STM2258 // STM2257 // STM2256 // STM2255 // STM2254 // STM2253 // STM2252 // STM2251 // STM2250 // STM2249 // STM2248 // STM2247	-
TU1R65-3171	STM0154 // STM0153 // STM0152	+
TU1R65-4653	STM3000	-
TU1R65-5795	STM1732	-
TU1R65-3539	STM0873	+
TU1R65-5021	STM3698	+
TU1R65-3904	STM1507	+
TU1R65-5411	STM4476 // STM4475	-
TU1R65-4272	STM2220	-
TU1R65-3155	STM0122 // STM0121 // STM0120 // STM0119	+
TU1R65-4637	STM2972	+
TU1R65-5779	STM1804	+
TU1R65-3523	STM0838	+
TU1R65-5005	STM3661 // STM3660	-
TU1R65-3888	STM1482	+
TU1R65-5395	STM4445	+
TU1R65-4256	STM2191	-
TU1R65-3139	STM0092 // STM0091 // STM0090 // STM0089 // STM0088	-
TU1R65-4621	STM2944 // STM2943 // STM2942 // STM2941 // STM2940 // STM2939 // STM2938 // STM2937	-
TU1R65-5763	STM1936	-
TU1R65-3507	STM0800 // STM0799	+
TU1R65-4989	STM3635	-
TU1R65-3872	STM1452	-
TU1R65-5379	STM4416	+
TU1R65-4240	STM2163 // STM2162	-
TU1R65-3123	STM0063 // STM0062 // STM0061 // STM0060 // STM0059 // STM0058	+
TU1R65-4605	STM2886 // STM2885 // STM2884	-
TU1R65-5747	STM2140	+
TU1R65-3491	STM0768 // STM0767 // STM0766	+
TU1R65-4973	STM3607	+
TU1R65-3856	STM1428	-
TU1R65-5363	STM4382	-
TU1R65-4224	STM2136	+
TU1R65-3107	STM0028	+
TU1R65-4589	STM2852 // STM2851 // STM2850 // STM2849 // STM2848 // STM2847 // STM2846 // STM2845 // STM2844	-
TU1R65-5731	STM2295	+
TU1R65-3475	STM0728 // STM0727	+
TU1R65-4957	STM3583 // STM3582	+
TU1R65-3840	STM1388 // STM1387 // STM1386	+
TU1R65-5347	STM4348 // STM4347	-
TU1R65-4208	STM2078 // STM2077 // STM2076 // STM2075 // STM2074 // STM2073 // STM2072 // STM2071	+
TU1R65-3091	STM0005	-
TU1R65-4573	STM2818	-
TU1R65-5715	STM2415	-
TU1R65-3459	STM0701 // STM0700	-
TU1R65-4941	STM3557 // STM3556 // STM3555 // STM3554 // STM3553	-
TU1R65-3824	STM1359 // STM1358	-
TU1R65-5331	STM4319	-
TU1R65-4192	STM2013	-
TU1R65-3075	PSLT070 // PSLT069 // PSLT068	+
TU1R65-4557	STM2783	-
TU1R65-5699	STM2642	-
TU1R65-3443	STM0679 // STM0678 // STM0677 // STM0676 // STM0675 // STM0674 // STM0673	-
TU1R65-4925	STM3523	-
TU1R65-3808	STM1331	+
TU1R65-5315	STM4288	-
TU1R65-4176	STM1992	-
TU1R65-3059	PSLT047	-
TU1R65-4541	STM2759	+
TU1R65-5683	STM2800	+
TU1R65-3427	STM0642 // STM0641 // STM0640 // STM0639 // STM0638	-
TU1R65-4909	STM3495	+
TU1R65-3792	STM1301	-
TU1R65-5299	STM4262 // STM4261 // STM4260 // STM4259 // STM4258 // STM4257	+
TU1R65-4160	STM1956	-
TU1R65-3043	PSLT020	+
TU1R65-4525	STM2726	-
TU1R65-5667	STM2949	+
TU1R65-3411	STM0606	-
TU1R65-4893	STM3464 // STM3463 // STM3462	+
TU1R65-3776	STM1276	+
TU1R65-5283	STM4232	+
TU1R65-4144	STM1931	-
TU1R65-3027	PSLT110	+
TU1R65-4509	STM2692 // STM2691 // STM2690	+
TU1R65-5651	STM3089	-
TU1R65-3395	STM0566 // STM0565	+
TU1R65-4877	STM3413 // STM3412	-
TU1R65-3760	STM1253	-
TU1R65-5267	STM4193 // STM4192 // STM4191	+
TU1R65-4128	STM1901	-
TU1R65-4493	STM2670 // STM2669	-
TU1R65-5635	STM3214	-
TU1R65-3379	STM0525 // STM0524	+
TU1R65-4861	STM3383 // STM3382	+
TU1R65-3744	STM1231 // STM1230	-
TU1R65-5251	STM4165	-
TU1R65-4112	STM1876	+
TU1R65-4477	STM2640 // STM2639 // STM2638 // STM2637	-
TU1R65-5619	STM3300	+
TU1R65-3363	STM0498	-
TU1R65-5984	PSLT036	+
TU1R65-4845	STM3359	-
TU1R65-3728	STM1199 // STM1198	+
TU1R65-5235	STM4135	+
TU1R65-4096	STM1852	+
TU1R65-4461	STM2607 // STM2606 // STM2605 // STM2604	-
TU1R65-5603	STM3522	+
TU1R65-3347	STM0476 // STM0475	-
TU1R65-5968	STM0159	-
TU1R65-4829	STM3329	-
TU1R65-3712	STM1165	-
TU1R65-5219	STM4103	-
TU1R65-4080	STM1828	-
TU1R65-4445	STM2571 // STM2570 // STM2569 // STM2568	-
TU1R65-5587	STM3644	-
TU1R65-3331	STM0448	+
TU1R65-5952	STM0334	-
TU1R65-4813	STM3296	-
TU1R65-3696	STM1138	+
TU1R65-5203	STM4081	-
TU1R65-4064	STM1803 // STM1802	-
TU1R65-4429	STM2543 // STM2542 // STM2541	-
TU1R65-5571	STM3761	+
TU1R65-3315	STM0418 // STM0417 // STM0416 // STM0415	+
TU1R65-5936	STM0458	-
TU1R65-4797	STM3273 // STM3272	-
TU1R65-5933	STM0466	-
TU1R65-4794	STM3261 // STM3260 // STM3259 // STM3258 // STM3257	+
TU1R65-3677	STM1110	-
TU1R65-5184	STM4044 // STM4043	-
TU1R65-4045	STM1759 // STM1758 // STM1757	+
TU1R65-4410	STM2511 // STM2510	-
TU1R65-5552	STM3960	-
TU1R65-3296	STM0385	+
TU1R65-5917	STM0594	-
TU1R65-4778	STM3224	+
TU1R65-3661	STM1077	-
TU1R65-5168	STM4003	+
TU1R65-4029	STM1722	+
TU1R65-4394	STM2481	+
TU1R65-5536	STM4096	+
TU1R65-3280	STM0352 // STM0351 // STM0350	-
TU1R65-5901	STM0786	-
TU1R65-4762	STM3199 // STM3198	+
TU1R65-3645	STM1051	+
TU1R65-5152	STM3978	+
TU1R65-4013	STM1699 // STM1698A	+
TU1R65-4378	STM2445	-
TU1R65-5520	STM4290	+
TU1R65-3264	STM0322 // STM0321	+
TU1R65-5885	STM0872	-
TU1R65-4746	STM3164	+
TU1R65-3632	STM1027	+
TU1R65-5136	STM3943	-
TU1R65-3997	STM1669 // STM1668	-
TU1R65-4362	STM2410	-
TU1R65-5504	STM4405	-
TU1R65-3248	STM0299	+
TU1R65-5869	STM1086	+
TU1R65-4730	STM3138	-
TU1R65-3616	STM1003	+
TU1R65-5120	STM3905 // STM3904 // STM3903 // STM3902 // STM3901	+
TU1R65-3981	STM1643	-
TU1R65-5488	STM4521	+
TU1R65-4349	STM2382 // STM2381 // STM2380	-
TU1R65-3232	STM0265	+
TU1R65-5853	STM1281	+
TU1R65-4714	STM3105	-
TU1R65-3600	STM0979	+
TU1R65-5082	STM3809	-
TU1R65-5104	STM3863	-
TU1R65-3965	STM1608	-
TU1R65-5472	STM4579	+
TU1R65-4333	STM2355	-
TU1R65-3216	STM0244 // STM0243 // STM0242	-
TU1R65-5837	STM1445	-
TU1R65-4698	STM3075 // STM3074 // STM3073 // STM3072 // STM3071	+
TU1R65-3584	STM0957 // STM0956 // STM0955 // STM0954	-
TU1R65-5066	STM3786	-
TU1R65-5088	STM3831	-
TU1R65-3949	STM1585	-
TU1R65-5456	STM4550	-
TU1R65-4317	STM2330	-
TU1R65-3200	STM0215	-
TU1R65-5821	STM1587	+
TU1R65-4682	STM3044 // STM3043 // STM3042	-
TU1R65-3568	STM0927 // STM0926 // STM0925	+
TU1R65-5050	STM3757	+
TU1R65-3933	STM1561	-
TU1R65-5440	STM4526	-
TU1R65-4301	STM2286 // STM2285 // STM2284	+
TU1R65-3184	STM0182 // STM0181	-
TU1R65-5805	STM1664	-
TU1R65-4666	STM3018	-
TU1R65-3552	STM0897	-
TU1R65-5034	STM3728 // STM3727	-
TU1R65-3917	STM1529	+
TU1R65-5424	STM4502	+
TU1R65-4285	STM2241	-
TU1R65-3168	STM0149 // STM0148	-
TU1R65-4650	STM2995 // STM2994 // STM2993	-
TU1R65-5792	STM1748	-
TU1R65-3536	STM0864	-
TU1R65-5018	STM3694 // STM3693 // STM3692	+
TU1R65-3901	STM1503 // STM1502	-
TU1R65-5408	STM4471 // STM4470	+
TU1R65-4269	STM2214	+
TU1R65-3152	STM0115	+
TU1R65-4634	STM2969	+
TU1R65-5776	STM1823	-
TU1R65-3520	STM0831	-
TU1R65-5002	STM3656 // STM3655	-
TU1R65-3885	STM1477	-
TU1R65-5392	STM4438	+
TU1R65-4253	STM2185	+
TU1R65-3136	STM0085	+
TU1R65-4618	STM2927	-
TU1R65-5760	STM1968	-
TU1R65-3504	STM0793	-
TU1R65-4986	STM3631	-
TU1R65-3869	STM1448	+
TU1R65-5376	STM4413 // STM4412	-
TU1R65-4237	STM2159 // STM2158 // STM2157	-
TU1R65-3120	STM0053 // STM0052	-
TU1R65-4602	STM2878	-
TU1R65-5744	STM2167	+
TU1R65-3488	STM0759	-
TU1R65-4970	STM3600	-
TU1R65-3853	STM1424 // STM1423	-
TU1R65-5360	STM4378	-
TU1R65-4221	STM2125	+
TU1R65-3104	STM0020	+
TU1R65-4586	STM2841 // STM2840	+
TU1R65-5728	STM2361	+
TU1R65-3472	STM0724	+
TU1R65-4954	STM3577	+
TU1R65-3837	STM1380 // STM1379	-
TU1R65-5344	STM4343 // STM4342 // STM4341 // STM4340	-
TU1R65-4205	STM2067	+
TU1R65-3088	STM4600	+
TU1R65-4570	STM2815 // STM2814	+
TU1R65-5712	STM2425	+
TU1R65-3456	STM0696	-
TU1R65-4938	STM3546	+
TU1R65-3821	STM1352 // STM1351	-
TU1R65-5328	STM4315 // STM4314 // STM4313 // STM4312	-
TU1R65-4189	STM2008	+
TU1R65-3072	PSLT065	+
TU1R65-4554	STM2780	-
TU1R65-5696	STM2645	+
TU1R65-3440	STM0669	-
TU1R65-4922	STM3519 // STM3518	-
TU1R65-3805	STM1325	-
TU1R65-5312	STM4285	-
TU1R65-4173	STM1987	-
TU1R65-3056	PSLT041	-
TU1R65-4538	STM2754	+
TU1R65-5680	STM2803	-
TU1R65-3424	STM0635 // STM0634	-
TU1R65-4906	STM3488	-
TU1R65-3789	STM1295	-
TU1R65-5296	STM4254	-
TU1R65-4157	STM1953 // STM1952	-
TU1R65-3040	PSLT017 // PSLT016 // PSLT015	-
TU1R65-4522	STM2721 // STM2720 // STM2719	-
TU1R65-5664	STM2992	+
TU1R65-3408	STM0600	+
TU1R65-4890	STM3458 // STM3457 // STM3456	-
TU1R65-3773	STM1273	+
TU1R65-5280	STM4229 // STM4228 // STM4227	-
TU1R65-4141	STM1927 // STM1926	+
TU1R65-3024	STM0368 // STM0369 // STM0370 // STM0371	+
TU1R65-4506	STM2687	-
TU1R65-5648	STM3124	+
TU1R65-3392	STM0560	-
TU1R65-4874	STM3409 // STM3408	+
TU1R65-3757	STM1250	+
TU1R65-5264	STM4187 // STM4186	-
TU1R65-4125	STM1896	+
TU1R65-4490	STM2666	+
TU1R65-5632	STM3235	-
TU1R65-3376	STM0520 // STM0519 // STM0518 // STM0517	+
TU1R65-4858	STM3378 // STM3377	+
TU1R65-3741	STM1226 // STM1225	-
TU1R65-5248	STM4157	+
TU1R65-4109	STM1871 // STM1870	+
TU1R65-4474	STM2631 // STM2630 // STM2629	+
TU1R65-5616	STM3399	+
TU1R65-3360	STM0495	-
TU1R65-5981	PSLT072	-
TU1R65-4842	STM3353 // STM3352 // STM3351 // STM3350	-
TU1R65-3725	STM1192	+
TU1R65-5232	STM4131 // STM4130	+
TU1R65-4093	STM1849 // STM1848	+
TU1R65-4458	STM2598 // STM2597	-
TU1R65-5600	STM3551	-
TU1R65-3344	STM0471	-
TU1R65-5965	STM0170	+
TU1R65-4826	STM3325	+
TU1R65-3709	STM1161	-
TU1R65-5216	STM4099	-
TU1R65-4077	STM1821	-
TU1R65-4442	STM2564 // STM2563 // STM2562 // STM2561	-
TU1R65-5584	STM3662	+
TU1R65-3328	STM0445 // STM0444	-
TU1R65-5949	STM0366	+
TU1R65-4810	STM3293 // STM3292	-
TU1R65-3693	STM1133 // STM1132	+
TU1R65-5200	STM4072	-
TU1R65-4061	STM1796	+
TU1R65-4426	STM2535	-
TU1R65-5568	STM3794	+
TU1R65-3312	STM0412	-
TU1R65-5565	STM3824	+
TU1R65-3309	STM0408 // STM0407 // STM0406 // STM0405 // STM0404	+
TU1R65-5930	STM0490	-
TU1R65-4791	STM3249 // STM3248 // STM3247	-
TU1R65-3674	STM1099 // STM1098	-
TU1R65-5181	STM4034	-
TU1R65-4042	STM1753	-
TU1R65-4407	STM2504	-
TU1R65-5549	STM3977	-
TU1R65-3293	STM0382	+
TU1R65-5914	STM0614	-
TU1R65-4775	STM3221	+
TU1R65-3658	STM1071	-
TU1R65-5165	STM3999	+
TU1R65-4026	STM1718 // STM1717	+
TU1R65-4391	STM2476	-
TU1R65-5533	STM4156	-
TU1R65-3277	STM0346	+
TU1R65-5898	STM0826	+
TU1R65-4759	STM3188 // STM3187	+
TU1R65-3642	STM1047	+
TU1R65-5149	STM3969	+
TU1R65-4010	STM1696 // STM1695 // STM1694 // STM1693 // STM1692	+
TU1R65-4375	STM2439 // STM2438 // STM2437 // STM2436	+
TU1R65-5517	STM4327	+
TU1R65-3261	STM0317	+
TU1R65-5882	STM0924	-
TU1R65-4743	STM3160	-
TU1R65-3629	STM1024	+
TU1R65-5133	STM3939	+
TU1R65-3994	STM1661	+
TU1R65-5501	STM4419	+
TU1R65-3245	STM0294	+
TU1R65-5866	STM1097	+
TU1R65-4727	STM3133 // STM3132	-
TU1R65-3613	STM1000	-
TU1R65-5117	STM3890	+
TU1R65-3978	STM1639	-
TU1R65-5485	STM4584	-
TU1R65-4346	STM2376 // STM2375	+
TU1R65-3229	STM0260	-
TU1R65-5850	STM1318	-
TU1R65-4711	STM3099	-
TU1R65-3597	STM0976	+
TU1R65-5079	STM3805	-
TU1R65-5101	STM3858	-
TU1R65-3962	STM1604	-
TU1R65-5469	STM4575 // STM4574	-
TU1R65-4330	STM2349	+
TU1R65-3213	STM0237	-
TU1R65-5834	STM1475	-
TU1R65-4695	STM3066	-
TU1R65-3581	STM0949	-
TU1R65-5063	STM3780 // STM3779	-
TU1R65-5085	STM3821	-
TU1R65-3946	STM1581	+
TU1R65-5453	STM4546	-
TU1R65-4314	STM2315	-
TU1R65-3197	STM0209	+
TU1R65-5818	STM1610	+
TU1R65-4679	STM3037	-
TU1R65-3565	STM0920	+
TU1R65-5047	STM3754 // STM3753	+
TU1R65-3930	STM1555	+
TU1R65-5437	STM4522	-
TU1R65-4298	STM2274 // STM2273	-
TU1R65-3181	STM0178	+
TU1R65-4663	STM3015	-
TU1R65-3549	STM0894 // STM0893	-
TU1R65-5031	STM3723 // STM3722 // STM3721 // STM3720	-
TU1R65-3914	STM1524	+
TU1R65-5421	STM4498 // STM4497 // STM4496 // STM4495 // STM4494	-
TU1R65-4282	STM2235 // STM2234	-
TU1R65-3165	STM0144 // STM0143	-
TU1R65-4647	STM2987	-
TU1R65-5789	STM1751	+
TU1R65-3533	STM0858 // STM0857	+
TU1R65-5015	STM3687 // STM3686	+
TU1R65-3898	STM1495	-
TU1R65-5405	STM4463	-
TU1R65-4266	STM2210	+
TU1R65-3149	STM0109	-
TU1R65-4631	STM2966 // STM2965 // STM2964 // STM2963	-
TU1R65-5773	STM1843	+
TU1R65-3517	STM0825	-
TU1R65-4999	STM3652 // STM3651	-
TU1R65-3882	STM1471	-
TU1R65-5389	STM4434 // STM4433	+
TU1R65-4250	STM2182 // STM2181	+
TU1R65-3133	STM0081	+
TU1R65-4615	STM2924	-
TU1R65-5757	STM1985	-
TU1R65-3501	STM0789 // STM0788 // STM0787	+
TU1R65-4983	STM3624A	+
TU1R65-3866	STM1443 // STM1442 // STM1441	-
TU1R65-5373	STM4407	-
TU1R65-4234	STM2155	+
TU1R65-3117	STM0047 // STM0046 // STM0045 // STM0044	+
TU1R65-4599	STM2874 // STM2873 // STM2872 // STM2871 // STM2870 // STM2869 // STM2868	-
TU1R65-5741	STM2194	+
TU1R65-3485	STM0755 // STM0754 // STM0753 // STM0752 // STM0751	+
TU1R65-4967	STM3597	+
TU1R65-3850	STM1417	+
TU1R65-5357	STM4369	+
TU1R65-4218	STM2118 // STM2117 // STM2116	-
TU1R65-3101	STM0017 // STM0016	-
TU1R65-4583	STM2835 // STM2834 // STM2833 // STM2832	+
TU1R65-5725	STM2386	+
TU1R65-3469	STM0718 // STM0717	+
TU1R65-4951	STM3573	+
TU1R65-3834	STM1376	-
TU1R65-5341	STM4335	+
TU1R65-4202	STM2062	-
TU1R65-3085	PSLT105 // PSLT104	+
TU1R65-4567	STM2811 // STM2810 // STM2809	+
TU1R65-5709	STM2506	+
TU1R65-3453	STM0693	-
TU1R65-4935	STM3543 // STM3542 // STM3541	-
TU1R65-3818	STM1347	-
TU1R65-5325	STM4308 // STM4307 // STM4306 // STM4305	+
TU1R65-4186	STM2005	+
TU1R65-3069	PSLT062	+
TU1R65-4551	STM2774	+
TU1R65-5693	STM2648	-
TU1R65-3437	STM0665	-
TU1R65-4919	STM3512	+
TU1R65-3802	STM1321	-
TU1R65-5309	STM4282 // STM4281	+
TU1R65-4170	STM1974 // STM1973 // STM1972	+
TU1R65-3053	PSLT038	-
TU1R65-4535	STM2747 // STM2746	+
TU1R65-5677	STM2903	-
TU1R65-3421	STM0631	+
TU1R65-4903	STM3484 // STM3483 // STM3482	-
TU1R65-3786	STM1290	-
TU1R65-5293	STM4249	+
TU1R65-4154	STM1949 // STM1948	+
TU1R65-3037	PSLT011	-
TU1R65-4519	STM2714	-
TU1R65-5661	STM3023	-
TU1R65-3405	STM0589	+
TU1R65-4887	STM3452 // STM3451 // STM3450 // STM3449	-
TU1R65-3770	STM1269	+
TU1R65-5277	STM4221	+
TU1R65-4138	STM1919	-
TU1R65-4503	STM2684	+
TU1R65-5645	STM3163	-
TU1R65-3389	STM0552	-
TU1R65-4871	STM3398	-
TU1R65-3754	STM1246	+
TU1R65-5261	STM4182	+
TU1R65-4122	STM1891 // STM1890	-
TU1R65-4487	STM2660	-
TU1R65-5629	STM3263	-
TU1R65-3373	STM0513	-
TU1R65-4855	STM3374	-
TU1R65-3738	STM1221 // STM1220 // STM1219 // STM1218	+
TU1R65-5245	STM4152	+
TU1R65-4106	STM1866	-
TU1R65-4471	STM2626 // STM2625 // STM2624 // STM2623	-
TU1R65-5613	STM3459	+
TU1R65-3357	STM0489	+
TU1R65-5978	PSLT108	+
TU1R65-4839	STM3347	+
TU1R65-3722	STM1187	+
TU1R65-5229	STM4123 // STM4122 // STM4121	+
TU1R65-4090	STM1844	-
TU1R65-4455	STM2590	-
TU1R65-5597	STM3578	-
TU1R65-3341	STM0461	+
TU1R65-5962	STM0211	-
TU1R65-4823	STM3321 // STM3320 // STM3319 // STM3318 // STM3317	+
TU1R65-3706	STM1155	-
TU1R65-5213	STM4095	-
TU1R65-4074	STM1818	-
TU1R65-4439	STM2557	+
TU1R65-5581	STM3679	+
TU1R65-3325	STM0437	+
TU1R65-5946	STM0375	-
TU1R65-4807	STM3288 // STM3287 // STM3286	-
TU1R65-3690	STM1128	-
TU1R65-5197	STM4068	+
TU1R65-4058	STM1791 // STM1790	+
TU1R65-4423	STM2532 // STM2531	-
TU1R65-5194	STM4063	+
TU1R65-4055	STM1783	+
TU1R65-4420	STM2525	-
TU1R65-5562	STM3851	-
TU1R65-3306	STM0401	+
TU1R65-5927	STM0499	+
TU1R65-4788	STM3240	-
TU1R65-3671	STM1094	-
TU1R65-5178	STM4029 // STM4028 // STM4027 // STM4026	+
TU1R65-4039	STM1741	-
TU1R65-4404	STM2500 // STM2499	+
TU1R65-5546	STM4009	+
TU1R65-3290	STM0374	+
TU1R65-5911	STM0630	-
TU1R65-4772	STM3217	-
TU1R65-3655	STM1066	+
TU1R65-5162	STM3994 // STM3993	-
TU1R65-4023	STM1712	-
TU1R65-4388	STM2472	-
TU1R65-5530	STM4190	-
TU1R65-3274	STM0342 // STM0341	+
TU1R65-5895	STM0837	-
TU1R65-4756	STM3180 // STM3179	+
TU1R65-3639	STM1042 // STM1041	+
TU1R65-5146	STM3965	+
TU1R65-4007	STM1689 // STM1688 // STM1687	-
TU1R65-4372	STM2430	+
TU1R65-5514	STM4338	+
TU1R65-3258	STM0311	+
TU1R65-5879	STM0943	-
TU1R65-4740	STM3156 // STM3155	+
TU1R65-3626	STM1021	+
TU1R65-5130	STM3930	+
TU1R65-3991	STM1658	-
TU1R65-5498	STM4462	+
TU1R65-4359	STM2403	-
TU1R65-3242	STM0288 // STM0287 // STM0286 // STM0285 // STM0284	+
TU1R65-5863	STM1156	+
TU1R65-4724	STM3126	-
TU1R65-3610	STM0997 // STM0996	+
TU1R65-5114	STM3886 // STM3885	+
TU1R65-3975	STM1636 // STM1635 // STM1634 // STM1633	+
TU1R65-5482	STM4598	-
TU1R65-4343	STM2372	-
TU1R65-3226	STM0257	+
TU1R65-5847	STM1327	+
TU1R65-4708	STM3095 // STM3094 // STM3093 // STM3092	+
TU1R65-3594	STM0971	-
TU1R65-5076	STM3800	-
TU1R65-5098	STM3848 // STM3847	+
TU1R65-3959	STM1601 // STM1600	-
TU1R65-5466	STM4566	-
TU1R65-4327	STM2346	-
TU1R65-3210	STM0234	+
TU1R65-5831	STM1501	+
TU1R65-4692	STM3062	-
TU1R65-3578	STM0945 // STM0944	+
TU1R65-5060	STM3775	+
TU1R65-3943	STM1575	+
TU1R65-5450	STM4542	-
TU1R65-4311	STM2312	-
TU1R65-3194	STM0204 // STM0203	+
TU1R65-5815	STM1629	+
TU1R65-4676	STM3034 // STM3033	-
TU1R65-3562	STM0912	+
TU1R65-5044	STM3747	+
TU1R65-3927	STM1551 // STM1550	-
TU1R65-5434	STM4517	-
TU1R65-4295	STM2270 // STM2269	+
TU1R65-3178	STM0173 // STM0172	+
TU1R65-4660	STM3009	-
TU1R65-5802	STM1679	-
TU1R65-3546	STM0887	-
TU1R65-5028	STM3713 // STM3712 // STM3711 // STM3710	+
TU1R65-3911	STM1520 // STM1519 // STM1518	-
TU1R65-5418	STM4489	+
TU1R65-4279	STM2231	+
TU1R65-3162	STM0137	+
TU1R65-4644	STM2984	+
TU1R65-5786	STM1770	-
TU1R65-3530	STM0853	+
TU1R65-5012	STM3683	-
TU1R65-3895	STM1489	+
TU1R65-5402	STM4458	-
TU1R65-4263	STM2203 // STM2202	+
TU1R65-3146	STM0104	+
TU1R65-4628	STM2956	-
TU1R65-5770	STM1860	-
TU1R65-3514	STM0820	+
TU1R65-4996	STM3648	+
TU1R65-3879	STM1467	-
TU1R65-5386	STM4429	-
TU1R65-4247	STM2174	-
TU1R65-3130	STM0078 // STM0077 // STM0076 // STM0075	+
TU1R65-4612	STM2911 // STM2910	-
TU1R65-5754	STM1995	+
TU1R65-3498	STM0779	-
TU1R65-4980	STM3615	-
TU1R65-3863	STM1437	-
TU1R65-5370	STM4399	-
TU1R65-4231	STM2152	-
TU1R65-3114	STM0040	+
TU1R65-4596	STM2865	-
TU1R65-5738	STM2238	+
TU1R65-3482	STM0746 // STM0745 // STM0744	+
TU1R65-4964	STM3594 // STM3593	-
TU1R65-3847	STM1412 // STM1411 // STM1410 // STM1409 // STM1408 // STM1407 // STM1406	+
TU1R65-5354	STM4364 // STM4363	+
TU1R65-4215	STM2098	-
TU1R65-3098	STM0013	+
TU1R65-4580	STM2829	-
TU1R65-5722	STM2399	+
TU1R65-3466	STM0714	+
TU1R65-4948	STM3569	-
TU1R65-3831	STM1367	+
TU1R65-5338	STM4332	-
