	cobrame/ecolime fluxes	coralme fluxes
transcription_TU0_6626_with_IHFA_TERMINATOR_from_RpoD_mono	0.0	0.0
transcription_TU0_14616_from_RpoD_mono	0.0	0.0
transcription_TU0_8772_from_RpoD_mono	4.569599293540368e-14	4.3529808938517785e-14
transcription_TU0_13494_from_RpoD_mono	0.0	0.0
transcription_TU00383_with_TERM65_from_RpoD_mono	0.0	0.0
transcription_TU0_14007_from_RpoD_mono	0.0	0.0
transcription_TU0_8849_from_RpoD_mono	8.82668416589883e-07	8.472338710938984e-07
transcription_TU0_13855_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_36413_from_RpoD_mono	0.0	0.0
transcription_TU802_from_RpoD_mono	0.0	0.0
transcription_TU0_1143_from_RpoD_mono	0.0	0.0
transcription_TU0_1783_from_RpoD_mono	1.2865335294989263e-11	1.2346442783021975e-11
transcription_TU00444_with_TERM53_from_RpoD_mono	3.229098058499701e-08	3.113858137625012e-08
transcription_TU0_7861_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_5501_from_RpoD_mono	7.590728412108991e-10	7.369271159761611e-10
transcription_TU502_from_RpoD_mono	0.0	0.0
transcription_TU502_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_6629_from_RpoD_mono	0.0	0.0
transcription_TU00193_with_TERM0_1125_from_RpoD_mono	0.0	0.0
transcription_TU00193_with_TERM0_1122_from_RpoD_mono	0.0	0.0
transcription_TU00193_with_TERM0_1123_from_RpoD_mono	0.0	0.0
transcription_TU00193_with_TERM0_1124_from_RpoD_mono	0.0	0.0
transcription_TU00515_from_RpoD_mono	1.3051796078761204e-05	1.2699974457690984e-05
transcription_TU00107_from_RpoD_mono	7.712686632026452e-09	7.810084984668625e-09
transcription_TU0_36414_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14336_from_RpoD_mono	1.3304860716848392e-10	1.2896525846320148e-10
transcription_TU00309_from_RpoD_mono	0.0	0.0
transcription_TU0_13799_from_RpoD_mono	0.0	0.0
transcription_TU0_13722_from_RpoD_mono	0.0	0.0
transcription_TU0_8773_from_RpoD_mono	0.0	0.0
transcription_TU0_5522_from_RpoD_mono	0.0	0.0
transcription_TU0_14276_from_EG11355_MONOMER	0.0	0.0
transcription_TU0_13421_from_RpoD_mono	5.5113676885320884e-12	5.290159977750991e-12
transcription_TU0_13495_from_RpoD_mono	0.0	0.0
transcription_TU00384_with_TERM65_from_RpoD_mono	0.0	0.0
transcription_TU0_8855_with_PHEM_T3_from_RpoD_mono	0.0	0.0
transcription_TU0_13660_from_RpoD_mono	0.0	0.0
transcription_TU0_6630_from_RpoD_mono	0.0	0.0
transcription_TU0_1161_from_RPOS_MONOMER	0.0	0.0
transcription_TU00038_with_TERM0242_from_RpoD_mono	0.0	0.0
transcription_TU503_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_12838_from_RpoD_mono	0.0	0.0
transcription_TU0_36417_from_RpoD_mono	0.0	0.0
transcription_TU00194_from_RpoD_mono	9.208810638809827e-11	8.927192214838145e-11
transcription_TU00516_from_RpoD_mono	0.0	0.0
transcription_TU00258_from_RpoD_mono	4.277378822464728e-11	4.147739387545711e-11
transcription_TU00108_from_RpoD_mono	2.351760697995808e-07	2.382098345168084e-07
transcription_TU0_14518_from_RpoD_mono	0.0	0.0
transcription_TU0_8486_from_RpoD_mono	6.974877941835645e-11	6.762176701721925e-11
transcription_TU0_7901_from_RpoD_mono	0.0	0.0
transcription_TU0_14068_from_RpoD_mono	0.0	0.0
transcription_TU00310_with_TERM52_from_RpoD_mono	2.651587954734662e-07	2.584885258060884e-07
transcription_TU0_6631_from_RpoD_mono	0.0	0.0
transcription_TU0_36418_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_36418_from_RpoD_mono	0.0	0.0
transcription_TU0_8774_from_RpoD_mono	0.0	0.0
transcription_TU0_8774_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_12962_from_RpoD_mono	0.0	0.0
transcription_TU00385_from_RpoD_mono	0.0	0.0
transcription_TU00039_from_RpoD_mono	0.0	0.0
transcription_TU0_5543_from_RpoD_mono	0.0	0.0
transcription_TU521_from_RpoD_mono	0.0	0.0
transcription_TU0_13182_from_RpoD_mono	0.0	0.0
transcription_TU841_from_RpoD_mono	0.0	0.0
transcription_TU00195_from_RpoD_mono	0.0	0.0
transcription_TU00517_from_RpoD_mono	6.769170050775467e-10	6.566205564873644e-10
transcription_TU0_1181_from_RpoD_mono	0.0	0.0
transcription_TU0_13612_from_RpoD_mono	0.0	0.0
transcription_TU0_14618_from_RpoD_mono	0.0	0.0
transcription_TU00109_from_RpoD_mono	0.0	0.0
transcription_TU0_12839_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_36419_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_36419_from_RpoD_mono	0.0	0.0
transcription_TU0_1821_from_RpoD_mono	0.0	0.0
transcription_TU0_13959_from_RpoD_mono	7.433614663786344e-12	7.147908259458799e-12
transcription_TU0_6634_with_TERM101_from_RPOS_MONOMER	1.4615000407908276e-07	1.457307800012616e-07
transcription_TU0_6634_with_TERM101_from_RpoD_mono	0.0	0.0
transcription_TU0_14519_from_RpoD_mono	0.0	0.0
transcription_TU0_5561_from_RpoD_mono	0.0	0.0
transcription_TU0_8487_from_RpoD_mono	0.0	0.0
transcription_TU00311_from_RpoD_mono	0.0	0.0
transcription_TU0_13801_from_RpoD_mono	0.0	0.0
transcription_TU0_8777_from_RpoD_mono	0.0	0.0
transcription_TU0_12963_from_RpoD_mono	2.8668210631522335e-11	2.7797073283607908e-11
transcription_TU522_from_RpoD_mono	0.0	0.0
transcription_TU0_13498_from_RpoD_mono	0.0	0.0
transcription_TU0_7981_from_RPOS_MONOMER	0.0	0.0
transcription_TU00518_from_RpoD_mono	1.0600632876724956e-05	1.0320547534826644e-05
transcription_TU00196_from_RpoD_mono	0.0	0.0
transcription_TU0_8862_from_RpoD_mono	0.0	0.0
transcription_TU00110_from_RpoD_mono	0.0	0.0
transcription_TU0_5562_from_RpoD_mono	0.0	0.0
transcription_TU0_6635_with_TERM70_from_RpoD_mono	0.0	0.0
transcription_TU0_1182_with_TERM0_1116_from_RpoD_mono	0.0	0.0
transcription_TU0_1182_with_TERM0_1115_from_RpoD_mono	0.0	0.0
transcription_TU00260_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_36422_from_RpoD_mono	0.0	0.0
transcription_TU0_14520_with_TERM53_from_RpoD_mono	0.0	0.0
transcription_TU00448_with_TERM52_from_RpoD_mono	0.0	0.0
transcription_TU0_8001_from_RpoD_mono	0.0	0.0
transcription_TU00041_from_RPOH_MONOMER	3.478913516597392e-07	3.390854534998116e-07
transcription_TU0_5564_from_RpoD_mono	0.0	0.0
transcription_TU523_from_RpoD_mono	0.0	0.0
transcription_TU0_1421_from_RpoD_mono	0.0	0.0
transcription_TU0_14339_from_RpoD_mono	0.0	0.0
transcription_TU00312_with_TERM0_1145_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13802_from_RpoD_mono	0.0	0.0
transcription_TU0_6636_with_TERM70_from_RpoD_mono	4.91401580954153e-06	4.797032814645107e-06
transcription_TU00197_from_RpoD_mono	0.0	0.0
transcription_TU00519_from_RpoD_mono	9.347436725542429e-06	9.140942919688288e-06
transcription_TU0_13555_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00111_from_RpoD_mono	1.979562032097245e-08	1.921614851877468e-08
transcription_TU0_13499_from_RpoD_mono	0.0	0.0
transcription_TU0_1881_from_RpoD_mono	1.4357199417409839e-10	1.3831818799060293e-10
transcription_TU862_from_RpoD_mono	0.0	0.0
transcription_TU0_1183_with_TERM0_1117_from_RpoD_mono	0.0	0.0
transcription_TU0_8021_from_RpoD_mono	0.0	0.0
transcription_TU_8385_from_RPOE_MONOMER	3.50741429658048e-08	3.3632494690566055e-08
transcription_TU00449_with_TERM51_from_RpoD_mono	0.0	0.0
transcription_TU0_14412_from_RpoD_mono	0.0	0.0
transcription_TU0_6646_with_TERM88_from_RpoD_mono	2.3815950193365165e-08	1.573051746787485e-09
transcription_TU00042_from_RpoD_mono	0.0	0.0
transcription_TU0_14521_with_TERM0223_from_RpoD_mono	0.0	0.0
transcription_TU0_14521_with_TERM0222_from_RpoD_mono	0.0	0.0
transcription_TU524_from_RpoD_mono	0.0	0.0
transcription_TU524_with_TERM165_from_RpoD_mono	0.0	0.0
transcription_TU0_8489_from_RpoD_mono	0.0	0.0
transcription_TU00198_from_RpoD_mono	0.0	0.0
transcription_TU00198_from_RPOS_MONOMER	0.0	0.0
transcription_TU00520_from_RpoD_mono	1.18879017566468e-05	1.0487695111698612e-05
transcription_TU00112_from_RpoD_mono	0.0	0.0
transcription_TU0_14340_from_RpoD_mono	4.4547341647395404e-10	4.319040634715212e-10
transcription_TU00313_from_RpoD_mono	7.260234962679884e-11	7.038831664592554e-11
transcription_TU0_5568_from_RpoD_mono	0.0	0.0
transcription_TU0_12965_from_RpoD_mono	9.39226886034693e-08	9.067090583049601e-08
transcription_TU0_14210_from_RpoD_mono	0.0	0.0
transcription_TU0_8864_from_RpoD_mono	0.0	0.0
transcription_TU863_from_RpoD_mono	0.0	0.0
transcription_TU0_1184_with_TERM0_1117_from_RpoD_mono	0.0	0.0
transcription_TU0_1921_from_RpoD_mono	0.0	0.0
transcription_TU0_12842_from_RpoD_mono	0.0	0.0
transcription_TU00450_with_TERM51_from_RpoD_mono	0.0	0.0
transcription_TU00043_from_RpoD_mono	0.0	0.0
transcription_TU00262_from_RpoD_mono	0.0	0.0
transcription_TU0_12894_from_RpoD_mono	0.0	0.0
transcription_TU525_from_RpoD_mono	0.0	0.0
transcription_TU525_with_TERM165_from_RpoD_mono	0.0	0.0
transcription_TU0_14413_from_RpoD_mono	0.0	0.0
transcription_TU00199_from_RpoD_mono	0.0	0.0
transcription_TU00521_from_RpoD_mono	6.384137180977783e-06	6.224112852067904e-06
transcription_TU0_13100_from_RpoD_mono	0.0	0.0
transcription_TU0_14523_from_RpoD_mono	0.0	0.0
transcription_TU0_8061_from_RpoD_mono	4.717299850764597e-07	3.981038973602975e-07
transcription_TU0_3644_from_RpoD_mono	0.0	0.0
transcription_TU00314_with_PRMAT1_from_RpoD_mono	0.0	0.0
transcription_TU0_1962_from_RpoD_mono	1.438619595928562e-11	1.3949044413427736e-11
transcription_TU0_13805_from_RpoD_mono	5.5113676885320884e-12	5.290159977750991e-12
transcription_TU0_14622_from_RpoD_mono	5.435885088037131e-10	5.221570291322193e-10
transcription_TU0_13727_from_RpoD_mono	1.4027787464972211e-11	1.3443160289352214e-11
transcription_TU0_5581_from_RpoD_mono	0.0	0.0
transcription_TU0_8865_from_RpoD_mono	8.316019449284565e-09	8.084639618985086e-09
transcription_TU0_13860_from_RpoD_mono	0.0	0.0
transcription_TU0_1186_from_RpoD_mono	0.0	0.0
transcription_TU00044_from_RpoD_mono	0.0	0.0
transcription_TU0_13557_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU526_with_TERM165_from_RpoD_mono	4.678916728599093e-07	4.555097040756753e-07
transcription_TU0_3645_from_RPON_MONOMER	0.0	0.0
transcription_TU0_8081_from_RpoD_mono	0.0	0.0
transcription_TU00200_from_RpoD_mono	0.0	0.0
transcription_TU00522_with_TERM01021_from_RPOS_MONOMER	0.0	0.0
transcription_TU00522_with_TERM01021_from_RpoD_mono	0.0	0.0
transcription_TU00114_from_RPON_MONOMER	0.0	0.0
transcription_TU0_14414_from_RpoD_mono	0.0	0.0
transcription_TU0_6649_from_RpoD_mono	0.0	0.0
transcription_TU0_5601_with_TERM85_from_RpoD_mono	0.0	0.0
transcription_TU0_14524_from_RpoD_mono	0.0	0.0
transcription_TU0_8491_from_RpoD_mono	4.280523891913914e-08	4.130361499913246e-08
transcription_TU00315_from_RPOS_MONOMER	0.0	0.0
transcription_TU00315_from_RpoD_mono	0.0	0.0
transcription_TU0_3721_from_RpoD_mono	0.0	0.0
transcription_TU0_14159_from_RpoD_mono	6.217062150106966e-10	6.028145056435685e-10
transcription_TU0_8781_from_RpoD_mono	0.0	0.0
transcription_TU0_13428_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_14288_from_RpoD_mono	0.0	0.0
transcription_TU0_8082_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_8082_from_RpoD_mono	0.0	0.0
transcription_TU00045_from_RpoD_mono	0.0	0.0
transcription_TU0_14625_from_RpoD_mono	2.890922527891412e-08	2.9274300518278262e-08
transcription_TU541_from_RpoD_mono	0.0	0.0
transcription_TU541_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13667_from_RPOH_MONOMER	2.375819962513864e-12	2.279908405154393e-12
transcription_TU0_6650_from_RpoD_mono	0.0	0.0
transcription_TU00201_from_RpoD_mono	0.0	0.0
transcription_TU00523_with_TERM01021_from_RpoD_mono	7.942591398116977e-08	7.935177751308792e-08
transcription_TU0_1187_from_RpoD_mono	0.0	0.0
transcription_TU00115_from_RpoD_mono	0.0	0.0
transcription_TU0_3723_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_3723_from_RpoD_mono	0.0	0.0
transcription_TU_8389_with_TERM1_from_RpoD_mono	6.709538097950742e-10	6.506184417183058e-10
transcription_TU0_14415_from_RpoD_mono	0.0	0.0
transcription_TU0_14525_from_RpoD_mono	0.0	0.0
transcription_TU0_8492_from_RpoD_mono	0.0	0.0
transcription_TU0_8083_with_TERM0902_from_RpoD_mono	0.0	0.0
transcription_TU00316_from_RpoD_mono	0.0	0.0
transcription_TU0_14740_from_RpoD_mono	0.0	0.0
transcription_TU0_13807_from_RpoD_mono	0.0	0.0
transcription_TU0_6651_with_TERM165_from_RpoD_mono	0.0	0.0
transcription_TU00046_from_RpoD_mono	0.0	0.0
transcription_TU0_8782_from_RpoD_mono	0.0	0.0
transcription_TU00391_with_TERM0_1145_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_3741_from_RpoD_mono	2.0568138782994281e-07	2.0047513781544245e-07
transcription_TU00202_from_RPOS_MONOMER	0.0	0.0
transcription_TU00202_from_RpoD_mono	0.0	0.0
transcription_TU0_2001_from_RpoD_mono	1.102273537706419e-11	1.0580319955501996e-11
transcription_TU00524_from_RpoD_mono	1.262763280194035e-07	1.2896998743556274e-07
transcription_TU0_13103_from_RpoD_mono	5.5113676885320884e-12	5.290159977750991e-12
transcription_TU0_14015_from_RpoD_mono	0.0	0.0
transcription_TU00116_from_RpoD_mono	0.0	0.0
transcription_TU0_14290_from_RpoD_mono	3.2836213957322132e-09	3.183842401116903e-09
transcription_TU869_from_RpoD_mono	1.3883926798399577e-07	2.808922894450507e-07
transcription_TU0_1188_from_RpoD_mono	0.0	0.0
transcription_TU0_8084_with_TERM0924_from_RpoD_mono	1.7995933104226487e-08	1.7424810433892698e-08
transcription_TU00265_with_TERM081_from_RpoD_mono	0.0	0.0
transcription_TU_8390_with_TERM1_from_RpoD_mono	0.0	0.0
transcription_TU0_3841_from_RpoD_mono	3.943315824331388e-12	3.786488248259528e-12
transcription_TU0_14527_with_TERM0_1143_from_RpoD_mono	0.0	0.0
transcription_TU0_14741_from_RpoD_mono	0.0	0.0
transcription_TU0_8493_from_RpoD_mono	6.819621503799622e-07	6.623131982128491e-07
transcription_TU00454_from_RpoD_mono	0.0	0.0
transcription_TU0_13559_from_RpoD_mono	0.0	0.0
transcription_TU00047_from_RpoD_mono	0.0	0.0
transcription_TU543_with_TERM0281_from_RpoD_mono	0.0	0.0
transcription_TU543_with_TERM0282_from_RpoD_mono	0.0	0.0
transcription_TU543_with_TERM0283_from_RpoD_mono	6.9140043666822275e-09	6.606664069362911e-09
transcription_TU00203_with_TERM4_from_RpoD_mono	0.0	0.0
transcription_TU0_13104_from_RpoD_mono	2.559248461666112e-12	2.453867778445048e-12
transcription_TU00117_from_RpoD_mono	6.156678533436979e-14	5.864826208818289e-14
transcription_TU0_8101_from_RpoD_mono	3.401679475527765e-07	3.495051931037668e-07
transcription_TU0_3862_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_2041_from_RpoD_mono	0.0	1.430624491349416e-11
transcription_TU0_6653_with_AROF_TYRA_TERMINATOR_from_RpoD_mono	2.886540602351651e-07	2.8129342203318815e-07
transcription_TU870_with_TERM202_from_RpoD_mono	1.9449337874188414e-11	1.8638760190611543e-11
transcription_TU0_1189_from_RpoD_mono	0.0	0.0
transcription_TU0_12846_from_RpoD_mono	0.0	0.0
transcription_TU0_14291_from_RpoD_mono	4.389905675776992e-08	4.256510158451402e-08
transcription_TU00266_from_RpoD_mono	4.8136239430427664e-14	4.5854354467286383e-14
transcription_TU_8391_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_8628_from_RpoD_mono	0.0	0.0
transcription_TU0_13034_from_RpoD_mono	2.545743639374746e-05	2.477254992914821e-05
transcription_TU0_14629_from_RpoD_mono	0.0	0.0
transcription_TU00455_from_RpoD_mono	0.0	0.0
transcription_TU00048_from_RpoD_mono	0.0	0.0
transcription_TU0_14528_with_TERM0_1115_from_RpoD_mono	0.0	0.0
transcription_TU0_14528_with_TERM0_1116_from_RpoD_mono	0.0	0.0
transcription_TU0_8494_from_RpoD_mono	1.3557632675700309e-08	1.3072667847815781e-08
transcription_TU0_13195_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_3882_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_8121_with_TERM0941_from_RpoD_mono	0.0	0.0
transcription_TU0_2042_with_TERM0703_from_RpoD_mono	0.0	0.0
transcription_TU00204_from_RpoD_mono	0.0	0.0
transcription_TU00527_from_RpoD_mono	0.0	0.0
transcription_TU0_14215_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_14076_from_RpoD_mono	0.0	0.0
transcription_TU00320_from_RpoD_mono	0.0	0.0
transcription_TU0_13809_from_RpoD_mono	1.5622301015453356e-11	1.4988849318442024e-11
transcription_TU0_6654_with_TERM86_from_RpoD_mono	1.903446438808648e-10	1.8298567001722816e-10
transcription_TU0_14162_from_RpoD_mono	5.818748893616146e-07	5.663211289016089e-07
transcription_TU0_8784_from_RpoD_mono	1.5266985308023302e-09	1.4803069325863742e-09
transcription_TU0_14744_from_RpoD_mono	0.0	0.0
transcription_TU871_from_RpoD_mono	3.2415563123647362e-12	3.1064600317685904e-12
transcription_TU0_3901_from_RPOS_MONOMER	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_13373_from_RpoD_mono	2.7330572592317534e-07	2.6601226914850654e-07
transcription_TU0_1190_from_RpoD_mono	2.18055089448328e-05	2.1166700067929147e-05
transcription_TU0_12900_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_2081_from_RpoD_mono	0.0	0.0
transcription_TU0_8629_from_RpoD_mono	0.0	0.0
transcription_TU0_13035_from_RpoD_mono	1.1285984283620608e-05	0.0
transcription_TU0_8143_from_RPOS_MONOMER	0.0	0.0
transcription_TU00049_with_OMPC_TERMINATOR_from_RpoD_mono	0.0	0.0
transcription_TU00267_from_RpoD_mono	0.0	0.0
transcription_TU0_5782_from_RpoD_mono	0.0	0.0
transcription_TU_8392_from_RPOE_MONOMER	0.0	0.0
transcription_TU546_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13196_from_RpoD_mono	0.0	0.0
transcription_TU0_6657_with_RPLT_T2_from_RpoD_mono	0.0	0.0
transcription_TU101_from_RpoD_mono	0.0	0.0
transcription_TU00205_with_GUSAT1_from_RpoD_mono	1.7264819515866046e-07	1.6644046416797917e-07
transcription_TU0_14292_from_RPOE_MONOMER	5.8946172427043154e-08	5.715498242297159e-08
transcription_TU0_14529_from_RpoD_mono	0.0	0.0
transcription_TU0_14745_from_RpoD_mono	0.0	0.0
transcription_TU0_14630_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14630_from_RpoD_mono	0.0	0.0
transcription_TU0_2082_from_RpoD_mono	1.8050093480090222e-11	1.7406514346895388e-11
transcription_TU00321_from_RpoD_mono	0.0	0.0
transcription_TU0_8787_from_RpoD_mono	0.0	0.0
transcription_TU0_5843_from_RpoD_mono	0.0	0.0
transcription_TU0_14216_from_RpoD_mono	7.022279835054943e-14	0.0
transcription_TU0_14018_from_RpoD_mono	0.0	0.0
transcription_TU0_13036_from_RpoD_mono	0.0	1.0854342026459527e-05
transcription_TU00457_from_RpoD_mono	0.0	0.0
transcription_TU0_13672_from_RpoD_mono	1.8569052692897891e-09	1.8004819669803286e-09
transcription_TU0_6658_with_TERM5_from_RpoD_mono	0.0	0.0
transcription_TU872_from_RpoD_mono	0.0	0.0
transcription_TU0_1191_from_RpoD_mono	0.0	0.0
transcription_TU00050_from_RpoD_mono	0.0	0.0
transcription_TU0_14746_from_RpoD_mono	0.0	0.0
transcription_TU0_3963_from_RpoD_mono	0.0	0.0
transcription_TU00206_from_RpoD_mono	0.0	0.0
transcription_TU102_from_RpoD_mono	4.197407944822038e-11	4.069861832085352e-11
transcription_TU00268_from_RpoD_mono	0.0	0.0
transcription_TU00120_from_RpoD_mono	0.0	0.0
transcription_TU0_5881_from_RpoD_mono	8.577403422417145e-12	8.316762932313427e-12
transcription_TU0_14530_from_RpoD_mono	0.0	0.0
transcription_TU0_14293_from_RpoD_mono	0.0	0.0
transcription_TU0_14078_from_RpoD_mono	0.0	0.0
transcription_TU00322_from_RPON_MONOMER	0.0	0.0
transcription_TU0_6660_with_TERM86_from_RpoD_mono	0.0	0.0
transcription_TU0_14631_from_RpoD_mono	0.0	0.0
transcription_TU0_14631_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13620_from_RpoD_mono	0.0	0.0
transcription_TU0_14749_from_RpoD_mono	0.0	0.0
transcription_TU0_13037_from_RpoD_mono	8.383394467325909e-07	8.127018434630509e-07
transcription_TU0_5901_with_TERM0541_from_RpoD_mono	0.0	0.0
transcription_TU0_8874_from_RpoD_mono	0.0	0.0
transcription_TU0_13199_from_RpoD_mono	0.0	0.0
transcription_TU0_14217_from_RpoD_mono	6.709538097950742e-10	6.506184417183058e-10
transcription_TU873_from_RpoD_mono	2.6304356115861015e-07	2.5602396127029844e-07
transcription_TU103_with_TERM7_from_RpoD_mono	0.0	0.0
transcription_TU0_1192_from_RpoD_mono	2.080544536313388e-05	2.024732490396841e-05
transcription_TU0_8147_from_RPOS_MONOMER	0.0	0.0
transcription_TU00269_from_RpoD_mono	0.0	0.0
transcription_TU0_14531_with_TERM52_from_RpoD_mono	0.0	0.0
transcription_TU0_14750_from_RpoD_mono	0.0	0.0
transcription_TU0_12902_from_RpoD_mono	0.0	0.0
transcription_TU0_5903_with_TERM0541_from_RPON_MONOMER	0.0	0.0
transcription_TU0_13038_from_RpoD_mono	0.0	0.0
transcription_TU0_14080_from_RpoD_mono	0.0	0.0
transcription_TU00460_from_RpoD_mono	0.0	0.0
transcription_TU00323_from_RpoD_mono	5.274995379702712e-12	5.0551527524926295e-12
transcription_TU0_13735_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00052_from_RpoD_mono	0.0	0.0
transcription_TU564_from_RpoD_mono	0.0	0.0
transcription_TU00396_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_4001_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_8148_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_2302_from_RpoD_mono	0.0	0.0
transcription_TU104_with_TERM7_from_RpoD_mono	0.0	0.0
transcription_TU00208_from_RpoD_mono	0.0	0.0
transcription_TU00122_from_RpoD_mono	7.594754754322748e-09	7.363973886978817e-09
transcription_TU0_13674_from_RpoD_mono	0.0	0.0
transcription_TU874_from_RpoD_mono	0.0	0.0
transcription_TU00270_from_RpoD_mono	0.0	0.0
transcription_TU0_2342_from_RpoD_mono	0.0	0.0
transcription_TU00461_from_RpoD_mono	0.0	0.0
transcription_TU0_8149_with_TERM0961_from_RpoD_mono	0.0	0.0
transcription_TU0_5964_from_RpoD_mono	0.0	0.0
transcription_TU565_from_RpoD_mono	6.73454454421632e-07	6.588985470408878e-07
transcription_TU00324_from_RpoD_mono	2.4158664816654327e-11	2.343868658664721e-11
transcription_TU0_14166_from_RpoD_mono	0.0	0.0
transcription_TU121_with_TERM7_from_RpoD_mono	0.0	0.0
transcription_TU00209_from_RpoD_mono	3.6533739583738064e-08	3.7536551576588654e-08
transcription_TU0_13736_from_RpoD_mono	3.006076060896255e-12	2.883132878926331e-12
transcription_TU0_14759_from_RpoD_mono	0.0	0.0
transcription_TU00123_from_RpoD_mono	0.0	0.0
transcription_TU0_901_from_RpoD_mono	0.0	0.0
transcription_TU0_4141_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_2402_from_RpoD_mono	7.207196656104421e-12	6.906826905299634e-12
transcription_TU0_13675_from_RpoD_mono	8.267051532798125e-12	7.93523996662648e-12
transcription_TU875_from_RpoD_mono	0.0	0.0
transcription_TU0_14633_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14633_from_RpoD_mono	0.0	0.0
transcription_TU0_5981_from_RpoD_mono	0.0	0.0
transcription_TU_8397_from_RPOE_MONOMER	1.8050093480090222e-11	1.7406514346895388e-11
transcription_TU00054_from_RpoD_mono	1.1834929335158018e-07	1.1422426097218877e-07
transcription_TU0_13204_from_RpoD_mono	9.297415216244239e-14	8.856676616624429e-14
transcription_TU0_14533_from_RpoD_mono	0.0	0.0
transcription_TU122_with_TERM7_from_RpoD_mono	0.0	0.0
transcription_TU00124_from_RPOS_MONOMER	0.0	0.0
transcription_TU00325_from_RpoD_mono	4.71867717910834e-07	4.582720862276549e-07
transcription_TU0_5982_from_RpoD_mono	0.0	0.0
transcription_TU0_8791_from_RpoD_mono	0.0	0.0
transcription_TU0_13908_from_RpoD_mono	0.0	0.0
transcription_TU0_8161_from_RpoD_mono	0.0	0.0
transcription_TU0_14021_from_RpoD_mono	5.140946532754185e-12	4.929121059055943e-12
transcription_TU0_6687_with_VALS_from_RpoD_mono	1.2155209137393116e-08	1.1802309359909866e-08
transcription_TU876_from_RpoD_mono	0.0	0.0
transcription_TU0_4146_from_RPOE_MONOMER	4.8594219836944194e-08	4.711759332764335e-08
transcription_TU0_2421_from_RpoD_mono	0.0	0.0
transcription_TU00055_from_RpoD_mono	1.4716329646074535e-09	1.419118441037811e-09
transcription_TU0_6_from_RpoD_mono	2.7838010113102384e-09	2.661840019331305e-09
transcription_TU_8398_from_RPOE_MONOMER	0.0	0.0
transcription_TU582_with_TERM168_from_RpoD_mono	0.0	0.0
transcription_TU0_14634_with_TERM0924_from_RpoD_mono	0.0	0.0
transcription_TU123_with_TERM7_from_RpoD_mono	0.0	0.0
transcription_TU00125_from_RpoD_mono	0.0	0.0
transcription_TU0_8181_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_4161_with_TERM0161_from_RPOE_MONOMER	3.223023840825922e-08	3.0877896322836933e-08
transcription_TU00326_from_RPON_MONOMER	0.0	0.0
transcription_TU0_2422_from_RpoD_mono	0.0	0.0
transcription_TU0_8563_from_RpoD_mono	0.0	0.0
transcription_TU0_6702_from_RpoD_mono	0.0	0.0
transcription_TU0_13738_from_RpoD_mono	4.2140232060741646e-08	4.038398041299175e-08
transcription_TU0_13512_from_RpoD_mono	1.1628015884641291e-08	1.077748541400031e-08
transcription_TU0_8726_from_RpoD_mono	0.0	0.0
transcription_TU0_941_from_RpoD_mono	0.0	0.0
transcription_TU877_from_RpoD_mono	0.0	0.0
transcription_TU00056_from_RpoD_mono	2.2464121014707997e-07	2.1662422372748146e-07
transcription_TU583_with_TERM168_from_RpoD_mono	0.0	0.0
transcription_TU0_13206_from_RpoD_mono	0.0	0.0
transcription_TU0_4181_from_RpoD_mono	0.0	0.0
