	cobrame/ecolime fluxes	coralme fluxes
translation_b3431	0.0	0.0
translation_b3432	0.0	0.0
translation_b3433	1.4886612375879297e-07	1.4406170494077858e-07
translation_b4476	0.0	0.0
translation_b3437	0.0	0.0
translation_b3447	0.0	0.0
translation_b3449	0.0	0.0
translation_b3450	0.0	0.0
translation_b3451	0.0	0.0
translation_b3452	0.0	0.0
translation_b3453	0.0	0.0
translation_b3454	0.0	0.0
translation_b3455	0.0	0.0
translation_b3456	0.0	0.0
translation_b3457	0.0	0.0
translation_b3458	0.0	0.0
translation_b3460	0.0	0.0
translation_b3461	3.6294792250224037e-09	3.499058103789861e-09
translation_b3464	3.329403219321366e-09	3.4550580871769234e-09
translation_b3465	2.9312246526281626e-10	2.800792625345892e-10
translation_b3469	0.0	0.0
translation_b3470	2.7222760690221476e-10	2.5983239850393417e-10
translation_b3475	3.364276099551925e-11	3.190228837443233e-11
translation_b3476	0.0	0.0
translation_b3477	0.0	0.0
translation_b3478	0.0	0.0
translation_b3479	0.0	0.0
translation_b3480	0.0	0.0
translation_b3493	4.553199084956628e-06	4.373510849434708e-06
translation_b3496	0.0	0.0
translation_b3500	7.90714602691741e-10	7.568696910467433e-10
translation_b3502	0.0	0.0
translation_b3503	0.0	0.0
translation_b3517	0.0	0.0
translation_b3519	0.0	0.0
translation_b3526	0.0	0.0
translation_b3528	0.0	0.0
translation_b3540	0.0	0.0
translation_b3541	0.0	0.0
translation_b3542	0.0	0.0
translation_b3543	0.0	0.0
translation_b3544	0.0	0.0
translation_b3546	0.0	0.0
translation_b3551	0.0	0.0
translation_b3553	0.0	0.0
translation_b3559	2.5726155748490443e-06	2.486102774859051e-06
translation_b3560	2.5726155748490443e-06	2.486102774859051e-06
translation_b3564	0.0	0.0
translation_b3565	0.0	0.0
translation_b3566	0.0	0.0
translation_b3567	0.0	0.0
translation_b3568	0.0	0.0
translation_b3571	0.0	0.0
translation_b3572	0.0	0.0
translation_b3575	0.0	0.0
translation_b3577	0.0	0.0
translation_b3578	0.0	0.0
translation_b3579	0.0	0.0
translation_b3580	0.0	0.0
translation_b3581	0.0	0.0
translation_b3583	0.0	0.0
translation_b3588	0.0	0.0
translation_b3590	0.0	0.0
translation_b3591	0.0	0.0
translation_b3599	0.0	0.0
translation_b3600	0.0	0.0
translation_b3603	0.0	0.0
translation_b3605	0.0	0.0
translation_b3607	9.541126094497264e-06	9.243902787020916e-06
translation_b3608	2.980040495434799e-06	2.876341701490762e-06
translation_b3609	3.889601136043636e-05	9.844114900198206e-05
translation_b3610	0.0	0.0
translation_b3612	0.0	0.0
translation_b3616	0.0	0.0
translation_b3617	0.0	0.0
translation_b3619	0.0	0.0
translation_b3620	0.0	0.0
translation_b3621	0.0	0.0
translation_b3622	0.0	0.0
translation_b3623	0.0	0.0
translation_b3624	0.0	0.0
translation_b3625	0.0	0.0
translation_b3626	0.0	0.0
translation_b3627	0.0	0.0
translation_b3628	0.0	0.0
translation_b3629	0.0	0.0
translation_b3630	0.0	0.0
translation_b3631	0.0	0.0
translation_b3632	0.0	0.0
translation_b3633	1.2017037007661406e-08	1.1598940319912556e-08
translation_b3634	9.59365296120602e-09	9.258834842067776e-09
translation_b3636	8.231239920996712e-05	8.005466648750905e-05
translation_b3637	8.231239920996712e-05	8.005466648750905e-05
translation_b3639	1.1698282234382284e-08	1.1290012634605989e-08
translation_b3640	0.0	0.0
translation_b3642	2.5425982140962675e-06	2.4386353995854044e-06
translation_b3643	6.9140043666822275e-09	6.606664069362911e-09
translation_b3648	2.124031733736242e-06	2.0417904140894037e-06
translation_b3649	1.9199908981276924e-09	1.8431214640313406e-09
translation_b3650	0.0	0.0
translation_b3651	1.0812638845468135e-09	1.034652175439535e-09
translation_b3653	0.0	0.0
translation_b3654	0.0	0.0
translation_b3665	0.0	0.0
translation_b3666	0.0	0.0
translation_b3670	0.0	0.0
translation_b3671	0.0	0.0
translation_b3679	0.0	0.0
translation_b3691	0.0	0.0
translation_b4478	0.0	0.0
translation_b4477	0.0	0.0
translation_b3693	0.0	0.0
translation_b3703	8.231239920996712e-05	8.005466648750905e-05
translation_b3704	6.9140043666822275e-09	6.606664069362911e-09
translation_b3705	3.1969069524154185e-06	3.079736276652871e-06
translation_b3706	5.468431818115889e-10	5.21929241070329e-10
translation_b3708	0.0	0.0
translation_b3709	0.0	0.0
translation_b3714	0.0	0.0
translation_b3722	0.0	0.0
translation_b3725	0.0	0.0
translation_b3726	0.0	0.0
translation_b3727	0.0	0.0
translation_b3728	0.0	0.0
translation_b3729	3.872703938523261e-06	3.7379648436618407e-06
translation_b3730	5.403779646262701e-06	5.215771373509054e-06
translation_b3731	5.227045299229199e-05	5.079428292265785e-05
translation_b3732	0.0001568113589768	0.0001523828487679
translation_b3733	5.227045299229199e-05	5.079428292265785e-05
translation_b3734	0.0001568113589768	0.0001523828487679
translation_b3735	5.227045299229199e-05	5.079428292265785e-05
translation_b3736	0.0001045409059845	0.0001015885658453
translation_b3737	0.0005227045299229	0.0005079428292265
translation_b3738	5.227045299229199e-05	5.079428292265785e-05
translation_b3739	0.0	0.0
translation_b3740	2.9312246526281626e-10	2.800792625345892e-10
translation_b3741	5.468431818115889e-10	5.21929241070329e-10
translation_b3744	0.0	0.0
translation_b3747	1.9923188246969187e-10	1.8877181897427128e-10
translation_b3748	0.0	0.0
translation_b3749	0.0	0.0
translation_b3750	0.0	0.0
translation_b3751	0.0	0.0
translation_b3752	0.0	0.0
translation_b3770	4.976970087117107e-05	4.823250054116577e-05
translation_b3771	2.0774892913289492e-05	2.01071787237038e-05
translation_b3772	0.0	0.0
translation_b3774	3.388855146317836e-07	3.279935852384944e-07
translation_b3779	0.0	0.0
translation_b3780	1.508278306893697e-08	1.4431460726199462e-08
translation_b3781	1.3064816274481334e-06	1.265764315104411e-06
translation_b3783	1.0021879197678465e-08	9.603535522772471e-09
translation_b3784	0.0	0.0
translation_b3785	0.0	0.0
translation_b3786	0.0	0.0
translation_b3787	0.0	0.0
translation_b3788	0.0	0.0
translation_b3789	0.0	0.0
translation_b3790	0.0	0.0
translation_b3791	0.0	0.0
translation_b3792	0.0	0.0
translation_b4481	0.0	0.0
translation_b3793	0.0	0.0
translation_b3794	0.0	0.0
translation_b3803	2.098483898469577e-11	1.9974312169511898e-11
translation_b3804	1.7315038141794404e-12	1.6559991479256929e-12
translation_b3805	1.0002435436363024e-10	9.566265129856854e-11
translation_b3806	0.0	0.0
translation_b3807	1.6832440543336126e-09	1.6209753402317411e-09
translation_b3809	1.3021093789445477e-05	1.2554897329435891e-05
translation_b3816	0.0	0.0
translation_b3821	0.0	0.0
translation_b3823	0.0	0.0
translation_b3824	0.0	0.0
translation_b3825	0.0	0.0
translation_b3826	0.0	0.0
translation_b3829	5.554315349300657e-07	5.386766026221886e-07
translation_b3831	1.1082457175193082e-11	1.0444579633174598e-11
translation_b3833	0.0	0.0
translation_b3835	9.12379568492291e-10	8.80636063390896e-10
translation_b3836	0.0	0.0
translation_b3838	0.0	0.0
translation_b3839	0.0	0.0
translation_b3843	0.0	0.0
translation_b3844	1.7782036730656152e-05	1.7163306972873273e-05
translation_b3845	0.0	0.0
translation_b3846	6.157508141159262e-07	5.943289507154577e-07
translation_b3849	0.0	0.0
translation_b3850	8.128840149971171e-11	7.797271325803112e-11
translation_b3856	0.0	0.0
translation_b3857	0.0	0.0
translation_b3860	0.0	0.0
translation_b3867	0.0	0.0
translation_b3870	0.0	0.0
translation_b3875	0.0	0.0
translation_b3882	0.0	0.0
translation_b3892	0.0	0.0
translation_b3893	0.0	0.0
translation_b3894	0.0	0.0
translation_b3902	0.0	0.0
translation_b3903	0.0	0.0
translation_b3904	0.0	0.0
translation_b3907	0.0	0.0
translation_b3909	0.0	0.0
translation_b3915	0.0	0.0
translation_b3916	3.635865765436729e-06	1.761375040568867e-06
translation_b3917	0.0	0.0
translation_b3918	0.0	0.0
translation_b3919	5.01779826636215e-05	4.215397887918703e-05
translation_b3924	0.0	0.0
translation_b3925	0.0	0.0
translation_b3926	0.0	0.0
translation_b3927	0.0	0.0
translation_b3930	0.0	0.0
translation_b3936	8.231239920996712e-05	8.005466648750905e-05
translation_b3939	2.187835719429128e-05	2.122768649417664e-05
translation_b3940	2.934421160841084e-06	2.844206203926253e-06
translation_b3941	0.0001506119678635	0.0001460686656424
translation_b3945	0.0	0.0
translation_b3946	0.0	0.0
translation_b3951	0.0	0.0
translation_b3952	0.0	0.0
translation_b3956	1.3355419107846775e-05	1.2902516385720758e-05
translation_b3957	6.83837056559844e-05	6.608701633633995e-05
translation_b3958	0.0001666810402346	0.0001610830024971
translation_b3959	0.0001985261056138	0.0001918585408473
translation_b3960	4.3313877463012e-05	4.185916659574588e-05
translation_b3962	0.0	0.0
translation_b3965	2.3214498677977372e-09	2.2179318571723766e-09
translation_b3966	0.0	0.0
translation_b3967	1.58848575501111e-06	1.5332191670591089e-06
translation_b3972	9.590005197035194e-07	9.256349787151845e-07
translation_b3974	4.271157964997251e-09	4.1220947163926295e-09
translation_b3980	0.0	0.0
translation_b3981	1.476835181635031e-05	2.974280763163918e-05
translation_b3982	1.9199908981276924e-09	1.8431214640313406e-09
translation_b3983	8.231239920996712e-05	8.005466648750905e-05
translation_b3984	8.231239920996712e-05	8.005466648750905e-05
translation_b3985	8.231239920996712e-05	8.005466648750905e-05
translation_b3986	0.0003292495968398	0.00032021866595
translation_b3987	4.589277444270768e-06	4.427084155839414e-06
translation_b3988	4.589277444270768e-06	4.427084155839414e-06
translation_b3990	7.771939478282334e-11	7.170734903050812e-11
translation_b3991	2.571470462086637e-10	2.372552314152104e-10
translation_b4407	7.771939478282334e-11	7.170734903050812e-11
translation_b3992	7.771939478282334e-11	7.170734903050812e-11
translation_b3993	2.8904092728222347e-10	2.666819358880137e-10
translation_b3994	1.2432384204481512e-10	1.1470667211489395e-10
translation_b3996	0.0	0.0
translation_b3997	1.1525276491479376e-11	1.1055169772194814e-11
translation_b4005	2.38951160725306e-05	2.29376627867176e-05
translation_b4006	1.8292774427457722e-07	1.7578461566923257e-07
translation_b4013	3.700525038614375e-05	3.5904700104290215e-05
translation_b4014	3.227861615650524e-09	3.1113504361171393e-09
translation_b4015	0.0	0.0
translation_b4019	0.0	0.0
translation_b4022	2.9312246526281626e-10	2.800792625345892e-10
translation_b4024	6.623334156273091e-06	6.409576516489603e-06
translation_b4025	6.793814202863046e-07	6.180613702610544e-07
translation_b4031	0.0	0.0
translation_b4032	0.0	0.0
translation_b4033	0.0	0.0
translation_b4034	0.0	0.0
translation_b4035	0.0	0.0
translation_b4036	0.0	0.0
translation_b4039	2.268548501423441e-09	2.1896211740100308e-09
translation_b4040	1.502347971087304e-09	1.4500782884561076e-09
translation_b4041	4.426143534828612e-07	4.272138645930312e-07
translation_b4042	0.0	0.0
translation_b4049	0.0	0.0
translation_b4053	2.4429131230332294e-07	2.357919302630811e-07
translation_b4054	3.5645529907166603e-06	3.450480479513749e-06
translation_b4055	0.0	0.0
translation_b4067	0.0	0.0
translation_b4069	0.0	0.0
translation_b4070	0.0	0.0
translation_b4071	0.0	0.0
translation_b4072	0.0	0.0
translation_b4073	0.0	0.0
translation_b4077	0.0	0.0
translation_b4079	0.0	0.0
translation_b4084	0.0	0.0
translation_b4085	0.0	0.0
translation_b4086	0.0	0.0
translation_b4087	0.0	0.0
translation_b4088	0.0	0.0
translation_b4090	1.8853780421009836e-05	1.5508241201657732e-05
translation_b4094	1.7332732251387162e-06	1.6635790373242069e-06
translation_b4111	0.0	0.0
translation_b4115	0.0	0.0
translation_b4117	0.0	0.0
translation_b4119	0.0	0.0
translation_b4120	0.0	0.0
translation_b4122	0.0	0.0
translation_b4123	0.0	0.0
translation_b4129	1.835390043856416e-06	1.7695065078565948e-06
translation_b4130	0.0	0.0
translation_b4131	0.0	0.0
translation_b4132	0.0	0.0
translation_b4136	0.0	0.0
translation_b4138	0.0	0.0
translation_b4139	0.0	0.0
translation_b4142	2.950594371065745e-08	2.7695065067913532e-08
translation_b4143	2.950594371065745e-08	2.7695065067913532e-08
translation_b4151	0.0	0.0
translation_b4152	0.0	0.0
translation_b4153	0.0	0.0
translation_b4154	0.0	0.0
translation_b4160	7.006379421229137e-06	6.762621956296114e-06
translation_b4161	0.0	0.0
translation_b4162	1.508278306893697e-08	1.4431460726199462e-08
translation_b4166	3.4480478576876326e-10	3.2893335492693754e-10
translation_b4169	0.0	0.0
translation_b4171	5.154475385122936e-10	4.933848363427011e-10
translation_b4177	3.719937516864061e-08	3.577802955046493e-08
translation_b4180	5.862449305256325e-10	5.601585250691784e-10
translation_b4192	0.0	0.0
translation_b4193	0.0	0.0
translation_b4194	0.0	0.0
translation_b4195	0.0	0.0
translation_b4196	0.0	0.0
translation_b4197	0.0	0.0
translation_b4198	0.0	0.0
translation_b4200	8.231239920996712e-05	8.005466648750905e-05
translation_b4202	8.231239920996712e-05	8.005466648750905e-05
translation_b4203	8.231239920996712e-05	8.005466648750905e-05
translation_b4208	6.61309746371457e-08	6.383014611878746e-08
translation_b4213	0.0	0.0
translation_b4214	6.189411111115053e-05	5.9965976381663474e-05
translation_b4219	0.0	0.0
translation_b4226	0.0	0.0
translation_b4227	0.0	0.0
translation_b4485	0.0	0.0
translation_b4230	0.0	0.0
translation_b4231	0.0	0.0
translation_b4232	0.0	0.0
translation_b4233	0.0	0.0
translation_b4237	0.0	0.0
translation_b4238	3.741971346489505e-07	3.665650388385054e-07
translation_b4239	0.0	0.0
translation_b4240	0.0	0.0
translation_b4242	0.0	0.0
translation_b4244	0.0	0.0
translation_b4245	3.723181656155955e-06	3.570946654273533e-06
translation_b4254	2.531800524249537e-06	2.446769168201559e-06
translation_b4258	1.2929512489437083e-06	1.2497096933291375e-06
translation_b4260	0.0	0.0
translation_b4261	3.1350561886071377e-06	3.0259813303431984e-06
translation_b4262	3.1350561886071377e-06	3.0259813303431984e-06
translation_b4265	0.0	0.0
translation_b4266	0.0	0.0
translation_b4267	0.0	0.0
translation_b4268	0.0	0.0
translation_b4287	0.0	0.0
translation_b4288	0.0	0.0
translation_b4289	0.0	0.0
translation_b4290	0.0	0.0
translation_b4291	0.0	0.0
translation_b4293	0.0	0.0
translation_b4301	0.0	0.0
translation_b4311	0.0	0.0
translation_b4321	0.0	0.0
translation_b4322	0.0	0.0
translation_b4323	0.0	0.0
translation_b4356	0.0	0.0
translation_b4358	0.0	0.0
translation_b4367	0.0	0.0
translation_b4371	2.9312246526281626e-10	2.800792625345892e-10
translation_b4374	7.469608610217419e-12	0.0
translation_b4375	7.136944799159025e-08	6.889195567402706e-08
translation_b4381	0.0	0.0
translation_b4382	5.561739447134093e-12	5.241620124153418e-12
translation_b4383	0.0	0.0
translation_b4384	2.533311422562889e-06	1.6657078028887718e-07
translation_b4386	0.0	0.0
translation_b4388	4.3642819832614233e-07	4.212818288288986e-07
translation_b4390	0.0	0.0
translation_b4392	0.0	0.0
translation_b4394	0.0	0.0
translation_b4395	0.0001148064174909	0.0001054484566873
charging_tRNA_b0202_AUC	0.0	0.0
charging_tRNA_b0202_AUU	0.1213367770437666	0.1168231429041718
charging_tRNA_b0203_GCA	0.0	2.62002223810555e-05
charging_tRNA_b0203_GCG	0.0203368109752245	0.1504094209980534
charging_tRNA_b0203_GCU	0.1327884957552759	0.0
charging_tRNA_b0206_GAC	0.0	0.1237995876952106
charging_tRNA_b0206_GAU	0.0	0.0
charging_tRNA_b0216_GAC	0.0	0.0
charging_tRNA_b0216_GAU	0.0	0.0
charging_tRNA_b0244_ACG	0.0467298783711573	0.0461841146949738
charging_tRNA_b0536_AGA	0.0016967136037277	0.0016490203917963
charging_tRNA_b0664_CAA	0.0577362629489504	0.0571163222707677
charging_tRNA_b0665_CAA	0.0	0.0
charging_tRNA_b0666_AUG	0.0502630412980051	0.0700240691505918
charging_tRNA_b0668_CAG	0.0709740674586924	0.0700240691505918
charging_tRNA_b0670_CAG	0.0709740674586924	0.0700240691505918
charging_tRNA_b0672_CUG	0.0611263154224984	0.0603259298594444
charging_tRNA_b0672_CUA	0.0098477520361939	0.0096981392911473
charging_tRNA_b0673_AUG	0.0709740674586924	0.0497200394141151
charging_tRNA_b0743_AAA	0.0	0.0
charging_tRNA_b0743_AAG	0.0	0.0
charging_tRNA_b0744_GUA	0.0	0.0
charging_tRNA_b0744_GUG	0.0	0.0
charging_tRNA_b0744_GUU	0.0	0.0
charging_tRNA_b0745_AAA	0.0	0.0
charging_tRNA_b0745_AAG	0.0	0.0
charging_tRNA_b0746_GUA	0.0686393176944243	0.0675498188562498
charging_tRNA_b0746_GUG	0.110130999761914	0.1085132389584226
charging_tRNA_b0746_GUU	0.0	0.0
charging_tRNA_b0747_AAA	0.1787703174563384	0.1760630578146725
charging_tRNA_b0747_AAG	0.0	0.0
charging_tRNA_b0748_AAA	0.0251810633296028	0.0
charging_tRNA_b0748_AAG	0.0540727531970934	0.0
charging_tRNA_b0749_AAA	0.0	0.0238633100131238
charging_tRNA_b0749_AAG	0.0	0.0532804904115619
charging_tRNA_b0883_UCC	0.0	0.0
charging_tRNA_b0883_UCU	0.0	0.0
charging_tRNA_b0971_UCU	0.0	0.0
charging_tRNA_b0971_UCA	0.0223456870425846	0.0220359658009525
charging_tRNA_b0971_UCG	0.0	0.0
charging_tRNA_b1032_UCC	0.0492726286252636	0.0485401731146874
charging_tRNA_b1032_UCU	0.0560877868481066	0.0549921757864204
charging_tRNA_b1230_UAC	0.0666619319732913	0.0428402096046402
charging_tRNA_b1230_UAU	0.0344947537665838	0.0567739104459454
charging_tRNA_b1231_UAC	0.0	0.0
charging_tRNA_b1231_UAU	0.0	0.0
charging_tRNA_b1665_GUC	0.0	0.0
charging_tRNA_b1665_GUU	0.0921273126039859	0.0905447376194847
charging_tRNA_b1666_GUC	0.0617265142694247	0.0607325479133544
charging_tRNA_b1666_GUU	0.0304007983345612	0.0298121897061303
charging_tRNA_b1909_UUG	0.0032893473289659	0.0032316934852426
charging_tRNA_b1909_UUA	0.041627366029634	0.0408793037396436
charging_tRNA_b1910_UGC	0.0300787711524215	0.0295981786268815
charging_tRNA_b1910_UGU	0.0148379422061785	0.0145128185980047
charging_tRNA_b1911_GGC	0.0449167133586	0.0441109972248862
charging_tRNA_b1911_GGU	0.0	0.0
charging_tRNA_b1975_UCG	0.0231120903827785	0.0228861052127974
charging_tRNA_b1977_AAC	0.0	0.0
charging_tRNA_b1977_AAU	0.0	0.0
charging_tRNA_b1984_AAC	0.1282626917225959	0.1265460412237532
charging_tRNA_b1984_AAU	0.061142004688081	0.0598911584225825
charging_tRNA_b1986_AAC	0.0	0.0
charging_tRNA_b1986_AAU	0.0	0.0
charging_tRNA_b1989_AAC	0.0	0.0
charging_tRNA_b1989_AAU	0.0	0.0
charging_tRNA_b2189_CCC	0.0115167880366687	0.0112277529029032
charging_tRNA_b2189_CCU	0.0	0.0
charging_tRNA_b2348_AGG	0.0006577685790499	0.0006510166351456
charging_tRNA_b2396_GCC	0.0505878517745955	0.04966905108027
charging_tRNA_b2397_GCC	0.0505878517745955	0.04966905108027
charging_tRNA_b2401_GUA	0.0	0.0
charging_tRNA_b2401_GUG	0.0	0.0
charging_tRNA_b2401_GUU	0.0	0.0
charging_tRNA_b2402_GUA	0.0	0.0
charging_tRNA_b2402_GUG	0.0	0.0
charging_tRNA_b2402_GUU	0.0	0.0
charging_tRNA_b2403_GUA	0.0	0.0
charging_tRNA_b2403_GUG	0.0	0.0
charging_tRNA_b2403_GUU	0.0	0.0
charging_tRNA_b2404_AAA	0.0	0.0
charging_tRNA_b2404_AAG	0.0	0.0
charging_tRNA_b2590_GAA	0.0	0.0
charging_tRNA_b2590_GAG	0.0	0.0
charging_tRNA_b2652_AUA	0.0087915342215056	0.0086245822216172
charging_tRNA_b2691_CGU	0.0477518163015908	0.0558379180878678
charging_tRNA_b2691_CGC	0.0349139095147712	0.0
charging_tRNA_b2691_CGA	0.008988189852405	0.0088469338950626
charging_tRNA_b2692_CGU	0.0916539156687671	0.0815533493392876
charging_tRNA_b2692_CGC	0.0	0.0087076994257554
charging_tRNA_b2692_CGA	0.0	0.0
charging_tRNA_b2693_CGU	0.0	0.0
charging_tRNA_b2693_CGC	0.0658646894883465	0.0902610487650431
charging_tRNA_b2693_CGA	0.0	0.0
charging_tRNA_b2694_CGU	0.0	0.0
charging_tRNA_b2694_CGC	0.0	0.0
charging_tRNA_b2694_CGA	0.0	0.0
charging_tRNA_b2695_AGC	0.0699970046581171	0.0688559272792716
charging_tRNA_b2695_AGU	0.0216569110106499	0.0214051214857714
charging_tRNA_b2814_START	0.0066788365758233	0.0065621575985282
charging_tRNA_b2815_START	0.0066788365758233	0.0065621575985282
charging_tRNA_b2816_START	0.0066788365758233	0.0065621575985282
charging_tRNA_b2864_GGG	0.0339955219427758	0.033525202845786
charging_tRNA_b2967_UUC	0.0	0.0827597527284599
charging_tRNA_b2967_UUU	0.0758001065100145	0.0
charging_tRNA_b3069_AUA	0.0	0.0
charging_tRNA_b3171_START	4.9104660029502845e-06	4.819181004946738e-06
charging_tRNA_b3174_CUC	0.0373508897071897	0.0366752991870549
charging_tRNA_b3174_CUU	0.0370901685085409	0.0366747258406567
charging_tRNA_b3273_ACC	0.0863207042427448	0.0850865848874037
charging_tRNA_b3273_ACU	0.0597818339256883	0.0588148683483561
charging_tRNA_b3276_GCA	0.1125024331624103	0.110579857917518
charging_tRNA_b3276_GCG	0.0336001050060228	0.0
charging_tRNA_b3276_GCU	0.0	0.0333215953182418
charging_tRNA_b3277_AUC	0.1428565228444868	0.1407975796162874
charging_tRNA_b3277_AUU	0.0	0.0031038736194724
charging_tRNA_b3545_CCG	0.0656407112241151	0.0649663585845091
charging_tRNA_b3658_UGA	0.0	0.0
charging_tRNA_b3757_GAA	0.0	0.0
charging_tRNA_b3757_GAG	0.0	0.0
charging_tRNA_b3760_GAC	0.1263813507103879	0.0
charging_tRNA_b3760_GAU	0.1423500429459818	0.1398486100712234
charging_tRNA_b3761_UGG	0.0505244545035784	0.0497596960433335
charging_tRNA_b3796_CGG	0.0100535116090885	0.0098045062828819
charging_tRNA_b3797_CAC	0.0489609150606383	0.0480555446334305
charging_tRNA_b3797_CAU	0.0486601075737544	0.0477406267431158
charging_tRNA_b3798_CUG	0.0976210226343927	0.0957961713765464
charging_tRNA_b3799_CCG	0.0447208972407535	0.0438153983123632
charging_tRNA_b3799_CCU	0.0257237393588065	0.0252170116156656
charging_tRNA_b3799_CCA	0.0271763860348326	0.0267637614485176
charging_tRNA_b3852_AUC	0.0	0.0
charging_tRNA_b3852_AUU	0.0	0.0
charging_tRNA_b3853_GCA	0.0	0.0
charging_tRNA_b3853_GCG	0.0985880530252457	0.0
charging_tRNA_b3853_GCU	0.0	0.09686172707536
charging_tRNA_b3969_GAA	0.0	0.0
charging_tRNA_b3969_GAG	0.0	0.0
charging_tRNA_b3976_ACU	0.0014151550211257	0.0014081645143782
charging_tRNA_b3976_ACA	0.0216104110475958	0.0213033311553989
charging_tRNA_b3976_ACG	0.0	0.0
charging_tRNA_b3977_UAC	0.0	0.0227114956697772
charging_tRNA_b3977_UAU	0.0230255660687216	0.0
charging_tRNA_b3978_GGA	0.0230255660687216	0.0227114956697772
charging_tRNA_b3979_ACC	0.0230255660687216	0.0227114956697772
charging_tRNA_b3979_ACU	0.0	0.0
charging_tRNA_b4008_GAA	0.2072202637076411	0.2042334263583903
charging_tRNA_b4008_GAG	0.0715760690742854	0.0703927029911071
charging_tRNA_b4134_UUC	0.0834806748823882	0.0
charging_tRNA_b4134_UUU	0.0	0.0745379735261327
charging_tRNA_b4163_GGC	0.019636639606862	0.019023073830446
charging_tRNA_b4163_GGU	0.0667706407543048	0.0659442497452164
charging_tRNA_b4164_GGC	0.0864072803611668	0.0
charging_tRNA_b4164_GGU	0.0	0.0849673235756624
charging_tRNA_b4165_GGC	0.0	0.0849673235756624
charging_tRNA_b4165_GGU	0.0864072803611668	0.0
charging_tRNA_b4270_UUG	0.0389408663485349	0.0386128499983609
charging_tRNA_b4368_CUG	0.0448314674296317	0.0442359120903125
charging_tRNA_b4369_CUG	0.0448314674296317	0.0442359120903125
charging_tRNA_b4370_CUG	0.0448314674296317	0.0442359120903125
DM_RNA_b1623	0.0	0.0
DM_RNA_b0517	0.0	0.0
DM_RNA_b0516	0.0	0.0
DM_RNA_b1109	0.0	0.0
DM_RNA_b1745	0.0	0.0
DM_RNA_b1746	0.0	0.0
DM_RNA_b1748	0.0	0.0
DM_RNA_b1747	0.0	0.0
DM_RNA_b1744	0.0	0.0
DM_RNA_b0343	0.0	0.0
DM_RNA_b0344	0.0	0.0
DM_RNA_b2378	0.0	0.0
DM_RNA_b4258	0.0	0.0
DM_RNA_b0149	0.0	0.0
DM_RNA_b1676	0.0	0.0
DM_RNA_b0029	8.9623594266729e-09	8.728235498311841e-09
DM_RNA_b0027	9.039512501404558e-09	8.803004258539513e-09
DM_RNA_b0423	0.0	0.0
DM_RNA_b0842	0.0	0.0
DM_RNA_b3175	0.0	0.0
DM_RNA_b3174	0.0	0.0
DM_RNA_b4055	0.0	0.0
DM_RNA_b1977	0.0	0.0
DM_RNA_b0870	0.0	0.0
DM_RNA_b0871	0.0	0.0
DM_RNA_b3986	0.0	0.0
DM_RNA_b1907	0.0	0.0
DM_RNA_b0630	0.0	0.0
DM_RNA_b0459	0.0	0.0
DM_RNA_b4388	0.0	0.0
DM_RNA_b2146	0.0	0.0
DM_RNA_b2147	0.0	0.0
DM_RNA_b1519	0.0	0.0
DM_RNA_b4122	0.0	0.0
DM_RNA_b4142	0.0	0.0
DM_RNA_b4143	0.0	0.0
DM_RNA_b3061	0.0	0.0
DM_RNA_b3062	0.0	0.0
DM_RNA_b3063	0.0	0.0
DM_RNA_b3610	0.0	0.0
DM_RNA_b0957	0.0	0.0
DM_RNA_b0155	0.0	0.0
DM_RNA_b2617	0.0	0.0
DM_RNA_b1986	0.0	0.0
DM_RNA_b3736	3.931212647633224e-06	3.837626251716085e-06
DM_RNA_b3733	4.422614228587377e-06	4.317329533180596e-06
DM_RNA_b3737	0.0	0.0
DM_RNA_b3731	4.422614228587377e-06	4.317329533180596e-06
DM_RNA_b3735	4.422614228587377e-06	4.317329533180596e-06
DM_RNA_b3732	3.439811066679071e-06	3.3579229702515745e-06
DM_RNA_b3738	4.422614228587377e-06	4.317329533180596e-06
DM_RNA_b3734	3.439811066679071e-06	3.3579229702515745e-06
DM_RNA_b3739	0.0	0.0
DM_RNA_b2920	0.0	0.0
DM_RNA_b2917	0.0	0.0
DM_RNA_b2919	0.0	0.0
DM_RNA_b3092	0.0	0.0
DM_RNA_b3091	0.0	0.0
DM_RNA_b1704	0.0	0.0
DM_RNA_b1636	8.316019449284565e-09	8.084639618985086e-09
DM_RNA_b1014	0.0	0.0
DM_RNA_b2097	0.0	0.0
DM_RNA_b4139	0.0	0.0
DM_RNA_b4129	0.0	0.0
DM_RNA_b3838	0.0	0.0
DM_RNA_b3839	0.0	0.0
DM_RNA_b3836	0.0	0.0
DM_RNA_b3634	0.0	0.0
DM_RNA_b3633	0.0	0.0
DM_RNA_b4151	0.0	0.0
DM_RNA_b4152	0.0	0.0
DM_RNA_b4153	0.0	0.0
DM_RNA_b4154	0.0	0.0
DM_RNA_b4160	0.0	0.0
DM_RNA_b2882	0.0	0.0
DM_RNA_b2883	0.0	0.0
DM_RNA_b0096	6.588125900514204e-08	6.387933338848363e-08
DM_RNA_b4039	0.0	0.0
DM_RNA_b4040	7.203154562111983e-12	6.984273201063369e-12
DM_RNA_b4367	0.0	0.0
DM_RNA_b2153	0.0	0.0
DM_RNA_b1094	0.0	0.0
DM_RNA_b1095	0.0	0.0
DM_RNA_b2400	0.0	0.0
DM_RNA_b1989	0.0	0.0
