TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_13169_from_RpoD_mono	1226832	1227230	1226832	+	True	RpoD_mono	NC_000913.2	b1179
TU00180_from_RpoD_mono	1229961	1231677	1229961	+	True	RpoD_mono	NC_000913.2	b1183,b1184
TU0_13172_from_RpoD_mono	1231723	1232253		-	True	RpoD_mono	NC_000913.2	b1185
TU0_13173_from_RpoD_mono	1232399	1233940		-	True	RpoD_mono	NC_000913.2	b1186
TU0_14737_with_TERM0_1105_from_RpoD_mono	1234128	1234921	1234128	+	False	RpoD_mono	NC_000913.2	b1187
TU0_8794_with_TERM0_1105_from_RpoD_mono	1234139	1234921	1234139	+	False	RpoD_mono	NC_000913.2	b1187
TU461_from_RpoD_mono	1236732	1239172	1236732	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU00255_from_RpoD_mono	1236748	1239172	1236748	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU462_from_RpoD_mono	1236761	1239172	1236761	+	True	RpoD_mono	NC_000913.2	b1189,b1190
TU0_13175_from_RpoD_mono	1241389	1242303		-	True	RpoD_mono	NC_000913.2	b1192
TU0_8791_from_RpoD_mono	1242403	1243014		+	True	RpoD_mono	NC_000913.2	b1193
TU00396_from_RPOS_MONOMER	1244902	1246648	1246648	-	True	RpoS_mono	NC_000913.2	b1197
TU0_14518_from_RpoD_mono	1246919	1248337		-	True	RpoD_mono	NC_000913.2	b1198
TU0_7981_from_RPOS_MONOMER	1246919	1250167	1250167	-	True	RpoS_mono	NC_000913.2	b1199,b1200
TU0_7962_from_RPOS_MONOMER	1250226	1252208	1250226	+	True	RpoS_mono	NC_000913.2	b1201
TU0_1781_from_RpoD_mono	1255944	1257765	1257765	-	True	RpoD_mono	NC_000913.2	b1204
TU0_8689_from_RpoD_mono	1257961	1258292	1257961	+	True	RpoD_mono	NC_000913.2	b1205
TU0_13179_from_RpoD_mono	1258347	1260026		-	True	RpoD_mono	NC_000913.2	b1206
TU00203_with_TERM4_from_RpoD_mono	1260118	1261400	1261400	-	False	RpoD_mono	NC_000913.2	b1207
TU0_8323_with_TERM4_from_EG11355_MONOMER	1260118	1262779	1262779	-	False	FliA_mono	NC_000913.2	b1207,b1208,b1209
TU0_4202_from_RpoD_mono	1262806	1264193	1262806	+	True	RpoD_mono	NC_000913.2	b1210
TU0_4201_from_RpoD_mono	1262899	1266150	1262899	+	True	RpoD_mono	NC_000913.2	b1210,b1211,b1212
TU305_with_TERM0_1047_from_RpoD_mono	1266122	1268290	1266122	+	False	RpoD_mono	NC_000913.2	b1213,b1214,b1215
TU306_with_TERM0_1047_from_RpoD_mono	1267077	1268290	1267077	+	False	RpoD_mono	NC_000913.2	b1215
TU0_8777_from_RpoD_mono	1269972	1271072		-	True	RpoD_mono	NC_000913.2	b1216
TU00249_from_RpoD_mono	1271342	1272425		+	True	RpoD_mono	NC_000913.2	b1218
TU0_14458_from_RPON_MONOMER	1271645	1272425	1271645	+	True	RpoN_mono	NC_000913.2	b1218
TU0_8691_from_RpoD_mono	1272983	1274401	1272983	+	True	RpoD_mono	NC_000913.2	b1220
TU00156_from_RpoD_mono	1274402	1277000	1277000	-	True	RpoD_mono	NC_000913.2	b1222
TU0_8324_from_RpoD_mono	1277044	1278571	1277044	+	True	RpoD_mono	NC_000913.2	b1223
TU00045_from_RpoD_mono	1277155	1278571	1277155	+	True	RpoD_mono	NC_000913.2	b1223
TU00044_from_RpoD_mono	1279030	1285749	1279030	+	True	RpoD_mono	NC_000913.2	b1224,b1225,b1226,b1227
TU0_13181_from_RpoD_mono	1286289	1286459		-	True	RpoD_mono	NC_000913.2	b1229
TU00511_from_RpoD_mono	1286310	1286888	1286888	-	True	RpoD_mono	NC_000913.2	b1230,b1231
TU0_14549_from_RpoD_mono	1286310	1286551		-	True	RpoD_mono	NC_000913.2	b1230
TU0_13182_from_RpoD_mono	1287005	1287847		-	True	RpoD_mono	NC_000913.2	b1232
TU0_8367_from_RPOS_MONOMER	1288329	1290478	1288329	+	True	RpoS_mono	NC_000913.2	b1234,b1235
TU0_8364_from_RPOS_MONOMER	1289443	1290478	1289443	+	True	RpoS_mono	NC_000913.2	b1235
TU0_7441_from_RpoD_mono	1290628	1291588	1290628	+	True	RpoD_mono	NC_000913.2	b1236
TU0_8527_from_RpoD_mono	1292750	1293367		+	True	RpoD_mono	NC_000913.2	b1238
TU00198_from_RPOS_MONOMER	1294669	1297636	1297636	-	True	RpoS_mono	NC_000913.2	b1241
TU00198_from_RpoD_mono	1294669	1297636	1297636	-	True	RpoD_mono	NC_000913.2	b1241
TU546_from_RPOS_MONOMER	1294669	1297532	1297532	-	True	RpoS_mono	NC_000913.2	b1241
TU00222_from_EG11355_MONOMER	1299109	1304792	1299109	+	True	FliA_mono	NC_000913.2	b1243,b1244,b1245,b1246,b1247
TU863_from_RpoD_mono	1304845	1306691	1306691	-	True	RpoD_mono	NC_000913.2	b1249
TU0_4403_from_RPON_MONOMER	1307040	1308547	1308547	-	True	RpoN_mono	NC_000913.2	b1250
TU00167_with_TERM0261_from_RpoD_mono	1309078	1309870	1309078	+	False	RpoD_mono	NC_000913.2	b1252
TU0_13190_with_TERM0_1157_from_RpoD_mono	1310285	1311722	1311722	-	False	RpoD_mono	NC_000913.2	b1254,b1255
TU0_8813_from_RpoD_mono	1312015	1312682	1312015	+	True	RpoD_mono	NC_000913.2	b1256
TU0_13193_with_TERM0_1156_from_RPOS_MONOMER	1312692	1314116	1314116	-	False	RpoS_mono	NC_000913.2	b1257,b1258,b1259
TU0_36411_with_TERM0_1156_from_RpoD_mono	1312692	1313420	1313420	-	False	RpoD_mono	NC_000913.2	b1257
TU0_36408_with_TERM0_1155_from_RPOS_MONOMER	1313809	1314116	1314116	-	False	RpoS_mono	NC_000913.2	b1259
TU00067_with_TERM0_1154_from_RpoD_mono	1314407	1321132	1321132	-	False	RpoD_mono	NC_000913.2	b1260,b1261,b1262,b1263,b1264,b1265
TU00067_from_RpoD_mono	1314440	1321132	1321132	-	True	RpoD_mono	NC_000913.2	b1261,b1262,b1263,b1264,b1265
TU3_from_RpoD_mono	1314440	1317968	1317968	-	True	RpoD_mono	NC_000913.2	b1261,b1262
TU0_13194_from_RpoD_mono	1321212	1324665	1321212	+	True	RpoD_mono	NC_000913.2	b1266,b1267,b1268
TU0_13195_from_RpoD_mono	1324876	1325751		+	True	RpoD_mono	NC_000913.2	b1269
TU0_13196_from_RpoD_mono	1325791	1327136		-	True	RpoD_mono	NC_000913.2	b1270,b1271
TU0_961_from_RPOS_MONOMER	1327308	1328405	1327308	+	True	RpoS_mono	NC_000913.2	b1272
TU0_961_from_RpoD_mono	1327308	1328405	1327308	+	True	RpoD_mono	NC_000913.2	b1272
TU0_962_from_RpoD_mono	1327325	1328405	1327325	+	True	RpoD_mono	NC_000913.2	b1272
TU0_2505_from_RPOS_MONOMER	1328813	1331669	1328813	+	True	RpoS_mono	NC_000913.2	b1274
TU0_2505_from_RpoD_mono	1328813	1331669	1328813	+	True	RpoD_mono	NC_000913.2	b1274
TU0_2504_from_RpoD_mono	1328849	1331669	1328849	+	True	RpoD_mono	NC_000913.2	b1274
TU0_2503_from_RpoD_mono	1328872	1331669	1328872	+	True	RpoD_mono	NC_000913.2	b1274
TU0_2502_from_RpoD_mono	1328907	1331669	1328907	+	True	RpoD_mono	NC_000913.2	b1274
TU0_2501_from_RPOH_MONOMER	1329004	1331669	1329004	+	True	RpoH_mono	NC_000913.2	b1274
TU00077_with_TERM2_from_RpoD_mono	1331812	1332898	1331812	+	False	RpoD_mono	NC_000913.2	b1275
TU0_13198_from_RpoD_mono	1333184	1333482		+	True	RpoD_mono	NC_000913.2	b4523
TU795_from_RPOS_MONOMER	1333448	1336530	1333448	+	True	RpoS_mono	NC_000913.2	b1276
TU795_from_RpoD_mono	1333448	1336530	1333448	+	True	RpoD_mono	NC_000913.2	b1276
TU794_from_RpoD_mono	1333805	1336530	1333805	+	True	RpoD_mono	NC_000913.2	b1276
TU0_14625_from_RpoD_mono	1333851	1336530	1333851	+	True	RpoD_mono	NC_000913.2	b1276
TU0_1741_from_RpoD_mono	1336594	1337214	1337214	-	True	RpoD_mono	NC_000913.2	b1277
TU0_1742_from_RpoD_mono	1336594	1337258	1337258	-	True	RpoD_mono	NC_000913.2	b1277
TU0_13199_from_RpoD_mono	1337354	1338118		+	True	RpoD_mono	NC_000913.2	b1278
TU0_14472_from_RPOH_MONOMER	1338159	1341008	1338159	+	True	RpoH_mono	NC_000913.2	b1279,b1280,b1281,b1282
TU0_14472_from_RpoD_mono	1338159	1341008	1338159	+	True	RpoD_mono	NC_000913.2	b1279,b1280,b1281,b1282
TU0_13200_from_RpoD_mono	1338267	1339751		+	True	RpoD_mono	NC_000913.2	b1280
TU0_6407_from_RpoD_mono	1339894	1341008	1339894	+	True	RpoD_mono	NC_000913.2	b1281,b1282
TU0_8475_from_RpoD_mono	1341621	1342662	1342662	-	True	RpoD_mono	NC_000913.2	b4596
TU582_with_TERM168_from_RpoD_mono	1344966	1347153	1347153	-	False	RpoD_mono	NC_000913.2	b1286
TU583_with_TERM168_from_RpoD_mono	1344966	1346968	1346968	-	False	RpoD_mono	NC_000913.2	b1286
TU0_13204_from_RpoD_mono	1348275	1349142	1349142	-	True	RpoD_mono	NC_000913.2	b1288
TU0_13206_from_RpoD_mono	1349852	1355134		-	True	RpoD_mono	NC_000913.2	b1291,b1292,b1293,b1294
TU0_4404_from_RPON_MONOMER	1355826	1357397	1357397	-	True	RpoN_mono	NC_000913.2	b1296
TU0_13209_from_RPOS_MONOMER	1357514	1359068	1359068	-	True	RpoS_mono	NC_000913.2	b1297
TU0_13210_from_RpoD_mono	1359075	1360492	1359075	+	True	RpoD_mono	NC_000913.2	b1298,b1299
TU0_13211_from_RpoD_mono	1360767	1364839		+	True	RpoD_mono	NC_000913.2	b1301,b1302
TU0_1802_with_PSPF_from_RpoD_mono	1364842	1365969	1365969	-	False	RpoD_mono	NC_000913.2	b1303
TU0_1803_with_PSPF_from_RpoD_mono	1364842	1365953	1365953	-	False	RpoD_mono	NC_000913.2	b1303
TU0_1805_with_PSPF_from_RpoD_mono	1364842	1366064	1366064	-	False	RpoD_mono	NC_000913.2	b1303
TU00326_from_RPON_MONOMER	1366062	1368027	1366062	+	True	RpoN_mono	NC_000913.2	b1304,b1305,b1306,b1307,b1308
TU0_14550_from_RpoD_mono	1366825	1368027		+	True	RpoD_mono	NC_000913.2	b1306,b1307,b1308
TU0_14499_from_RpoD_mono	1367713	1368027		+	True	RpoD_mono	NC_000913.2	b1308
TU0_13212_from_RpoD_mono	1368240	1379926		+	True	RpoD_mono	NC_000913.2	b1310,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b4524
TU0_13213_from_RpoD_mono	1379971	1380876		+	True	RpoD_mono	NC_000913.2	b1319
TU0_14473_from_RPOH_MONOMER	1382093	1386285	1382093	+	True	RpoH_mono	NC_000913.2	b1321,b1322,b1323
TU0_13214_from_RpoD_mono	1382141	1384596		+	True	RpoD_mono	NC_000913.2	b1322
TU00068_with_TERM0221_from_RpoD_mono	1384716	1386325	1384716	+	False	RpoD_mono	NC_000913.2	b1323
TU0_8693_from_RpoD_mono	1386898	1387919	1386898	+	True	RpoD_mono	NC_000913.2	b1325
TU0_13215_from_RpoD_mono	1387894	1388886		-	True	RpoD_mono	NC_000913.2	b1326,b4525
TU0_13218_from_RpoD_mono	1391251	1392864		+	True	RpoD_mono	NC_000913.2	b1329
TU0_13222_from_RpoD_mono	1397745	1402589		-	True	RpoD_mono	NC_000913.2	b1336,b1337,b1338
TU0_8839_from_RpoD_mono	1403676	1403833		-	True	RpoD_mono	NC_000913.2	b4426
TU0_13223_from_RpoD_mono	1406048	1407057	1406048	+	True	RpoD_mono	NC_000913.2	b1342
TU0_13224_from_RpoD_mono	1407387	1408908		+	True	RpoD_mono	NC_000913.2	b1343
TU0_13225_from_RpoD_mono	1409037	1409972		-	True	RpoD_mono	NC_000913.2	b1344
TU0_13226_from_RpoD_mono	1410024	1415410		-	True	RpoD_mono	NC_000913.2	b1346,b1347,b1348,b1349,b1350
TU0_13228_from_RpoD_mono	1415862	1416253		-	True	RpoD_mono	NC_000913.2	b1352
TU0_13229_from_RpoD_mono	1417180	1417480		-	True	RpoD_mono	NC_000913.2	b1355
TU0_13231_from_RpoD_mono	1418389	1421668		+	True	RpoD_mono	NC_000913.2	b1358,b1359,b1360,b1361,b1362,b4528
TU0_13233_from_RpoD_mono	1421806	1423263		+	True	RpoD_mono	NC_000913.2	b1363
TU0_13236_from_RpoD_mono	1426838	1431010		+	True	RpoD_mono	NC_000913.2	b1372,b1373
TU0_13240_from_RpoD_mono	1433784	1434917		-	True	RpoD_mono	NC_000913.2	b1377
TU0_8699_from_RpoD_mono	1435284	1438808		-	True	RpoD_mono	NC_000913.2	b1378
TU0_8353_from_RPOH_MONOMER	1439878	1440939	1440939	-	True	RpoH_mono	NC_000913.2	b1380
TU0_13242_from_RpoD_mono	1441075	1444230		+	True	RpoD_mono	NC_000913.2	b1382,b1383
TU0_8795_with_TERM0_1065_from_RpoD_mono	1445521	1447087	1445521	+	False	RpoD_mono	NC_000913.2	b1385
TU0_13243_from_RpoD_mono	1447100	1449522	1449522	-	True	RpoD_mono	NC_000913.2	b1386
TU4_from_RpoD_mono	1449621	1451694	1451694	-	True	RpoD_mono	NC_000913.2	b1387
TU5_from_RpoD_mono	1451889	1461462	1451889	+	True	RpoD_mono	NC_000913.2	b1388,b1389,b1390,b1391,b1392,b1393,b1394,b1395,b1396,b1397,b1398
TU7_from_RpoD_mono	1461533	1463085	1461533	+	True	RpoD_mono	NC_000913.2	b1399,b1400
TU0_13245_from_RpoD_mono	1465945	1467218		-	True	RpoD_mono	NC_000913.2	b1403
TU0_13249_from_RPOS_MONOMER	1473090	1475474	1473090	+	True	RpoS_mono	NC_000913.2	b1407
TU0_13250_from_RpoD_mono	1475645	1480225		+	True	RpoD_mono	NC_000913.2	b1409,b1410,b1411
TU102_from_RpoD_mono	1486214	1487695	1486214	+	True	RpoD_mono	NC_000913.2	b1415
TU0_14627_from_EG11355_MONOMER	1490463	1492134	1490463	+	True	FliA_mono	NC_000913.2	b1421
TU0_6423_from_RpoD_mono	1496767	1497501	1496767	+	True	RpoD_mono	NC_000913.2	b1427
TU00364_from_RpoD_mono	1498560	1500179	1498560	+	True	RpoD_mono	NC_000913.2	b1429,b1430
TU0_14243_from_RpoD_mono	1501681	1502889		+	True	RpoD_mono	NC_000913.2	b1432
TU0_13266_from_RpoD_mono	1507245	1507948	1507245	+	True	RpoD_mono	NC_000913.2	b1438,b4532
TU0_13267_from_RpoD_mono	1508002	1509433	1508002	+	True	RpoD_mono	NC_000913.2	b1439
TU0_3644_from_RpoD_mono	1509678	1513580		+	True	RpoD_mono	NC_000913.2	b1441,b1442,b1443
TU0_13268_from_RpoD_mono	1513602	1515026		+	True	RpoD_mono	NC_000913.2	b1444
TU0_13271_from_RpoD_mono	1515906	1516870		-	True	RpoD_mono	NC_000913.2	b1448
TU0_8638_from_RpoD_mono	1521251	1522392	1521251	+	True	RpoD_mono	NC_000913.2	b1452
TU0_8147_from_RPOS_MONOMER	1522505	1524035	1524035	-	True	RpoS_mono	NC_000913.2	b1453
TU0_8148_from_RPOS_MONOMER	1522505	1524044	1524044	-	True	RpoS_mono	NC_000913.2	b1453
TU0_13274_from_RpoD_mono	1524252	1524888	1524252	+	True	RpoD_mono	NC_000913.2	b1454
TU0_8818_from_RpoD_mono	1532048	1532893		+	True	RpoD_mono	NC_000913.2	b1463
TU00306_from_RpoD_mono	1533961	1540714	1540714	-	True	RpoD_mono	NC_000913.2	b1466,b1467,b1468
TU_8427_from_RPOE_MONOMER	1533961	1536711	1536711	-	True	RpoE_mono	NC_000913.2	b1466
TU0_2649_from_RpoD_mono	1540696	1542148	1542148	-	True	RpoD_mono	NC_000913.2	b1469
TU0_2661_from_RPOS_MONOMER	1540696	1542187	1542187	-	True	RpoS_mono	NC_000913.2	b1469
TU0_13283_from_RpoD_mono	1542408	1544052		-	True	RpoD_mono	NC_000913.2	b1472
TU0_13284_from_RPOS_MONOMER	1544312	1545229	1545229	-	True	RpoS_mono	NC_000913.2	b1473
TU00157_from_RpoD_mono	1545396	1550015	1545396	+	True	RpoD_mono	NC_000913.2	b1474,b1475,b1476
TU0_13286_from_RpoD_mono	1550852	1551862		-	True	RpoD_mono	NC_000913.2	b1478
TU0_13287_from_RpoD_mono	1551996	1553693		-	True	RpoD_mono	NC_000913.2	b1479
TU0_3901_from_RPOS_MONOMER	1553850	1554070	1554070	-	True	RpoS_mono	NC_000913.2	b1480
TU0_7141_from_RpoD_mono	1553850	1554364	1554364	-	True	RpoD_mono	NC_000913.2	b1480,b1481
TU0_1761_from_RpoD_mono	1554620	1555080	1554620	+	True	RpoD_mono	NC_000913.2	b1482
TU0_1762_from_RPOS_MONOMER	1554630	1555080	1554630	+	True	RpoS_mono	NC_000913.2	b1482
TU0_3623_from_RPON_MONOMER	1555136	1561131	1561131	-	True	RpoN_mono	NC_000913.2	b1484,b1485,b1486,b1487,b1488
TU0_8478_from_RPOS_MONOMER	1561358	1565164		-	True	RpoS_mono	NC_000913.2	b1489,b1490
TU369_with_TERM102_from_RPOS_MONOMER	1566928	1570096	1570096	-	False	RpoS_mono	NC_000913.2	b1492,b1493
TU369_with_TERM102_from_RpoD_mono	1566928	1570096	1570096	-	False	RpoD_mono	NC_000913.2	b1492,b1493
TU0_13290_from_RpoD_mono	1573271	1577366		-	True	RpoD_mono	NC_000913.2	b1496
TU0_14545_from_RpoD_mono	1580950	1582052	1582052	-	True	RpoD_mono	NC_000913.2	b1500
TU0_13294_from_RpoD_mono	1585817	1588025		-	True	RpoD_mono	NC_000913.2	b1504
TU00284_from_RpoD_mono	1588878	1590506	1590506	-	True	RpoD_mono	NC_000913.2	b1508
TU0_13299_from_RpoD_mono	1596641	1599281	1599281	-	True	RpoD_mono	NC_000913.2	b1512
TU0_7861_from_RPOS_MONOMER	1599484	1606128	1599484	+	True	RpoS_mono	NC_000913.2	b1513,b1514,b1515,b1516,b1517,b1518,b1519
TU0_13300_from_RpoD_mono	1605370	1606128		+	True	RpoD_mono	NC_000913.2	b1519
TU00372_from_RpoD_mono	1607253	1608761	1608761	-	True	RpoD_mono	NC_000913.2	b1521
TU0_36422_from_RpoD_mono	1607253	1608744	1608744	-	True	RpoD_mono	NC_000913.2	b1521
TU0_13303_from_RpoD_mono	1609990	1611275		-	True	RpoD_mono	NC_000913.2	b1524
TU0_13304_from_RpoD_mono	1611339	1612727		-	True	RpoD_mono	NC_000913.2	b1525
TU0_1421_from_RpoD_mono	1614979	1616242	1614979	+	True	RpoD_mono	NC_000913.2	b1528
TU00190_from_RpoD_mono	1617117	1618231	1617117	+	True	RpoD_mono	NC_000913.2	b1530,b1531,b1532
TU0_8704_from_RpoD_mono	1618262	1619161		-	True	RpoD_mono	NC_000913.2	b1533
TU0_13307_with_TERM0_1142_from_RpoD_mono	1620612	1620823	1620612	+	False	RpoD_mono	NC_000913.2	b4599
TU0_8706_from_RpoD_mono	1622712	1623315	1622712	+	True	RpoD_mono	NC_000913.2	b1537
TU0_13310_from_RpoD_mono	1625515	1626287	1625515	+	True	RpoD_mono	NC_000913.2	b1539
TU0_13311_from_RpoD_mono	1626350	1627062	1626350	+	True	RpoD_mono	NC_000913.2	b1540
TU0_13315_from_RpoD_mono	1631063	1631329		+	True	RpoD_mono	NC_000913.2	b1544
TU0_7681_from_RpoD_mono	1632334	1634627	1634627	-	True	RpoD_mono	NC_000913.2	b1547,b1548
TU0_13318_from_RpoD_mono	1634780	1635481		+	True	RpoD_mono	NC_000913.2	b1549
TU0_13321_from_RpoD_mono	1637054	1638609		-	True	RpoD_mono	NC_000913.2	b1554,b1555,b1556,b4689
TU0_13322_from_RpoD_mono	1640513	1642328		-	True	RpoD_mono	NC_000913.2	b1560
TU0_14381_with_TERM0_1035_from_RpoD_mono	1643058	1643927	1643927	-	False	RpoD_mono	NC_000913.2	b1562,b1563,b1564
TU0_13325_from_RpoD_mono	1643370	1643896		-	True	RpoD_mono	NC_000913.2	b1564
TU0_1501_from_EG11355_MONOMER	1644412	1644761	1644412	+	True	FliA_mono	NC_000913.2	b1566
TU0_13327_from_RpoD_mono	1645198	1645874		-	True	RpoD_mono	NC_000913.2	b1568,b1569
TU0_13329_from_RpoD_mono	1646532	1647065		+	True	RpoD_mono	NC_000913.2	b1572,b1573
TU0_13331_from_RpoD_mono	1647621	1650732	1647621	+	True	RpoD_mono	NC_000913.2	b1575,b1576,b1577,b1578,b1579
TU0_13333_from_RpoD_mono	1650920	1653165		-	True	RpoD_mono	NC_000913.2	b1581
TU0_13335_from_RpoD_mono	1653733	1654768	1653733	+	True	RpoD_mono	NC_000913.2	b1583,b1584
TU0_5481_from_RpoD_mono	1656027	1663144	1656027	+	True	RpoD_mono	NC_000913.2	b1587,b1588,b1589,b1590,b1591
TU0_13337_from_RpoD_mono	1663339	1664595		+	True	RpoD_mono	NC_000913.2	b1592
TU790_from_RPOH_MONOMER	1664548	1666615	1666615	-	True	RpoH_mono	NC_000913.2	b1594
TU790_from_RpoD_mono	1664548	1666615	1666615	-	True	RpoD_mono	NC_000913.2	b1594
TU0_1701_with_TERM041_from_RPOS_MONOMER	1669351	1669744	1669351	+	False	RpoS_mono	NC_000913.2	b1597
TU0_1701_with_TERM041_from_RpoD_mono	1669351	1669744	1669351	+	False	RpoD_mono	NC_000913.2	b1597
TU0_13343_from_RpoD_mono	1670844	1671525		-	True	RpoD_mono	NC_000913.2	b1600
TU0_8532_from_RpoD_mono	1671914	1672971	1671914	+	True	RpoD_mono	NC_000913.2	b1601
TU00320_from_RpoD_mono	1672996	1675999	1675999	-	True	RpoD_mono	NC_000913.2	b1603
TU0_13345_from_RpoD_mono	1677581	1679722		+	True	RpoD_mono	NC_000913.2	b1606
TU0_7784_from_RpoD_mono	1680162	1682207	1680162	+	True	RpoD_mono	NC_000913.2	b1608,b1609
TU00105_from_RPOS_MONOMER	1683209	1684733	1684733	-	True	RpoS_mono	NC_000913.2	b1611
TU00104_from_RpoD_mono	1684755	1686464	1686464	-	True	RpoD_mono	NC_000913.2	b1612
TU0_6425_from_RpoD_mono	1686575	1687775	1686575	+	True	RpoD_mono	NC_000913.2	b1613
TU0_13348_from_RpoD_mono	1687818	1689384	1687818	+	True	RpoD_mono	NC_000913.2	b1614
TU0_5081_from_RpoD_mono	1689610	1694176	1694176	-	True	RpoD_mono	NC_000913.2	b1616,b1617
TU00187_with_TERM0_1104_from_RpoD_mono	1696160	1697252	1697252	-	False	RpoD_mono	NC_000913.2	b1620
TU00132_from_RpoD_mono	1697337	1700153	1697337	+	True	RpoD_mono	NC_000913.2	b1621,b1622
TU0_13350_from_RpoD_mono	1700257	1701258		+	True	RpoD_mono	NC_000913.2	b1623
TU0_13351_from_RpoD_mono	1702536	1702700	1702536	+	True	RpoD_mono	NC_000913.2	b4409
TU0_8456_from_RpoD_mono	1703231	1710182	1703231	+	True	RpoD_mono	NC_000913.2	b1626,b1627,b1628,b1629,b1630,b1631,b1632,b1633
TU0_8458_from_RpoD_mono	1703779	1710182	1703779	+	True	RpoD_mono	NC_000913.2	b1627,b1628,b1629,b1630,b1631,b1632,b1633
TU0_8473_from_RpoD_mono	1710695	1712295	1710695	+	True	RpoD_mono	NC_000913.2	b1634
TU0_13353_from_RpoD_mono	1712351	1713006	1712351	+	True	RpoD_mono	NC_000913.2	b1635
TU0_14496_from_RpoD_mono	1713050	1713913		-	True	RpoD_mono	NC_000913.2	b1636
TU0_14629_from_RpoD_mono	1713050	1715307	1715307	-	True	RpoD_mono	NC_000913.2	b1637
TU0_8864_from_RpoD_mono	1713050	1716058	1716058	-	True	RpoD_mono	NC_000913.2	b1637,b1638
TU0_8865_from_RpoD_mono	1713050	1715293	1715293	-	True	RpoD_mono	NC_000913.2	b1637
TU0_13355_from_RpoD_mono	1716517	1717626		-	True	RpoD_mono	NC_000913.2	b1640
TU0_7803_from_RpoD_mono	1717772	1718367	1717772	+	True	RpoD_mono	NC_000913.2	b1641
TU0_7802_from_RpoD_mono	1717801	1718367	1717801	+	True	RpoD_mono	NC_000913.2	b1641
TU_8428_from_RPOE_MONOMER	1719022	1722157	1719022	+	True	RpoE_mono	NC_000913.2	b1643,b1644,b1645
TU0_13356_from_RPOS_MONOMER	1722158	1722703	1722703	-	True	RpoS_mono	NC_000913.2	b1646
TU0_14687_from_RpoD_mono	1724045	1725780	1724045	+	True	RpoD_mono	NC_000913.2	b1649,b1650
TU0_8182_from_RpoD_mono	1725825	1726268	1725825	+	True	RpoD_mono	NC_000913.2	b1651
TU00333_from_RpoD_mono	1726371	1731727		+	True	RpoD_mono	NC_000913.2	b1652,b1653
TU_8430_from_RPOE_MONOMER	1726377	1731727	1726377	+	True	RpoE_mono	NC_000913.2	b1653
TU0_8805_from_RpoD_mono	1731778	1732186	1732186	-	True	RpoD_mono	NC_000913.2	b1654
TU0_13359_from_RpoD_mono	1732381	1733274	1732381	+	True	RpoD_mono	NC_000913.2	b1655
TU0_1681_from_RpoD_mono	1733347	1733983	1733347	+	True	RpoD_mono	NC_000913.2	b1656
TU00059_from_RpoD_mono	1735713	1736893	1735713	+	True	RpoD_mono	NC_000913.2	b1658
TU502_from_RPOS_MONOMER	1739225	1740585	1739225	+	True	RpoS_mono	NC_000913.2	b1661
TU502_from_RpoD_mono	1739225	1740585	1739225	+	True	RpoD_mono	NC_000913.2	b1661
TU503_from_RPOS_MONOMER	1739403	1740585	1739403	+	True	RpoS_mono	NC_000913.2	b1661
TU0_8504_from_RpoD_mono	1740625	1741266		-	True	RpoD_mono	NC_000913.2	b1662
TU00493_from_RpoD_mono	1744439	1744616	1744439	+	True	RpoD_mono	NC_000913.2	b1665,b1666
TU0_13363_from_RpoD_mono	1746771	1749088		-	True	RpoD_mono	NC_000913.2	b1670,b1671
TU0_14675_from_RpoD_mono	1746771	1752666	1752666	-	True	RpoD_mono	NC_000913.2	b1670,b1671,b1672,b1673,b1674
TU0_13364_from_RpoD_mono	1749101	1752501		-	True	RpoD_mono	NC_000913.2	b1673,b1674
TU00527_from_RpoD_mono	1753491	1755134	1753491	+	True	RpoD_mono	NC_000913.2	b1676
TU0_14631_from_RPOS_MONOMER	1753624	1755134	1753624	+	True	RpoS_mono	NC_000913.2	b1676
TU0_14631_from_RpoD_mono	1753624	1755134	1753624	+	True	RpoD_mono	NC_000913.2	b1676
TU0_14822_from_RpoD_mono	1753641	1755134	1753641	+	True	RpoD_mono	NC_000913.2	b1676
TU0_14630_from_RPOS_MONOMER	1753687	1755134	1753687	+	True	RpoS_mono	NC_000913.2	b1676
TU0_14630_from_RpoD_mono	1753687	1755134	1753687	+	True	RpoD_mono	NC_000913.2	b1676
TU0_8380_from_RpoD_mono	1755320	1755681	1755320	+	True	RpoD_mono	NC_000913.2	b1677
TU0_6509_from_RpoD_mono	1755407	1755681	1755407	+	True	RpoD_mono	NC_000913.2	b1677
TU0_2621_from_RpoD_mono	1756898	1762442	1762442	-	True	RpoD_mono	NC_000913.2	b1680,b1681,b1682,b1683,b1684
TU0_13368_from_RpoD_mono	1762958	1766709		-	True	RpoD_mono	NC_000913.2	b1686,b1687
TU0_13373_from_RpoD_mono	1770536	1773468		+	True	RpoD_mono	NC_000913.2	b1692,b1693
TU0_13374_from_RpoD_mono	1773611	1776371		+	True	RpoD_mono	NC_000913.2	b1695
TU0_5322_from_RpoD_mono	1777641	1782701		+	True	RpoD_mono	NC_000913.2	b1698,b1699,b1700,b1701
TU00162_from_RpoD_mono	1782758	1785185	1785185	-	True	RpoD_mono	NC_000913.2	b1702
