Transcription-Units,Genes of transcription unit,Direction
TU490-4360,SYNPCC7942_1464,+
TU490-4728,SYNPCC7942_2072,+
TU490-3611,SYNPCC7942_0218,-
TU490-5094,SYNPCC7942_2327,-
TU490-3979,SYNPCC7942_0834,+
TU490-4344,SYNPCC7942_R0049,+
TU490-4712,SYNPCC7942_2045,-
TU490-3595,SYNPCC7942_0192,-
TU490-5078,SYNPCC7942_2467,-
TU490-3963,SYNPCC7942_0807 // SYNPCC7942_0806 // SYNPCC7942_0805 // SYNPCC7942_0804,+
TU490-4328,SYNPCC7942_1420,+
TU490-4696,SYNPCC7942_2022 // SYNPCC7942_2021,-
TU490-3579,SYNPCC7942_0160,+
TU490-5062,SYNPCC7942_2559,-
TU490-3947,SYNPCC7942_0786,+
TU490-5484,SYNPCC7942_0697,-
TU490-4312,SYNPCC7942_1389,-
TU490-4680,SYNPCC7942_1996,-
TU490-5046,SYNPCC7942_2607,-
TU490-3931,SYNPCC7942_0764 // SYNPCC7942_0763,-
TU490-5414,SYNPCC7942_0016,+
TU490-4296,SYNPCC7942_1369,+
TU490-4664,SYNPCC7942_1971 // SYNPCC7942_1970,-
TU490-5030,SYNPCC7942_2576,-
TU490-3915,SYNPCC7942_0729 // SYNPCC7942_0728,+
TU490-5398,SYNPCC7942_0144,+
TU490-4283,SYNPCC7942_1352,+
TU490-4648,SYNPCC7942_1949,+
TU490-5014,SYNPCC7942_2546,+
TU490-3899,SYNPCC7942_0708,+
TU490-5382,SYNPCC7942_0241,+
TU490-4267,SYNPCC7942_1323,+
TU490-4632,SYNPCC7942_1923,-
TU490-5001,SYNPCC7942_2524 // SYNPCC7942_2523,+
TU490-3883,SYNPCC7942_0683 // SYNPCC7942_0682,+
TU490-5366,SYNPCC7942_0367,-
TU490-4251,SYNPCC7942_1302,+
TU490-4616,SYNPCC7942_1899,-
TU490-4985,SYNPCC7942_2497 // SYNPCC7942_2496 // SYNPCC7942_2495 // SYNPCC7942_2494 // SYNPCC7942_2493 // SYNPCC7942_2492,-
TU490-3867,SYNPCC7942_0654 // SYNPCC7942_0653 // SYNPCC7942_0652,-
TU490-5350,SYNPCC7942_0454,-
TU490-4235,SYNPCC7942_1270,+
TU490-4600,SYNPCC7942_1870 // SYNPCC7942_1869,-
TU490-4969,SYNPCC7942_2469,+
TU490-3851,SYNPCC7942_0632,-
TU490-5334,SYNPCC7942_0574,+
TU490-4219,SYNPCC7942_1244,+
TU490-4584,SYNPCC7942_1838,-
TU490-4953,SYNPCC7942_2447,+
TU490-3835,SYNPCC7942_0608,+
TU490-5318,SYNPCC7942_0681,-
TU490-4203,SYNPCC7942_1216 // SYNPCC7942_1217,-
TU490-4568,SYNPCC7942_1810,+
TU490-4937,SYNPCC7942_2424,-
TU490-3819,SYNPCC7942_0586,-
TU490-5302,SYNPCC7942_0880,-
TU490-4187,SYNPCC7942_1190,-
TU490-4552,SYNPCC7942_1790 // SYNPCC7942_1789,+
TU490-4921,SYNPCC7942_R0014 // SYNPCC7942_2404,+
TU490-3803,SYNPCC7942_0558,+
TU490-3553,SYNPCC7942_0117,+
TU490-5286,SYNPCC7942_0976,+
TU490-4171,SYNPCC7942_1158,-
TU490-4536,SYNPCC7942_1767,-
TU490-4905,SYNPCC7942_2383,+
TU490-3787,SYNPCC7942_0534 // SYNPCC7942_0533 // SYNPCC7942_0532,-
TU490-3537,SYNPCC7942_0092,-
TU490-5270,SYNPCC7942_1042,+
TU490-4155,SYNPCC7942_1135,-
TU490-4520,SYNPCC7942_1741 // SYNPCC7942_1740,-
TU490-4889,SYNPCC7942_2355,-
TU490-3771,SYNPCC7942_0504 // SYNPCC7942_0503 // SYNPCC7942_0502 // SYNPCC7942_0501 // SYNPCC7942_0500,-
TU490-3521,SYNPCC7942_0065,-
TU490-5254,SYNPCC7942_1166,+
TU490-4139,SYNPCC7942_1116,+
TU490-4504,SYNPCC7942_1708,+
TU490-4873,SYNPCC7942_2322 // SYNPCC7942_2321 // SYNPCC7942_2320,+
TU490-3755,SYNPCC7942_0470,+
TU490-3505,SYNPCC7942_0033,-
TU490-5238,SYNPCC7942_1294,+
TU490-4123,SYNPCC7942_1083,+
TU490-4488,SYNPCC7942_1688 // SYNPCC7942_1687 // SYNPCC7942_1686,+
TU490-4857,SYNPCC7942_2300 // SYNPCC7942_2299 // SYNPCC7942_2298,+
TU490-3739,SYNPCC7942_0442,+
TU490-3489,SYNPCC7942_B2616,+
TU490-5222,SYNPCC7942_1406,-
TU490-4107,SYNPCC7942_1058 // SYNPCC7942_1057 // SYNPCC7942_1056 // SYNPCC7942_1055 // SYNPCC7942_1054,+
TU490-4469,SYNPCC7942_1652 // SYNPCC7942_1651,+
TU490-4838,SYNPCC7942_2260,-
TU490-3720,SYNPCC7942_0405,+
TU490-1540,SYNPCC7942_B2632,-
TU490-5203,SYNPCC7942_1530,-
TU490-4088,SYNPCC7942_1017,-
TU490-4453,SYNPCC7942_1631 // SYNPCC7942_1630,+
TU490-4822,SYNPCC7942_2239,-
TU490-3704,SYNPCC7942_0378,+
TU490-1524,G490-6 // SYNPCC7942_B2653,-
TU490-5187,SYNPCC7942_1607,-
TU490-4072,SYNPCC7942_0988,-
TU490-4437,SYNPCC7942_1600 // SYNPCC7942_1599 // SYNPCC7942_1598 // SYNPCC7942_1597 // SYNPCC7942_1596,+
TU490-4806,SYNPCC7942_2199,-
TU490-3688,SYNPCC7942_0349,-
TU490-5171,SYNPCC7942_1725,+
TU490-4056,SYNPCC7942_0959,-
TU490-4421,SYNPCC7942_1568,-
TU490-4790,SYNPCC7942_2178,-
TU490-3672,SYNPCC7942_0326,-
TU490-5155,SYNPCC7942_1880,+
TU490-4040,SYNPCC7942_0932 // SYNPCC7942_0931 // SYNPCC7942_0930 // SYNPCC7942_0929 // SYNPCC7942_0928,+
TU490-4405,SYNPCC7942_1545 // SYNPCC7942_1544 // SYNPCC7942_1543,+
TU490-4773,SYNPCC7942_2150,+
TU490-3656,SYNPCC7942_0300 // SYNPCC7942_0299 // SYNPCC7942_0298,-
TU490-5139,SYNPCC7942_2041,+
TU490-4024,SYNPCC7942_0905,+
TU490-4389,SYNPCC7942_1521,+
TU490-4757,SYNPCC7942_2122,-
TU490-3640,SYNPCC7942_0272 // SYNPCC7942_0271 // SYNPCC7942_0270,+
TU490-5123,SYNPCC7942_2128,-
TU490-4008,SYNPCC7942_0882,-
TU490-4373,SYNPCC7942_1497 // SYNPCC7942_1496 // SYNPCC7942_1495 // SYNPCC7942_1494,-
TU490-4741,SYNPCC7942_2094,+
TU490-3624,SYNPCC7942_0239 // SYNPCC7942_0238 // SYNPCC7942_0237,-
TU490-5107,SYNPCC7942_2255,+
TU490-3992,SYNPCC7942_0854,+
TU490-4357,SYNPCC7942_1461,-
TU490-4725,SYNPCC7942_2066,-
TU490-3608,SYNPCC7942_0216,-
TU490-5091,SYNPCC7942_2345,-
TU490-3976,SYNPCC7942_0829,+
TU490-4341,SYNPCC7942_1440,-
TU490-4709,SYNPCC7942_2042,-
TU490-3592,SYNPCC7942_0184 // SYNPCC7942_0183,+
TU490-5075,SYNPCC7942_2491,+
TU490-3960,SYNPCC7942_0800,-
TU490-4325,SYNPCC7942_1415,-
TU490-4693,SYNPCC7942_2016,-
TU490-3576,SYNPCC7942_0156,-
TU490-5059,SYNPCC7942_2571,+
TU490-3944,SYNPCC7942_0781,-
TU490-5481,SYNPCC7942_0321,-
TU490-4309,SYNPCC7942_1386,-
TU490-4677,SYNPCC7942_1992,-
TU490-5043,SYNPCC7942_2604 // SYNPCC7942_2603 // SYNPCC7942_2602,+
TU490-3928,SYNPCC7942_0760 // SYNPCC7942_0759,+
TU490-5411,SYNPCC7942_0034,+
TU490-4293,SYNPCC7942_1365,-
TU490-4661,SYNPCC7942_1967,+
TU490-5027,SYNPCC7942_R0051 // SYNPCC7942_R0050,-
TU490-3912,SYNPCC7942_0723,-
TU490-5395,SYNPCC7942_0147,-
TU490-4280,SYNPCC7942_1342,+
TU490-4645,SYNPCC7942_1946,-
TU490-3896,SYNPCC7942_0699,+
TU490-5379,SYNPCC7942_0256,+
TU490-4264,SYNPCC7942_1320,-
TU490-4629,SYNPCC7942_1919,-
TU490-4998,SYNPCC7942_2519,-
TU490-3880,SYNPCC7942_R0038 // SYNPCC7942_0678,+
TU490-5363,SYNPCC7942_0393,+
TU490-4248,SYNPCC7942_1297,+
TU490-4613,SYNPCC7942_1892 // SYNPCC7942_1891,+
TU490-4982,SYNPCC7942_2487,+
TU490-3864,SYNPCC7942_0648,+
TU490-5347,SYNPCC7942_0487,-
TU490-4232,SYNPCC7942_1267 // SYNPCC7942_1266,-
TU490-4597,SYNPCC7942_1864 // SYNPCC7942_1863 // SYNPCC7942_1862,+
TU490-4966,SYNPCC7942_2464,-
TU490-3848,SYNPCC7942_0627 // SYNPCC7942_R0037,+
TU490-5331,SYNPCC7942_0588,-
TU490-4216,SYNPCC7942_1236 // SYNPCC7942_1237 // SYNPCC7942_1238 // SYNPCC7942_1239,-
TU490-4581,SYNPCC7942_1834 // SYNPCC7942_1833,+
TU490-4950,SYNPCC7942_2444,-
TU490-3832,SYNPCC7942_0603 // SYNPCC7942_0602,-
TU490-5315,SYNPCC7942_0710,-
TU490-4200,SYNPCC7942_1213,+
TU490-4565,SYNPCC7942_1806,+
TU490-4934,SYNPCC7942_2420,+
TU490-3816,SYNPCC7942_0582 // SYNPCC7942_0581,-
TU490-3566,SYNPCC7942_0134 // SYNPCC7942_0133,+
TU490-5299,SYNPCC7942_0893,+
TU490-4184,SYNPCC7942_1187 // SYNPCC7942_1186 // SYNPCC7942_1185,+
TU490-4549,SYNPCC7942_1784,+
TU490-4918,SYNPCC7942_2401,-
TU490-3800,SYNPCC7942_0554,+
TU490-3550,SYNPCC7942_0112,+
TU490-5283,SYNPCC7942_0992,+
TU490-4168,SYNPCC7942_1154 // SYNPCC7942_1153,-
TU490-4533,SYNPCC7942_1764 // SYNPCC7942_1763 // SYNPCC7942_1762,+
TU490-4902,SYNPCC7942_2379 // SYNPCC7942_2378,+
TU490-3784,SYNPCC7942_0527,-
TU490-3534,SYNPCC7942_R0025,-
TU490-5267,SYNPCC7942_1090,-
TU490-4152,SYNPCC7942_1132,-
TU490-4517,SYNPCC7942_1735,+
TU490-4886,SYNPCC7942_2348,+
TU490-3768,SYNPCC7942_0495 // SYNPCC7942_0494,-
TU490-3518,SYNPCC7942_0059 // SYNPCC7942_0058 // SYNPCC7942_0057 // SYNPCC7942_0056 // SYNPCC7942_0055 // SYNPCC7942_0054,-
TU490-5251,SYNPCC7942_1221,-
TU490-4136,SYNPCC7942_1109 // SYNPCC7942_1108,+
TU490-4501,SYNPCC7942_1705,+
TU490-4870,SYNPCC7942_2315,+
TU490-3752,SYNPCC7942_0464,-
TU490-3502,SYNPCC7942_0024,-
TU490-5235,SYNPCC7942_1313,+
TU490-4120,SYNPCC7942_1079 // SYNPCC7942_1078,+
TU490-4485,SYNPCC7942_1682 // SYNPCC7942_1681,+
TU490-4854,SYNPCC7942_2295 // SYNPCC7942_2294 // SYNPCC7942_2293 // SYNPCC7942_2292,+
TU490-3736,SYNPCC7942_0439,-
TU490-3486,SYNPCC7942_B2658,-
TU490-5219,SYNPCC7942_1431,+
TU490-4104,SYNPCC7942_1051,+
TU490-4101,SYNPCC7942_1048,+
TU490-4466,SYNPCC7942_1645 // SYNPCC7942_R0036,+
TU490-4835,SYNPCC7942_2256,-
TU490-3717,SYNPCC7942_0400 // SYNPCC7942_0399,-
TU490-1537,SYNPCC7942_B2630 // SYNPCC7942_B2629 // SYNPCC7942_B2628 // SYNPCC7942_B2627 // SYNPCC7942_B2625,+
TU490-5200,SYNPCC7942_1554,-
TU490-4085,SYNPCC7942_1008 // SYNPCC7942_1007,-
TU490-4450,SYNPCC7942_1627 // SYNPCC7942_1626,-
TU490-4819,SYNPCC7942_2235 // SYNPCC7942_2234,+
TU490-3701,SYNPCC7942_0373,-
TU490-5184,SYNPCC7942_1649,+
TU490-4069,SYNPCC7942_0985 // SYNPCC7942_0984 // SYNPCC7942_0983 // SYNPCC7942_0982,+
TU490-4434,SYNPCC7942_1591 // SYNPCC7942_1590 // SYNPCC7942_1589,-
TU490-4803,SYNPCC7942_2194,-
TU490-3685,SYNPCC7942_0346,+
TU490-5168,SYNPCC7942_1778,-
TU490-4053,SYNPCC7942_0955,-
TU490-4418,SYNPCC7942_1563,-
TU490-4786,SYNPCC7942_2174 // SYNPCC7942_2173 // SYNPCC7942_2172,+
TU490-3669,SYNPCC7942_0321,-
TU490-5152,SYNPCC7942_1900,+
TU490-4037,SYNPCC7942_0924,-
TU490-4402,SYNPCC7942_1540 // SYNPCC7942_1539,-
TU490-4770,SYNPCC7942_2147 // SYNPCC7942_2146,+
TU490-3653,SYNPCC7942_0295,+
TU490-5136,SYNPCC7942_2054,-
TU490-4021,SYNPCC7942_0902,-
TU490-4386,SYNPCC7942_1516,-
TU490-4754,SYNPCC7942_2118,-
TU490-3637,SYNPCC7942_0265,-
TU490-5120,SYNPCC7942_2142,-
TU490-4005,SYNPCC7942_0876,+
TU490-4370,SYNPCC7942_1488,+
TU490-4738,SYNPCC7942_2090,+
TU490-3621,SYNPCC7942_0234,-
TU490-5104,SYNPCC7942_2267,+
TU490-3989,SYNPCC7942_0850,-
TU490-4354,SYNPCC7942_1458,-
TU490-4722,SYNPCC7942_2062,-
TU490-3605,SYNPCC7942_0211 // SYNPCC7942_0210,+
TU490-5088,SYNPCC7942_2350,-
TU490-3973,SYNPCC7942_0824,+
TU490-4338,SYNPCC7942_1436 // SYNPCC7942_1435,-
TU490-4706,SYNPCC7942_2038,-
TU490-3589,SYNPCC7942_0178 // SYNPCC7942_0177,-
TU490-5072,SYNPCC7942_2515,-
TU490-3957,SYNPCC7942_0796,+
TU490-4322,SYNPCC7942_1410,-
TU490-4690,SYNPCC7942_2010,-
TU490-3573,SYNPCC7942_0150 // SYNPCC7942_0149,-
TU490-5056,SYNPCC7942_2586,+
TU490-3941,SYNPCC7942_0778,+
TU490-5478,SYNPCC7942_1240 // SYNPCC7942_1239 // SYNPCC7942_1238 // SYNPCC7942_1237 // SYNPCC7942_1236 // SYNPCC7942_1235,-
TU490-4306,SYNPCC7942_1381,+
TU490-4674,SYNPCC7942_1989,-
TU490-5040,SYNPCC7942_2599 // SYNPCC7942_2598,-
TU490-3925,SYNPCC7942_0755,+
TU490-5408,SYNPCC7942_0037,-
TU490-4290,SYNPCC7942_1362,+
TU490-4658,SYNPCC7942_1962,+
TU490-5024,SYNPCC7942_2570 // SYNPCC7942_2569 // SYNPCC7942_2568,-
TU490-3909,SYNPCC7942_0720,-
TU490-5392,SYNPCC7942_0167,-
TU490-4277,SYNPCC7942_1339,-
TU490-4642,SYNPCC7942_1941,+
TU490-5011,SYNPCC7942_R0020,+
TU490-3893,SYNPCC7942_0696,-
TU490-5376,SYNPCC7942_0288,-
TU490-4261,SYNPCC7942_1316,-
TU490-4626,SYNPCC7942_1916,-
TU490-4995,SYNPCC7942_2514,+
TU490-3877,SYNPCC7942_0671 // SYNPCC7942_0670 // SYNPCC7942_0669,+
TU490-5360,SYNPCC7942_0408,+
TU490-4245,SYNPCC7942_1292,-
TU490-4610,SYNPCC7942_1886,+
TU490-4979,SYNPCC7942_2483,-
TU490-3861,SYNPCC7942_0644,+
TU490-5344,SYNPCC7942_0492,-
TU490-4229,SYNPCC7942_1262 // SYNPCC7942_1261,-
TU490-4594,SYNPCC7942_1859,+
TU490-4963,SYNPCC7942_2460,-
TU490-3845,SYNPCC7942_0622 // SYNPCC7942_0621,+
TU490-5328,SYNPCC7942_0604,+
TU490-4213,SYNPCC7942_1233,-
TU490-4578,SYNPCC7942_1830,-
TU490-4947,SYNPCC7942_2440,-
TU490-3829,SYNPCC7942_0599,-
TU490-5312,SYNPCC7942_0774,+
TU490-4197,SYNPCC7942_1206 // SYNPCC7942_1205,+
TU490-4562,SYNPCC7942_1803,-
TU490-4931,SYNPCC7942_2417,-
TU490-3813,SYNPCC7942_0577,+
TU490-3563,SYNPCC7942_0130,-
TU490-5296,SYNPCC7942_0933,-
TU490-4181,SYNPCC7942_1179 // SYNPCC7942_1178,-
TU490-4546,SYNPCC7942_1781,-
TU490-4915,SYNPCC7942_2395,-
TU490-3797,SYNPCC7942_0550 // SYNPCC7942_0549,+
TU490-3547,SYNPCC7942_0108,+
TU490-5280,SYNPCC7942_1004,-
TU490-4165,SYNPCC7942_1150,-
TU490-4530,SYNPCC7942_1759 // SYNPCC7942_1758,-
TU490-4899,SYNPCC7942_2370 // SYNPCC7942_2369 // SYNPCC7942_2368,+
TU490-3781,SYNPCC7942_0522,+
TU490-3531,SYNPCC7942_0081,-
TU490-5264,SYNPCC7942_1096,-
TU490-4149,SYNPCC7942_1129,+
TU490-4514,SYNPCC7942_1730,+
TU490-4883,SYNPCC7942_2341 // SYNPCC7942_2340 // SYNPCC7942_2339,+
TU490-3765,SYNPCC7942_0486 // SYNPCC7942_0485,+
TU490-3515,SYNPCC7942_0049,-
TU490-5248,SYNPCC7942_1228,+
TU490-4133,SYNPCC7942_1105 // SYNPCC7942_1104,-
TU490-4498,SYNPCC7942_1701,+
TU490-4867,SYNPCC7942_2311,-
TU490-3749,SYNPCC7942_0460,-
TU490-3499,SYNPCC7942_0018 // SYNPCC7942_0017,-
TU490-5232,SYNPCC7942_1372,+
TU490-4117,SYNPCC7942_1075,-
TU490-4482,SYNPCC7942_1674 // SYNPCC7942_1673,-
TU490-4851,SYNPCC7942_2286,-
TU490-3733,SYNPCC7942_0433,+
TU490-1553,SYNPCC7942_B2660 // SYNPCC7942_B2650,+
TU490-5216,SYNPCC7942_1437,+
TU490-5213,SYNPCC7942_1476,+
TU490-4098,SYNPCC7942_1045,-
TU490-4463,SYNPCC7942_1642 // SYNPCC7942_1641,+
TU490-4832,SYNPCC7942_2252 // SYNPCC7942_2251,-
TU490-3714,SYNPCC7942_0395,+
TU490-1534,SYNPCC7942_B2621,+
TU490-5197,SYNPCC7942_R0001,-
TU490-4082,SYNPCC7942_1003,+
TU490-4447,SYNPCC7942_1623,+
TU490-4816,SYNPCC7942_2231 // SYNPCC7942_2230 // SYNPCC7942_2229 // SYNPCC7942_2228 // SYNPCC7942_2227 // SYNPCC7942_2226 // SYNPCC7942_2225 // SYNPCC7942_2224 // SYNPCC7942_2223 // SYNPCC7942_2222 // SYNPCC7942_2221,-
TU490-3698,SYNPCC7942_0368,+
TU490-5181,SYNPCC7942_1658,-
TU490-4066,SYNPCC7942_0980,-
TU490-4431,SYNPCC7942_1585 // SYNPCC7942_1584,-
TU490-4800,SYNPCC7942_2189,+
TU490-3682,SYNPCC7942_0343,+
TU490-5165,SYNPCC7942_1819,+
TU490-4050,SYNPCC7942_0952,-
TU490-4415,SYNPCC7942_1560,+
TU490-4783,SYNPCC7942_2165,-
TU490-3666,SYNPCC7942_0317,+
TU490-5149,GCEQ-2175,+
TU490-4034,SYNPCC7942_0919,+
TU490-4399,SYNPCC7942_1536 // SYNPCC7942_1535,+
TU490-4767,SYNPCC7942_2140,+
TU490-3650,SYNPCC7942_0290 // SYNPCC7942_0289,+
TU490-5133,SYNPCC7942_2080,+
TU490-4018,SYNPCC7942_R0041 // SYNPCC7942_0898 // SYNPCC7942_0897 // SYNPCC7942_0896,+
TU490-4383,SYNPCC7942_1512 // SYNPCC7942_1511,-
TU490-4751,SYNPCC7942_R0007,+
TU490-3634,SYNPCC7942_0261,-
TU490-5117,SYNPCC7942_2162,-
TU490-4002,SYNPCC7942_0871 // SYNPCC7942_0870,-
TU490-4367,SYNPCC7942_1481 // SYNPCC7942_1480,-
TU490-4735,SYNPCC7942_2086 // SYNPCC7942_2085 // SYNPCC7942_2084,-
TU490-3618,SYNPCC7942_0230,-
TU490-5101,SYNPCC7942_2282,-
TU490-3986,SYNPCC7942_0847 // SYNPCC7942_0846,-
TU490-4351,SYNPCC7942_1453,+
TU490-4719,SYNPCC7942_2058,-
TU490-3602,SYNPCC7942_0206,+
TU490-5085,SYNPCC7942_2353,+
TU490-3970,SYNPCC7942_0820,+
TU490-4335,SYNPCC7942_1429,-
TU490-4703,SYNPCC7942_2033 // SYNPCC7942_2032,+
TU490-3586,SYNPCC7942_0172 // SYNPCC7942_0171,+
TU490-5069,SYNPCC7942_2532,-
TU490-3954,SYNPCC7942_0793,-
TU490-4319,SYNPCC7942_1407,+
TU490-4687,SYNPCC7942_2005 // SYNPCC7942_2004,+
TU490-3570,SYNPCC7942_0138,+
TU490-5053,SYNPCC7942_R0024,-
TU490-3938,SYNPCC7942_0773 // SYNPCC7942_0772,-
TU490-5475,SYNPCC7942_2557 // SYNPCC7942_2556 // SYNPCC7942_2555 // SYNPCC7942_2554,-
TU490-4303,SYNPCC7942_R0048,-
TU490-4671,SYNPCC7942_1984 // SYNPCC7942_1983,+
TU490-5037,SYNPCC7942_2591 // SYNPCC7942_2590,+
TU490-3922,SYNPCC7942_0746 // SYNPCC7942_0745 // SYNPCC7942_0744 // SYNPCC7942_0743 // SYNPCC7942_0742,+
TU490-5405,SYNPCC7942_0088,+
TU490-4655,SYNPCC7942_1957,-
TU490-5021,SYNPCC7942_2564,-
TU490-3906,SYNPCC7942_R0040,+
TU490-5389,SYNPCC7942_0187,-
TU490-4274,SYNPCC7942_1336,+
TU490-4639,SYNPCC7942_1937,-
TU490-5008,SYNPCC7942_2540,-
TU490-3890,SYNPCC7942_0693,-
TU490-5373,SYNPCC7942_0301,+
TU490-4258,SYNPCC7942_1312,-
TU490-4623,SYNPCC7942_1912,-
TU490-4992,SYNPCC7942_2510,+
TU490-3874,SYNPCC7942_0664 // SYNPCC7942_0663,+
TU490-5357,SYNPCC7942_0422,+
TU490-4242,SYNPCC7942_1287,+
TU490-4607,SYNPCC7942_1881,-
TU490-4976,SYNPCC7942_2478 // SYNPCC7942_2477,-
TU490-3858,SYNPCC7942_0641,-
TU490-5341,SYNPCC7942_0526,+
TU490-4226,SYNPCC7942_1258 // SYNPCC7942_1257,+
TU490-4591,SYNPCC7942_1855 // SYNPCC7942_1854 // SYNPCC7942_1853 // SYNPCC7942_1852 // SYNPCC7942_1851,+
TU490-4960,SYNPCC7942_2457,+
TU490-3842,SYNPCC7942_0618,+
TU490-5325,SYNPCC7942_0630,+
TU490-4210,SYNPCC7942_1230 // SYNPCC7942_1229,-
TU490-4575,SYNPCC7942_1822 // SYNPCC7942_1821,+
TU490-4944,SYNPCC7942_2438,-
TU490-3826,SYNPCC7942_0595 // SYNPCC7942_0594 // SYNPCC7942_0593 // SYNPCC7942_0592,-
TU490-5309,SYNPCC7942_0825,-
TU490-4194,SYNPCC7942_1198,-
TU490-4559,SYNPCC7942_1800,+
TU490-4928,SYNPCC7942_2414,-
TU490-3810,SYNPCC7942_0570,-
TU490-3560,SYNPCC7942_0126 // SYNPCC7942_0125,-
TU490-5293,SYNPCC7942_0946,+
TU490-4178,SYNPCC7942_1172 // SYNPCC7942_1171,-
TU490-4543,SYNPCC7942_1777,+
TU490-4912,SYNPCC7942_2392,+
TU490-3794,SYNPCC7942_0546 // SYNPCC7942_0545 // SYNPCC7942_0544,+
TU490-3544,SYNPCC7942_0102,+
TU490-5277,SYNPCC7942_1027,+
TU490-4162,SYNPCC7942_1145,-
TU490-4527,SYNPCC7942_1751,-
TU490-4896,SYNPCC7942_2366,-
TU490-3778,SYNPCC7942_0518,+
TU490-3528,SYNPCC7942_0078,-
TU490-5261,SYNPCC7942_1136,+
TU490-4146,SYNPCC7942_1125,+
TU490-4511,SYNPCC7942_1722,-
TU490-4880,SYNPCC7942_2336,-
TU490-3762,SYNPCC7942_0481,+
TU490-3512,SYNPCC7942_0045,+
TU490-5245,SYNPCC7942_1253,-
TU490-4130,SYNPCC7942_1100,-
TU490-4495,SYNPCC7942_1697,-
TU490-4864,SYNPCC7942_2309,-
TU490-3746,SYNPCC7942_0456,+
TU490-3496,SYNPCC7942_0012,-
TU490-5229,SYNPCC7942_1384,+
TU490-4114,SYNPCC7942_1071,-
TU490-4479,SYNPCC7942_1667,+
TU490-4848,SYNPCC7942_2278,+
TU490-3730,SYNPCC7942_0428 // SYNPCC7942_0427 // SYNPCC7942_0426,-
TU490-1550,SYNPCC7942_B2645,+
TU490-4845,SYNPCC7942_2275,+
TU490-3727,SYNPCC7942_0419,-
TU490-1547,SYNPCC7942_B2642,-
TU490-5210,SYNPCC7942_1498,+
TU490-4095,SYNPCC7942_1038 // SYNPCC7942_1037,+
TU490-4460,SYNPCC7942_1638,+
TU490-4829,SYNPCC7942_2248,-
TU490-3711,SYNPCC7942_0390,-
TU490-1531,SYNPCC7942_B2664 // SYNPCC7942_B2663,-
TU490-5194,SYNPCC7942_1581,+
TU490-4079,SYNPCC7942_1000,-
TU490-4444,SYNPCC7942_1616 // SYNPCC7942_1615 // SYNPCC7942_1614,+
TU490-4813,SYNPCC7942_2212,-
TU490-3695,SYNPCC7942_0364,+
TU490-5178,SYNPCC7942_1680,-
TU490-4063,SYNPCC7942_0974 // SYNPCC7942_0973,-
TU490-4428,SYNPCC7942_1576,+
TU490-4797,SYNPCC7942_2185,+
TU490-3679,SYNPCC7942_0338,+
TU490-5162,SYNPCC7942_1826,-
TU490-4047,SYNPCC7942_0942,-
TU490-4412,SYNPCC7942_1555,+
TU490-4780,SYNPCC7942_2161 // SYNPCC7942_2160,+
TU490-3663,SYNPCC7942_0314,-
TU490-5146,SYNPCC7942_1980,+
TU490-4031,SYNPCC7942_0916 // SYNPCC7942_0915 // SYNPCC7942_0914 // SYNPCC7942_0913,-
TU490-4396,SYNPCC7942_1532 // SYNPCC7942_1531,+
TU490-4764,SYNPCC7942_2137,+
TU490-3647,SYNPCC7942_0285,+
TU490-5130,SYNPCC7942_2097,-
TU490-4015,SYNPCC7942_0891,+
TU490-4380,SYNPCC7942_1507,-
TU490-4748,SYNPCC7942_2109,+
TU490-3631,SYNPCC7942_0258,+
TU490-5114,SYNPCC7942_2170,+
TU490-3999,SYNPCC7942_0865,+
TU490-4364,SYNPCC7942_1475,-
TU490-4732,SYNPCC7942_2079 // SYNPCC7942_2078,-
TU490-3615,SYNPCC7942_0225,+
TU490-5098,SYNPCC7942_2312,+
TU490-3983,SYNPCC7942_0842,-
TU490-4348,SYNPCC7942_1448 // SYNPCC7942_1447,+
TU490-4716,SYNPCC7942_2055,+
TU490-3599,SYNPCC7942_0202 // SYNPCC7942_0201 // SYNPCC7942_0200 // SYNPCC7942_0199 // SYNPCC7942_0198,-
TU490-5082,SYNPCC7942_2382,-
TU490-3967,SYNPCC7942_0816,-
TU490-4332,SYNPCC7942_1425,+
TU490-4700,SYNPCC7942_2029,+
TU490-3583,SYNPCC7942_0168,+
TU490-5066,SYNPCC7942_2535,+
TU490-3951,SYNPCC7942_0790,-
TU490-5488,SYNPCC7942_0004,+
TU490-4316,SYNPCC7942_1400 // SYNPCC7942_1399 // SYNPCC7942_1398,-
TU490-4684,SYNPCC7942_2001,-
TU490-3567,SYNPCC7942_0135,-
TU490-5050,SYNPCC7942_2611,-
TU490-3935,SYNPCC7942_0768,+
TU490-5472,SYNPCC7942_1390 // SYNPCC7942_1389,-
TU490-4300,SYNPCC7942_1375,-
TU490-4668,SYNPCC7942_1977 // SYNPCC7942_1976 // SYNPCC7942_1975,-
TU490-5034,SYNPCC7942_2584 // SYNPCC7942_2583,+
TU490-3919,SYNPCC7942_0737 // SYNPCC7942_0736 // SYNPCC7942_0735,+
TU490-5402,SYNPCC7942_0100,-
TU490-4287,SYNPCC7942_1358,-
TU490-4652,SYNPCC7942_1954 // SYNPCC7942_1953,-
TU490-5018,SYNPCC7942_2557 // SYNPCC7942_2556 // SYNPCC7942_2555 // SYNPCC7942_2554 // SYNPCC7942_2553 // SYNPCC7942_2552,-
